NAME:,run_3_1.csv,,
EXPERIMENT TIME:,06/06/2023 14:19,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,82,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
267.85,-0.35000038,-2.43,-0.71
267.9,-1.0200005,-2.08,-0.9
267.95,0.03999996,-2.43,-0.98
268,-0.39000034,-1.96,-0.98
268.05,0.03999996,-1.88,-0.86
268.1,-0.31000042,-2.59,-0.35
268.15,-0.14999962,-2.98,-0.2
268.2,-0.6199999,-1.96,-0.31
268.25,-0.97999954,-1.96,-0.2
268.3,-1.4899998,-2.43,0.31
268.36,-0.5100002,-2.12,0.75
268.41,0.4300003,-1.45,-0.47
268.46,-0.85999966,1.84,2.59
268.51,-1.3699999,-4.94,3.69
268.56,0.6300001,-3.1,7.65
268.61,3.6099997,-0.27,10.08
268.66,-4.04,8.12,2.79
268.71,-9.1,3.45,4.63
268.76,-12.47,2.75,-0.67
268.82,6.4400005,-1.49,12.71
268.87,0.5100002,3.61,7.73
268.92,9.85,-0.51,13.96
268.97,9.889999,-6.67,2.75
269.02,-2.5100002,-4.12,1.65
269.07,-10,-1.8,3.65
269.12,-8.98,-0.55,-3.96
269.83,-10.12,-2.67,-2.43
269.89,-4.94,0.86,-7.85
269.94,10.01,2.55,5.45
269.99,9.459999,-9.77,6.98
270.04,1.5699997,-3.84,3.77
270.09,-10.59,4.28,-2.82
270.14,-14,2.31,-2.63
270.19,-2.15,-0.75,0.98
270.24,8.280001,1.02,3.61
270.29,-5.45,3.77,0.04
270.35,10.01,3.96,10.71
270.4,3.8500004,-8.9,4.35
270.45,-8.39,-3.92,2.24
270.5,-8.59,-1.37,-1.57
270.55,-8.23,-0.04,-0.35
270.6,-2.98,5.33,-5.61
270.65,10.01,0.2,1.77
270.7,8.280001,-9.57,9.26
270.75,-0.14999962,2.12,4.28
270.8,-11.45,2.43,-1.96
270.86,-15.3,1.22,-4.71
270.91,2.3199997,-3.73,1.61
270.96,8.59,-4.86,10.2
271.01,-4.19,-6.2,-6
271.06,10.01,2.71,3.22
271.11,4.04,-6.83,1.69
271.16,-10.51,-2.31,1.33
271.21,-9.73,-2.51,-1.06
271.26,-6,2.12,-2.28
271.31,7.299999,0.24,4.55
271.36,9.5,-3.37,4.82
271.42,0.47000027,-13.38,6.83
271.47,1.5699997,7.02,0.2
271.52,-14.51,2.47,-4.04
271.57,-8.08,-1.02,-0.9
271.62,-2.15,0.55,-7.96
271.67,-1.6800003,-8,0.75
271.72,10.01,-4.28,7.41
271.77,10.01,-5.45,-2.51
271.82,-2.94,-2.98,-0.31
271.87,-9.06,-4.12,0.47
271.93,-9.06,-2.86,-3.41
271.98,-8.04,3.02,-0.59
272.03,8.790001,1.69,4.79
272.08,9.93,2.24,4.9
272.13,-0.07999992,-16.4,8.98
272.18,0.47000027,4.75,-1.96
272.23,-17.880001,0.55,-2.9
272.28,-10.2,-2.75,-4.2
272.33,0.19999981,-4.35,2.16
272.39,10.01,-10.12,18.28
272.44,-2.6999998,-5.73,0.12
272.49,10.01,6.08,-1.29
272.54,-1.0200005,-7.22,-1.06
272.59,-10.98,-3.02,1.41
272.64,-9.25,-4.55,-5.06
272.69,-5.33,4.31,-0.82
272.74,-0.22999954,-3.3,2.24
272.89,-2.08,7.37,1.14
272.95,-17.3,3.33,-7.14
273,-8.43,-0.27,-1.06
273.05,-2.9,-3.88,-0.12
273.1,10.01,3.45,11.06
273.15,-9.73,-3.57,-1.96
273.2,10.01,2.59,7.14
273.25,5.42,-8.04,3.14
273.3,-9.33,0.24,2.98
273.35,-9.41,-1.84,-1.57
273.4,-7.88,0.39,-0.51
273.46,-4.59,0.94,-9.34
273.51,10.01,4.35,2.47
273.56,0.119999886,-13.57,10.47
273.61,3.0600004,-0.43,2.43
273.66,-9.22,6.28,-3.02
273.71,-17.06,2.24,-1.69
273.76,0.119999886,-1.88,1.37
273.81,10.01,-4.35,12.63
273.86,-5.41,-6.75,-7.77
273.92,10.01,1.57,2.08
273.97,5.2200003,-8.79,1.14
274.02,-10.08,-0.47,2.86
274.07,-8.9,-2.24,-1.77
274.12,-8.78,-0.16,-2.28
274.17,3.42,-1.22,-2.04
274.22,10.01,0.98,2.86
274.27,-0.85999966,-10.75,7.49
274.32,-1.6099997,5.65,1.14
274.37,-16.08,0.27,-6.24
274.42,-9.76,-0.78,-0.16
274.48,-5.72,-3.57,6.83
274.53,10.01,5.02,20.01
274.58,-9.06,-2.16,-3.8
274.63,10.01,5.69,4.94
274.68,2.9799995,-9.06,4.51
274.73,-10.98,0.71,3.57
274.78,-10.43,-3.02,-0.98
274.83,-5.84,1.77,-1.53
274.88,9.219999,-0.31,7.77
274.93,5.7299995,3.69,6.04
274.99,3.38,-20.01,11.61
276.34,10.01,1.37,0.47
276.39,6.24,-14.71,10.98
276.45,4.59,-5.49,4.71
276.5,-6.7799997,6.86,-3.84
276.55,-19.14,6.51,-3.73
276.6,-0.14999962,-5.18,-1.84
276.65,-5.69,3.61,-6.94
276.7,-2.63,-2.31,-2.9
276.75,10.01,-9.85,3.1
276.8,9.85,-1.22,-1.69
276.85,-1.6099997,-2.24,-2.35
276.9,-11.29,-1.02,0.24
276.96,-8,-6.12,-6.98
277.01,-6.31,2.82,-1.02
277.06,10.01,-3.26,5.37
277.11,10.01,0.78,4.67
277.16,0.19999981,-18.71,10.24
277.21,0.119999886,8.75,-4.08
277.36,-1.6800003,-4.75,0.08
277.42,10.01,9.26,19.77
277.47,-8.04,-6.98,8.9
277.52,10.01,3.45,2.31
277.57,3.1400003,-5.45,2.39
277.62,-9.29,-0.12,3.88
277.67,-9.8,-2.55,0.47
277.72,-7.37,0.04,-0.24
277.77,-5.29,0.71,-10.87
277.82,10.01,2.94,1.73
277.87,4.3999996,-7.85,17.65
277.92,1.4899998,0,3.92
277.98,-11.8,4.71,-2.35
278.03,-16.28,3.18,-4.98
278.08,4.55,-7.45,1.57
278.13,-20.32,10.12,-9.57
278.18,-1.1300001,-9.26,-7.69
278.23,9.969999,-6.51,4.86
278.28,9.059999,-5.3,0.86
278.33,-0.35000038,-7.41,-0.08
278.38,-10.16,-1.22,0.12
278.43,-9.33,-2.71,-3.65
278.49,-7.02,1.33,-0.94
278.54,-1.1700001,-2.63,-5.57
278.59,10.01,-0.35,3.3
278.64,3.6499996,-18.51,12.43
278.69,1.0600004,2.71,0.78
