NAME:,walk_2_1.csv,,
966.79,1.1800003,-5.45,6.43
966.84,0.19999981,-1.18,9.89
966.89,-0.5100002,-0.63,1.1
966.94,8.200001,-3.14,2.24
966.99,-12.08,-3.49,-2.31
967.05,4.3599997,-1.37,-1.65
967.1,-2.3899999,-3.1,0.08
967.15,-3.25,-4.94,1.1
967.2,-1.5699997,-5.18,0.71
967.25,-0.5500002,-2,-1.84
967.3,-1.29,-3.49,0.39
967.35,-0.8999996,-4.86,0.71
967.56,0.15999985,-6.51,-0.27
967.61,0.8699999,-6.63,-7.14
967.66,3.0200005,-0.39,0.08
967.71,1.96,-4.82,1.18
968.32,0.78999996,-6.98,-0.71
968.37,-2.31,-1.22,-0.31
968.42,-0.27000046,-3.02,0.55
968.47,-2.12,-5.65,1.06
968.53,-1.8400002,-4.35,-0.59
968.58,-1.29,-4.28,-0.2
968.63,-1.6800003,-3.61,-0.31
968.68,-1.9200001,-4.43,-0.12
968.73,0.39999962,-4,-0.82
968.78,1.0600004,-4.51,1.77
968.83,2.4700003,-6.94,-1.69
968.88,0.8999996,-1.22,-1.61
968.93,1.5699997,-4.86,1.73
968.98,0.23999977,-5.26,2.28
969.03,-2.98,-1.1,0.94
969.09,-2.5900002,-0.98,-0.47
969.14,-3.4899998,-2.79,1.41
969.19,-3.7600002,-1.22,1.8
969.24,-3.8000002,-0.55,3.45
969.29,-3.65,-0.71,6.71
969.34,-1.1000004,-4.82,7.77
969.39,1.4899998,-1.61,9.61
969.44,6.99,-1.8,-0.82
969.49,-4.98,-1.02,-2.71
969.54,-1.21,-4.86,0.63
969.6,-2,-1.84,0.82
969.65,-3.17,-0.47,1.29
969.7,-2.35,-6.24,1.53
969.75,-2,-4.08,0.24
969.8,-2.31,-3.96,1.45
969.85,-0.8199997,-3.14,-1.45
969.9,0.5500002,-3.69,-1.14
969.95,-1.3299999,-6.59,0.78
970,-0.5100002,-5.61,0.31
970.05,2.9099998,-4.79,-1.84
970.11,1.2600002,0.43,-2.39
970.16,2.3599997,-2.94,-0.39
970.21,0.71000004,-4.43,1.33
970.26,-2.7800002,-3.33,0.82
970.31,-4.47,-0.51,0.67
970.36,-5.33,-1.61,2
970.41,-3.02,-0.55,1.53
970.46,-3.1,-0.43,4.59
970.51,-4.12,-2.94,5.65
970.57,2.08,-4.98,5.37
970.62,0.23999977,-0.47,8.2
970.67,4.2,-1.77,1.53
970.72,-2.63,0.9,-1.22
970.77,-1.4899998,-3.84,-0.98
970.82,-2.63,-2.86,3.37
970.87,-3.29,-2.04,0.67
970.92,-2.27,-4.86,0.98
970.97,-2.04,-4.04,0.04
971.02,-1.0200005,-5.26,0.63
971.08,-1.7200003,-3.8,-0.39
971.13,-0.7399998,-3.69,-1.73
971.18,-1.4899998,-3.77,0.04
971.23,-0.59000015,-5.65,-0.63
971.28,0.27999973,-5.06,0.78
971.33,3.8900003,-5.61,-4.08
971.38,0.6700001,-0.04,-4.24
971.43,1.3800001,-3.96,0.67
971.48,1.1800003,-5.84,2.2
971.53,-4.35,-3.02,2.04
971.59,-2.15,0.08,0.27
971.64,-3.5700002,-0.51,0.08
971.69,-3.25,0.12,0.98
971.74,-3.6100001,-1.61,3.65
971.79,-3.33,-0.86,4.47
971.84,1.0200005,-4.86,5.69
971.89,0.8999996,-2.04,8.47
971.94,2.3599997,-1.77,1.18
971.99,0.8299999,1.57,1.29
972.04,-4.43,-2.79,1.69
972.1,1.1800003,-5.92,1.37
972.15,-4.43,-1.49,0.04
972.2,0.27999973,-2.75,0.98
972.25,-3.06,-4.08,0.31
972.3,-1.7200003,-4.79,0.39
972.35,-1.3699999,-3.49,0.39
972.4,-2.4299998,-3.37,0.71
972.45,-1.3299999,-3.96,0.2
972.5,-0.03999996,-5.65,-1.33
972.55,1.7299995,-5.02,1.02
972.61,3.0200005,-8.12,-2.35
972.66,0.07999992,-0.82,-3.18
972.71,1.3000002,-3.45,0.31
972.76,1.5699997,-5.49,1.57
972.81,-3.25,-2.75,0.51
972.86,-1.0200005,2.16,-0.27
972.91,-2.7399998,-1.37,1.41
972.96,-4.51,-0.24,1.77
973.01,-4.51,-1.53,2.9
973.07,-3.65,-0.2,5.61
973.12,2.4700003,-5.45,6.83
973.17,-0.10999966,-0.71,7.96
973.22,4.4700003,-2.51,3.22
973.37,-1.0200005,-2.24,1.84
973.73,-0.5100002,-4.04,-1.8
974.29,1.8100004,-7.65,5.81
974.34,2.04,-4.59,11.73
974.39,4.16,-3.33,1.8
974.44,-6.94,1.18,-4.9
974.49,2.2799997,-6.16,-2.28
974.54,-3.1399999,-2.98,0.94
974.59,-0.7399998,-2.12,-0.27
974.65,-2.23,-3.73,1.06
974.7,-2.08,-4.59,1.1
974.75,-2.08,-3.33,0.71
974.8,-1.4099998,-3.8,-0.27
974.85,0.23999977,-4.71,-0.9
974.9,-0.5100002,-6.24,0.43
974.95,2.9099998,-6.43,-0.9
975,1.6099997,-3.57,-4.71
975.05,1.5299997,-0.59,-0.31
975.1,3.1000004,-6.98,3.53
975.16,-2.7399998,-2.43,1.73
975.21,-3.5700002,1.8,1.37
975.26,-3.02,2.82,2
975.31,-4.08,-0.08,1.69
975.36,-5.21,-0.08,3.37
975.41,-4.08,-1.22,5.73
975.46,4,-7.77,7.37
975.51,0.23999977,-0.9,10
975.56,3.38,0.59,2.71
975.61,-4.82,-1.33,-0.39
975.67,1.6899996,-5.22,-1.73
975.72,-3.96,-3.96,0.94
975.77,-1.3699999,-5.26,1.57
975.82,-3.02,-5.06,1.8
975.87,-2.3899999,-3.69,0.71
975.92,-1.9200001,-4.16,0.82
975.97,-1.8800001,-3.69,0.86
976.02,0.75,-3.49,-2
976.07,-0.22999954,-5.49,0.47
976.13,3.8500004,-6.75,-2.2
976.18,0.71000004,-1.77,-5.02
976.23,-1.0600004,-1.53,0.9
976.28,1.96,-7.1,2.79
976.33,-0.6999998,-2.59,1.69
976.38,-3.21,-5.81,1.53
976.43,-3.8400002,-0.9,2.59
976.48,-3.96,1.61,2.2
976.53,-5.21,-1.96,3.18
976.58,-4.59,-0.16,4.71
976.64,-0.85999966,-4.16,8.79
976.69,4.16,-5.73,13.14
976.74,6,-4.71,0.12
976.79,-8.940001,1.84,-4.12
976.84,5.1000004,-9.81,0.2
976.89,-4.63,-1.49,-0.24
976.94,-0.9399996,-4.31,0.78
976.99,-3.02,-4.59,0.86
977.04,-2.27,-2,0
977.09,-2.15,-3.88,-0.08
977.15,-1.8000002,-4.82,-0.43
977.2,-0.27000046,-3.22,-0.98
977.25,0.03999996,-7.18,0.55
977.3,2.5100002,-8.47,-0.27
977.35,3.2600002,-2.82,-4.63
977.4,0.07999992,-0.24,1.06
977.45,6.870001,-6.67,3.1
977.5,-7.76,-0.08,0.98
977.55,-3.5700002,-0.59,0.98
977.6,-0.9399996,-3.1,2
977.66,-3.88,0.31,2.35
977.71,-5.96,-1.06,4.59
977.76,-5.37,-0.35,7.61
977.81,9.299999,-4.08,6.9
977.86,-5.02,2.59,4.31
977.91,6.200001,-6.04,3.69
977.96,-5.41,-2.16,1.77
978.01,-2.63,-5.53,-0.43
978.06,-0.4300003,-0.67,2.59
978.11,-3.88,-2.63,-1.37
978.16,-1.1300001,-4,0.12
978.22,-2.6599998,-5.18,-0.16
978.27,-2.19,-4.28,0.47
978.32,-0.97999954,-3.77,0.27
978.37,0,-5.81,-0.43
978.42,0.4300003,-4.59,1.18
978.47,3.4499998,-6.67,-4.79
978.52,1.8900003,-0.55,-1.96
978.57,2.87,-8,0.98
978.62,-0.27000046,-3.61,-0.24
978.67,-6.8599997,-5.77,2.2
978.73,-4.35,0.12,1.73
978.78,-4.16,-0.27,1.37
978.83,-3.88,-0.86,2.43
978.88,-4.63,-0.27,5.06
978.93,-0.8199997,-2.12,6.55
978.98,3.5699997,-2.9,8.63
979.03,1.7299995,-2.12,0.71
979.08,1.4499998,-2.28,0.55
979.13,-4.51,-1.41,1.49
979.18,1.2600002,-4.67,3.88
979.24,-5.37,-2.67,-0.75
979.29,-1.0200005,-3.26,1.49
979.34,-2.8600001,-2.75,1.02
979.64,2.87,-5.49,-3.57
979.7,1.3000002,1.22,-3.84
980.26,-6.74,0.51,-1.61
980.31,0.9399996,-8.08,-2.55
980.36,-2.6999998,-2.59,0.43
980.41,-1.1300001,-4.31,0.71
980.46,-2.9,-4.67,1.22
980.51,-2,-3.69,0.04
980.56,-2.12,-4.98,1.02
980.61,-1.25,-5.33,0.08
980.66,-0.18999958,-3.57,-1.18
980.72,0.27999973,-5.84,0.31
980.77,2.3199997,-7.45,-1.26
980.82,1.5699997,-5.18,-4.35
980.87,1.6099997,-0.24,0.71
980.92,3.5299997,-6,1.69
980.97,-3.96,-2.51,1.53
981.02,-3.7600002,-4.9,0.39
981.07,-3.5700002,-0.55,1.45
981.12,-3.33,0.67,0.51
981.17,-4.94,-0.67,3.37
981.33,0.39999962,-2.24,13.26
981.38,4.2,-5.65,4.47
981.43,-3.25,2.39,-2.16
981.48,1.6899996,-8.71,0.08
981.53,-3.29,-1.41,0.47
981.58,-1.8400002,-4.35,-0.75
981.63,-3.7600002,-4.86,1.02
981.68,-2.8200002,-5.06,-0.2
981.74,-2.3899999,-3.84,0.86
981.79,-1.3699999,-5.14,-0.12
981.84,-0.6999998,-3.41,-0.39
981.89,-0.35000038,-6.43,-0.27
981.94,1.4099998,-7.45,-1.8
981.99,3.0600004,-6.86,-5.22
982.04,2.08,1.18,-1.73
982.09,6.3199997,-7.37,2.98
982.14,-2.35,-2.67,0.47
982.2,-6.16,-6.71,1.96
982.25,-4.27,-1.06,-0.24
982.3,-4.23,-0.08,1.02
982.35,-5.02,-0.2,3.3
982.4,-5.25,-0.12,5.81
982.45,1.4899998,-7.18,7.41
982.5,2.9099998,-0.39,12.75
982.55,2.9099998,-2.12,1.1
982.6,-4.39,-0.35,-2.9
982.65,-0.59000015,-4.51,-2.16
982.71,-0.59000015,-2.39,1.61
982.76,-2.5100002,-2.28,-0.86
982.81,-3.25,-5.18,1.65
982.86,-2.08,-3.8,-0.78
982.91,-2.04,-4.24,0.55
982.96,-1.1300001,-4.16,0.98
983.01,-0.9399996,-4.67,-0.43
983.06,-0.27000046,-6.63,0.75
983.11,3.6899996,-7.3,-1.02
983.16,1.6099997,-1.22,-5.06
983.22,3.2200003,-4.59,1.26
983.27,1.0200005,-5.3,0.98
983.32,-6.74,-0.86,0.04
983.37,-3.1399999,-0.39,-0.51
983.42,-3.7199998,-0.35,0.47
983.47,-3.92,0.59,2.04
983.52,-4.47,-1.18,4.31
983.67,2.1599998,-2.98,6.67
983.72,-1.7600002,-0.2,1.45
983.88,-4.63,-2.67,-1.18
983.93,-1.0200005,-4.47,0.94
983.98,-3.37,-4.71,1.53
984.03,-1.8800001,-3.69,-0.2
984.08,-2.5500002,-4.08,1.57
984.13,-1.6400003,-3.53,0.59
984.18,-0.07999992,-5.45,-1.73
984.23,0.4300003,-5.77,0.78
984.29,4,-7.85,-2.94
984.34,0.71000004,1.22,-3.06
984.39,5.1400003,-6.59,-4.35
984.44,-0.07999992,-5.26,1.06
984.49,-7.49,-3.77,-0.51
984.54,-3.5300002,0.08,0.63
984.59,-3.88,-0.75,2.08
984.64,-3.7199998,0.82,2.71
984.69,-5.21,-1.73,5.37
984.74,-2.04,-1.73,6.59
984.9,1.6099997,-2.35,1.18
984.95,-3.96,-5.69,0.24
985,1.3800001,-5.14,0.43
985.05,-4.82,-1.88,-1.06
985.1,-1.3699999,-4.04,1.26
985.15,-2.6599998,-6.16,0.04
985.2,-2.31,-4.86,1.77
985.26,-2.3899999,-4.82,1.37
985.31,-1.1000004,-4.35,0.27
985.51,1.2600002,-1.45,-2.2
985.56,4.4700003,-4.94,2.67
985.61,-1.21,-7.41,3.1
986.22,-3.96,-1.29,-1.61
986.28,0.6700001,-3.02,0.71
986.33,-3.7600002,-4.86,1.02
986.38,-2,-4.16,0.43
986.43,-2.12,-3.61,0.55
986.48,-1.3699999,-4.2,1.29
986.53,-0.4300003,-6.43,-1.1
986.58,0.8699999,-6.04,1.53
986.63,1.8900003,-5.77,-0.35
986.68,0.23999977,0.39,-2.9
986.73,3.9300003,-2.75,-0.82
986.78,-0.03999996,-7.26,1.37
986.84,-6.94,-6.04,0
986.89,-3.37,-3.33,0.31
986.94,-2.8200002,0.16,1.57
986.99,-4.35,0.04,1.65
987.14,5.26,-4.12,9.38
987.19,2.75,-1.73,4.31
987.24,-1.8800001,-2.16,0.51
987.29,-2.6599998,-3.69,1.77
987.35,1.1000004,-2.75,0.75
987.4,-5.53,-2.59,-1.26
987.45,-1.5299997,-3.88,0.24
987.5,-1.6099997,-3.14,-0.55
987.55,-1.8000002,-5.45,0.9
987.6,-3.02,-3.73,1.06
987.65,-1.25,-4.28,0.51
987.7,-0.65999985,-5.84,-0.51
987.75,0.75,-5.18,1.02
987.8,3.5699997,-6.12,-2.79
987.86,0.23999977,-0.75,-2.35
987.91,3.3000002,-3.57,-0.47
987.96,0.75,-6.04,0.9
988.01,-5.65,0.39,1.73
988.06,-3.06,-0.94,0.71
988.11,-4.23,-0.47,1.61
988.16,-5.29,0.59,2.51
988.21,-5.61,-1.02,6.08
988.26,-0.39000034,-2.55,6.67
988.32,3.42,-1.1,8.47
988.37,2.5500002,-2.31,2.51
988.42,0.19999981,-2.12,0.2
988.47,-3.02,-4.43,-1.33
988.52,1.4099998,-1.57,1.69
988.57,-4.78,-2.55,-0.82
988.62,-2.19,-5.61,2.28
988.67,-2.7399998,-4.51,1.61
988.72,-1.9200001,-4.2,0.63
988.77,-1.5699997,-4.59,0.39
988.83,-0.6999998,-4.2,0.98
988.88,-0.27000046,-6.35,-0.2
988.93,0.47000027,-5.96,-0.78
988.98,3.9300003,-5.96,-7.45
989.03,1.5699997,0.35,-0.63
989.08,4.83,-7.45,3.92
989.13,-2.9,-4.28,2.2
989.18,-5.25,-0.9,0.08
989.23,-4.74,-1.69,2.51
989.28,-5.53,0.2,1.33
989.34,-4.82,-0.55,3.53
989.39,-3.65,-1.96,7.41
989.44,6.870001,-3.41,7.96
989.49,4.71,-2.67,6.12
989.54,-1.9200001,-1.37,-0.71
989.59,-4.9,-5.14,-1.18
989.64,2.9799995,-4.67,-0.43
989.69,-5.72,-4.43,-1.69
989.74,-1.1000004,-3.1,0.82
989.79,-2.5900002,-4.94,1.14
989.84,-1.96,-4.86,0.35
989.9,-1.96,-3.45,0.27
989.95,-0.4300003,-3.73,-0.12
990,-1.0600004,-6.71,-0.12
990.05,0.5500002,-6.47,0.86
990.1,2.63,-6.59,-6.86
990.15,2.79,1.61,0.04
990.2,5.6099997,-7.57,4.59
990.25,-4,-5.96,2.39
990.3,-4.47,0.47,-1.06
990.35,-3.5700002,-3.84,1.18
990.41,-4.08,0,0.63
990.46,-5.57,-1.37,3.65
990.51,-4.67,-1.14,6.24
990.56,2.67,-5.22,5.3
990.71,-4.19,1.53,0.86
990.76,-4.23,-4.9,-1.14
990.81,0.9399996,1.49,3.65
990.86,-3.5700002,-4.43,-0.43
990.92,-2.8600001,-5.1,1.18
990.97,-2.98,-4.39,1.02
991.02,-2.04,-4.79,0.9
991.07,-0.8999996,-3.77,-0.47
991.12,-1.0200005,-3.61,-0.59
991.17,-0.03999996,-7.41,-0.31
991.22,1.3800001,-6.04,-0.94
991.27,1.7700005,-5.26,-6.59
991.32,0.59000015,0.08,-0.2
991.48,-3.29,-0.16,0.31
991.53,-3.92,0.78,1.33
991.58,-4.08,-0.43,2.16
991.63,-5.69,-0.51,3.45
992.24,-1.8400002,-3.45,0.24
992.29,-1.6099997,-4.47,0.08
992.34,-0.07999992,-5.14,-0.55
992.4,0.119999886,-5.06,1.14
992.45,3.9300003,-7.65,-2.43
992.5,2.3999996,-1.37,-1.69
992.55,2.5900002,-4.51,1.49
992.6,0.27999973,-7.06,4.16
992.65,-6.55,-4.82,0.75
992.7,-3.96,-0.67,-0.67
992.75,-2.23,-1.02,2
992.8,-3.37,-0.39,2.71
992.85,-4.08,-2.59,4.79
992.91,-2.27,-2.67,6.63
992.96,0.97999954,-6.32,5.81
993.01,-1.29,-0.51,8.16
993.06,7.6900005,-8.67,3.22
993.11,-5.33,1.29,-2.51
993.16,-4.39,-5.14,-2.35
993.21,0.15999985,1.92,1.22
993.26,-2,-3.45,-1.8
993.31,-2.04,-6.08,-0.31
993.36,-1.8000002,-4.98,0.75
993.41,-1.1700001,-5.1,0.59
993.47,-1.4499998,-4.35,1.49
993.52,-2.63,-4.98,-0.08
993.57,-0.7399998,-5.77,-0.71
993.62,6.59,-1.61,1.18
993.67,-0.03999996,-1.77,-3.06
993.72,-1.4499998,-2.59,1.06
993.77,-1.1700001,-2.43,1.02
993.82,-1.5699997,-2,0.67
993.87,-1.5299997,-1.45,0.39
993.92,0.8699999,-0.04,0.24
993.98,-1.7200003,-1.45,1.45
994.03,-1.6099997,-2.94,1.77
994.08,-0.77999973,-2.47,0.94
994.13,-0.27000046,-2.63,1.1
994.18,-0.59000015,-2.98,1.41
994.23,-0.31000042,-1.92,1.18
994.28,-0.65999985,-2.43,0.82
994.33,-0.39000034,-2.82,0.71
994.38,-0.8199997,-2.39,0.9
994.43,-0.85999966,-2.51,0.51
994.49,-0.77999973,-3.49,0.9
994.54,-0.14999962,-3.45,1.22
994.59,-0.9399996,-2.63,0.75
994.64,-1.1700001,-4.39,1.37
994.69,-1.0200005,-3.49,0.43
994.74,1.5299997,-2.2,1.57
994.79,1.4499998,-2.04,2.63
994.84,-2.63,-3.33,3.49
994.89,-0.31000042,-0.94,3.84
994.95,-3.17,-0.63,3.65
995,-2.7399998,-2.35,4.2
995.05,-3.17,-1.29,4.63
995.1,-3.37,-1.57,5.02
995.15,-3.06,-2.28,5.77
995.2,-4.04,-0.55,5.81
995.25,-3.8400002,-1.02,6.43
995.3,-2.63,-2.04,8.28
995.35,-4.7,0.16,7.61
995.4,10.01,-9.57,5.06
995.46,-9.06,-3.8,-2.35
995.51,-5.02,-4.47,-2.55
995.56,-0.6199999,-0.35,1.53
995.61,-2.35,-2.35,-0.78
995.76,-1.96,-2.59,0.63
995.81,-1.8800001,-4.51,0.94
995.86,-1.5299997,-4.24,0.75
995.91,-0.5500002,-4.67,-0.04
996.07,5.6099997,-1.77,-4.31
996.12,-3.06,2.31,-1.8
996.17,1.8100004,-6.16,3.61
996.22,-0.77999973,-5.06,3.1
996.37,-2.27,0.75,0.04
996.42,-4.98,0.24,2.59
996.47,-4.94,-0.9,5.41
996.53,0.15999985,-3.61,5.53
996.58,5.7299995,-2.59,8.51
996.63,-1.8000002,0,3.77
996.68,8.120001,-5.96,2.35
996.73,-12,-1.92,-2.86
996.78,6.51,-6.86,-2.39
996.83,-3.1399999,-1.41,-1.8
996.88,0.5500002,-4.86,1.45
996.93,-3.33,-6.43,2.24
996.98,-2.08,-4.47,0.71
997.04,-2.23,-3.61,0.75
997.09,-1.7200003,-3.73,0.78
997.14,-0.5500002,-5.18,-0.08
997.19,-0.18999958,-4.98,-0.59
997.34,-0.07999992,0.86,-4.71
997.39,1.6899996,-3.53,-0.39
997.44,-0.39000034,-5.3,1.88
998.31,-1.9200001,-3.26,0.31
998.36,-2.08,-3.41,0.47
998.52,-0.03999996,-4.79,1.45
998.57,2.1599998,-9.85,-1.73
998.62,2.3999996,-1.73,-5.26
998.67,-3.29,-0.08,0.39
998.72,3.1000004,-6.83,2.24
998.77,-1.29,-2,0.63
998.82,-1.4899998,2.12,1.1
998.87,-3.29,-1.18,1.53
998.92,-2.27,-0.39,2.51
998.97,-3.92,-1.65,3.88
999.03,-3.29,-0.82,4.04
999.08,-3.8400002,-1.57,5.73
999.13,0.03999996,-5.06,4.67
999.18,-0.14999962,-4.75,7.45
999.23,9.809999,-7.57,4.71
999.28,-12.35,4.24,-3.02
999.33,2.9799995,-9.14,0.51
999.38,-4.35,-1.65,0.31
999.43,2.2399998,-2.2,1.8
999.48,-2.19,-5.18,1.22
999.64,-2.6999998,-2.31,0.2
999.69,-1.1000004,-4.16,-0.39
999.74,-0.35000038,-4.75,-0.2
999.79,0.03999996,-5.69,0.94
999.84,2.83,-8.43,-4.04
999.89,1.0200005,-1.37,-2.86
999.94,-3.29,-2.12,0.51
999.99,1.2600002,-7.45,3.77
1000.04,-0.85999966,-3.37,0.31
1000.1,-2.63,-4.94,0.78
1000.15,-3.4499998,-2,-0.16
1000.2,-3.02,-4.51,2.43
1000.25,-3.21,-2.51,2.63
1000.3,-2.8200002,-1.53,3.22
1000.35,-3.4499998,-1.14,5.3
1000.4,-0.65999985,-4.47,5.3
1000.45,0.07999992,-1.96,6.43
1000.5,-0.47000027,-4.51,2.71
1000.55,8.870001,-10.24,2.43
1000.61,-12.940001,-2.08,-4.39
1000.66,6.040001,-1.61,0.35
1000.71,-1.8400002,-2.71,0.63
1000.76,-1.8800001,-4.75,1.37
1000.81,-1.4499998,-5.02,1.18
1000.86,-1.5299997,-4,0.12
1000.91,-1.4899998,-4.39,0.08
1000.96,-1.4899998,-4.59,-0.2
1001.01,-1.6400003,-3.88,0
1001.07,-1.3699999,-4.31,-0.67
1001.12,-0.7399998,-5.73,0.47
1001.17,2.5100002,-7.65,-6.32
1001.22,5.9700003,-3.06,-6.79
1001.27,-1.5299997,-0.12,-1.22
1001.32,-0.8999996,-5.49,-1.49
1001.37,-0.77999973,-6.32,-1.77
1001.42,0.07999992,-2.08,0.04
1001.47,-2.31,-2.9,1.69
1001.52,-1.4499998,-0.67,1.92
1001.58,-2.27,-3.18,2.12
1001.63,-0.6199999,-3.49,1.65
1001.68,-0.18999958,-1.57,0.78
1001.73,-0.6999998,-1.33,0.12
1001.78,-1.6099997,-2,1.18
1001.83,-1.5699997,-2.24,1.18
1001.98,-0.14999962,-2.63,-0.51
1002.03,0.6300001,-2.2,-0.08
1002.09,-0.77999973,-2.51,0.55
1002.14,-1.8000002,-2.98,0.71
