NAME:,walk_4_2.csv,,
EXPERIMENT TIME:,06/06/2023 14:31,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,72,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
284.6,-0.39000034,-0.39,-0.2
284.65,0,-0.75,-0.86
284.7,-0.77999973,-0.9,-0.63
284.75,-0.03999996,-0.31,-0.51
284.8,0,-0.59,-0.12
284.86,-0.03999996,-1.61,0.31
284.91,0.27999973,0.04,-0.43
284.96,-1.21,0,-0.16
285.01,0.07999992,0.47,0.43
285.06,-0.65999985,0.9,0.16
285.11,-0.5100002,-0.2,0.27
285.16,0.03999996,0,0.16
285.21,0.39999962,-0.24,0.94
285.26,-0.03999996,-2.24,0.31
285.32,0.119999886,-1.8,2.12
285.37,-0.5500002,-1.96,1.1
285.42,-1.5699997,-1.53,1.49
286.23,-0.7399998,-0.67,-1.37
286.28,-1.0200005,-0.78,-1.49
286.33,-0.4300003,-2.63,-1.92
286.39,0.6700001,-3.26,-2.55
286.44,2.63,-0.24,-2.98
286.49,-0.07999992,2,1.22
286.54,3.7700005,-0.9,0.2
286.59,1.6099997,-1.53,0.98
286.64,-1.6400003,-1.33,1.26
286.69,-3.4099998,-0.39,0.67
286.74,-4.59,-0.55,0.86
286.79,-5.33,-0.27,2.79
286.85,-4.7,-3.45,4.75
286.9,4.2,-6.43,5.69
286.95,-0.9399996,-4.63,3.69
287,3.9300003,3.65,-0.98
287.05,-6.4700003,-1.18,-3.57
287.1,4.3199997,-2.16,-0.24
287.15,-1.6400003,-2,-1.14
287.2,-0.97999954,0.82,-1.02
287.25,-1.4099998,-1.69,-2.04
287.3,-0.8199997,-0.55,-1.96
287.36,-1.1700001,-2.16,-1.33
287.41,-0.97999954,-1.61,-1.37
287.46,-0.39000034,-3.69,-3.18
287.51,0,-3.33,-2
287.56,3.5699997,-0.31,-4.35
287.61,6.24,4.08,0.39
287.66,2.79,-1.06,0.16
287.71,-0.10999966,-2.28,2.08
287.76,-3.5700002,0.08,0.59
287.81,-4.63,-0.27,0.75
287.86,-5.18,0.16,0.35
287.92,-5.96,-0.94,3.88
287.97,-0.10999966,-4.39,4.04
288.02,4.59,-3.77,5.06
288.07,2.2399998,-4.9,2.28
288.12,-2.7399998,0.67,4.63
288.17,-3.7199998,-1.57,-2.98
288.22,4.75,1.45,0.31
288.27,-1.3699999,0.39,-2.59
288.33,-2.19,-0.78,-1.61
288.38,-1.0200005,-2.28,-1.06
288.43,-1.9200001,-2.08,-0.82
288.48,-0.97999954,-1.92,-1.26
288.53,0.71000004,-2.86,-2.08
288.58,-0.35000038,-4.35,-1.14
288.63,2.3999996,-1.49,-3.77
288.68,2.3999996,3.41,0.59
288.73,4.04,1.65,-0.27
288.78,2.12,-1.61,1.18
288.83,-1.0600004,-1.49,1.14
288.89,-2.8600001,0.16,1.29
288.94,-4.7,-0.67,1.02
288.99,-5.53,-0.94,1.33
289.04,-5.02,-2.04,3.65
289.09,0.8999996,-5.33,4.94
289.14,2.9099998,-3.37,4
289.19,2.71,-3.73,1.33
289.24,-2.9,1.26,4.35
289.29,-1.0200005,-2.43,-3.41
289.35,3.1400003,1.8,0.63
289.4,-0.8199997,0.51,-1.53
289.45,-2.98,-1.92,-1.61
289.5,-1.4099998,-2.08,-1.26
289.55,-1.29,-2,-0.51
289.6,-1.1000004,-0.94,-1.57
289.65,-0.5500002,-2.75,-2.12
289.7,2.3999996,-4.04,-1.33
289.75,3.7299995,-1.57,-5.1
289.8,1.1000004,4.31,2.67
289.86,3.5699997,0.75,-0.94
289.91,1.3800001,-3.45,1.18
289.96,-2.5500002,-2.35,1.26
290.01,-5.18,0.04,1.02
290.06,-5.41,0.08,2.55
290.11,-6.9,-1.45,2.31
290.16,-3.29,-4.16,3.18
290.21,6,-5.57,3.41
290.36,-3.4099998,-3.41,-1.37
290.42,5.0600004,2.55,-0.47
290.47,-2.23,0.75,-2.12
290.52,-2.5900002,-1.33,-0.63
290.57,-0.5500002,-2.67,-1.29
290.62,-2.23,-1.8,-0.98
290.67,-0.6999998,-3.06,-1.84
290.72,0,-1.22,-1.37
290.77,0.03999996,-3.26,-1.57
290.82,3.9300003,-2.98,-4.31
290.87,2.04,4.39,1.29
290.93,4.79,0.71,-0.04
290.98,1.2600002,-2.86,0.67
291.03,-2,-1.96,0.82
291.08,-4.08,0.94,0.75
291.13,-4.51,0.75,2.04
291.18,-6,-0.67,1.57
291.23,-6.74,-3.77,2.75
291.28,6.120001,-6.08,6.79
291.33,-2.6599998,-4.12,6.59
291.39,8.360001,2.24,-1.92
292.2,-5.8,1.73,-0.27
292.25,-5.8,1.77,0.94
