NAME:,walk_5_2.csv,,
654.89,8.51,-1.41,7.14
654.98,12.55,1.8,7.77
655.07,15.3,-0.98,10.59
655.16,13.89,-2.79,2.59
655.25,8.47,0.71,16.71
655.35,6.67,1.8,0.39
655.44,7.57,0.59,-0.39
655.53,12.16,3.69,-2.79
655.62,18.51,-8.12,5.18
655.71,4.28,-0.47,14.75
655.8,8.28,-0.55,3.57
655.89,5.3,1.92,6.67
655.98,13.61,0.82,8.28
656.07,14.32,0.75,11.57
656.16,9.02,-6.24,5.92
656.25,11.96,-2.9,3.69
656.35,-4.94,20.01,-20.01
656.44,6.51,0.9,-1.18
656.53,17.5,7.02,0
656.62,4.86,-4.28,-3.3
656.71,6.16,-2.43,3.1
656.8,14.16,-4.08,6.59
656.89,5.84,-1.22,7.26
656.98,7.81,-0.39,6.75
657.07,13.26,2.55,6.55
657.16,11.61,-4.9,10.75
657.26,14.16,-3.8,4.39
657.35,12.16,-9.41,6.24
657.44,9.57,7.53,0.08
657.53,9.49,13.45,2.67
657.62,5.65,1.02,-6.16
657.71,9.1,-4.28,4.75
657.8,3.96,-1.37,8.55
657.89,6.75,1.18,5.88
657.98,8.87,0.2,7.49
658.07,10.43,2.9,9.1
658.17,12.83,-2.43,12.75
658.26,13.73,-3.8,4
658.35,5.96,1.22,7.61
658.44,6.08,-0.86,3.65
658.53,9.18,-5.26,-4
658.62,8.98,2.67,-3.26
658.71,18.08,-11.26,13.18
658.8,20.01,-1.53,-4.86
658.89,8,0.08,3.84
658.99,5.18,2.98,5.96
659.08,10.12,3.02,10.47
659.17,15.77,-0.94,14.87
659.26,14,-4.04,5.33
659.35,8.16,0.86,8.47
659.44,11.45,6.98,1.69
659.53,5.49,-7.34,-2.43
659.62,11.85,5.26,-0.98
659.71,8,-6.35,3.1
659.8,12.67,1.84,5.88
659.9,7.65,-0.78,4.75
659.99,7.65,1.37,5.69
660.08,10.2,2.16,9.61
660.17,10.9,-4.31,13.14
660.26,14.2,-3.88,2.67
660.35,8.32,0.67,7.37
660.44,2.16,-3.02,3.37
660.53,6.59,2.9,-0.67
660.62,15.69,3.22,8.87
660.71,14.87,-5.26,-0.35
660.8,7.02,0.39,9.53
660.9,8.24,0.12,-0.35
660.99,7.96,0.47,6.43
661.08,9.61,2.9,8.24
661.17,10.55,1.92,8.79
661.26,11.38,-5.65,3.14
661.35,11.14,0.08,3.92
661.44,6.2,10.04,-2.24
661.53,6.63,2.67,0.43
661.62,15.65,4.67,1.65
661.72,20.01,3.06,10.24
661.81,9.26,-0.63,13.18
661.9,6.79,-6.83,7.88
661.99,6.94,1.37,4.35
662.08,9.1,3.53,7.61
662.17,10,3.84,10.16
662.26,11.14,-6.04,9.02
662.35,11.85,-2.9,5.18
662.44,8.67,-3.3,4.28
662.53,5.61,-0.08,2.12
662.62,12.91,2.94,-1.88
662.72,2.16,1.41,0.24
662.81,5.22,-0.75,4.86
662.9,8.43,-0.63,0.16
662.99,7.65,2.67,6.51
663.08,6.67,1.02,6.12
663.17,10.79,2.2,9.41
663.26,15.89,-4.04,10.08
663.35,13.85,-4.31,8.16
663.44,7.81,-0.43,9.06
663.53,-3.69,-6.32,3.73
663.63,8.51,-4.94,3.3
663.72,7.92,19.02,-13.06
663.81,14.28,-2.94,5.18
663.9,10.59,-1.18,5.69
663.99,8.47,0.2,9.14
664.08,6.12,1.02,5.84
664.17,10.59,1.22,8.9
664.26,7.22,-4.82,15.73
664.35,14.87,-4.75,4.16
664.45,9.92,-1.14,6.71
664.54,4.39,-1.49,2.51
664.63,6.04,2.79,-1.45
664.72,18.44,2.9,6.94
664.81,10.79,-6.12,-0.43
664.9,11.49,0.94,10.04
664.99,8.87,-1.33,4.51
665.08,6.39,1.45,6.39
665.17,9.92,0.16,7.06
665.26,10.98,1.22,10.43
665.35,17.26,-6.32,2.28
665.45,10.71,1.53,8.12
665.54,13.06,0.08,-5.81
665.63,5.69,2.39,-0.94
665.72,15.69,3.41,5.57
665.81,19.89,-3.14,3.3
665.9,5.45,1.8,10.08
665.99,4.24,-1.02,1.61
666.08,5.49,-0.31,3.69
666.17,10.67,1.69,7.49
666.27,11.77,2.39,9.02
666.36,12.28,-6.32,4.47
666.45,11.85,-1.41,9.85
666.54,14.44,-19.61,0.2
666.63,4.98,1.61,0.9
666.72,8.12,1.8,8.59
666.81,20.01,-0.16,4.39
666.9,5.77,-1.33,8.55
666.99,6.32,-2.2,1.65
667.08,6.75,1.26,4.71
667.17,9.81,2.31,6.83
667.27,10.51,4,9.81
667.36,13.14,-4.75,6.04
667.45,,,
