NAME:,walk_1_1.csv,,
904.72,1.4099998,-6.55,-2.94
904.77,1.9200001,1.06,-2.12
904.82,2.5100002,-6.71,6.9
904.87,-3.02,-7.14,2.51
904.92,-5.18,0.78,1.18
904.97,-3.96,-1.1,1.77
905.02,-3.5300002,-0.24,1.14
905.07,-3.33,-1.06,2.28
905.12,-3.25,-2.35,4.47
905.17,-0.47000027,-0.67,5.41
905.23,0.4300003,-3.02,7.81
905.28,-5.25,-0.43,7.3
905.33,8.48,-5.81,1.53
905.38,-1.5699997,1.57,-1.1
905.43,-5.57,-3.53,-1.8
905.48,0.39999962,-0.47,1.57
905.53,-4.63,-5.49,0.9
905.58,-1.5299997,-5.77,2.04
905.63,-0.6999998,-3.88,-0.08
905.68,-1.4499998,-4.2,0.63
905.74,-2.08,-4.16,0.47
905.79,-2.4299998,-4.16,0.9
905.84,-1.5299997,-4.98,-0.63
905.89,0.07999992,-4.16,0.12
905.94,2.2799997,-7.37,-2.08
905.99,4.08,-3.73,-6.86
906.04,0.27999973,-0.43,2.08
906.09,2.75,-7.18,4.31
906.14,-2.98,-2.31,0.59
906.2,-4.16,-0.59,0.47
906.25,-2.8200002,-0.43,0.78
906.3,-3.1399999,-0.24,2.04
906.35,-3.92,-2.67,4.2
906.4,-3.7600002,-1.65,4.59
906.45,-0.8999996,-2.2,5.14
906.5,0.8999996,-1.49,6.47
906.55,-4.19,-0.75,6.83
906.6,10.01,-6.35,5.69
906.65,-9.65,-4.24,-1.29
906.71,0.6300001,-10.32,-2.82
906.76,-1.9200001,-0.78,-0.75
906.81,-2.08,-4.79,1.45
906.86,-4,-4.75,0.82
906.91,-1.25,-5.1,2.08
906.96,-1.25,-3.57,-0.31
907.01,-1.3699999,-3.77,-0.16
907.06,-1.9200001,-2.9,-0.16
907.11,-1.0200005,-4.35,-0.04
907.16,-0.6199999,-6.16,-0.24
907.22,0.97999954,-6.9,-0.75
907.27,5.34,-2.24,-4.43
907.32,-1.3299999,-1.14,0.12
907.37,3.6899996,-5.45,2.47
907.42,0.23999977,-2.67,0.78
907.47,-7.5299997,-5.06,2.59
907.52,-4.23,0.04,0.35
907.57,-4.16,-2.39,1.88
907.62,-3.4099998,-0.04,2.94
908.49,2.67,-9.73,-4.71
908.54,0.03999996,0.39,-3.49
908.59,0.47000027,-4.47,1.02
908.64,1.3800001,-3.65,0.86
908.7,-4.16,-2.31,0.94
908.75,0.119999886,3.02,0.39
908.8,-3.4099998,-1.1,1.73
908.85,-5.33,-0.9,3.37
908.9,-5.14,-1.22,4.08
908.95,-2.98,-1.49,5.41
909,3.0200005,-4.94,6.16
909.05,-4.51,-1.18,10.36
909.1,10.01,-6.51,2.71
909.15,-10.43,3.02,-1.33
909.21,0.9399996,-8.75,-1.77
909.26,-2.4699998,1.02,-2.24
909.31,-1.8800001,-4.24,1.45
909.36,-2.98,-6.43,1.57
909.41,-1.3699999,-4.04,0.39
909.46,-1.4499998,-3.61,-0.98
909.51,-1.3699999,-4.2,-0.24
909.56,-1.3299999,-4,0.08
909.61,-0.85999966,-4.79,-0.82
909.66,-0.5100002,-5.22,0.47
909.72,2.2399998,-6.83,-1.22
909.77,5.6499996,-1.88,-4.75
909.82,-0.77999973,-0.2,-0.2
909.87,1.5299997,-7.06,5.14
909.92,-2.6599998,-2.75,1.33
909.97,-4.35,-0.9,1.06
910.02,-2.3899999,-0.51,0.43
910.07,-3.4499998,-0.63,2.16
910.12,-4.12,-0.16,2.82
910.17,-4.63,-1.77,5.22
910.22,0.3199997,-3.14,7.1
910.28,3.6499996,-1.06,11.26
910.33,1.5699997,-1.92,-0.63
910.38,-1.29,-0.31,-3.06
910.43,-6.27,-3.84,-1.69
910.48,2.2399998,-2.82,1.53
910.53,-2.94,-2.35,-1.61
910.58,-0.65999985,-5.18,0.75
910.63,-1.8800001,-5.92,1.41
910.68,-1.5299997,-4.51,0.43
910.73,-1.6800003,-3.26,-0.39
910.79,-1.8000002,-4.04,0.2
910.84,-1.4099998,-5.69,0.55
910.89,-0.5500002,-4.28,-0.51
910.94,-0.39000034,-5.06,0.71
910.99,3.3400002,-9.57,-4.82
911.04,2.9799995,-0.12,-4.24
911.09,-0.18999958,-4.59,1.8
911.25,-2.4699998,-0.08,0.2
911.3,-3.7199998,-0.78,2.35
911.35,-4.31,-0.75,3.65
911.4,-5.69,-1.33,4.31
911.45,-3.5700002,-0.9,5.41
911.5,3.8900003,-4.12,6.71
911.55,-3.88,0.35,6.39
911.6,9.299999,-4.51,1.57
911.65,-7.25,1.06,-1.02
911.71,-2.35,-4.79,-1.84
911.76,0.6700001,-2.08,0
911.81,-3.7600002,-2.86,-0.08
911.86,-2.6599998,-4.71,1.22
911.91,-2.35,-4.63,-0.24
911.96,-1.25,-4.82,0.98
912.01,-1.25,-3.84,0.59
912.06,-2.5900002,-3.18,1.06
912.11,-1.1300001,-4,-0.75
912.16,0.75,-3.73,-0.27
912.22,2.2799997,-7.45,-0.47
912.27,1.7299995,-2.43,-4
912.32,2.79,-2.31,0.51
912.37,3.2600002,-5.22,3.45
912.42,-3.33,-3.02,1.33
912.47,-1.3699999,-3.65,0.51
912.52,-3.8400002,-1.41,-0.55
912.57,-3.65,0.24,2.16
912.62,-4.67,-0.98,3.22
912.67,-4.12,-0.51,5.84
912.73,1.0600004,-5.26,6.47
912.78,0.3199997,-1.96,11.81
912.83,7.5,-4.59,-0.71
912.88,-7.5699997,0.51,-3.14
912.93,2.3599997,-8.43,-0.59
912.98,-1.7600002,-2.43,-1.14
913.03,0.119999886,-2.2,1.14
913.08,-3.25,-4.47,1.22
913.13,-2.35,-4.59,1.22
913.18,-2.5100002,-4.47,0.78
913.24,-1.5299997,-4.35,1.57
913.29,-1.1700001,-3.96,0.67
913.34,-1.29,-5.37,0.04
913.39,0.59000015,-6.71,-1.29
913.44,3.3400002,-6.35,-7.14
913.64,-3.65,-0.63,-0.71
913.8,-5.02,-1.69,4.63
913.85,-5.18,-0.86,5.41
914.41,-1.5699997,-3.53,0.24
914.46,-1.4499998,-5.57,-0.04
914.51,-0.18999958,-6.75,0.9
914.56,3.1000004,-8.55,-1.49
914.61,3.7700005,0.82,-3.96
914.66,0.6300001,-5.1,2.35
914.72,0.03999996,-5.57,2.82
914.77,-5.1,-2.35,0.86
914.82,-3.4499998,-1.06,-0.08
914.87,-3.1399999,-0.86,1.1
914.92,-4.27,0.59,1.41
914.97,-4.59,-1.57,4.59
915.02,-2.08,-2.86,5.84
915.07,4.16,-2.28,7.14
915.12,-4.55,1.37,3.49
915.17,6.83,-2.75,1.92
915.22,-6.3900003,-7.81,-2.79
915.28,0.15999985,-4.63,-2.24
915.33,-2.08,-2.16,-0.75
915.38,-1.0200005,-4.2,2.31
915.43,-2.27,-4.86,-0.24
915.48,-2.04,-4.39,1.02
915.53,-2.04,-3.77,-0.24
915.58,-1.4099998,-3.06,0.71
915.63,-1.0600004,-5.84,-1.65
915.68,0.15999985,-4.98,0.55
915.73,3.1800003,-3.77,-1.14
915.79,0.23999977,-1.45,-5.3
915.84,4.75,-6.12,0.16
915.89,-0.10999966,-4.31,5.49
915.94,-3.4899998,-2.59,0.39
915.99,-3.37,0.04,-0.2
916.04,-4.08,-1.37,1.69
916.09,-4.16,-0.71,2.51
916.14,-4.55,-1.57,4.43
916.19,-2.35,-2.12,5.73
916.24,3.8900003,-1.61,5.81
916.3,-6.94,-0.67,5.26
916.35,9.889999,-10.83,5.18
916.4,-5.45,0.16,-0.39
916.45,3.1000004,-10.04,-0.82
916.5,-2.94,-3.1,-1.84
916.55,-0.8999996,-3.53,1.14
916.6,-2.5900002,-4.16,0.43
916.65,-3.21,-4.2,-0.08
916.7,-2.19,-3.77,0
916.76,-0.7399998,-3.37,0.9
916.81,-1.7600002,-5.26,-0.16
916.86,0.27999973,-5.69,1.1
916.91,1.8900003,-5.37,-1.73
916.96,2.87,-0.59,-3.33
917.01,2.5100002,-3.06,1.41
917.06,-0.31000042,-5.84,2.79
917.11,-3.96,-2.55,1.29
917.27,-4.35,-0.55,2.79
917.32,-5.33,-1.8,4.47
917.37,-3.25,-2.28,5.37
917.42,4.79,-4,4.79
917.47,1.2600002,-4.63,4.08
917.52,0.59000015,-1.1,1.69
917.57,-6,-4.75,-1.29
917.62,4.3199997,0.04,1.26
917.67,-5.02,-1.69,-2.47
917.72,-2.27,-5.84,2.08
917.88,-1.6400003,-3.84,-0.12
917.93,-1.7200003,-3.22,1.1
917.98,-1.8000002,-5.96,-0.82
918.03,0.8999996,-3.88,1.18
918.08,4.3599997,-8.67,-6.04
918.13,2.12,0.08,-4.04
918.18,4.2799997,-5.22,2.47
918.23,-2.7399998,-5.73,-0.31
918.28,-4.59,0.31,-0.31
918.34,-3.29,-0.63,0.67
918.39,-3.17,-0.2,1.73
918.44,-4.16,0,3.22
918.49,-5.8,-1.8,5.61
918.54,-1.0200005,-2.47,4.31
918.59,4.51,-2.79,9.65
918.64,6.24,-2.86,0.24
918.69,-7.88,-0.51,-3.84
918.74,1.3800001,-8.2,-1.8
918.79,-1.21,-1.26,-0.82
918.85,0.15999985,-4.28,0.43
918.9,-3.37,-4.71,1.02
918.95,-2.8200002,-3.73,0.51
919,-2.08,-4.39,0.63
919.05,-1.8400002,-4,1.06
919.1,-0.59000015,-5.77,-0.78
919.15,-0.6199999,-7.41,1.84
919.2,3.8900003,-5.88,-3.8
919.25,2.75,2.9,-3.65
919.3,8.75,-3.33,-0.67
919.36,-2.8200002,-6.79,1.06
919.41,-4.35,-3.22,-1.49
919.46,-2.8600001,-0.67,-0.51
919.51,-4.47,0.63,1.49
919.56,-4.67,-0.51,2
919.82,-5.96,-0.43,-2.12
920.63,-3.21,0.04,-0.04
920.68,-3.96,-0.86,1.45
920.73,-4.27,0.12,2.67
920.78,-5.18,-2.04,4.55
920.84,-1.0200005,-1.1,5.49
920.89,4.24,-2.24,7.41
920.94,-0.5100002,-1.69,1.18
920.99,6.3999996,-4.9,3.84
921.04,-7.5299997,-3.65,-1.61
921.09,5.1400003,-3.92,0.98
921.14,-3.65,-2.2,-2.39
921.19,-0.39000034,-4.75,0.71
921.24,-2.4699998,-2.94,-0.98
921.29,-1.5699997,-4.59,0.43
921.34,-1.7600002,-4.31,0.63
921.4,-1.4099998,-3.84,0.43
921.45,-2,-5.18,-0.12
921.5,-0.7399998,-4.75,0.9
921.55,4.2799997,-6.2,-1.14
921.6,2.75,-0.08,-2.67
921.65,3.4499998,-3.26,0.31
921.7,-0.7399998,-6.28,3.41
921.75,-1.29,-1.69,-0.63
921.8,-3.02,1.22,-0.27
921.85,-4,-1.84,0.67
921.91,-3.7600002,0.31,1.57
921.96,-4.55,-0.71,3.84
922.01,-2.7399998,-2.04,6.79
922.06,4.87,-2.47,7.22
922.11,7.5300007,-5.18,3.61
922.16,-6.08,-1.37,-2.51
922.21,0.3199997,-7.96,-4.63
922.26,-1.7200003,-1.49,-0.94
922.31,-0.65999985,-3.92,0
922.36,-3.37,-5.45,1.84
922.42,-1.6800003,-5.1,0.98
922.47,-1.8800001,-4.2,0.39
922.52,-2.12,-3.37,0.47
922.57,-1.3299999,-4.28,0.67
922.72,2.75,-6.16,-7.96
922.77,5.3,-2.71,-2
922.82,2.1599998,-4.94,6.32
922.87,-3.21,-4.47,1.8
922.93,-3.29,2.24,-0.47
922.98,-3.92,-0.24,1.73
923.03,-4.51,1.18,0.71
923.08,-5.06,-0.59,2.43
923.13,-3.5700002,-1.96,6.86
923.18,4.83,-5.18,5.49
923.23,-2.5900002,-1.29,7.45
923.28,7.9699993,-3.92,1.37
923.33,-6.55,-4.39,-0.94
923.39,-0.65999985,-6.75,-4.24
923.44,-0.39000034,-1.06,-0.24
923.49,-0.22999954,-1.53,-0.9
923.54,-3.88,-5.33,0.98
923.59,-2.5100002,-5.96,2.55
923.64,-1.7600002,-4.55,0.27
923.69,-1.1300001,-2.98,0.59
923.74,-1.4099998,-6.12,-0.94
923.79,0.4300003,-6.75,0.12
923.84,-0.10999966,-5.37,-1.37
923.9,0.78999996,-4.79,-5.69
923.95,4.91,-3.49,-0.98
924,2.08,-5.33,2.9
924.05,-1.1700001,-3.1,-0.39
924.1,-5.57,-0.71,-0.86
924.15,-4.63,-1.45,3.77
924.2,-4.35,-0.16,1.61
924.25,-4.9,-0.47,3.69
924.3,-3.4499998,-1.53,6.24
924.35,6.870001,-1.49,7.06
924.41,1.9200001,-3.14,2.86
924.46,0.8999996,-2.63,2.9
924.51,-4.16,1.77,0.35
924.56,2.2399998,-4.47,-0.75
924.71,-3.6100001,-5.1,1.61
924.76,-2.04,-4.94,1.02
924.81,-2.19,-3.84,0.9
924.86,-1.7600002,-4.2,1.49
924.91,-1.0200005,-5.73,-0.82
924.97,-0.03999996,-4.82,0.78
925.02,4.04,-4.16,-2.31
925.07,2.63,0.86,-1.84
925.12,4.3599997,-5.92,0
925.17,-0.85999966,-7.73,2.08
925.22,-5.41,-3.88,-0.24
925.27,-3.88,-0.04,0.16
925.32,-4.23,-1.22,1.88
925.37,-4.82,-0.16,2.2
925.42,-5.1,-0.94,5.88
925.48,-0.10999966,-6.16,6.63
925.53,0.97999954,0.75,9.22
925.68,-0.07999992,-5.22,-4.47
926.39,-3.6799998,-1.84,0.35
926.45,-3.8400002,-1.49,1.06
926.5,-2.9,0.08,2.24
926.55,-4.7,-0.78,4.28
926.6,-2.7399998,-2.86,4.71
926.65,5.46,-5.33,3.73
926.7,8.200001,-6.12,3.26
926.75,-5.53,0.63,-0.75
926.8,-2.3899999,-2.75,-0.39
926.85,0.6700001,-0.55,2
926.9,-0.5100002,-3.69,-0.2
926.96,-1.9200001,-7.18,2.98
927.01,-2.8200002,-3.96,0.43
927.06,-2.31,-4.04,0.47
927.11,-3.1,-3.8,0.86
927.16,-1.1000004,-3.92,1.14
927.21,-1.29,-5.26,-0.31
927.26,0.3199997,-4.35,-0.35
927.31,3.8900003,-7.96,-8.28
927.36,3.5299997,0.63,-2.9
927.41,0.97999954,-6.04,4.63
927.47,-2.5900002,-4.67,3.1
927.52,-3.17,-2.39,-0.24
927.57,-2.08,-1.49,1.73
927.62,-4.59,-0.63,2.08
927.67,-4.78,-0.9,2.79
927.72,-4.55,-1.92,5.92
927.77,-0.14999962,-3.18,5.37
927.82,0.6300001,0.12,8.67
927.87,6.99,-1.37,-0.82
927.92,-2.94,1.22,-0.71
927.97,-1.7600002,-5.26,-3.61
928.03,1.2200003,-1.02,-1.02
928.08,-1.4099998,-1.57,-1.88
928.13,-3.25,-5.81,0.43
928.28,-2.08,-3.61,0.82
928.33,-2.5500002,-3.88,2
928.38,-0.6999998,-4.55,-0.86
928.43,-0.27000046,-4.98,-0.47
928.48,4.83,-7.49,-4.43
928.54,0.4300003,0.59,-4.28
928.59,6.709999,-4.79,0.59
928.64,-1.25,-4.24,-0.82
928.69,-5.06,1.41,0.43
928.74,-3.4499998,0.08,0.43
928.79,-3.29,-0.31,0.04
928.84,-4.04,-0.16,2.43
928.89,-4.35,-1.77,4.94
928.94,-1.0600004,-2.24,5.49
928.99,4,-2,5.1
929.05,5.5699997,-4.43,2.12
929.1,-6.31,-0.47,-1.33
929.15,0.39999962,-10,-2.86
929.2,-0.97999954,0.24,0.2
929.25,1.2200003,-2.86,-0.39
929.3,-3.4899998,-4.94,1.69
929.35,-2,-4,-0.43
929.4,-1.8400002,-5.02,0.9
929.45,-2.35,-4.04,1.65
929.51,-2.12,-3.92,0.55
929.56,-0.77999973,-6.12,-0.04
929.61,0.47000027,-5.49,-2.08
929.66,5.3,-4.9,-7.57
929.71,0.19999981,-0.08,-1.41
929.76,3.1400003,-7.73,4.12
929.81,-1.0600004,-4.2,1.02
929.86,-5.21,-2.86,-0.12
929.91,-2.35,2.86,1.92
929.96,-4.19,-0.16,1.33
930.02,-4.35,-0.35,2.24
930.07,-4.39,-1.22,5.88
930.12,-0.5100002,-3.18,5.57
930.17,2.71,-0.35,8.24
930.22,8.99,-4.08,1.53
930.27,-7.76,-7.34,-2.31
930.32,1.7700005,-6.94,-4.35
930.37,-0.22999954,-2.35,0.2
930.42,0.15999985,-2.2,-0.08
930.48,-4.27,-4.63,1.57
930.53,-2.19,-4.79,1.18
930.58,-1.5299997,-4.39,0.86
930.63,-1.6800003,-3.77,0.67
930.68,-1.6400003,-4.16,0.04
930.73,-1.1700001,-5.41,-0.31
930.78,-0.6199999,-6.04,-0.71
930.83,3.8900003,-6.16,-8.9
930.88,3.6899996,-1.77,-3.45
930.93,3.2600002,-4.47,4.2
930.98,-1.6400003,-4.94,0.2
931.04,-5.88,-1.18,-0.35
931.09,-2.5900002,-0.12,-0.47
931.14,-4.04,-1.18,1.61
931.19,-3.29,-0.98,3.53
931.24,-4.35,-2.35,7.1
931.29,-3.06,-6.04,5.18
931.34,2.9099998,-0.08,7.34
931.39,7.34,-3.69,3.14
