"NAME:","matan w 3"
"EXPERIMENT TIME:","Thu Jun 01 12:00:05 GMT+03:00 2023"
"ACTIVITY TYPE:","Walking"
"COUNTS OF ACTUAL STEPS:","110"
"  "," "
"Time [sec]","ACC X","ACC Y","ACC Z"
"15.007219712000001","6.51","-2.20","-0.86"
"15.091105792","13.93","-2.51","-1.33"
"15.18338048","15.89","-3.14","-5.30"
"15.233712128","6.24","-2.28","-3.41"
"15.325986816","6.79","-0.67","-4.59"
"15.418261504","12.51","-2.28","-4.47"
"15.485370368000002","6.59","-3.96","-2.59"
"15.619588096000001","6.90","-3.18","-0.98"
"15.68669696","8.16","-3.92","-3.45"
"15.753805824","14.16","-3.73","-1.77"
"15.820914688","9.34","-8.00","-5.53"
"15.913189376000002","4.98","1.88","-3.77"
"15.997075456000001","11.81","-8.98","-4.67"
"16.047407104","9.61","-2.59","-2.86"
"16.1480704","7.45","-1.22","-2.39"
"16.223567872","6.32","-1.33","-1.06"
"16.307453952","12.47","-3.33","-2.28"
"16.441671680000002","11.18","-4.59","-4.35"
"16.500391936","8.39","-0.16","-6.39"
"16.575889408000002","5.02","-1.77","-5.22"
"16.642998272","14.16","-3.26","-2.67"
"16.710107136","7.26","-1.96","-2.90"
"16.785604608","5.81","-4.04","-1.14"
"16.877879296","8.12","-4.16","-1.77"
"16.961765376000002","14.04","-4.79","-1.69"
"17.439916032000003","14.47","-6.86","-4.94"
"17.968398336","4.35","-0.31","-2.59"
"17.968398336","9.45","-5.61","-5.41"
"17.993564160000002","8.83","-3.84","-3.53"
"17.993564160000002","9.38","-1.14","-2.946.12"
"18.010341376","7.45","-3.61","-2.67"
"18.102616064000003","6.20","-2.63","-0.63"
"18.169724928","10.40","-2.63","-1.61"
"18.253611008","11.92","-3.53","-1.77"
"18.362662912","6.94","-3.77","-4.94"
"18.421383168000002","8.79","0.47","-4.90"
"18.49688064","9.10","-7.37","-1.88"
"18.555600896","7.26","-2.35","-3.14"
"18.664652800000002","7.53","-0.90","-2.31"
"18.731761664","8.04","-1.45","-1.29"
"18.815647744","13.30","-2.55","0.24"
"18.882756608","14.87","-1.57","-5.10"
"18.966642688","4.00","-1.96","-3.49"
"19.058917376","8.36","-2.08","-5.84"
"19.142803456000003","10.87","-2.04","-3.53"
"19.235078144000003","7.92","-2.43","-2.75"
"19.302187008","5.57","-3.96","-1.02"
"19.369295872000002","8.00","-3.14","-3.22"
"19.511902208000002","13.34","-3.22","-2.86"
"19.570622464","9.81","-5.10","-4.35"
"19.637731328","6.12","0.78","-4.31"
"19.696451584000002","10.71","-4.90","-4.43"
"19.780337664","8.20","-3.26","-3.53"
