NAME:,run_3_1.csv,,
EXPERIMENT TIME:,07/06/2023 16:47,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,145,,
 ,,,
Time [sec],ACC X,ACC Y,ACC Z
41.176,1.14,3.73,-1.18
41.226,-0.75,-2.51,1.77
41.278,-7.88,-17.61,4.63
41.337,-4.39,-4.59,4.31
41.392,0.35,-14.47,0.47
41.426,5.49,-18.08,-12.63
41.499,3.69,-18.4,4
41.552,4.71,-5.22,-0.51
41.6,-1.65,0.2,5.33
41.652,-1.1,-1.29,2.31
41.701,-3.8,-8.59,-1.77
41.734,-3.45,-13.42,16.55
41.787,5.3,-18.04,3.33
41.847,-0.12,-14.98,-2.9
41.896,-2.08,-6.59,-2.98
41.944,-2.47,-5.3,-1.29
41.997,-0.9,-0.51,-0.9
42.053,-3.69,-2.12,5.18
42.126,8.51,-13.53,-7.53
42.151,2.82,-9.34,0.71
42.204,1.88,-20.01,0.35
42.258,2.55,-13.42,4.98
42.315,4.98,-9.73,2.12
42.367,3.57,-4.79,1.45
42.398,-1.33,-2.39,-1.02
42.452,3.45,1.45,10.28
42.505,-1.8,-18.48,5.14
42.555,2.55,-17.3,4.59
42.605,4.31,-15.14,-0.51
42.657,-4.2,-11.73,-2.63
42.832,-2,-3.06,1.18
42.866,-7.92,-16.83,1.14
42.923,2.24,-11.65,4.08
42.973,-0.51,-11.49,0.94
43.026,-0.31,-20.01,5.18
43.079,4.47,-12.75,3.22
43.131,3.14,-6.94,-0.59
43.161,-1.26,-1.18,1.88
43.236,-0.2,-0.75,3.1
43.267,-7.14,0.27,8.51
43.365,-3.61,-20.01,15.02
43.374,7.14,-14.71,-3.14
43.429,0.31,-16.32,-1.77
43.483,-4.12,-8.98,-1.29
43.536,-1.88,-5.18,-4.43
43.575,-1.61,-0.98,0.78
43.632,-1.8,-0.98,6.86
43.693,13.81,-2.55,-5.3
43.743,1.8,-14.12,1.84
43.796,-0.43,-17.81,0.27
43.825,1.45,-20.01,6.51
43.88,5.77,-8.94,0.78
43.936,1.77,-3.92,-2.16
43.982,-2,-2.28,6.24
44.139,3.45,-20.01,2.2
44.189,4.35,-20.01,-1.06
44.245,-2.59,-11.38,-1.49
44.293,-2.63,-7.1,-2.71
44.581,0.94,1.18,0.04
44.589,-0.31,-2.63,1.49
44.597,-6.75,-7.57,3.96
44.75,-2.04,-0.51,5.61
44.805,-0.98,-0.35,1.57
44.851,-2.67,-6,5.45
44.902,-0.9,-19.57,9.89
44.956,6.35,-19.22,2.51
45.016,-1.92,-12.43,-1.37
45.064,-1.88,-9.02,-5.1
45.1,1.41,3.06,-2.59
45.155,-0.24,-1.33,1.49
45.2,-11.57,-3.73,7.96
45.266,2.82,-3.22,6.98
45.411,2.08,-14.83,3.61
45.478,4.39,-7.81,-0.24
45.532,0.71,-2.28,-0.82
45.56,-1.45,-3.57,3.77
45.619,-1.18,0.2,4.55
45.669,0.98,-20.01,10.08
45.723,5.22,-20.01,2.08
45.78,2.08,-12.47,-5.37
45.831,-2.2,-7.41,-0.9
45.886,-2.71,-7.61,-4.2
45.943,-0.9,1.33,-1.49
46.029,-3.96,0,8.71
46.041,6.55,-20.01,-12.24
46.084,-0.59,-13.45,2.47
46.135,-0.82,-18.87,0.71
46.173,2.71,-10.71,9.18
46.24,3.92,-10.63,3.37
46.294,3.45,-7.02,-1.41
46.327,-1.14,-1.88,3.92
46.379,1.06,0.71,0.86
46.431,-3.33,-6.47,1.73
46.483,-1.8,-20.01,9.81
46.541,3.96,-18.24,4.63
46.606,-4,-15.3,-1.73
46.64,-5.53,-5.88,-2.24
46.708,-0.12,-1.8,-4.47
46.757,1.53,-1.77,1.45
46.789,-8.24,-6.28,6.2
46.844,0.9,-5.14,-1.41
46.896,3.33,-12.59,1.37
46.947,0.75,-12.75,0.63
46.996,6.04,-17.34,4.39
47.049,4.63,-6.39,0.43
47.107,-0.78,-1.53,3.26
47.194,-0.2,-4.71,7.02
47.204,-1.57,2.55,1.14
47.241,2.35,-15.53,0.78
47.297,2.04,-20.01,6.39
47.345,2.35,-14.63,-3.33
47.396,-1.37,-7.22,0.75
47.448,-2.75,-8.51,-6.24
47.521,-0.59,1.53,0.27
47.553,-5.77,-0.12,3.3
47.603,8.47,-20.01,-15.89
47.651,0.94,-10.63,0.75
47.706,-2.98,-14.67,4.35
47.758,0.75,-20.01,8.16
47.825,7.3,-9.73,1.33
47.855,2.59,-8.51,-1.22
47.932,-0.63,-1.65,4.98
47.958,1.61,3.1,-0.51
48.012,-3.33,-14.47,-2.59
48.066,-0.39,-20.01,8.59
48.116,-4.04,-20.01,1.88
48.171,-3.26,-10.59,-3.33
48.219,-1.92,-10.43,-5.61
48.271,-0.35,-0.43,-0.78
48.327,1.77,1.22,-0.75
48.382,-6.16,-11.22,5.61
48.43,-1.77,-8.39,0.63
48.466,-2.12,-13.38,-1.06
48.625,3.49,-8.9,0.75
48.686,-0.39,-2.28,5.3
48.73,-2.35,0.04,0.71
48.792,1.92,4.2,9.02
48.844,-2.71,-20.01,11.81
48.893,4.94,-20.01,0.08
48.947,1.77,-12.87,-3.37
48.979,-3.88,-7.49,-1.37
49.029,-3.57,-5.3,-6.24
49.102,0,-0.43,1.22
49.235,0.55,-13.53,0.35
49.286,2.63,-11.3,3.73
49.334,2.86,-16.2,5.3
49.384,3.88,-10.63,1.53
49.461,0.82,-3.49,-0.51
49.504,0.63,-0.71,4.04
49.557,0.9,1.84,1.18
49.592,-0.16,-13.85,-1.33
49.861,0.98,-19.65,5.88
49.87,5.14,-16.04,-0.08
49.89,-3.02,-9.61,-1.22
49.895,-2.86,-9.69,-1.84
49.9,-0.67,0.9,-0.67
49.911,-1.41,-2.9,1.77
49.961,-3.88,-6.55,11.34
50.012,-4.28,-10.55,5.81
50.068,-0.9,-14.04,0.51
50.105,0.55,-14.4,3.14
50.159,4.86,-13.96,4.82
50.218,1.33,-6.51,1.22
50.268,0.63,-0.78,4
50.314,1.69,0.86,0.71
50.385,-0.2,-13.45,-2.79
50.412,-3.45,-20.01,6.9
50.494,8.47,-14.75,-5.41
50.525,-4,-10.2,-2
50.579,-3.3,-12.87,0.47
50.632,-2.47,-0.75,-1.53
50.663,-0.78,-3.96,2.39
50.713,-3.45,-4.86,4.71
50.763,-2.47,-11.81,4.39
50.818,-2.28,-14.59,2.47
50.872,1.29,-16.44,3.96
50.919,6.75,-10.43,3.61
50.975,1.22,-5.84,-0.47
51.093,0.86,0.27,4.71
51.104,-0.78,-0.63,-1.33
51.132,-1.22,-9.96,0.39
51.183,-1.22,-20.01,12.16
51.244,3.1,-18.32,0.75
51.278,-1.57,-9.96,-1.18
51.333,-3.3,-8.79,-6.28
51.392,0.43,2.67,-1.1
51.443,0.51,-3.1,-1.33
51.491,-1.92,-19.89,-1.37
51.544,-1.37,-14.71,0.24
51.576,0.31,-15.02,-2.08
51.665,1.96,-19.06,7.26
51.725,5.3,-8.43,3.53
51.735,2.2,-5.33,-0.24
51.799,-0.67,-0.9,5.1
51.85,1.14,0.2,-2.31
51.883,-1.14,-11.69,0.04
51.937,3.3,-20.01,7.92
51.991,2,-18.08,-2.55
52.039,-2.31,-8.51,-0.75
52.091,-4.51,-9.77,-7.3
52.141,1.22,2.63,-1.02
52.193,0,-1.57,2.35
52.243,-5.02,-7.69,2
52.295,1.88,-10.36,4.08
52.389,0.63,-12.71,1.14
52.398,2.51,-16.95,3.41
52.465,4,-13.22,6.71
52.498,3.1,-5.96,-1.53
52.555,-1.45,-2.12,3.61
52.605,5.14,1.53,3.33
52.66,-1.61,-12.63,0.75
52.718,-0.71,-20.01,8.08
52.768,4.67,-16.87,0.51
52.805,-1.37,-10.75,-1.69
52.858,-1.37,-7.88,-4.08
52.907,0,2,-3.22
52.97,-2.59,-1.26,1.45
53.047,-6.12,-8.47,7.53
53.055,-1.37,-7.57,5.26
53.111,-0.9,-15.22,2.79
53.162,0.55,-17.34,3.49
53.215,6.59,-12.47,4.08
53.274,2.9,-5.49,-0.55
53.325,-1.69,-0.39,4.79
53.377,-0.98,0.04,-0.82
53.437,-1.41,-5.02,5.06
53.466,-2.04,-20.01,13.38
53.536,5.02,-17.34,2.04
53.591,-0.86,-12.36,-4.94
53.681,-4.51,-10.75,-4
53.69,0.51,-2.2,-2.59
53.739,-1.8,-0.51,-0.43
53.786,-5.1,-5.69,11.06
53.847,0.12,-6.71,9.77
53.871,-0.78,-14,3.06
53.928,7.49,-8.9,-6.39
53.984,4.71,-14.95,4.63
54.033,3.18,-8.24,-1.33
54.08,-0.08,-2.94,4.16
54.129,-1.65,0.39,0.16
54.181,-0.24,-0.55,3.77
54.245,0.51,-18.67,-1.84
54.308,5.3,-20.01,4.24
54.337,0.86,-13.18,-1.14
54.39,-4.71,-16.83,2.75
54.442,-0.75,-2,-4.9
54.5,-2.39,-1.06,2.67
54.552,-2.98,0,5.84
54.604,11.61,-20.01,-9.34
54.654,5.37,-18.04,1.73
54.703,1.49,-18.95,-1.96
54.74,4.51,-14.98,5.41
54.8,3.14,-10.47,3.45
54.843,1.92,-4.35,0.35
55.146,-1.33,-0.9,3.96
55.153,0.08,2.51,10.75
55.159,-1.8,-20.01,7.61
55.173,6.39,-20.01,5.14
55.215,-1.1,-11.02,-6.08
55.27,-1.53,1.33,-1.69
55.315,-2.04,-0.51,2.51
55.35,2.39,-16.99,-8.24
55.412,0.47,-12.32,0.16
55.465,1.1,-16.44,3.41
55.525,2.59,-18.75,3.53
55.549,5.18,-10.08,1.29
55.607,1.22,-5.53,1.45
55.659,-3.14,-1.53,3.57
55.705,3.02,-0.04,-1.53
55.764,2.75,-14.87,1.96
55.818,-2.79,-16.91,9.69
55.868,6.79,-13.42,0.82
55.914,-0.59,-15.42,-2.9
55.975,-2.31,-6.04,-1.69
56.023,-1.33,-5.06,-3.84
56.074,-1.77,-1.8,-0.39
56.126,-9.22,-4.71,3.84
56.205,5.45,-10.43,1.49
56.242,1.53,-12.83,3.53
56.278,0.9,-20.01,1.77
56.33,3.53,-17.26,4.28
56.379,4,-8.16,3.61
56.448,2.79,-7.02,-0.39
56.483,-0.71,-1.61,1.1
56.546,1.57,-1.8,1.61
56.576,-6.63,0.55,7.73
56.629,-0.55,-20.01,10.43
56.69,6.86,-15.14,3.3
56.724,-1.02,-17.61,-5.33
56.784,-1.92,-9.61,-0.98
56.847,-1.29,-7.34,-5.22
56.883,-0.12,-1.06,0.39
56.932,0.31,-3.22,4.28
56.984,-7.37,-1.53,2.63
57.04,4.59,-15.53,-5.22
57.092,2.75,-13.77,5.06
57.147,2.24,-16.48,1.37
57.207,2.12,-17.42,3.41
57.254,3.65,-9.41,3.3
57.311,2.59,-3.73,-0.71
57.337,-0.12,-2.35,6.67
57.391,3.57,2.39,3.18
57.459,-3.49,-11.45,1.06
57.493,0.78,-20.01,7.49
57.554,2.9,-15.65,0.12
57.608,-0.67,-14.51,-2.47
57.666,0.2,-8.04,-4.35
57.702,0.82,-0.39,-5.33
57.746,-1.53,-0.08,1.69
57.804,-2.9,-5.69,4.12
57.856,5.14,-9.26,-8.94
57.916,1.18,-13.61,1.61
57.975,-1.06,-17.18,1.8
58.008,3.02,-15.81,4
58.062,7.1,-14,2.51
58.131,3.77,-8.2,-1.84
58.163,2.31,-1.65,-0.55
58.208,-5.14,-3.3,6.59
58.263,-2.71,-0.78,7.77
58.316,1.22,-16,11.06
58.368,2.47,-17.69,4.82
58.424,0.43,-17.5,1.49
58.472,-0.12,-11.89,-1.57
58.521,-1.57,-8.55,0.27
58.577,-1.49,-2.47,-5.45
58.628,-4.31,0.55,-0.75
58.689,0.35,-5.33,1.53
58.762,-2.86,-17.22,-1.88
58.792,-1.88,-15.18,8.36
58.83,-0.27,-14.55,1.26
58.884,1.65,-14.63,1.88
58.93,4.9,-15.93,4.08
58.982,4.04,-6.35,0.04
59.028,-1.69,-0.63,1.33
59.077,1.61,-2.55,-0.24
59.127,-2,-1.49,7.69
59.198,-2.2,-20.01,14.63
59.225,6.63,-16.16,5.65
59.3,1.45,-18.12,-2.35
59.34,-1.37,-10.75,-1.65
59.432,-0.04,-9.45,-1.57
59.442,-1.84,-0.04,-4.24
59.484,0,-0.9,-1.88
59.529,-11.65,-6.86,9.96
59.588,-1.26,-7.96,5.06
59.646,-2.31,-12.83,0.63
59.699,-0.94,-13.77,-1.96
59.751,2.43,-14.91,6.32
59.804,6.08,-7.26,1.1
59.861,2.94,-5.69,-1.18
59.911,-2,-2.98,4.86
59.942,2.16,1.14,-1.14
60.044,-0.71,-11.96,3.06
60.048,-2.2,-18.63,11.41
60.108,2.71,-18.08,6.12
60.16,-1.37,-10.32,-1.88
60.424,-1.57,-4.9,-3.41
60.452,5.81,-20.01,4.2
60.515,-2.51,-19.26,3.02
60.553,0.35,-12.4,7.49
60.621,2.94,-8.39,1.1
60.685,1.65,-4.12,-1.77
60.726,1.69,-2.43,1.88
60.786,-0.71,-6.12,2.39
60.81,1.22,-9.73,5.96
60.858,-2.82,-18.91,9.38
60.914,0.39,-14.12,7.37
60.967,-0.39,-11.45,6.28
61.015,0.59,-6.9,2.63
61.076,-1.53,-2.16,-0.59
61.128,-1.61,-4.94,-2.12
61.176,-1.22,-10.36,-1.61
61.231,-1.84,-12,-2.51
61.33,-0.31,-10.98,-0.94
61.34,2.86,-5.77,0.43
61.39,-0.59,-12.43,1.84
61.442,-3.45,-15.1,5.53
61.493,-0.39,-1.73,2.79
61.522,1.14,-10.16,1.73
61.592,1.26,-12.4,4.47
61.631,1.61,-8.08,3.65
61.686,0.43,-8.98,2.28
61.739,0.82,-10,2.12
61.79,1.22,-8.87,0.94
61.844,1.69,-9.53,3.37
61.97,-1.45,-12.55,3.33
61.975,-1.37,-8.04,2.71
61.996,-0.98,-8.51,2.2
62.034,0.2,-9.77,2.59
62.1,-0.16,-9.57,1.69
62.147,-0.86,-9.02,2.24
