NAME:,run_4_1.csv,,
10.28,-2.08,-12.28,-4.55
10.287,3.65,-19.97,8
10.302,3.84,-7.77,1.45
10.369,-0.47,-3.37,-0.24
10.423,0.08,-0.98,1.61
10.47,-4.9,-1.61,6.55
10.527,-0.35,-20.01,10.08
10.578,5.41,-19.93,2.59
10.608,1.33,-15.69,-2.08
10.66,-3.65,-8.28,-1.29
10.714,-0.51,-4.12,-3.26
10.76,-2.51,-0.47,-0.16
10.825,-0.16,-2.24,6.43
10.871,6.9,-19.93,-4.28
10.922,1.88,-16.48,-3.8
11.02,0.12,-18.67,-1.65
11.027,4.86,-15.49,3.45
11.086,3.96,-10.55,-0.27
11.138,0.71,-3.02,2.98
11.192,-1.06,-1.22,2.28
11.227,-3.96,3.3,13.61
11.278,0.82,-19.46,6
11.335,2.79,-18.48,1.65
11.389,0.55,-20.01,-2.47
11.444,-2.9,-10.75,-2.47
11.492,-0.71,-7.92,-7.1
11.543,-0.94,-0.27,-0.78
11.684,-0.39,-11.53,5.61
11.735,1.26,-12.08,-0.98
11.786,4,-17.14,1.33
11.844,2.9,-14.75,5.3
11.895,4.2,-8.16,1.57
11.946,-0.82,-2,3.8
11.997,-0.12,0.2,2.43
12.056,-5.3,0.43,7.65
12.098,0.86,-19.69,8.94
12.15,5.26,-20.01,-1.61
12.202,-0.08,-14.04,-3.57
12.254,-3.73,-7.81,-4.51
12.349,-2.79,-3.14,-3.92
12.354,-1.22,-2.55,1.77
12.405,-0.55,-1.02,6.28
12.458,19.93,-10.9,-4.82
12.505,3.8,-12.36,0.71
12.562,-0.47,-15.02,-2.67
12.598,2.86,-19.02,4.55
12.651,4.51,-9.69,0.55
12.701,1.69,-5.37,0.67
12.756,-1.57,-1.1,1.57
12.812,0.67,0.16,0.35
12.87,-1.29,2.9,8.87
13.009,0.94,-13.89,-5.88
13.063,-1.22,-9.34,-3.53
13.109,-1.53,-6.43,-4.47
13.165,-1.41,-0.27,-1.92
13.223,-1.33,-0.86,-2.39
13.276,-2.79,-19.22,-13.57
13.323,1.37,-13.65,0.82
13.378,2.16,-18.28,1.33
13.431,2.94,-16,3.96
13.485,6.24,-10.32,-0.55
13.518,1.96,-2.82,0.63
13.627,-3.61,-1.37,3.41
13.638,0.94,1.8,8.51
13.685,-0.08,-16.08,3.8
13.739,3.49,-20.01,4.79
13.794,5.06,-14.51,-2.39
13.828,-3.73,-11.38,-1.84
13.876,-3.53,-6.51,-7.18
13.928,-1.22,0.27,1.88
13.98,-2.98,3.88,4.55
14.03,1.29,-13.42,-2.47
14.08,4.9,-15.3,5.3
14.151,-1.33,-16.95,0.82
14.238,2.59,-18.4,3.1
14.245,5.3,-10.08,2.71
14.29,0.86,-4.82,0.59
14.344,-0.63,-1.29,6.63
14.394,0.47,1.37,4.2
14.445,3.88,-13.26,-4.63
14.496,4.82,-20.01,7.45
14.555,1.06,-15.46,-2.82
14.587,-4.16,-7.65,-2.35
14.659,-2,-3.53,-5.37
14.706,-1.88,0.08,1.49
14.76,-2.12,-1.41,7.45
14.833,20.01,-20.01,-11.02
14.843,1.45,-14.4,-2.47
14.905,2.51,-19.81,-0.94
14.955,3.41,-18.83,9.85
15.006,4.71,-11.53,2.98
15.059,1.22,-1.88,1.8
15.114,-3.37,-0.39,3.73
15.149,-0.04,1.65,-1.57
15.208,1.69,-20.01,1.37
15.257,3.77,-20.01,4.98
15.552,1.65,-13.89,-1.45
15.562,-4.82,-9.69,-2.51
15.615,2.2,-18.59,-2.67
15.669,1.18,-15.46,-3.53
15.723,4.67,-16.32,5.49
15.773,4.94,-9.14,1.06
15.822,0.31,-2.82,-0.39
15.881,-1.53,-1.65,4.08
15.931,3.22,1.61,3.53
15.964,-1.84,-16.63,0.24
16.034,2.43,-20.01,8.28
16.089,2,-15.77,-0.47
16.154,-5.06,-9.49,-3.65
16.181,-0.82,-6.24,-3.69
16.235,0.82,3.18,-1.29
16.287,-7.77,1.02,5.53
16.336,0.35,-19.73,-12.94
16.393,3.53,-18.28,0.31
16.433,-0.43,-18.51,-1.26
16.492,1.49,-16.67,5.69
16.525,5.45,-9.41,0.71
16.577,2.59,-3.69,0.55
16.648,-3.73,-0.27,2.24
16.683,1.88,1.26,2.55
16.732,2.98,-16.44,-8.28
16.818,1.49,-20.01,6.98
16.838,-0.71,-17.26,-1.22
16.89,-3.37,-9.18,-2.2
16.944,0.9,-7.41,-5.41
16.997,-1.29,1.29,-1.65
17.051,-2.31,1.49,7.34
17.101,-0.27,-14.91,-2.35
17.149,-0.12,-11.38,1.18
17.197,-0.35,-16.48,-3.37
17.256,1.92,-16.87,4.59
17.288,4.28,-12.59,3.18
17.351,2.9,-6.39,-0.98
17.457,-0.12,-1.8,4.94
17.465,2.86,1.45,4.63
17.511,2.79,-13.93,2.75
17.56,0.98,-20.01,6.2
17.619,2.51,-16.48,-3.45
17.647,-2.35,-11.18,-2.28
17.704,-2.71,-8.12,-4.59
17.766,0.12,1.57,0.63
17.82,-8.12,3.92,9.81
17.868,8.87,-15.42,-12.04
17.92,4.43,-14.63,-1.84
18.055,-4.67,-11.85,-8.32
18.115,-1.96,-2.59,5.18
18.171,0.47,-0.27,3.73
18.231,-8.83,2.75,8.04
18.28,1.53,-20.01,7.85
18.333,3.45,-19.97,2.63
18.361,1.29,-18.79,-2.47
18.434,-3.41,-8.94,-2.55
18.486,-0.16,-2.16,-2.63
18.52,-1.18,-0.51,0.55
18.567,-4.86,-8.08,8.67
18.629,2.82,-6.51,4.16
18.678,-0.12,-10.43,-0.08
18.751,-0.16,-12.71,-2.2
18.767,4.71,-13.3,2.16
18.826,2.16,-10.51,1.96
18.885,2.86,-5.61,0.75
18.926,0.47,-0.24,2.31
18.982,4.2,0.47,4.16
19.028,-6.98,-15.93,-2.47
19.078,-1.57,-20.01,20.01
19.136,2.75,-15.38,-1.84
19.187,-5.1,-10.79,-3.02
19.245,-2.39,-3.69,-7.57
19.274,-1.8,1.14,0.24
19.373,-0.71,-1.92,-0.24
19.387,-5.88,-16.48,-2.43
19.433,1.29,-19.61,0.82
19.486,0.98,-14.87,-1.73
19.54,0.63,-12.67,2.79
19.595,3.84,-11.89,4.55
19.648,1.84,-2.59,0.08
19.692,-0.63,-0.51,5.45
19.741,-0.31,0.59,-0.24
19.792,-3.33,-14.59,-3.02
19.85,0.27,-20.01,12.47
19.952,2.59,-17.42,-2.71
19.96,-3.8,-9.89,-1.45
19.995,-2.35,-11.65,-6.67
20.052,-1.73,2.75,-0.71
20.103,0.12,-2.31,1.22
20.156,-17.89,-12.32,0.24
20.212,-8,-7.41,18.55
20.263,2.16,-17.69,1.73
20.311,4.35,-16.79,0.16
20.353,6,-11.53,4.08
20.42,3.65,-4.82,-0.63
20.471,-2.28,-2.12,5.49
20.504,2.04,1.33,1.69
20.606,-1.45,-10.94,-5.26
20.614,4.79,-20.01,9.81
20.861,-3.41,-1.61,1.57
20.917,-5.18,-9.73,-1.29
20.973,-0.55,-9.65,4.67
21.032,0.16,-19.97,6.59
21.08,2.63,-19.77,5.14
21.132,5.33,-12.47,5.45
21.166,5.37,-6.32,-1.41
21.218,-0.63,-0.27,3.37
21.303,-1.37,-1.41,3.8
21.321,-5.73,-1.88,3.53
21.379,2.71,-17.22,9.41
21.433,7.69,-18.08,1.69
21.481,-2.39,-15.34,-3.3
21.53,-2.59,-8.12,-4.12
21.584,-1.8,0,-2.67
21.64,-1.61,-2.9,-0.16
21.679,0.86,-5.33,5.81
21.753,16.12,-20.01,-10.87
21.789,5.1,-15.42,3.8
21.938,6.24,-10.79,3.22
21.994,1.77,-2.63,0.2
22.047,-1.41,-0.78,1.8
22.098,-5.96,0.9,8.12
22.146,0.86,-19.1,8.2
22.198,7.14,-19.42,6.67
22.254,4.16,-15.1,-2.43
22.306,-1.41,-10.24,-0.86
22.355,-2.39,-8.51,-5.26
22.408,-0.31,0.86,-2.31
22.456,-1.14,-1.14,3.45
22.552,2.12,-13.22,-7.06
22.56,-1.18,-9.41,3.37
22.596,3.18,-20.01,0.04
22.667,5.81,-16.36,3.14
22.72,5.22,-11.22,2.67
22.767,2.12,-7.3,-0.04
22.8,0.2,-0.94,4.31
22.859,-1.26,-0.59,-0.9
22.916,-2.04,-0.16,6.2
22.96,1.1,-20.01,9.92
23.007,7.49,-18.59,2.79
23.058,4.59,-16.79,-5.45
23.182,-2.39,-9.1,-0.2
23.194,-3.18,-7.18,-5.49
23.216,-2.86,-1.02,-1.65
23.256,-3.84,-1.06,6.9
23.335,20.01,-20.01,-20.01
23.366,3.88,-15.1,-4.47
23.414,1.77,-20.01,3.06
23.472,3.92,-18.08,8.39
23.524,4.08,-10,4.94
23.58,2.98,-3.65,-0.63
23.628,-1.1,-2.63,6.67
23.681,3.06,2.63,2.2
23.729,-1.06,-15.69,7.18
23.771,8.43,-20.01,5.73
23.862,4.43,-14.4,-1.88
23.873,-3.69,-8.28,-0.98
23.927,-1.1,-7.45,-3.06
23.973,-2.82,-0.16,-1.96
24.028,-3.84,0.59,5.45
24.089,0.16,-15.49,4.67
24.143,1.1,-20.01,1.29
24.197,3.26,-18.16,3.06
24.242,6,-14.12,0.35
24.276,7.41,-12.47,3.77
24.33,1.77,-4.31,1.8
24.39,-0.43,-1.41,2.35
24.487,-4.35,0.63,8.9
24.497,1.77,-16.24,9.73
24.545,7.49,-20.01,3.37
24.595,5.26,-13.57,-4.63
24.646,-3.22,-8.79,-1.1
24.704,-3.33,-5.02,-5.02
24.757,-0.24,0.9,0.04
24.81,-3.53,0.75,1.88
24.861,0.78,-12.94,-2.59
24.908,0,-14.91,-1.18
24.961,2.63,-20.01,-5.77
24.989,5.22,-16.59,6.47
25.126,4.86,-9.18,1.61
25.142,1.14,-4.47,-0.24
25.149,-1.88,-2.04,5.1
25.198,0.78,2.51,-2.71
25.247,1.14,-13.26,-0.55
25.318,2.94,-20.01,11.26
25.366,5.57,-13.85,-2.35
25.414,-1.8,-11.73,-2.08
25.471,-1.88,-9.73,-5.65
25.519,-1.57,2.9,-1.8
25.571,-1.45,0.35,2.67
25.609,-0.86,-8.28,-1.18
25.669,-0.67,-13.85,4.04
25.755,2.16,-14.95,2.86
25.768,4.67,-13.34,3.73
25.81,3.33,-11.26,8.24
26.114,5.02,-6.63,-0.82
26.129,-4.51,-0.82,2.51
26.177,-1.49,-11.49,-3.69
26.233,-3.3,-10.08,-3.65
26.28,-0.75,0.63,-3.3
26.345,-2.2,-1.65,-0.63
26.374,2.98,4.04,13.49
26.424,1.33,-4.51,2.71
26.484,2.39,-15.18,2.12
26.535,1.84,-17.81,3.45
26.59,2.9,-12,6.86
26.64,8.51,-10.24,-0.2
26.692,-0.43,-1.96,3.22
26.747,-0.27,-0.94,1.49
26.779,-5.65,0.98,9.26
26.835,3.06,-20.01,11.96
26.882,6.35,-20.01,4.12
26.947,1.8,-15.46,-3.84
27.014,-3.92,-9.89,-0.71
27.036,-3.06,-8.9,-5.73
27.092,-1.33,2.35,1.26
27.154,-1.49,0.08,1.41
27.208,1.26,-4.35,2.2
27.238,1.29,-15.22,2
27.291,0.12,-15.3,-3.14
27.338,5.96,-17.26,6
27.393,4.67,-10.4,4.08
27.444,3.26,-5.26,-1.22
27.495,-1.69,-1.41,5.33
27.554,0.27,3.02,3.26
27.608,1.06,-12.47,-0.39
27.684,6.24,-20.01,8.08
27.703,7.06,-17.22,-7.34
27.756,-1.88,-12.75,-1.77
27.805,-2.94,-7.1,-5.96
27.86,-1.49,1.77,-2.82
27.912,-0.51,-2.75,1.37
27.963,-4.04,-11.49,1.65
28.021,-6,-11.45,5.37
28.075,-0.35,-18.99,0.16
28.1,1.22,-12.79,6.67
28.16,5.1,-14.32,7.3
28.232,5.18,-7.92,-0.98
28.257,1.18,-0.55,1.53
28.337,0,-0.9,0.27
28.367,-0.67,-2.71,3.61
28.416,-3.53,-17.89,13.34
28.469,3.96,-17.46,3.84
28.517,-0.04,-11.77,-4.16
28.567,-2.98,-7.37,-4.04
28.621,0.31,0.59,-3.84
28.677,-4.82,0.12,-1.92
28.736,-1.73,-2.59,4.55
28.768,11.3,-18.51,-13.65
28.822,1.22,-17.61,-2.71
28.988,6.24,-7.34,-0.43
29.039,-1.61,-1.73,2.43
29.096,-1.37,-0.51,2.71
29.148,1.77,2.28,5.84
29.194,3.69,-20.01,7.92
29.223,3.53,-20.01,2.28
29.28,2.2,-15.49,-2.94
29.327,-3.06,-8.55,-1.92
29.4,-3.1,-4.04,-6.75
29.427,-2.28,0.9,2.12
29.511,-3.41,1.8,3.73
29.55,2.67,-16.67,-7.37
29.623,4.98,-20.01,-3.06
29.648,2.16,-10.75,-4.79
29.695,1.1,-17.22,7.65
29.752,3.3,-8.67,-1.45
29.804,0.2,-2.79,-1.29
29.834,0.12,-3.96,6.39
29.899,1.92,3.53,-1.65
29.95,1.33,-15.81,0.67
30.007,1.88,-20.01,10.94
30.057,2.94,-18.4,-2.24
30.11,-3.92,-9.22,-0.82
30.187,-1.14,-4.47,-5.57
30.198,-2.08,0.63,-1.02
30.263,-1.22,3.92,-2.2
30.316,-7.14,-9.73,3.33
30.365,-6.71,-12.4,5.65
30.397,3.18,-14.51,-0.04
30.448,6.2,-15.61,0.71
30.515,2.59,-14.16,6.79
30.568,5.02,-6.63,-1.57
30.62,0.47,-0.59,5.41
30.651,-0.12,-0.94,-0.67
30.707,-6.08,-2.75,2.31
30.764,1.02,-20.01,10.67
30.805,6.63,-19.73,-0.35
30.858,-0.27,-12,-8.98
30.911,-2.63,-7.57,-0.67
30.963,-2.2,-6.08,-4.55
31.013,-2.31,-1.18,-0.75
31.067,-5.57,0.08,5.45
31.123,18.59,-2.79,-10.55
31.393,2.08,-10.98,-2.43
31.415,1.77,-8.43,0.31
31.42,1.53,-3.8,1.49
31.43,0.59,-1.53,2.9
31.517,-6.12,3.06,8.94
31.527,-2.59,-17.97,5.45
31.569,5.33,-20.01,6.94
31.625,1.45,-18.12,-3.73
31.684,-3.18,-11.49,-1.02
31.746,-1.41,-11.14,-3.1
31.774,-1.69,2.16,-5.26
31.847,0.63,-2.51,0.39
31.899,-2.98,-19.14,4.31
31.925,-6.86,-13.1,2.04
31.984,2.71,-17.02,-0.75
32.04,2.59,-19.06,3.49
32.081,2.04,-12.83,8.9
32.132,4.35,-6.12,-3.22
32.185,0.67,-1.69,5.41
32.239,-0.27,-0.08,0.59
32.289,-5.92,4.71,9.65
32.349,1.18,-20.01,12.2
32.398,4.94,-18.95,0.59
32.448,2,-12.2,-4.08
32.507,-4.31,-7.81,-2.67
32.557,-0.63,-1.14,-1.92
32.605,-2.75,0.71,-0.43
32.64,-4.63,-5.65,11.41
32.699,0.82,-6.59,1.61
32.757,0.98,-16.79,1.61
32.79,0.35,-17.42,0.27
32.86,4.28,-12.94,4.67
32.911,1.53,-12.51,1.57
32.961,1.57,-3.53,-0.12
33.013,-0.16,-2.12,2.28
33.064,-6.86,1.26,1.69
33.099,-1.73,-17.38,9.92
33.16,3.65,-20.01,3.8
33.208,2.43,-11.02,-4.94
33.256,-4.75,-9.49,-0.86
33.31,-3.69,-5.33,-4.67
33.472,14.87,-20.01,-14.12
33.526,1.06,-16.95,-0.04
33.564,1.84,-17.1,-0.78
33.616,5.37,-12.43,4.63
33.665,3.84,-13.1,2.86
33.715,2.9,-2.47,0.12
33.788,-1.92,-0.2,3.69
33.841,-4.67,-0.24,8.2
33.872,1.14,-10.98,4.63
33.935,3.37,-20.01,9.69
33.985,3.33,-15.73,-5.53
34.016,-3.37,-9.61,-0.78
34.113,-3.1,-7.77,-6.79
34.126,-1.06,2.16,-2.94
34.18,0.82,2.98,7.41
34.224,18.12,-20.01,-9.3
34.302,0.63,-14.87,-4.75
34.332,1.84,-17.34,-1.45
34.383,3.88,-18.28,3.41
34.441,1.57,-10.79,4.59
34.495,1.88,-7.69,-2.51
34.545,-0.39,-1.37,3.57
34.604,0.63,-0.9,2.94
34.625,0.63,-7.61,2.04
34.715,-0.67,-16.2,7.61
34.744,4.9,-16.75,2.28
34.797,-1.14,-14.83,-4.28
34.851,-2.63,-7.73,-0.55
34.895,-2.63,-7.37,-6.71
34.954,-2.63,0.39,-1.57
35.006,-4.28,-1.57,7.49
35.055,6.39,-14.79,-10.43
35.089,2.63,-12.71,1.65
35.143,0.08,-18.44,1.73
35.202,1.45,-20.01,5.65
35.373,-2.28,-1.22,3.45
35.405,1.88,-0.04,0.43
35.46,1.14,-9.45,2.47
35.521,-1.65,-14.67,7.49
35.573,3.22,-18.67,4.75
35.599,-0.24,-13.89,-7.73
35.654,-2.98,-11.26,-1.22
35.713,-1.45,-6.16,-4.9
35.762,-0.39,-0.35,-2.28
35.813,-1.14,-2.04,2.43
35.868,2.51,-13.81,-17.69
35.975,-1.37,-10.43,2
35.985,-0.2,-16.12,2.12
36.009,0.08,-18.44,4.39
36.06,3.18,-10.16,1.69
36.124,3.53,-11.41,4.04
36.179,2,-4.63,-1.41
36.229,0.98,-3.77,3.57
36.279,0.27,1.65,4.04
36.33,0.67,-12.98,3.18
36.378,0.24,-16.95,5.96
36.671,1.61,-16.48,4.04
36.74,18.79,-17.22,-19.85
36.802,-0.16,-12.2,-1.61
36.847,0.59,-18.87,1.45
36.879,2.35,-19.26,3.1
36.937,3.57,-12.32,3.33
36.985,3.84,-9.1,-1.77
37.042,-0.82,-1.37,3.06
37.077,1.18,1.49,4.04
37.13,-1.06,-10.28,0.04
37.287,-0.82,-13.22,-4.2
37.344,-8,-7.57,-0.82
37.397,-2.59,-5.18,-5.53
37.448,-0.12,1.61,-2.35
37.496,-7.65,-2.86,10.55
37.548,12.75,-11.57,0.47
37.6,1.1,-14.63,1.45
37.655,1.33,-14.47,0.27
37.707,3.06,-13.93,4.04
37.755,3.02,-10.24,3.8
37.808,3.37,-5.33,-0.98
37.844,-2.9,-1.41,3.06
37.933,0.27,1.29,7.81
37.965,-2.28,-9.92,2.71
38.019,2.24,-20.01,7.81
38.07,3.45,-15.38,3.57
38.099,-0.71,-12.4,-3.69
38.183,-3.77,-7.88,-5.26
38.212,-0.51,-1.33,-4.35
38.263,0.31,0.04,-0.55
38.313,-0.94,-1.53,10.47
38.365,-0.47,-8.39,6.79
38.417,-1.69,-11.14,1.96
38.469,0,-18.63,2.59
38.533,4,-14.55,4.24
38.559,4.24,-10.94,2.55
38.612,3.88,-6.35,-0.86
38.672,-0.67,-2.86,5.1
38.733,3.33,3.06,3.14
38.76,1.45,-13.61,6
38.835,0.98,-20.01,6.71
38.887,2.43,-14.95,-2
38.913,-2.31,-11.65,-3.02
38.971,-3.57,-8.87,-1.77
39.024,-2.12,-3.61,-2.82
39.081,-0.9,-0.55,-1.1
39.242,-2.43,-13.42,2.67
39.281,-0.63,-19.1,4.04
39.338,4.35,-10.08,2.47
39.372,5.33,-10.36,-0.94
39.426,-0.35,-2.79,-0.94
39.495,0.78,-1.8,4.08
39.548,-0.98,-1.8,1.26
39.598,-3.41,-14.91,11.38
39.632,3.26,-20.01,6.32
39.682,2.94,-13.61,-4.47
39.836,-0.2,2.55,-1.41
39.9,-4.16,2.98,14.04
39.954,3.92,-11.92,0
39.995,1.49,-11.49,1.1
40.047,-4.94,-8.51,-7.3
40.098,1.02,-19.61,5.92
40.152,4.98,-9.45,1.37
40.206,5.77,-6.9,-2.55
40.263,-3.65,-1.45,4.9
40.29,-0.39,-1.49,-0.24
40.346,-1.77,-9.85,4.67
40.403,-2.43,-18.48,13.49
40.568,-3.1,-8,-2.79
40.621,-0.94,-2.39,-5.14
40.666,0.75,-1.73,-1.69
40.717,-1.92,3.26,14.71
40.765,4.98,-8,3.3
40.826,0.86,-11.61,3.33
40.851,-1.96,-16.63,-3.22
40.926,6.2,-16.67,5.33
40.973,5.57,-9.26,2.59
41.031,3.88,-7.73,-0.2
41.055,-2.86,-2.08,2.82
41.139,-2.39,0.75,6.39
41.171,-2.04,-15.06,6.98
41.225,3.18,-20.01,7.06
41.281,-0.71,-17.1,-2.08
41.309,-0.98,-10.43,-1.14
41.369,-3.02,-7.88,-4.43
41.417,-1.06,-1.06,-3.84
41.473,0.82,-0.63,-0.43
41.524,-4.47,-17.77,-1.14
41.577,-3.77,-8,5.61
41.633,-0.59,-15.61,-2.39
41.67,0.9,-18.36,3.37
41.948,3.88,-8.59,2.47
41.971,-0.94,-20.01,10.36
42.036,4.24,-15.34,1.45
42.092,2.71,-15.97,-2.2
42.125,-1.73,-9.34,-0.9
42.187,-2,-7.49,-6.83
42.241,-0.31,-0.63,-1.06
42.388,-0.63,-11.81,4
42.444,-0.63,-17.5,2.24
42.489,2.67,-20.01,3.06
42.544,3.77,-9.77,2.16
42.612,3.8,-10.79,-1.61
42.663,0.47,-2.43,0.86
42.694,0.51,-1.84,4
42.744,-2.39,-2.71,0.71
42.792,0.08,-19.3,8.12
42.845,0.9,-20.01,1.92
42.905,-1.57,-15.61,-4.31
43.027,-2.79,-8.12,-1.06
