"NAME:","matan r 1"
"EXPERIMENT TIME:","Thu Jun 01 12:44:24 GMT+03:00 2023"
"ACTIVITY TYPE:","Running"
"COUNTS OF ACTUAL STEPS:","165"
"  "," "
"Time [sec]","ACC X","ACC Y","ACC Z"
"0","8.43","2.94","-4.55"
"0.016777216","9.18","3.02","-4.67"
"0.033554432","10.32","1.61","-5.81"
"0.04194304","9.14","0.59","-5.539.45"
"0.109051904","5.41","1.77","-11.18"
"0.192937984","10.00","4.35","-13.42"
"0.27682406400000004","10.55","4.12","-10.55"
"0.343932928","4.59","0.39","-4.24"
"0.427819008","-2.86","-0.39","-2.94"
"0.511705088","1.26","-2.31","-4.00"
"0.6039797760000001","20.01","-2.20","-19.50"
"0.687865856","15.38","0.98","-8.98"
"0.7549747200000001","1.06","0.63","-2.98"
"0.822083584","-6.71","1.80","-4.39"
"0.947912704","3.92","3.92","-13.65"
"1.0066329600000001","20.01","4.79","-13.81"
"1.073741824","11.65","1.06","-4.75"
"1.1576279040000002","-2.51","-1.10","-2.75"
"1.241513984","-0.39","-1.69","-3.45"
"1.333788672","10.24","-3.06","-8.12"
"1.392508928","20.01","-0.82","-7.02"
"1.4763950080000001","9.53","1.53","-2.28"
"1.5686696960000002","-6.94","0.86","-2.75"
"1.652555776","1.84","2.63","-3.92"
"1.7280532480000002","20.01","8.51","-19.46"
"1.795162112","14.83","-1.26","-5.37"
"1.912602624","0.35","0.82","-2.12"
"1.9713228800000002","-4.16","-2.08","-3.26"
"2.038431744","2.98","-2.04","-3.45"
"2.122317824","20.01","-4.82","-11.34"
"2.206203904","15.49","2.94","-5.96"
"2.290089984","-7.73","0.78","-2.39"
"2.3739760640000003","0.43","2.16","-3.30"
"2.466250752","11.02","3.92","-7.65"
"2.524971008","20.01","3.53","-5.61"
"2.608857088","9.49","0.47","-4.00"
"2.759852032","-6.00","-3.88","-1.84"
"2.8185722880000004","0.04","-0.63","-3.45"
"2.860515328","20.01","0.75","2.59"
"2.944401408","20.01","-2.12","-6.94"
"3.011510272","3.73","4.24","0.55"
"3.0953963520000003","-8.00","2.04","-4.28"
"3.1792824320000004","3.26","1.45","-2.98"
"3.27155712","20.01","5.69","-19.50"
"3.3554432000000003","14.83","2.86","-4.86"
"3.4141634560000003","-2.79","0.16","-2.08"
"3.506438144","-2.08","-2.71","-2.98"
"3.6406558720000004","3.06","-4.47","-14.83"
"3.6993761280000004","20.01","-0.47","-7.96"
"3.766484992","11.73","4.16","-4.51"
"3.850371072","-9.96","1.02","-1.61"
"3.909091328","1.26","1.02","-3.30"
"4.009754624","20.01","1.45","-14.04"
"4.06847488","17.57","3.84","-5.41"
"4.15236096","2.43","-1.10","-2.39"
"4.23624704","-4.51","-4.16","-2.98"
"4.328521728","1.84","-5.92","-12.91"
"4.412407808","20.01","0.94","-8.63"
"4.471128064","13.53","5.26","-4.47"
"4.596957184","-9.77","0.27","-0.67"
"4.672454656","1.37","1.73","-2.75"
"4.73956352","13.14","5.02","-7.41"
"4.789895168","20.01","0.63","-5.37"
"4.873781248","7.85","-1.26","-4.43"
"4.966055936","-6.59","-0.75","-2.86"
"5.494538240000001","3.49","0.16","-3.33"
"5.989466112000001","20.01","-5.22","-12.00"
"6.023020544","13.73","4.51","-7.77"
"6.031409152","-4.59","-0.71","-3.06"
"6.039797760000001","0.12","2.39","-2.55"
"6.039797760000001","11.85","3.49","-12.5120.01"
"6.1069066240000005","1.02","-1.22","-2.31"
"6.190792704000001","4.94","4.43","-13.14"
"6.274678784000001","20.01","5.02","-6.63"
"6.358564864000001","10.16","2.35","-2.63"
"6.417285120000001","-6.08","-1.10","-6.55"
"6.526337024","2.98","-2.08","-3.96"
"6.593445888000001","20.01","-0.75","-12.12"
"6.660554752","15.57","3.80","-4.55"
"6.736052224000001","1.69","1.61","-2.39"
"6.8283269120000005","-4.16","1.14","-3.53"
"6.912212992000001","10.08","2.16","-10.87"
"6.996099072000001","20.01","5.06","-13.06"
"7.063207936","7.61","0.20","-4.55"
"7.1470940160000005","-3.41","-0.39","-2.51"
"7.230980096000001","0.71","-0.78","-4.51"
"7.323254784","10.79","-4.16","-20.01"
"7.398752256000001","16.44","4.47","-5.22"
"7.474249728","5.45","0.47","-3.45"
"7.616856064","-6.47","2.16","-2.71"
"7.67557632","5.81","4.90","-6.20"
"7.717519360000001","20.01","5.49","-11.02"
"7.801405440000001","9.57","3.37","-5.88"
"7.876902912","-2.67","-3.33","-1.77"
"7.960788992","-2.51","-1.96","-3.61"
"8.053063680000001","20.01","5.88","-12.79"
"8.13694976","20.01","-4.28","-7.65"
"8.220835840000001","7.14","3.26","-4.47"
"8.287944704000001","-7.88","3.45","-1.33"
"8.371830784","0.67","1.18","-4.75"
"8.438939648","20.01","-1.14","-20.01"
"8.573157376000001","16.91","1.22","-7.45"
"8.623489024000001","2.67","-0.86","-2.04"
"8.698986496","-8.08","-3.10","-1.77"
"8.757706752","2.24","-4.31","-7.30"
"8.841592832","20.01","-3.77","-14.12"
"8.942256128","14.47","-1.69","-6.63"
"9.009364992","-9.53","3.33","-3.69"
"9.10163968","-3.02","2.04","-4.35"
"9.177137152","16.16","3.14","-11.73"
"9.261023232000001","20.01","3.49","-8.47"
"9.39524096","7.85","-2.24","-4.08"
