"NAME:","elon0"
"EXPERIMENT TIME:","Thu Jun 01 12:05:19 GMT+03:00 2023"
"ACTIVITY TYPE:","Walking"
"COUNTS OF ACTUAL STEPS:","95"
"  "," "
"Time [sec]","ACC X","ACC Y","ACC Z"
"15.401484288","-11.81","5.30","-3.41"
"15.485370368000002","-8.20","6.83","-4.00"
"15.569256448","-4.55","6.20","-1.14"
"15.644753920000001","-7.18","5.02","0.00"
"15.778971648","-15.38","14.16","-3.26"
"15.846080512","-14.44","11.92","-7.14"
"15.89641216","-5.65","7.41","-0.39"
"15.980298240000002","-8.59","5.33","-2.82"
"16.064184320000003","-7.34","3.57","-2.98"
"16.122904576","-7.18","2.86","-0.43"
"16.215179264","-8.43","5.30","-0.12"
"16.299065344000002","-11.34","5.26","1.77"
"16.374562816","-8.32","4.12","-6.04"
"16.458448896","-11.06","8.51","-0.78"
"16.584278016000003","-5.33","3.06","-1.41"
"16.65138688","-5.73","5.88","-2.35"
"16.718495744000002","-5.06","7.10","-1.84"
"16.785604608","-8.16","5.96","-1.33"
"16.869490688000003","-12.55","7.92","1.41"
"16.953376768000002","-12.55","6.75","-8.16"
"17.968398336","-6.79","13.34","0.43"
"18.463326208","-4.90","4.55","-1.33"
"18.95825408","-5.88","3.49","-2.35"
"18.966642688","-7.45","2.63","-1.06"
"18.983419904","-10.32","6.67","-3.18-10.98"
"19.461570560000002","-16.71","12.63","3.45"
"19.96488704","-18.55","7.81","-0.82"
"20.459814912000002","-2.31","2.47","-5.37"
"20.468203520000003","-11.69","5.65","-3.18-8.08"
"20.476592128","-7.53","3.26","1.10"
"20.493369344","-15.89","9.41","4.79"
"20.501757952000002","-20.01","8.71","-3.69"
"20.501757952000002","-6.16","2.86","-1.77-11.18"
"20.518535168","-7.41","4.28","-2.12"
"20.594032640000002","-5.61","2.67","-1.02"
"20.67791872","-8.71","4.90","-0.78"
"20.745027584000002","-10.20","4.79","1.02"
"20.828913664","-6.35","6.35","-6.04"
"20.912799744","-14.28","8.51","-2.35"
"21.005074432","-4.24","3.73","-1.10"
"21.088960512","-4.71","5.41","-1.84"
"21.147680768","-4.94","6.83","-2.00"
"21.239955456","-9.02","8.75","-3.61"
"21.323841536","-3.26","9.61","-1.61"
"21.3909504","-6.90","3.65","-1.65"
"21.533556736","-13.57","7.92","-2.90"
"21.592276992000002","-5.92","5.49","-2.71"
"21.659385856","-5.73","2.39","-0.51"
"21.709717504","-6.04","2.35","0.39"
"21.801992192","-18.01","12.08","5.77"
"21.885878272000003","-19.73","9.73","-0.24"
"21.969764352000002","-2.08","0.59","-5.22"
"22.062039040000002","-13.65","5.92","-3.26"
"22.137536512","-6.75","7.26","-3.30"
"22.204645376000002","-4.12","5.77","-1.02"
"22.330474496","-6.08","5.81","-0.20"
"22.397583360000002","-12.47","14.36","-3.41"
"22.464692224","-11.02","14.40","-5.26"
"22.531801088","-5.69","3.73","-1.88"
"22.615687168","-10.71","6.32","-3.30"
"22.691184640000003","-6.98","4.04","-2.90"
"22.775070720000002","-6.35","3.18","-0.75"
"22.8589568","-7.53","3.37","-0.20"
"22.951231488","-15.10","8.36","1.96"
"23.018340352000003","-15.53","7.14","-1.26"
"23.102226432000002","-5.69","4.86","-1.49"
"23.19450112","-9.49","5.30","-2.71"
"23.295164416000002","-7.10","6.71","-2.79"
"23.36227328","-4.24","5.53","-1.73"
"23.429382144","-5.81","5.92","-0.43"
"23.496491008000003","-12.40","12.94","-2.55"
"23.597154304","-7.96","12.12","-2.43"
"23.664263168","-5.18","3.02","-2.75"
"23.748149248","-12.16","7.18","-3.53"
"23.832035328","-5.22","5.57","-1.37"
"23.924310016","-5.77","2.79","-1.26"
"23.999807488000002","-6.55","3.37","0.31"
"24.066916352","-16.12","11.26","4.16"
"24.150802432000003","-20.01","9.61","-2.90"
"24.251465728000003","-6.98","3.69","-1.41"
"24.318574592","-9.57","5.06","-2.79"
"24.385683456000002","-7.61","6.79","-2.98"
"24.519901184000002","-4.16","6.32","-1.57"
"24.553455616","-6.90","5.22","-0.16"
"24.637341696","-12.08","13.02","-3.02"
"24.721227776000003","-10.08","14.95","-5.10"
"24.805113856000002","-5.53","3.26","-2.67"
"24.897388544000002","-10.83","6.12","-3.45"
"24.947720192000002","-7.37","4.39","-2.31"
"25.031606272","-5.88","3.10","-0.98"
"25.12388096","-6.75","3.06","0.24"
"25.199378432000003","-16.00","11.41","2.86"
"25.341984768000003","-13.38","8.36","0.90"
"25.409093632","0.59","2.20","-6.86"
"25.45942528","-13.85","7.30","-4.86"
"25.945964544000002","-6.63","6.98","-2.75"
"26.449281024","-4.16","4.79","-2.12"
"26.466058240000002","-6.00","5.14","-1.65"
"26.466058240000002","-10.59","11.02","-2.55"
"26.474446848000003","-5.10","9.38","-1.18-4.82"
"26.491224064","-1.88","2.59","-2.90"
"26.575110144","-12.98","6.67","-3.37"
"26.658996224000003","-7.57","6.98","-3.45"
"26.751270912000003","-3.80","5.92","-1.88"
"26.835156992","-5.92","5.77","-0.78"
"26.919043072","-10.20","10.00","-3.06"
"26.986151936000002","-5.88","12.20","-1.84"
"27.061649408","-8.00","2.08","-5.81"
"27.204255744","-11.14","8.28","-0.78"
"27.262976000000002","-6.00","5.10","-1.53"
"27.330084864000003","-7.14","3.57","-1.69"
"27.38880512","-7.77","3.69","-1.45"
