NAME:,run_5_1.csv,,
111.11,-8.9,0.27,-2.63
111.16,-6.3900003,-3.02,-10.16
111.21,10.01,-1.02,0.55
111.26,9.42,-5.88,10.98
111.31,2.4700003,-2.79,7.1
111.36,-8.86,4.86,-8.39
111.42,-18.32,1.8,-3.65
111.47,-6.08,-4.16,-1.92
111.62,6.549999,-7.65,0.82
111.67,8.360001,-2.63,-3.92
111.72,0,-6.32,3.1
111.77,-12.12,-1.22,3.06
111.82,-9.33,-3.53,-0.75
111.88,-6.59,1.73,-1.18
111.93,6.16,0.39,6.28
111.98,10.01,-8,2.98
112.03,9.610001,-4.71,9.61
112.08,-5.92,1.06,1.49
112.13,-14.280001,-0.31,-4.31
112.18,-14.79,5.33,-1.26
112.23,1.5699997,1.33,0.24
112.28,-9.33,1.06,-15.1
112.33,-0.18999958,-10,0.04
112.39,10.01,-1.45,10.43
112.44,5.26,-9.65,1.02
112.49,-6.4700003,-2.79,4.39
112.54,-10.86,-0.59,1.1
112.59,-9.76,-4.31,-4.2
112.64,-6.98,-0.9,-6.98
112.69,10.01,-1.41,2.39
112.74,10.01,-10.63,10.36
112.79,5.6099997,-2.04,6.35
112.84,-7.45,3.45,-2.39
112.89,-17.49,-0.86,-1.57
112.95,-10.47,-2.35,-2.55
113,-0.6999998,-2.24,0.12
113.05,-2.12,-12.55,-0.82
113.1,6.2800007,-7.49,6.16
113.15,4.3999996,-1.77,3.61
113.2,3.2600002,-6.39,3.3
113.25,-12.67,0,1.14
113.3,-8.74,-3.02,-0.82
113.35,-7.5299997,0.9,-1.49
113.4,3.4899998,1.65,3.1
113.46,10.01,-5.73,-0.2
113.51,7.42,-8.08,12.04
113.56,-6.63,-0.43,3.69
113.61,-14.940001,-1.33,-2.59
113.66,-11.29,4.16,-2.2
113.71,0.19999981,-0.75,0.9
113.76,9.85,4.2,8.59
113.81,-4.51,-14.2,-1.45
113.86,10.01,-1.37,5.33
113.92,7.8500004,-8.28,5.14
113.97,-9.57,-2.71,1.1
114.02,-7.88,-2.31,2.47
114.07,-8.940001,-0.59,-4.16
114.12,-8.27,3.06,-1.77
114.17,10.01,-6.67,9.73
114.22,10.01,-9.73,7.92
114.27,2.4700003,-13.14,9.45
114.32,-5.1,4.79,-1.88
114.37,-13.84,0.27,-4.08
114.43,-8.2,0.55,0.35
114.48,-4.12,-1.1,-0.08
114.53,-1.1700001,-15.18,-18.12
114.58,-7.45,-5.37,-1.53
114.63,10.01,5.41,13.61
114.68,1.1400003,-6.59,3.84
114.73,-9.25,-4.28,2.79
114.78,-7.37,-1.88,-1.29
114.83,-8.63,0.35,-3.3
114.88,-2.7800002,-0.82,-9.53
114.93,10.01,-6,-1.49
114.99,9.379999,-9.45,13.3
115.04,-1.25,-1.02,5.3
115.09,-9.8,0.27,-1.45
115.14,-14.43,1.69,-3.26
115.19,-4.9,-1.22,-4.51
115.24,-0.18999958,4.51,1.02
115.29,-0.27000046,-14.91,6.47
115.34,8.83,-0.39,11.38
115.39,5.7299995,-6.71,0.86
115.44,-3.4099998,-4.75,5.18
115.5,-12.75,-0.82,1.57
115.55,-8.940001,-2.28,-3.41
115.6,-5.84,-0.86,-5.1
115.65,10.01,-3.84,3.26
115.85,-11.02,-0.63,0
116.06,-6.67,2.35,1.65
116.11,10.01,5.18,8.87
116.16,7.0599995,-8.39,0.24
116.21,-6.4700003,-4.39,3.57
116.26,-8.67,-5.1,1.73
116.31,-9.65,-3.06,-2.2
116.36,-5.84,-0.82,-6.35
116.41,10.01,-2.9,4.71
116.46,9.610001,-9.85,10.59
116.52,4.67,-1.73,11.38
116.57,-6.7799997,2.86,-0.82
116.62,-13.61,-0.2,-0.04
116.67,-12.86,2.86,-2.2
116.72,-4.23,-0.71,2.98
116.77,10.01,-10.24,18.75
116.82,-5.69,0.24,3.45
116.87,10.01,4.39,5.53
116.92,4.9799995,-6.63,4.47
116.97,-11.45,-3.73,2.24
117.03,-8.309999,-2.16,-3.1
117.08,-7.8,2.12,-2.24
117.13,0,0.9,-9.53
117.18,10.01,-9.57,10.32
117.23,5.3,-6.08,11.96
117.28,-2.08,2.43,3.37
117.33,-11.77,-2.47,-0.75
117.38,-16.71,5.65,-3.53
117.43,-1.3699999,-3.33,3.77
117.49,10.01,-7.1,0.67
117.54,-8.2,-4.75,1.61
117.59,10.01,-0.2,3.96
117.64,6.4799995,-8.04,1.65
117.69,-6.9,-2.31,2.82
117.74,-8.78,-3.02,-0.35
117.79,-10.08,-0.98,-1.37
117.84,-7.65,0.86,-2.12
117.89,10.01,-4.86,5.65
117.94,4.67,-5.1,8.24
118,2.08,-6.79,9.02
118.05,-7.37,-1.1,-3.06
118.1,-13.14,1.49,-1.96
118.15,-8.2,-2.2,-1.22
118.2,-6.51,-2.94,2.24
118.25,10.01,-14.04,0.43
118.3,-2.4699998,-6.2,3.02
118.35,8.950001,-4.63,2.71
118.4,5.46,-5.49,4.47
118.45,-10.24,-0.43,3.22
118.5,-10.08,-2.16,0.43
118.56,-8.74,-0.04,-1.49
118.61,3.42,0.71,-5.49
118.66,10.01,-7.65,4.39
118.71,6.08,-11.26,11.89
118.76,-1.29,0.75,1.26
118.81,-9.33,-1.37,-1.45
118.86,-14.98,5.41,-5.81
118.91,-3.1,-5.06,3.18
118.96,-10.16,-1.26,-12.36
119.01,0.39999962,-19.77,-5.84
119.07,10.01,-12.16,12.08
119.12,5.8900003,-8.39,3.22
119.17,-3.6799998,-2.31,1.22
119.22,-9.41,-3.96,1.02
119.27,-10.27,-3.22,-1.84
119.32,-4.86,-1.84,-10.28
119.37,10.01,-1.14,1.1
119.42,10.01,-9.22,12.87
119.47,3.2600002,3.45,11.14
119.53,-10.16,1.06,-2.86
119.58,-15.57,1.84,-2.75
119.63,-11.45,-1.29,0.31
119.68,-3.37,-1.53,0.51
119.73,10.01,-6.47,3.73
119.78,-7.6099997,-6.16,6.24
119.83,10.01,0.24,3.8
119.88,6.790001,-7.73,4.9
119.93,-11.96,-0.55,2.86
119.98,-10.31,-3.37,0.47
120.04,-6.74,0.98,-1.88
120.09,4.12,0.2,0.35
120.14,10.01,-9.73,3.45
120.19,7.379999,-3.02,14.55
120.24,-8.59,0.75,4.9
120.29,-11.29,-0.24,0.35
120.34,-18.119999,7.18,-4.35
120.39,-4.12,-6.32,1.65
120.44,-12.940001,-3.92,-6.35
120.49,-2.63,-6.32,5.26
120.54,-0.6999998,-11.41,9.06
120.6,1.3800001,-3.57,2.12
120.65,5.8900003,-7.45,0.94
120.7,-9.96,-2.82,2.98
120.75,-10.2,-5.14,-0.12
120.8,-7.41,0.82,-0.43
120.85,5.1400003,2.35,-1.65
120.9,7.299999,-4.04,5.57
120.95,8.16,-7.34,13.34
121,-4.98,-0.27,2.59
121.06,-12.67,0.55,-2.16
121.11,-12,1.22,-4.39
121.36,2.9399996,-8.87,6.32
121.41,-4.63,-5.92,3.69
121.46,-10.43,-0.78,-0.78
121.51,-9.65,-1.49,-3.02
121.57,-7.69,1.29,-3.22
121.62,10.01,-4.67,3.84
121.67,10.01,-10.2,11.22
121.72,4.55,-7.65,10.63
121.77,-4.7,2.67,-0.08
121.82,-12,-0.94,-2.31
121.87,-12.75,-0.39,-3.8
121.92,-0.8999996,-1.18,-0.24
121.97,8.870001,-13.34,1.18
122.02,-6.35,-14.12,1.22
122.07,10.01,1.41,8.08
122.13,3.4499998,-11.49,4.9
122.18,-9.1,-1.92,0.94
122.23,-6.4700003,-1.57,-1.92
122.28,-9.18,0.35,-3.26
122.33,-4.23,-4.71,-14.04
122.38,10.01,-0.08,-6.32
122.43,4.3199997,-13.06,15.53
122.48,9.379999,4.94,1.65
122.53,-10.43,-1.84,-0.67
122.58,-13.41,-1.73,-1.65
122.64,-9.22,2.08,-3.33
122.69,-4.35,-1.18,4.2
122.74,10.01,-20.01,-16.59
122.79,-2.23,2.67,-7.41
122.84,5.0200005,-6.98,0.78
122.89,-0.5500002,-6.86,3.45
122.94,-7.92,-2.43,1.77
122.99,-8.78,-2.94,-1.8
123.04,-7.25,-1.88,-4.86
123.1,8.51,0.67,2.39
123.15,10.01,-12,7.41
123.2,6.629999,-4.67,10.59
123.25,-3.8400002,-0.82,1.96
123.3,-9.53,3.96,-3.3
123.35,-13.02,-0.51,-0.78
123.4,-5.72,-0.94,-2.94
123.45,-6.04,0.47,2.12
123.5,10.01,-17.22,2.51
123.55,-12.82,-5.65,0.47
123.61,10.01,-3.02,4
123.66,1.96,-4.28,1.49
123.71,-6.16,-3.14,2.16
123.76,-7.6099997,-5.84,-0.82
123.81,-8.08,-1.69,-1.88
123.86,-4,-1.77,-10.94
123.91,10.01,-7.53,3.02
123.96,4.55,-9.1,11.38
124.01,4.71,3.84,8.51
124.06,-7.21,-2.71,0.08
124.11,-9.33,1.14,-0.9
124.17,-10.86,-1.29,-0.08
124.22,-0.5500002,0.51,-1.1
124.27,10.01,-18.51,4.86
124.32,-8.16,-8.63,-1.69
124.37,10.01,-0.9,4.98
124.42,2.71,-7.88,3.18
124.47,-4.9,-3.49,3.45
124.52,-7.1400003,-1.88,2.55
124.57,-9.14,-0.67,-1.65
124.62,-2.7800002,-1.1,-8.63
124.68,10.01,-5.22,-1.29
124.73,5.6899996,-7.14,11.92
124.78,0.59000015,-0.78,6.86
124.83,-9.65,1.18,-1.49
124.88,-13.41,3.14,-1.96
124.93,-6.8599997,-2.08,-1.61
124.98,-0.97999954,-0.59,-9.1
125.03,-0.8999996,-9.02,-2.51
125.08,10.01,-0.67,13.18
125.14,2.5100002,-6.94,-1.49
125.19,0.75,-5.41,0.08
125.24,-9.96,-0.75,2.67
125.29,-10,-3.41,-0.27
125.34,-9.06,-0.04,-1.06
125.39,3.38,1.26,-2.39
125.44,10.01,-7.65,14.83
125.49,5.6099997,-8.59,14.04
125.54,-3.5300002,2.35,3.88
125.6,-11.059999,4.63,-2
125.65,-12.86,3.45,-3.14
125.7,-0.59000015,-2.55,0.82
125.75,10.01,-4.2,4.39
125.8,-3.7199998,0.12,2.51
125.85,10.01,-3.41,5.81
125.9,3.5699997,-7.65,3.18
125.95,-6.3900003,-2,4.71
126,-7.76,-4.24,2.16
126.05,-7.92,-2.9,-4.9
126.11,-9.22,-0.04,-2.94
126.16,10.01,-1.06,4.71
126.21,6.75,-4.04,7.1
126.26,-2.6999998,-7.22,18.01
126.31,-6.12,3.61,4.94
126.46,-2.8600001,-4.86,-3.14
126.51,-0.4300003,-3.33,-6.63
126.56,-5.33,-10.47,-7.26
126.61,10.01,-14.79,7.02
126.67,2.12,-9.85,1.41
126.72,-1.3699999,-6.71,6.43
126.77,-9.06,-2.63,4.63
126.82,-9.33,-3.77,1.02
126.87,-8.67,-1.02,0.04
127.02,7.2199993,-12.32,12.24
127.07,-3.4499998,2,1.18
127.12,-13.53,2.08,-5.65
127.18,-10.04,2.43,-3.92
127.23,0.4300003,-4.51,1.53
127.28,-14.67,-2.75,-20.01
127.33,7.7299995,-20.01,-11.49
127.38,8.790001,-3.33,20.01
127.43,5.0600004,-9.49,3.1
127.48,-4.51,-1.29,2.98
127.53,-10.75,-4.98,0.78
127.58,-10,-1.84,-2.75
127.64,-5.96,-2.12,-11.22
127.69,10.01,4.86,-1.73
127.74,10.01,-12.67,8.55
127.79,4.24,-8.75,11.49
127.84,-5.37,2.94,-0.51
127.89,-13.73,2.04,-2.31
127.94,-13.57,4.2,-3.88
127.99,-0.65999985,-6.51,1.22
128.04,-1.6400003,-6.35,-14.71
128.09,-8.940001,1.33,-12.2
128.15,10.01,-4.47,19.46
128.2,6.91,-8.47,3.61
128.25,-10.31,-0.55,3.73
128.3,-9.76,-3.77,-0.16
128.35,-10.24,-1.96,-1.29
128.4,-5.29,-1.92,-7.18
128.45,10.01,-1.14,5.53
128.5,8.24,-7.37,16.04
128.55,1.4499998,-4.63,2.16
128.6,-7.1400003,5.06,-5.53
128.65,-15.059999,0.27,-3.26
128.71,-7.21,-3.41,-1.53
128.76,-5.1,-1.14,-1.84
128.81,6.4799995,-15.3,0.39
128.86,-3.5300002,-6.79,3.41
128.91,5.0200005,-4.24,1.33
128.96,3.96,-8,5.18
129.01,-10.67,0,2.79
129.06,-10.82,-2.98,0.51
129.11,-7.6099997,-0.55,-1.69
129.16,5.26,0.16,-4.12
129.22,10.01,-5.02,12.36
129.27,-0.59000015,-13.61,12.36
129.32,-4.82,4.82,1.49
129.37,-13.690001,3.61,-7.14
129.42,-9.14,-2.24,-2.16
129.47,2.67,-4.63,-5.49
129.52,0.3199997,-12.16,-9.14
