NAME:,run_2_1.csv,,
EXPERIMENT TIME:,06/06/2023 14:17,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,70,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
188.72,-0.03999996,-0.59,-0.63
188.77,-0.31000042,-0.71,-0.39
188.82,-0.07999992,-0.63,-0.86
188.87,-0.07999992,-0.59,-1.1
188.92,-0.31000042,-0.24,-1.45
188.97,0,-0.35,-1.18
189.02,-0.4300003,-0.86,-0.82
189.07,-0.10999966,-1.22,-0.59
189.12,0.8299999,-0.55,-0.24
189.18,0.03999996,-0.75,-1.02
189.23,-0.18999958,-0.82,-0.43
189.28,-1.1000004,-1.29,-0.71
189.33,-1.7200003,-0.67,-1.02
189.38,-0.14999962,-1.18,-0.9
189.43,-0.65999985,-0.63,-1.53
189.48,0.5100002,-0.47,-1.41
189.53,0.59000015,-1.37,-1.14
189.58,-0.5100002,-1.45,-1.02
189.63,-0.77999973,-1.06,-1.26
189.68,-0.97999954,-1.14,-1.26
190.56,-3.65,0.71,-2.2
190.61,8.4,1.92,2.24
190.66,0.19999981,-2.28,4.24
190.71,10.01,-16.83,6.75
190.76,4.63,6.12,9.14
190.81,-2.5900002,-15.22,1.8
190.87,-10.82,0.94,0.35
190.92,-11.92,-0.86,0.43
190.97,-2.08,1.45,-1.37
191.02,10.01,1.41,-15.85
191.07,3.1800003,-10.71,8.12
191.12,10.01,-8.28,1.29
191.17,0,-0.12,-0.12
191.22,-12.51,-7.85,1.53
191.27,-8.51,-0.86,0.43
191.32,-6.7,0.43,-12.36
191.37,10.01,0.9,-0.47
191.43,10.01,-6.32,10.24
191.48,-15.49,7.81,8.71
191.53,-13.1,0,-3.77
191.58,-15.1,4,3.14
191.63,-2.9,-2.24,-3.37
191.68,-9.41,1.69,-3.18
191.73,10.01,-17.97,-8.24
191.78,-9.49,1.1,-4.35
191.83,9.690001,-11.73,-5.57
191.88,7.7700005,-5.22,2.31
191.94,-7.92,-4.28,2.59
191.99,-8.47,-3.49,-3.06
192.04,5.46,0.86,-1.06
192.09,9.809999,6.32,-2.82
192.14,5.3,-10.87,3.61
192.19,2.4700003,1.41,6.86
192.24,-6.98,3.37,-0.27
192.29,-13.18,0.67,-0.82
192.34,-11.96,2.04,1.45
192.4,3.7299995,0.82,-0.63
192.45,2.4300003,-4.67,-1.22
192.5,-2.5900002,0.39,-1.06
192.55,1.7299995,0.55,0.43
192.6,8.709999,-20.01,2.94
192.65,1.5299997,1.61,0.9
192.7,-8.74,-6.71,2.08
192.75,-8.940001,0.82,-0.94
192.8,-5.8,-2.16,-7.96
192.85,10.01,5.53,2.75
192.9,2.87,-1.37,0.98
192.96,4.71,-0.63,10.04
193.01,-1.4099998,0.04,6.94
193.06,-11.22,-0.31,-0.63
193.11,-14.469999,2.79,2.51
193.16,-2.4299998,-4.94,0.86
193.21,-9.76,2.39,-6.39
193.26,9.93,-17.73,2.98
193.31,-6.31,2.63,-7.57
193.36,6.790001,-8.43,-2.71
193.41,5.1400003,-7.06,2.82
193.47,-1.0200005,-3.57,1.88
193.52,-8.71,-6.2,1.61
193.57,-8.55,-0.71,-1.37
193.62,-3.92,1.26,-5.53
193.67,10.01,5.02,2.28
193.72,6.3999996,-3.88,3.41
193.77,7.1800003,-4.94,11.3
193.82,-1.29,1.37,4.63
193.87,-9.25,1.61,1.53
193.93,-10.82,-0.47,2.12
193.98,-6,1.88,-1.61
194.03,6.59,2.43,-9.1
194.08,0.5500002,-4.28,-6.86
194.13,0.47000027,-8.47,-0.43
194.18,3.1000004,-0.2,0.08
194.23,5.5699997,-6,3.53
194.28,-5.1,-5.33,3.3
194.33,-9.84,-6.59,0.98
194.38,-4.43,4.98,-7.45
194.43,3.2200003,8,-2.16
194.49,10.01,-2.39,0.94
194.54,3.5699997,-7.57,5.22
194.59,6.16,-1.1,10.87
194.64,-4.27,3.69,5.69
194.69,-10.78,-3.22,-0.86
194.74,-12.67,5.73,-0.16
194.79,-2.6999998,0.31,-9.06
194.84,7.42,-3.33,-0.08
194.89,-3.92,-4.04,-3.57
194.95,4.3599997,-7.06,7.61
195,1.4099998,-6.98,2
195.05,1.1400003,-2,3.22
195.1,-9.57,-2.16,1.88
195.15,-8.04,0.55,-10.94
195.2,7.42,9.02,-3.3
195.25,5.6499996,2.47,0.43
195.3,3.3000002,-3.41,1.92
195.35,9.459999,-1.22,4.39
195.4,-1.5299997,7.14,4.35
195.46,-11.41,-1.77,1.06
195.51,-15.610001,-2.16,3.96
195.56,-9.65,-1.57,1.37
195.61,-2.63,2.16,-5.45
195.66,-1.6099997,-11.81,-1.73
195.71,-2.12,4.71,-10.94
196.53,0.47000027,-3.53,-11.49
196.58,1.5299997,0.39,-1.57
196.63,5.38,-10.32,1.45
196.68,0.71000004,-1.41,3.92
196.73,-7.84,-3.14,1.14
196.78,-8.74,2.39,-4.94
196.83,10.01,1.57,0.08
196.88,2.04,4.08,0.47
196.93,0.5500002,-10.2,4.82
196.99,8.360001,5.96,6
197.04,-6.27,8.28,1.33
197.09,-11.29,-1.22,-0.78
197.14,-12.940001,-4.47,-2
197.19,1.3400002,-1.96,1.02
197.24,10.01,2.67,19.97
