NAME:,walk_4_1.csv,,,,,,,,,,,,,
EXPERIMENT TIME:,06/06/2023 11:54,,,,,,,,,,,,,
ACTIVITY TYPE:,Walking,,,,,,,,,,,,,
COUNT OF ACTUAL STEPS:,90,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Time [sec],ACC X,ACC Y,ACC Z,,,,,,,,,,,
309970,-9.885103,-0.823759,0.156906,,,,,,,,,,,
310051,-12.277926,-0.509946,-0.078453,,,,,,,,,,,
310132,-16.004454,-2.863542,-0.078453,,,,,,,,,,,
310213,-9.767424,-5.177911,-0.470719,,,,,,,,,,,
310294,-11.571848,-1.882877,0.941438,,,,,,,,,,,
310375,-7.963,0.274586,0.392266,,,,,,,,,,,
310456,-5.88399,-0.11768,0.941438,,,,,,,,,,,
310537,-7.413828,0.313813,2.392823,,,,,,,,,,,
310618,-20.005568,-3.491168,-1.255251,,,,,,,,,,,
310699,-12.47406,3.255808,2.628182,,,,,,,,,,,
310780,-7.609961,-6.00167,1.176798,,,,,,,,,,,
310861,-8.590626,0.23536,0.23536,,,,,,,,,,,
310942,-7.649188,-2.235916,-0.156906,,,,,,,,,,,
311023,-9.218252,-0.156906,-0.313813,,,,,,,,,,,
311104,-9.649744,-0.470719,-0.196133,,,,,,,,,,,
311185,-11.297261,-0.941438,0.353039,,,,,,,,,,,
311266,-14.31771,-0.941438,1.608291,,,,,,,,,,,
311347,-10.04201,-4.942552,-2.981222,,,,,,,,,,,
311428,-12.2387,-5.76631,2.19669,,,,,,,,,,,
311509,-9.80665,1.647517,-0.509946,,,,,,,,,,,
311590,-5.256365,0.078453,0.902212,,,,,,,,,,,
311671,-6.629296,0.627626,2.706636,,,,,,,,,,,
311752,-9.728197,-1.372931,-1.490611,,,,,,,,,,,
311833,-11.689528,0.274586,4.354153,,,,,,,,,,,
311914,-14.788428,-9.571291,-0.274586,,,,,,,,,,,
311995,-6.668522,1.294478,0.078453,,,,,,,,,,,
312076,-9.845878,-3.098902,-0.980665,,,,,,,,,,,
312157,-8.708306,-1.490611,0.666852,,,,,,,,,,,
312238,-9.296705,-0.392266,-0.313813,,,,,,,,,,,
312319,-10.983448,-0.862985,0.706079,,,,,,,,,,,
312400,-14.31771,-1.216025,1.882877,,,,,,,,,,,
312481,-10.473503,-4.667965,-2.157463,,,,,,,,,,,
312562,-12.081794,-4.471833,2.549729,,,,,,,,,,,
312643,-10.355823,0.823759,-0.666852,,,,,,,,,,,
312724,-5.374045,-0.470719,0.431493,,,,,,,,,,,
312805,-5.844764,0.549172,2.353596,,,,,,,,,,,
312886,-11.571848,-1.647517,-1.451384,,,,,,,,,,,
312967,-12.748646,-0.666852,3.844207,,,,,,,,,,,
313048,-9.453611,-5.413271,0.941438,,,,,,,,,,,
313129,-8.786758,-0.862985,0.353039,,,,,,,,,,,
313210,-11.611073,-2.353596,-0.039227,,,,,,,,,,,
313291,-7.217695,-2.275143,0.23536,,,,,,,,,,,
313939,-5.570178,0.274586,3.608848,,,,,,,,,,,
314020,-9.414385,0.23536,0.078453,,,,,,,,,,,
314101,-11.375715,0.039227,4.079566,,,,,,,,,,,
314182,-11.258035,-5.687858,-0.549172,,,,,,,,,,,
314263,-8.472946,-0.039227,0.039227,,,,,,,,,,,
314344,-10.787315,-3.412714,-0.431493,,,,,,,,,,,
314425,-7.806094,-2.19669,0.11768,,,,,,,,,,,
314506,-9.100572,-0.313813,-0.627626,,,,,,,,,,,
314587,-10.826543,-0.980665,1.294478,,,,,,,,,,,
314668,-14.160804,-1.333704,1.922104,,,,,,,,,,,
314749,-10.944222,-4.197247,-2.549729,,,,,,,,,,,
314830,-11.611073,-4.2757,2.432049,,,,,,,,,,,
314911,-9.335931,0.862985,-0.509946,,,,,,,,,,,
314992,-5.099459,-0.509946,0.470719,,,,,,,,,,,
315073,-6.354709,-0.549172,2.863542,,,,,,,,,,,
315154,-10.15969,1.059118,1.608291,,,,,,,,,,,
315235,-12.003341,-0.353039,5.648631,,,,,,,,,,,
315316,-10.27737,-1.529837,-0.823759,,,,,,,,,,,
315397,-8.982892,-2.981222,0,,,,,,,,,,,
315478,-10.591183,-3.883434,1.098345,,,,,,,,,,,
315559,-8.002227,-1.765197,-0.431493,,,,,,,,,,,
315640,-8.865212,-0.588399,-0.078453,,,,,,,,,,,
315721,-9.924331,-1.529837,0.509946,,,,,,,,,,,
315802,-11.650301,1.804424,-0.274586,,,,,,,,,,,
315883,-13.023232,-4.118793,-1.765197,,,,,,,,,,,
315964,-11.689528,-5.256365,1.451384,,,,,,,,,,,
316045,-8.943666,0.745305,-0.23536,,,,,,,,,,,
316126,-6.23703,-0.431493,1.019892,,,,,,,,,,,
316207,-5.923217,-1.255251,2.863542,,,,,,,,,,,
316288,-9.492838,1.412158,2.863542,,,,,,,,,,,
316369,-17.534292,-2.706636,4.746419,,,,,,,,,,,
316450,-12.630966,-1.255251,-0.039227,,,,,,,,,,,
316531,-6.943109,-3.92266,1.686744,,,,,,,,,,,
316612,-9.767424,-2.628182,1.372931,,,,,,,,,,,
316693,-8.08068,-1.451384,-0.431493,,,,,,,,,,,
316774,-8.237586,0.078453,-0.196133,,,,,,,,,,,
316855,-9.688971,-1.216025,0,,,,,,,,,,,
316936,-12.552513,-0.156906,-1.216025,,,,,,,,,,,
317017,-15.612188,-2.549729,0,,,,,,,,,,,
317098,-9.179025,-4.2757,-1.176798,,,,,,,,,,,
317179,-12.003341,-4.432606,1.922104,,,,,,,,,,,
317260,-9.728197,0.470719,0.11768,,,,,,,,,,,
317341,-6.511616,0.039227,0.588399,,,,,,,,,,,
317422,-6.864655,-0.784532,1.647517,,,,,,,,,,,
317503,-10.63041,1.137571,-1.490611,,,,,,,,,,,
317584,-12.984006,-1.608291,4.118793,,,,,,,,,,,
317665,-14.31771,-3.412714,0.902212,,,,,,,,,,,
317746,-5.099459,-1.765197,-0.431493,,,,,,,,,,,
317827,-10.434276,-3.726527,0.078453,,,,,,,,,,,
317908,-9.963557,-2.667409,-0.078453,,,,,,,,,,,
317989,-9.80665,-2.157463,-0.23536,,,,,,,,,,,
318070,-9.80665,-1.647517,0.23536,,,,,,,,,,,
318151,-10.669636,-1.647517,-0.23536,,,,,,,,,,,
318232,-10.238143,-1.84365,0.666852,,,,,,,,,,,
318313,-10.120463,-1.451384,-0.431493,,,,,,,,,,,
318394,-9.218252,-2.549729,0.588399,,,,,,,,,,,
318475,-9.688971,-2.118237,0.431493,,,,,,,,,,,
318556,-10.63041,-2.235916,0.392266,,,,,,,,,,,
318637,-9.610518,-2.118237,0.666852,,,,,,,,,,,
318718,-9.845878,-2.000557,1.019892,,,,,,,,,,,
