NAME:,walk_1_2.csv,,
EXPERIMENT TIME:,07/06/2023 16:15,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,90,,
 ,,,
Time [sec],ACC X,ACC Y,ACC Z
41.82,1.02,-9.34,-4.28
41.87,1.14,-11.3,-5.06
41.924,1.61,-12.08,-7.49
41.984,0.04,-7.1,-8.32
42.051,7.3,-20.01,0.82
42.062,2.59,-7.26,-0.08
42.113,0.2,-8.67,-0.55
42.163,1.18,-11.38,0.08
42.211,2.59,-8.83,1.26
42.27,0.82,-8.47,0.51
42.315,0.98,-8.98,1.14
42.382,-1.37,-9.53,0.27
42.411,-1.45,-8.83,-0.39
42.464,0.08,-11.06,-0.16
42.523,-1.29,-10.28,-1.02
42.617,-1.53,-10.83,-0.08
42.629,-0.27,-14,0.94
42.669,2.39,-12.98,3.3
42.721,4.31,-11.69,2.71
42.777,6.12,-13.22,0.16
42.853,0.86,-8.87,-0.98
42.88,0.51,-7.26,-1.33
42.94,0.31,-9.77,-2.39
42.992,0.86,-6.08,-2.55
43.045,1.06,-5.61,-4.63
43.095,-0.63,-9.34,-5.49
43.149,0.98,-12.28,-4.24
43.24,0.86,-9.69,-7.53
43.253,0.67,-4.39,-7.06
43.298,4.59,-20.01,4.28
43.328,2.63,-8.16,1.37
43.388,0.31,-9.14,-1.22
43.439,1.29,-10.24,-0.24
43.496,2.55,-9.73,1.37
43.556,-1.06,-8.94,-0.31
43.602,0.47,-8.39,0.24
43.638,-0.35,-8.51,-0.35
43.707,-0.9,-10.24,-0.59
43.76,0.12,-9.61,-1.53
43.792,-4.04,-10.36,-0.82
43.965,2.55,-11.1,1.96
44.01,6.51,-14.63,0.04
44.056,1.84,-11.34,-0.94
44.131,0.71,-8,-1.45
44.161,1.69,-6.71,-1.53
44.205,0.82,-5.81,-2.79
44.254,0.24,-4.59,-3.14
44.31,0.63,-7.92,-4.2
44.568,1.37,-12.59,-4.82
44.579,0.16,-10.24,-6.94
44.604,-0.67,-6.51,-7.85
44.623,6.35,-20.01,0.94
44.681,2.28,-12.55,2.16
44.735,2.04,-8.9,-0.39
44.764,-0.31,-8.51,-0.12
44.819,1.29,-9.53,0.27
44.874,0.16,-8.51,-0.43
44.921,-0.55,-9.3,-0.31
44.99,-0.27,-10.24,-0.71
45.026,-3.49,-9.85,-0.59
45.068,-2.75,-11.53,-0.75
45.142,1.22,-13.65,-0.59
45.177,4.28,-13.14,3.49
45.234,4.67,-14.2,1.37
45.288,5.41,-9.57,-0.55
45.337,-0.08,-8.59,-2.2
45.411,0.71,-5.69,-1.96
45.43,0.94,-6,-3.1
45.486,0.08,-4.94,-2.71
45.538,-1.14,-7.37,-4.47
45.59,0.78,-10.83,-3.92
45.642,2,-11.53,-5.96
45.694,2.82,-10.12,-8.08
45.743,3.06,-19.69,4.31
45.855,3.88,-3.61,-3.41
45.865,-4.59,-14.2,-0.43
45.885,3.37,-10.71,-0.55
45.94,0.78,-7.22,-1.02
46.005,-0.24,-8.94,0.24
46.034,0.59,-8.55,-0.12
46.09,0,-9.73,-0.63
46.144,-0.24,-9.06,-0.47
46.203,-0.63,-9.57,-0.47
46.262,-3.69,-9.85,-0.78
46.31,0.12,-12.2,1.57
46.343,3.53,-14.16,3.88
46.453,3.37,-10.98,1.92
46.462,7.81,-13.85,0.82
46.514,0.78,-10.08,-2.9
46.562,0.71,-7.73,-0.55
46.614,1.69,-7.69,-2.31
46.645,0.59,-6.12,-2.9
46.719,-1.06,-4.63,-4.08
46.77,-0.35,-6.67,-3.33
46.816,1.73,-13.06,-4.31
46.865,4.47,-12.59,-4.63
46.919,1.22,-6.94,-8.87
46.95,4.98,-20.01,3.26
47.009,1.84,-5.22,-1.06
47.119,0.16,-10.55,-0.08
47.132,3.37,-11.53,0.08
47.166,1.84,-7.57,0.51
47.216,-0.2,-9.34,0.31
47.268,0.9,-8.83,0.35
47.32,-1.73,-7.49,-0.39
47.37,-1.45,-10.36,-0.31
47.427,0.16,-10.12,-1.06
47.481,-3.73,-10.67,-1.8
47.538,-0.71,-12.04,0.94
47.567,6.71,-15.14,2
47.621,3.3,-10.04,1.65
47.671,7.61,-14.91,0.43
47.733,0.43,-10.16,-2.63
47.813,0.78,-7.02,-0.51
47.824,1.65,-6.39,-2.35
47.878,0.27,-5.33,-2.79
47.934,-0.27,-4.55,-3.77
47.994,0.35,-8.16,-4.31
48.023,2.04,-13.85,-3.45
48.081,2,-10.24,-7.45
48.131,3.49,-4.9,-7.73
48.183,4.63,-18.75,4.9
48.237,2.79,-5.61,-0.2
48.287,0.86,-7.34,-0.04
48.36,4.2,-12.12,0.94
48.392,0.35,-8.79,0.94
48.441,0.12,-8.87,0.43
48.499,-0.12,-8.47,-0.75
48.534,-1.77,-8.9,-1.29
48.604,-1.14,-10,-1.57
48.656,-0.51,-10.51,-1.14
48.701,-2.63,-10.32,-1.26
48.757,1.1,-12.51,1.37
48.793,4.16,-12.28,3.02
48.851,5.22,-15.3,1.84
48.903,5.26,-11.22,0.08
48.959,-0.24,-8.43,-1.02
49.017,1.84,-6.51,-0.98
49.091,1.26,-5.96,-3.02
49.1,-0.55,-4.55,-2.94
49.151,-0.24,-6.59,-4.24
49.218,0.51,-12.79,-3.06
49.246,2.55,-11.77,-5.88
49.319,3.14,-5.96,-7.77
49.374,3.06,-15.3,3.77
49.425,4.75,-7.69,-0.82
49.474,-0.94,-10.59,-0.31
49.524,1.41,-9.61,-1.33
49.576,1.14,-8.2,0.2
49.854,-0.63,-9.3,-0.16
49.862,0.75,-8.36,-0.27
49.911,0.94,-11.81,0.43
50.006,3.14,-15.42,3.84
50.012,3.26,-12.16,2.04
50.067,7.41,-12.59,0.71
50.128,0.55,-10.32,-2.43
50.19,1.37,-7.3,-0.67
50.247,2.28,-6.86,-3.37
50.272,0.39,-6,-2.39
50.375,0.27,-5.53,-3.92
50.383,1.22,-7.18,-3.26
50.428,1.57,-9.14,-4.04
50.489,1.49,-11.38,-4.59
50.557,2,-8.98,-8.39
50.586,7.06,-20.01,1.84
50.63,2.35,-6.12,0.04
50.689,0.24,-10.71,-1.29
50.744,2,-10.98,0.24
50.791,1.84,-7.37,0.51
50.85,-0.08,-8.39,0.2
50.881,0.51,-9.02,0
51.016,-0.86,-8.9,-0.31
51.025,-1.02,-10.28,-0.47
51.045,-1.14,-9.38,-1.69
51.09,-2.94,-9.73,-0.43
51.157,0.75,-12.12,1.41
51.186,5.3,-13.93,0.55
51.238,2.67,-11.61,2.24
51.29,7.1,-13.77,-0.08
51.343,2.86,-11.65,-0.9
51.397,-0.67,-7.88,-1.53
51.454,1.06,-5.88,-2.39
51.508,1.02,-6.2,-3.14
51.617,-0.04,-4.71,-4.04
51.627,0.12,-6.12,-4.79
51.649,1.92,-11.92,-3.14
51.699,2.63,-12.04,-8.51
51.747,6.98,-13.02,-4.39
51.81,2.63,-9.26,0.86
51.859,0.9,-7.34,-2.39
51.916,2.51,-12,0.16
51.964,3.33,-9.02,0.47
52.011,0.35,-8,0.9
52.067,0.78,-9.18,0.24
52.117,0.98,-8.36,0.47
52.212,-0.63,-9.38,-0.35
52.221,-1.37,-10.67,-0.47
52.268,-2.51,-9.41,-0.94
52.318,-1.57,-12,-0.27
52.373,2.82,-12.91,0.82
52.43,3.41,-12.51,4.94
52.479,4,-12.32,-0.35
52.529,6.86,-15.3,-2.35
52.558,1.49,-10.71,-1.8
52.632,1.53,-7.69,-0.75
52.667,2.39,-6.59,-2.94
52.722,0,-4.75,-3.45
52.775,-1.06,-4.28,-3.92
52.827,0.31,-12.16,-5.02
52.933,3.77,-11.41,-4.82
52.942,3.8,-7.37,-8.98
52.991,2.94,-15.26,1.65
53.037,2.39,-5.77,-0.55
53.09,0.08,-13.02,0.78
53.124,2.24,-8.98,-1.29
53.178,1.88,-7.65,0
53.228,-0.43,-9.41,0.24
53.302,0.43,-8.87,-0.04
53.326,-0.12,-8.71,-0.71
53.401,-0.78,-10.08,-0.67
53.433,-1.26,-9.73,-1.06
53.492,-3.1,-10.87,-0.75
53.571,1.45,-12.83,0.98
53.6,4.67,-14.51,4.47
53.647,3.61,-10.51,0.16
53.701,6.24,-13.65,0.35
53.736,-0.67,-10.55,-2.94
53.81,1.53,-6.79,-0.98
53.863,2.39,-6.55,-3.53
53.893,-0.08,-5.3,-3.26
53.945,-0.39,-4.59,-4.04
53.999,0.75,-9.96,-4.47
54.091,3.88,-13.81,-3.02
54.101,1.29,-7.65,-9.3
54.146,2.79,-6.67,-5.92
54.204,7.02,-16,4.98
54.263,1.57,-5.73,-0.12
54.31,1.29,-7.69,-0.86
54.373,3.02,-12.51,0.63
54.398,0.35,-8.28,-0.31
54.449,-0.63,-8.67,-0.24
54.505,1.22,-9.49,0
54.576,-1.26,-9.06,-0.82
54.622,-0.67,-9.73,-0.51
54.654,0.16,-9.92,-1.29
54.707,-2.75,-10.16,-1.1
54.755,1.88,-12.98,1.73
54.854,4.98,-12.51,2.71
54.866,5.14,-14.59,0.9
55.132,4.47,-11.38,-1.37
55.165,0.82,-4.9,-3.33
55.22,1.57,-10.4,-4.2
55.266,1.33,-11.89,-4.43
55.332,2.28,-8.94,-8.04
55.377,2.08,-8.43,-6.86
55.43,4.67,-16.04,1.77
55.51,2.28,-7.18,0.98
55.527,1.37,-8.75,0.43
55.576,2.82,-10.67,-0.98
55.652,1.53,-8.71,0.78
55.674,-0.82,-8.71,0.16
55.728,1.41,-8.83,-0.2
55.787,0.24,-8.63,-0.35
55.84,-0.08,-9.69,-0.08
55.89,-0.71,-9.96,-0.98
55.948,-2.82,-10.4,-0.78
56.001,1.92,-13.3,1.26
56.065,4.71,-14.71,4.04
56.092,4.04,-9.89,0.04
56.14,6.28,-12.55,1.18
56.188,0.31,-11.38,-3.02
56.25,1.96,-8.36,-0.98
56.3,1.45,-8.55,-2.71
56.336,0.86,-6,-3.06
56.397,0.47,-5.61,-3.26
56.454,0.51,-7.37,-3.06
56.504,0.86,-9.57,-4.59
56.548,1.37,-10.55,-4.75
56.602,0.63,-8.87,-6.71
56.655,4.75,-9.26,-5.84
56.738,6.35,-12.47,5.02
56.764,2.71,-6.43,0.27
56.815,1.92,-10,-0.75
56.866,2.98,-10.28,0.04
56.933,0.12,-7.65,0.12
56.964,0.75,-9.96,0.31
57.004,0.86,-9.53,-0.04
57.062,-1.29,-9.85,-0.31
57.11,-0.63,-9.65,-0.31
57.166,-0.24,-9.49,-1.49
57.216,-0.9,-10.16,-0.75
57.263,-0.67,-10.24,-0.2
57.336,2.08,-13.42,1.49
57.358,4.35,-12.67,2.28
57.413,6.55,-15.42,1.14
57.469,2.79,-10.63,-1.84
57.519,1.77,-8.83,-1.06
57.568,0.9,-7.57,-1.8
57.624,0.94,-5.41,-2.04
57.68,0.78,-4.59,-3.37
57.737,0.86,-7.41,-4.28
57.769,0.98,-10.98,-4.82
57.82,0.67,-10.83,-4.86
57.869,1.22,-8.87,-8.04
57.992,4.16,-15.49,-4.75
58.001,6.67,-9.06,0.75
58.018,2.24,-5.37,-1.22
58.083,1.69,-12.32,1.69
58.133,3.18,-8.75,-0.35
58.184,1.49,-7.61,-0.31
58.222,0.16,-9.92,0.24
58.284,0.51,-9.14,-0.27
58.336,-0.51,-9.06,-0.63
58.391,-0.27,-9.92,-0.39
58.447,-0.35,-9.49,-0.9
58.499,-1.45,-10.47,-0.24
58.532,-1.37,-10.71,-0.75
58.585,0.86,-13.06,2.47
58.676,4.63,-11.38,3.33
58.686,5.96,-15.26,2.35
58.747,5.61,-10.43,1.65
58.799,-0.59,-9.61,-2.39
58.841,1.41,-7.37,-0.75
58.893,1.41,-7.49,-2.47
58.944,0.43,-4.98,-2.43
59.009,1.33,-6.94,-3.37
59.06,1.61,-9.73,-3.53
59.113,1.06,-9.1,-4.86
59.146,1.26,-9.65,-4.94
59.195,-0.27,-8.94,-6.79
59.303,2.86,-8.67,-7.1
59.313,8.16,-15.26,4.86
59.345,2.63,-3.8,-3.45
59.398,-1.14,-11.3,-1.41
59.449,4.71,-13.45,1.57
59.511,1.33,-6.98,-0.71
59.569,-0.24,-7.73,-0.08
59.604,1.29,-10.24,0.71
59.661,-0.24,-9.18,-0.39
59.706,-1.02,-9.1,0.04
59.764,-1.14,-10.24,-0.75
59.81,-0.04,-9.57,-0.75
59.894,-1.77,-10.08,-0.47
59.93,-1.77,-10.87,-1.02
59.978,-0.27,-13.96,0.67
60.01,3.65,-13.61,2.86
60.066,4.55,-13.57,2.2
60.122,8.67,-9.92,1.61
60.416,1.06,-9.81,-1.92
60.425,0.75,-7.06,-1.37
60.484,2.55,-9.96,-1.73
60.605,2.67,-10,-2.71
60.616,0.43,-8.87,-4.12
60.634,2.28,-10.83,-4.71
60.683,2.75,-14.98,1.73
60.74,2.82,-6.9,-0.27
60.769,2.12,-7.1,-0.78
60.84,1.14,-12.04,1.02
60.876,1.96,-9.53,-0.12
60.934,0.9,-9.69,-0.31
60.988,1.53,-10.12,0.04
61.035,1.26,-10.04,-0.47
61.095,1.96,-10.24,-0.63
61.149,1.33,-10.04,-0.67
61.238,1.14,-10.36,-0.27
61.249,1.77,-9.73,0.27
61.295,1.22,-10.08,-0.24
61.348,1.49,-10.2,0
61.401,1.33,-9.69,-0.04
61.457,1.69,-10.08,-0.24
61.51,1.77,-9.89,0.12
61.55,1.61,-10.04,-0.04
61.605,1.65,-9.85,-0.04
61.658,1.8,-10,-0.12
61.716,1.77,-9.81,0.04
61.74,1.88,-10.04,-0.12
61.8,1.88,-9.89,-0.04
61.875,1.84,-9.85,-0.2
