NAME:,walk_1_1.csv,,
EXPERIMENT TIME:,06/06/2023 11:47,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,60,,
,,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
16511,-10.04201,-1.922104,0.588399
16592,-10.198917,-1.765197,0.509946
16673,-9.963557,-2.275143,0.549172
16754,-9.963557,-2.039783,0.706079
16835,-9.924331,-1.608291,0.392266
16916,-10.081236,-2.157463,0.862985
16997,-10.238143,-2.392823,1.216025
17078,-9.963557,-0.980665,2.275143
17159,-10.238143,-0.627626,2.118237
17240,-9.139798,-1.098345,2.510503
17321,-8.66908,-0.470719,2.510503
17402,-8.512173,-0.156906,3.020448
17483,-9.924331,-2.667409,2.902768
17564,-12.199473,-0.823759,3.412714
17645,-10.238143,-3.491168,1.804424
17726,-6.982335,-2.824315,-0.274586
17807,-10.63041,-3.098902,0.156906
17888,-10.002784,-1.608291,-0.196133
17969,-9.022119,-1.647517,0.196133
18050,-10.51273,-0.706079,-0.313813
18131,-9.688971,-2.275143,0.313813
18212,-11.493395,0.078453,-1.137571
18293,-13.925444,-1.84365,0.274586
18374,-8.865212,-4.197247,-1.255251
18455,-11.022676,-4.314926,1.686744
18536,-10.002784,-0.470719,-0.078453
18617,-7.806094,-1.647517,1.569064
18698,-7.100015,-0.078453,2.353596
18779,-10.198917,0,2.353596
18860,-12.984006,-1.804424,4.471833
18941,-11.375715,-0.745305,0.745305
19022,-9.100572,-3.765754,0.313813
19103,-9.022119,-1.372931,0.470719
19184,-8.551399,-3.177355,-0.11768
19265,-9.218252,-1.569064,-0.039227
19832,-7.531507,-0.353039,0.431493
19913,-6.629296,-1.216025,1.725971
19994,-7.060789,0.431493,1.137571
20075,-15.926001,-4.236473,3.295035
20156,-14.356936,0.11768,1.255251
20237,-7.923774,-4.432606,0.745305
20318,-9.257479,-1.255251,-0.353039
20399,-8.982892,-3.412714,0.196133
20480,-8.237586,-1.059118,-0.11768
20561,-9.453611,-1.84365,-0.039227
20642,-9.532064,-1.725971,1.451384
20723,-11.336488,1.176798,-0.470719
20804,-13.140911,-4.707192,-0.353039
20885,-10.473503,-5.805537,0.470719
20966,-10.787315,-0.392266,0.509946
21047,-7.609961,-1.490611,0.745305
21128,-7.100015,-1.96133,1.804424
21209,-7.963,0.23536,2.392823
21290,-13.454725,-3.687301,-2.275143
21371,-14.474616,0.274586,2.510503
21452,-10.002784,-5.609404,0.666852
21533,-8.119907,-1.451384,-0.274586
21614,-10.74809,-3.334261,-0.706079
21695,-8.159133,-2.235916,0
21776,-9.453611,-1.451384,-0.274586
21857,-9.610518,-1.176798,0.156906
21938,-11.258035,0.156906,0.078453
22019,-13.533178,-1.294478,1.882877
22100,-10.316596,-4.197247,-2.549729
22181,-11.493395,-6.158576,1.686744
22262,-10.198917,-0.902212,-0.666852
22343,-6.903882,0,0.549172
22424,-6.943109,-0.588399,2.19669
22505,-8.708306,0.078453,1.922104
22586,-14.827656,-2.353596,4.550286
22667,-11.375715,0.862985,-0.470719
22748,-8.237586,-4.393379,0.23536
22829,-9.179025,-2.392823,0.470719
22910,-8.865212,-3.098902,-0.039227
22991,-8.825986,-1.059118,0
23072,-9.453611,-0.588399,-0.392266
23153,-10.27737,-0.627626,0.588399
23234,-11.924888,-0.196133,1.333704
23315,-13.807764,-2.432049,-2.118237
23396,-9.688971,-5.687858,0.549172
23477,-10.591183,-1.372931,0.549172
23558,-8.198359,-0.078453,0.627626
23639,-7.374601,-0.745305,1.647517
23720,-7.021562,0.745305,1.176798
23801,-15.063015,-4.628739,1.333704
23882,-13.297818,1.922104,2.118237
23963,-10.74809,-6.197803,0.941438
24044,-7.963,0.470719,0.156906
24125,-12.003341,-2.510503,-1.176798
24206,-7.570734,-2.157463,0.156906
24287,-10.081236,-1.529837,-0.588399
24368,-10.04201,-1.647517,0.078453
24449,-10.316596,0.156906,-0.156906
24530,-13.219365,-1.255251,1.098345
24611,-10.787315,-4.667965,-1.882877
24692,-11.807208,-5.491724,1.059118
24773,-9.924331,-0.627626,-0.078453
24854,-7.609961,0.392266,0.784532
24935,-7.178468,-1.176798,1.686744
25016,-8.119907,0.627626,1.922104
25097,-14.670749,-3.020448,4.981779
25745,-10.63041,0.196133,0
25826,-12.905553,-3.295035,-0.23536
25907,-10.591183,-5.76631,-0.313813
25988,-10.708862,-1.137571,0.509946
26069,-7.884547,-0.902212,0.549172
26150,-7.139242,-1.059118,1.294478
26231,-7.453054,-0.862985,1.529837
26312,-11.218808,-1.765197,-1.882877
26393,-11.53262,-1.059118,3.80498
26474,-10.708862,-0.784532,0.156906
26555,-7.256921,-3.295035,0.549172
26636,-10.120463,-2.863542,0.353039
26717,-8.119907,-2.981222,0.470719
26798,-9.728197,-0.941438,-0.274586
26879,-9.571291,-1.529837,-0.392266
26960,-10.865768,-0.784532,0.431493
27041,-11.179583,-1.176798,2.235916
27122,-12.709418,-2.981222,-2.588956
27203,-10.198917,-5.530951,1.137571
27284,-10.865768,-0.039227,0.078453
27365,-7.570734,-0.745305,0.666852
27446,-7.374601,-0.627626,1.765197
27527,-7.217695,0.823759,1.804424
27608,-15.141468,-3.334261,3.961887
27689,-14.55307,2.549729,2.07901
27770,-9.061345,-5.021005,0.196133
27851,-8.43372,-0.902212,-0.274586
27932,-9.335931,-3.059675,0.274586
28013,-8.708306,-0.196133,-0.039227
28094,-9.688971,-0.706079,-0.11768
28175,-9.571291,-1.176798,1.451384
28256,-11.611073,-0.11768,-0.078453
28337,-12.984006,-2.863542,-0.353039
28418,-9.414385,-5.530951,0.509946
28499,-11.454168,-1.137571,0.784532
28580,-8.237586,-0.392266,0.353039
28661,-7.296148,-0.588399,1.804424
28742,-6.864655,-0.196133,2.353596
28823,-12.787872,-2.235916,-1.882877
28904,-11.53262,-0.509946,3.334261
28985,-10.39505,-3.098902,0.313813
29066,-8.708306,-3.569621,-0.039227
29147,-10.51273,-2.824315,0.470719
29228,-8.237586,-2.941995,0.274586
29309,-10.198917,-0.862985,-0.392266
29390,-9.767424,-0.862985,-0.23536
29471,-10.316596,0.980665,0.353039
29552,-13.493951,-2.824315,1.412158
29633,-11.297261,-4.079566,-2.667409
29714,-10.316596,-5.138685,1.137571
29795,-11.454168,-0.862985,-0.509946
29876,-6.943109,-0.078453,0.745305
29957,-6.746975,-0.588399,2.510503
30038,-8.355267,0,1.96133
30119,-13.807764,-1.333704,4.628739
30200,-11.611073,-0.470719,0.156906
30281,-8.394493,-3.569621,0
30362,-9.492838,-2.353596,0.862985
30443,-8.43372,-2.785089,-0.039227
30524,-9.257479,-0.706079,-0.392266
30605,-9.688971,-0.588399,-0.23536
30686,-9.649744,-0.470719,0.823759
30767,-11.061902,0.902212,1.294478
30848,-13.415498,-2.863542,-1.647517
30929,-10.944222,-6.11935,0.509946
31577,-7.727641,-0.588399,-0.039227
31658,-10.002784,-3.80498,-0.588399
31739,-8.002227,-1.098345,-0.156906
31820,-10.15969,-1.569064,0.039227
31901,-9.218252,-0.784532,1.098345
31982,-11.414941,1.569064,-0.706079
32063,-13.690084,-3.726527,-0.549172
32144,-10.63041,-6.11935,-0.078453
32225,-10.591183,-1.098345,0.627626
32306,-7.963,-0.156906,0.431493
32387,-6.903882,-1.412158,1.647517
32468,-7.609961,-0.274586,2.000557
32549,-14.43539,-3.059675,-1.765197
32630,-14.827656,0,2.039783
32711,-8.747532,-4.628739,1.451384
32792,-9.179025,-0.549172,-0.588399
32873,-10.15969,-3.451941,0.274586
32954,-7.963,-1.569064,-0.039227
33035,-9.414385,-0.784532,-0.156906
33116,-10.002784,-1.686744,0.549172
33197,-11.375715,0,-0.902212
33278,-14.396163,-3.216581,-0.23536
33359,-9.728197,-5.727084,0.156906
33440,-10.983448,-1.255251,0.627626
33521,-8.904439,-0.784532,0.313813
33602,-7.256921,-0.549172,1.412158
33683,-5.844764,0,1.372931
33764,-14.827656,-3.295035,-2.941995
33845,-14.474616,-0.11768,2.392823
33926,-9.767424,-4.667965,1.176798
34007,-9.061345,-1.137571,-0.509946
34088,-10.39505,-3.765754,0
34169,-7.688414,-1.176798,-0.23536
34250,-9.061345,-0.980665,0
34331,-9.924331,-0.823759,0.784532
34413,-11.140355,0.784532,-0.509946
34494,-14.121577,-3.295035,-1.059118
34575,-10.434276,-6.590069,0.078453
34656,-11.493395,-1.333704,0.23536
34737,-7.766868,-0.392266,0.392266
34818,-7.296148,-1.804424,2.000557
34899,-6.668522,1.216025,0.706079
34980,-15.729868,-4.981779,1.137571
35061,-14.396163,-0.274586,2.824315
35142,-9.061345,-4.314926,0.274586
35223,-8.66908,-0.23536,0.274586
35304,-9.532064,-2.863542,-0.078453
35385,-7.688414,-1.372931,0.156906
35466,-9.963557,-1.019892,-0.470719
35547,-9.885103,-1.451384,0.862985
35628,-10.39505,0.274586,0.156906
35709,-14.592296,-2.432049,-0.784532
35790,-10.27737,-6.00167,0.156906
35871,-10.787315,-1.804424,0.588399
35952,-7.923774,-0.274586,0.431493
36033,-6.668522,-1.019892,1.490611
36114,-7.100015,-0.470719,1.569064
36195,-13.533178,-2.706636,-2.235916
36276,-11.375715,-0.392266,2.902768
36357,-13.140911,-4.981779,0.588399
36438,-8.041453,-1.686744,0
36519,-11.140355,-3.295035,-0.470719
36600,-7.453054,-1.922104,0.156906
36681,-10.51273,-0.980665,-0.862985
36762,-9.649744,-1.725971,0.902212
36843,-11.101129,0.784532,0.039227
37491,-12.160246,-1.647517,3.334261
37572,-11.375715,-2.667409,0.549172
37653,-7.649188,-2.157463,0.039227
37734,-11.571848,-3.569621,0.431493
37815,-8.002227,-2.07901,0.392266
37896,-9.492838,-1.490611,-0.196133
37977,-9.375158,-1.333704,0.196133
38058,-11.454168,-0.745305,-0.274586
38139,-12.47406,-1.84365,1.490611
38220,-10.198917,-4.079566,-2.157463
38301,-11.101129,-6.511616,2.19669
38382,-10.198917,-0.23536,-0.745305
38463,-7.060789,-0.745305,0.902212
38544,-6.393936,-0.823759,2.118237
38625,-9.80665,0.706079,2.235916
38706,-14.55307,-2.667409,4.824872
38787,-11.454168,-0.902212,-0.156906
38868,-7.806094,-2.706636,0.196133
38949,-10.944222,-3.608848,0.862985
39030,-8.002227,-3.059675,0.313813
39111,-8.904439,-0.588399,-0.274586
39192,-10.081236,-0.627626,-0.353039
39273,-10.51273,-0.784532,0.353039
39354,-12.787872,-1.882877,1.412158
39435,-10.27737,-3.80498,-3.138128
39516,-10.944222,-5.923217,2.157463
39597,-11.022676,-0.745305,0.313813
39678,-7.217695,0.470719,0.666852
39759,-6.629296,-0.588399,2.31437
39840,-7.413828,0.23536,1.96133
39921,-13.807764,-2.510503,5.491724
40002,-13.023232,-0.706079,0.274586
40083,-6.707749,-2.745862,0.706079
40164,-10.238143,-3.098902,0.862985
40245,-8.198359,-2.706636,0.039227
40326,-9.492838,-0.784532,0.156906
40407,-10.15969,-0.078453,-0.470719
40488,-10.081236,-1.412158,0.196133
40569,-12.905553,-1.608291,1.059118
40650,-10.983448,-3.648074,-2.941995
40731,-10.865768,-5.88399,2.392823
40812,-11.336488,0.039227,-0.941438
40893,-7.060789,-0.745305,1.019892
40974,-6.354709,-0.392266,1.882877
41055,-9.610518,0,2.432049
41136,-14.43539,-1.84365,5.256365
41217,-11.101129,-0.627626,-0.11768
41298,-8.198359,-2.902768,0.470719
41379,-10.198917,-2.706636,1.176798
41460,-8.002227,-2.471276,-0.078453
41541,-9.453611,-0.588399,-0.23536
41622,-9.649744,-0.666852,0.23536
41703,-10.355823,-1.019892,0.078453
41784,-13.572405,-1.725971,1.255251
41865,-10.081236,-4.511059,-2.000557
41946,-10.669636,-4.942552,0.784532
42027,-10.865768,-0.784532,-0.039227
42108,-7.178468,-0.431493,1.059118
42189,-6.746975,-0.039227,2.039783
42270,-10.238143,-0.156906,1.804424
42351,-13.415498,-2.432049,5.021005
42432,-12.277926,-1.137571,0.313813
42513,-7.649188,-3.451941,0.156906
42756,-9.453611,-0.666852,-0.274586
43323,-7.217695,-0.470719,1.333704
43404,-6.864655,-0.313813,2.588956
43485,-10.787315,-0.431493,3.295035
43566,-12.277926,-1.608291,3.608848
43647,-10.787315,-2.039783,0.823759
43728,-8.08068,-2.432049,0.156906
43809,-10.15969,-2.353596,0.627626
43890,-8.31604,-2.785089,0.588399
43971,-9.375158,-0.941438,0.039227
44052,-9.571291,-0.706079,0.078453
44133,-10.355823,-0.627626,0
44214,-13.258593,-2.235916,1.529837
44295,-12.670193,-2.902768,-3.412714
44376,-10.865768,-6.276257,1.96133
44457,-11.689528,0.353039,-0.23536
44538,-7.413828,-0.274586,0.980665
44619,-6.590069,-1.098345,2.118237
44700,-7.453054,-0.23536,1.725971
44781,-15.455281,-3.373488,5.374045
44862,-12.199473,2.588956,1.84365
44943,-9.061345,-6.040897,0.11768
45024,-8.355267,-1.216025,0.353039
45105,-10.002784,-3.177355,-0.156906
45186,-8.31604,-0.745305,-0.11768
45267,-8.825986,-0.156906,-0.274586
45348,-9.767424,-1.412158,1.647517
45429,-10.551956,0.862985,1.176798
45510,-12.827099,-3.255808,-1.84365
45591,-11.258035,-6.550843,0.509946
45672,-11.611073,-0.274586,-0.313813
45753,-6.786202,-0.470719,0.784532
45834,-6.864655,-1.059118,2.19669
45915,-7.256921,0.313813,1.333704
45996,-16.239815,-3.80498,4.589512
46077,-11.846434,0.706079,1.412158
46158,-9.649744,-5.060232,-0.470719
46239,-8.472946,-0.706079,0.588399
46320,-9.571291,-3.334261,-0.392266
46401,-7.884547,-1.255251,0.196133
46482,-9.963557,-0.392266,-0.392266
46563,-9.688971,-0.980665,1.216025
46644,-10.669636,0.078453,0.784532
46725,-13.846991,-2.471276,-1.686744
46806,-11.140355,-6.315483,0.980665
46887,-11.022676,-0.549172,0.666852
46968,-7.531507,0.078453,0.549172
47049,-6.629296,-1.608291,2.157463
47130,-7.217695,0.039227,1.686744
47211,-15.219921,-4.785645,0.549172
47292,-13.572405,1.372931,2.824315
47373,-10.39505,-4.628739,0.392266
47454,-8.825986,-0.784532,-0.353039
47535,-10.002784,-3.569621,0.392266
47616,-7.609961,-0.980665,-0.11768
47697,-10.15969,-1.137571,0
47778,-8.708306,-1.96133,1.922104
47859,-11.218808,0.470719,0.11768
47940,-15.102242,-3.451941,-1.059118
48021,-9.492838,-6.354709,0.627626
48102,-9.924331,-0.470719,0.706079
48183,-8.08068,-0.706079,0.784532
48264,-6.786202,-1.412158,2.157463
48345,-7.100015,0.941438,2.039783
48426,-16.239815,-4.785645,0.11768
48507,-13.650858,1.019892,2.510503
48588,-10.63041,-5.060232,-0.078453
49236,-10.63041,-6.707749,0.431493
49317,-11.846434,-0.823759,0.313813
49398,-7.531507,-0.196133,1.019892
49479,-6.472389,-0.627626,2.07901
49560,-6.864655,0.156906,1.804424
49641,-18.397276,-5.295591,3.530394
49722,-13.140911,1.216025,3.177355
49803,-11.179583,-4.824872,-0.274586
49884,-7.84532,-0.588399,-0.11768
49965,-9.492838,-3.255808,0.431493
50046,-8.159133,-0.078453,-0.196133
50127,-9.767424,-1.882877,0.11768
50208,-9.061345,-1.686744,1.647517
50289,-11.061902,0.353039,1.529837
50370,-12.160246,-3.883434,-1.490611
50451,-11.728755,-6.197803,1.059118
50532,-11.061902,-0.23536,-0.274586
50613,-7.060789,-0.509946,0.902212
50694,-6.472389,-1.216025,2.31437
50775,-6.825429,0.823759,0.980665
50856,-17.142025,-4.550286,4.707192
50937,-13.493951,0.784532,2.824315
51018,-10.081236,-5.413271,-0.313813
51099,-8.198359,-0.706079,0.313813
51180,-9.963557,-3.765754,-0.078453
51261,-7.688414,-0.980665,-0.078453
51342,-10.434276,-0.470719,-0.196133
51423,-9.100572,-1.176798,1.686744
51504,-11.728755,0.392266,0.666852
51585,-12.709418,-4.667965,-1.412158
51666,-11.493395,-6.393936,1.019892
51747,-10.944222,0.11768,-0.156906
51828,-7.413828,-0.706079,0.980665
51909,-6.982335,-1.255251,2.000557
51990,-6.786202,0.274586,1.647517
52071,-17.495064,-4.667965,4.314926
52152,-13.768538,1.608291,2.392823
52233,-10.15969,-4.903325,0.23536
52314,-8.394493,-0.313813,0.156906
52395,-10.081236,-3.059675,-0.313813
52476,-7.609961,-1.255251,0.11768
52557,-9.885103,-0.353039,-0.431493
52638,-9.296705,-0.549172,1.451384
52719,-10.826543,0.745305,0.156906
52800,-13.140911,-2.863542,-0.980665
52881,-10.238143,-6.197803,0.470719
52962,-11.767981,-1.412158,0.862985
53043,-8.002227,-0.11768,0.23536
53124,-7.453054,-1.098345,1.647517
53205,-7.531507,-0.23536,1.882877
53286,-12.59174,-2.588956,-2.19669
53367,-11.454168,0,3.020448
53448,-12.160246,-3.844207,0.706079
53529,-7.413828,-1.294478,0.156906
53610,-12.042567,-3.373488,0.509946
53691,-7.609961,-2.824315,0.274586
53772,-10.591183,-1.647517,-0.588399
53853,-9.296705,-1.137571,0.23536
53934,-11.140355,-0.588399,-0.313813
54015,-11.728755,-2.19669,1.333704
54096,-10.944222,-4.550286,-0.509946
54177,-11.101129,-4.942552,0.980665
54258,-11.140355,-1.137571,0.509946
