NAME:,run_1_2.csv,,
EXPERIMENT TIME:,06/06/2023 12:06,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,60,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
8032,-10.551956,0.784532,-1.647517
8113,-10.51273,0.784532,-1.569064
8194,-10.551956,0.784532,-1.333704
8275,-10.434276,0.745305,-1.412158
8356,-10.27737,0.980665,-1.725971
8437,-10.39505,1.137571,-1.647517
9247,-10.27737,2.667409,-0.862985
9328,-11.414941,2.510503,-0.431493
9409,-12.081794,1.255251,2.667409
9490,-11.336488,3.883434,0.902212
9571,-4.981779,6.943109,-9.296705
9652,-7.178468,3.412714,-4.667965
9733,-13.533178,6.354709,4.785645
9814,-18.475729,1.569064,0.627626
9895,-0.784532,2.000557,-9.492838
9976,-6.158576,3.530394,-4.2757
10057,-20.005568,0.431493,1.059118
10138,0.039227,1.255251,0.627626
10219,-3.726527,-0.078453,-5.295591
10300,-19.221035,2.353596,-4.864099
10381,-20.005568,4.15802,5.413271
10462,-19.809433,1.216025,-0.823759
10543,1.569064,-0.666852,-2.31437
10624,-4.981779,-7.649188,-7.570734
10705,-20.005568,2.118237,4.079566
10786,-3.020448,-2.941995,2.235916
10867,-7.178468,7.021562,-7.923774
10948,-9.022119,6.786202,-6.040897
11029,-20.005568,3.412714,11.414941
11110,-11.924888,-0.980665,-6.511616
11191,7.884547,11.88566,-6.11935
11272,-20.005568,-2.941995,1.372931
11353,-20.005568,12.395606,1.529837
11434,3.687301,2.353596,-9.924331
11515,-7.100015,-0.745305,-12.47406
11596,-1.529837,1.137571,6.315483
11677,-20.005568,2.863542,1.569064
11758,-4.628739,3.334261,-6.864655
11839,-1.333704,-4.079566,-8.198359
11920,-20.005568,1.137571,5.844764
12001,-10.983448,5.334818,0.666852
12082,-3.255808,-0.353039,-12.277926
12163,-5.334818,2.07901,-11.179583
12244,6.080123,10.708862,5.021005
12325,-20.005568,12.042567,3.334261
12406,-4.628739,4.746419,-9.845878
12487,-1.804424,3.020448,1.608291
12568,-20.005568,-5.491724,8.355267
12649,-2.902768,0.23536,-4.471833
12730,-5.805537,-2.510503,-7.84532
12811,-7.100015,3.216581,0.745305
12892,0.941438,2.275143,3.451941
12973,-19.809433,1.569064,11.336488
13054,-7.217695,5.844764,-11.650301
13135,1.216025,-0.862985,-8.943666
13216,-20.005568,-1.569064,5.099459
13297,-13.140911,-6.23703,5.452498
13378,4.314926,2.706636,-9.963557
13459,-1.686744,-0.039227,-6.11935
13540,-11.022676,5.138685,1.804424
13621,-20.005568,-5.374045,-3.648074
13702,3.412714,-10.002784,-11.258035
13783,5.570178,3.491168,-5.256365
13864,-1.059118,-1.882877,-9.335931
13945,-17.965784,-1.294478,5.805537
14026,3.844207,-3.216581,-5.021005
14107,-7.100015,-3.020448,-6.393936
14188,-4.001113,0.902212,-20.005568
14269,-3.216581,8.394493,3.569621
14350,-9.963557,-1.137571,1.451384
14431,-3.138128,5.021005,-6.668522
15079,-5.687858,2.902768,-10.27737
15160,2.785089,-0.11768,-7.335374
15241,-20.005568,-2.667409,4.001113
15322,-20.005568,3.491168,6.982335
15403,3.80498,5.530951,-6.23703
15484,-1.529837,0.11768,-7.649188
15565,-19.887888,4.511059,7.531507
15646,-20.005568,5.256365,5.530951
15727,-14.43539,7.806094,-4.785645
15808,-4.471833,2.353596,-8.943666
15889,-2.471276,-1.922104,-8.31604
15970,-20.005568,-6.629296,-1.059118
16051,-19.809433,5.177911,2.745862
16132,4.511059,-0.039227,-7.256921
16213,-2.471276,0.980665,-4.864099
16294,-19.927114,-1.725971,-3.177355
16375,-20.005568,-10.708862,10.434276
16456,6.315483,1.569064,-7.688414
16537,-0.196133,3.098902,-8.982892
16618,0,-5.88399,-5.099459
16699,-20.005568,-5.530951,2.157463
16780,-9.179025,4.079566,3.295035
16861,-2.981222,2.432049,-12.317153
16942,-6.864655,5.217138,-5.923217
17023,-8.276814,12.513286,3.216581
17104,-15.259149,2.118237,-3.295035
17185,-6.982335,2.902768,-6.276257
17266,3.334261,-3.765754,-8.041453
17347,-20.005568,1.84365,8.512173
17428,-17.651972,0.11768,8.355267
17509,8.43372,6.00167,-4.471833
17590,-1.922104,-3.451941,-6.982335
17671,-20.005568,6.825429,15.063015
17752,-20.005568,8.865212,11.571848
17833,-12.277926,-2.785089,0.941438
17914,-1.412158,3.138128,-5.687858
17995,-0.666852,-0.745305,-9.218252
18076,-20.005568,-8.43372,3.765754
18157,-12.434833,-7.688414,7.453054
18238,3.569621,5.177911,-7.296148
18319,-3.883434,-0.902212,-4.197247
18400,-20.005568,-2.941995,-0.431493
18481,-20.005568,-6.707749,0.549172
18562,1.333704,0.706079,-11.88566
18643,4.667965,2.902768,-4.04034
18724,-9.179025,-1.372931,-16.788986
18805,-20.005568,-6.315483,4.432606
18886,-13.925444,7.492281,-1.647517
18967,-8.31604,3.92266,-12.081794
19048,-8.786758,-3.216581,-18.083464
19129,-10.434276,2.118237,5.413271
19210,-11.689528,-4.354153,1.176798
19291,-7.296148,2.824315,-5.295591
19372,1.882877,-0.509946,-6.11935
19453,-19.691755,-3.451941,-2.745862
19534,-20.005568,-1.647517,9.80665
19615,8.825986,6.864655,-5.570178
19696,-0.156906,-1.255251,-8.31604
19777,-20.005568,-7.492281,-5.138685
19858,-20.005568,8.198359,2.824315
19939,2.432049,2.510503,-2.353596
20020,-3.451941,-1.84365,-4.903325
20101,3.961887,3.098902,-6.668522
20182,-20.005568,-4.197247,2.235916
20263,-20.005568,1.372931,5.76631
20992,-20.005568,-10.39505,3.687301
21073,-12.199473,10.198917,5.334818
21154,3.020448,0.862985,-7.335374
21235,-4.864099,-0.902212,-7.335374
21316,-19.966339,-4.118793,-3.059675
21397,-20.005568,-2.706636,8.119907
21478,-1.451384,3.569621,-3.255808
21559,-0.156906,-0.23536,-4.236473
21640,-3.648074,1.098345,-9.924331
21721,-20.005568,-9.924331,-5.021005
21802,-16.710533,-4.001113,4.942552
21883,6.550843,1.765197,-2.667409
21964,-2.039783,-0.627626,-9.571291
22045,-20.005568,7.374601,15.376828
22126,-11.767981,3.765754,6.707749
22207,-14.043123,-5.530951,2.902768
22288,-2.000557,-5.060232,-9.139798
22369,3.569621,0.588399,-6.982335
22450,-20.005568,-2.432049,1.019892
22531,-20.005568,-2.31437,3.765754
22612,4.824872,-2.31437,-2.510503
22693,-7.100015,-1.019892,-8.982892
22774,-9.492838,0.627626,-20.005568
22855,-7.884547,4.589512,0.039227
22936,-15.494508,-7.492281,3.098902
23017,0.784532,-5.687858,-9.061345
23098,4.942552,0.23536,-3.295035
23179,-20.005568,5.844764,-0.313813
23260,-20.005568,2.863542,2.235916
23341,3.530394,-3.059675,0.431493
23422,-8.66908,0.156906,-11.728755
23503,-19.456394,8.31604,-17.808878
23584,-9.924331,14.906109,2.549729
23665,-18.82877,-4.197247,5.217138
23746,-7.217695,-2.275143,-6.903882
23827,4.667965,-2.510503,-5.334818
