NAME:,run_5_1.csv,,
10.744,-3.96,-14.08,3.61
10.791,-4.28,-11.57,3.14
10.865,5.88,-18.32,4.79
10.908,5.14,-14.16,5.26
10.961,1.96,-4.67,0.24
10.998,-0.75,-0.71,3.69
11.049,0.47,-2.47,-0.63
11.109,-2.67,0.51,8.16
11.172,0.67,-20.01,7.49
11.213,4.86,-17.3,0.63
11.271,-0.24,-14.44,-4.08
11.314,-2.51,-6.2,-3.57
11.354,-0.2,-1.84,-2.63
11.408,-1.02,-0.27,2.43
11.464,-0.04,-1.77,7.22
11.514,18.55,-20.01,-16.79
11.57,4.43,-16,2.9
11.62,-1.37,-15.73,-1.92
11.783,-1.02,-5.06,1.02
11.819,0.86,0.04,3.37
11.868,3.65,0.51,2.43
11.926,-1.29,-20.01,5.77
11.978,-1.33,-17.06,1.8
12.029,2.63,-18.16,2.86
12.084,-4.47,-9.73,-5.73
12.137,-3.61,-7.02,-4.35
12.189,0.47,1.1,-4.71
12.265,-1.8,-1.96,5.26
12.379,1.02,-11.45,2.24
12.428,4.59,-20.01,3.73
12.481,4.55,-13.96,5.22
12.535,3.18,-4.59,0.04
12.582,0.16,-0.39,1.73
12.636,-0.9,0,2.75
12.68,5.1,1.77,10.12
12.755,1.06,-20.01,6.16
12.802,2.43,-18.87,0.47
12.855,1.49,-18.28,-2.12
12.988,-0.24,0.55,0.27
13.05,0.86,0.9,7.61
13.103,3.33,-20.01,-4.31
13.159,3.65,-20.01,1.49
13.195,0.35,-19.85,-3.14
13.244,3.22,-15.02,2.98
13.296,4.9,-10.51,7.06
13.351,1.26,-2.31,-1.73
13.646,-3.41,-1.69,5.22
13.653,-1.06,0.39,0.27
13.66,-5.84,-14.55,3.06
13.675,-1.29,-20.01,3.77
13.71,-1.14,-6.12,-6.51
13.76,-1.02,2.2,-0.82
13.808,-3.45,0.63,5.65
13.86,-5.41,-20.01,-1.57
13.912,-0.24,-12.67,1.02
13.96,-0.55,-10.28,0
14.011,3.33,-20.01,5.81
14.078,4.08,-11.77,4.71
14.131,2.55,-5.37,-1.37
14.196,-2.04,-0.9,4.28
14.224,4.55,1.1,3.37
14.276,-2.59,-17.34,5.02
14.332,0.12,-19.97,2.2
14.384,2.63,-18.51,-1.26
14.431,-4.39,-8.94,-4.04
14.482,-1.73,-6,-6.04
14.512,1.73,0.86,-2.39
14.577,-0.12,-0.98,0.12
14.629,-13.1,-4.2,1.02
14.679,0.08,-12.94,16.36
14.728,4.51,-6.79,0.43
14.802,2.9,-15.77,3.37
14.829,6.12,-7.69,4.24
14.997,3.69,0.78,2
15.04,-7.92,-16.04,-6.32
15.09,-2.08,-19.89,11.45
15.14,5.49,-13.69,-1.8
15.195,-3.53,-12.36,-2.51
15.251,-1.88,-4.63,-6.47
15.28,-0.08,-1.69,-1.49
15.347,-4.24,3.45,4.67
15.397,-10.51,-7.85,3.92
15.555,2.28,-20.01,5.96
15.607,4.9,-11.38,7.06
15.66,1.77,-7.34,0.43
15.694,1.22,0.43,3.53
15.754,-1.8,-0.82,1.45
15.805,-4.43,0.75,9.26
15.853,-0.24,-20.01,10.79
15.899,8.36,-17.53,2.12
15.948,-0.43,-15.61,-1.61
16.003,-2.9,-7.69,-2.75
16.05,-0.63,-0.75,-3.33
16.118,-2.2,-0.39,-1.61
16.16,3.69,-11.65,7.37
16.212,12.83,-19.5,-13.61
16.261,3.84,-18.12,2.08
16.32,-0.71,-19.81,-3.1
16.372,2.82,-12.87,1.69
16.425,3.61,-8.16,2.51
16.475,0.59,-3.49,-1.69
16.505,-2.31,-0.04,4.31
16.561,4.2,-0.08,2.67
16.616,-4.51,-19.93,4.63
16.671,0.75,-18.51,1.73
16.787,2.82,-17.69,5.69
16.797,-3.3,-9.14,-3.22
16.812,-2.59,-5.26,-6.67
16.867,-1.18,1.92,-2.04
16.926,-2.98,1.61,6.55
16.979,-7.96,-5.69,-5.18
17.032,-0.43,-10.79,2.63
17.085,-2.16,-10.71,-0.98
17.137,1.92,-16.83,3.22
17.166,3.3,-10.08,5.1
17.232,3.14,-5.92,-0.51
17.279,1.26,-0.04,6.51
17.332,-1.26,0.43,0.16
17.415,-7.57,-18.48,-1.02
17.425,-1.96,-17.5,13.81
17.497,5.14,-15.53,-0.35
17.529,-3.65,-13.65,-2.71
17.587,-0.78,-9.96,-6.32
17.636,-0.47,-0.16,-3.3
17.697,-0.67,1.26,0.78
17.746,-18.36,-3.37,2.39
17.803,2.55,-9.61,2.16
17.833,0.86,-9.26,-0.31
17.89,4.04,-13.81,-9.85
17.948,3.53,-12.55,3.49
18.082,-1.45,-0.04,2.9
18.14,0.75,1.61,8
18.191,-1.53,-20.01,6.32
18.241,6.2,-17.81,1.22
18.294,-0.04,-13.73,-2.24
18.345,-4.79,-8.04,-3.73
18.394,-0.39,-2.59,-4.71
18.454,0.35,-1.06,1.37
18.51,-3.45,-4.35,4.63
18.563,10.87,-11.85,-5.77
18.594,5.22,-12.04,1.8
18.657,0.47,-18.24,-4.43
18.921,4.94,-15.26,1.92
18.941,3.1,-10.51,4.55
18.955,2.94,-20.01,4.43
19.013,5.45,-17.77,1.14
19.06,1.53,-15.42,-0.35
19.114,-5.02,-7.92,-2.94
19.168,-0.78,-1.92,-1.96
19.214,0,-1.61,0.9
19.264,0.08,2.71,7.26
19.366,-2.16,-16.44,3.1
19.379,0.71,-19.42,3.45
19.422,-1.18,-19.18,-0.39
19.472,5.3,-12.83,-0.59
19.523,3.53,-11.92,5.84
19.578,1.37,-2.79,-0.67
19.626,-1.73,0.16,3.18
19.674,3.18,0.24,0.9
19.726,-5.69,-18.95,2.51
19.782,-1.1,-18.75,5.88
19.839,4.82,-14.12,3.37
19.868,-3.14,-11.81,-1.26
20.043,-3.3,-2.04,3.49
20.092,-6.35,-1.96,4.71
20.125,-1.41,-14.28,-2.94
20.178,2.35,-9.1,2.55
20.234,2.24,-20.01,1.22
20.285,3.14,-15.26,4.86
20.339,6.51,-6.67,0.75
20.39,0.39,-3.77,1.37
20.441,-1.49,-0.24,2.12
20.497,5.69,1.61,4.04
20.558,-1.77,-20.01,7.3
20.583,2.47,-16.32,-0.12
20.661,1.8,-16.55,-1.33
20.685,-2.86,-9.61,-2.47
20.758,-0.24,-2.63,-4.39
20.81,-2.28,0.98,0.39
20.859,-0.39,3.61,10.75
20.889,-1.41,-17.65,15.57
20.945,-0.47,-18.95,3.57
20.995,-0.78,-8.24,-1.49
21.045,5.22,-20.01,4.43
21.093,4.79,-11.53,3.65
21.153,0.67,-3.96,0.82
21.199,-2.08,-0.98,3.8
21.263,2.04,-0.16,0.86
21.294,-6.35,-20.01,4.75
21.36,0.98,-16,2.79
21.41,2,-15.77,-1.14
21.46,-5.14,-9.92,-2.43
21.516,-1.26,-8.43,-6.32
21.573,-0.86,-0.39,-0.98
21.626,-1.77,-1.57,3.61
21.655,-8.67,-2.79,0.39
21.73,1.77,-12.75,3.92
21.777,-0.75,-6.75,0.04
21.829,4.9,-20.01,4.94
21.975,-4.04,-2.31,3.02
22.03,2.08,-0.24,2.86
22.062,-3.73,-8.08,3.8
22.133,-4.63,-17.42,12.91
22.185,8.28,-19.14,2.59
22.241,-1.92,-15.77,-0.08
22.289,-2.79,-5.73,-2.71
22.326,-1.49,0.55,-1.41
22.376,-0.43,-1.14,1.84
22.433,-0.94,-15.1,3.61
22.476,18.63,-20.01,-17.46
22.546,1.41,-16.59,1.18
22.574,-1.22,-20.01,2.63
22.634,6.32,-10.24,-3.73
22.683,4.75,-10.32,0.59
22.733,-0.9,-1.57,-0.94
22.786,-1.41,1.1,3.3
22.838,0.63,0.2,9.34
22.892,-1.61,-20.01,5.49
22.939,7.88,-18.83,0.71
22.994,0.43,-15.73,-1.41
23.043,-4.98,-6.94,-3.1
23.097,-0.98,-2.35,-2.28
23.178,-0.82,-0.59,-0.55
23.19,0.67,2.86,5.69
23.244,-0.24,-20.01,-0.24
23.294,0.82,-18.59,3.02
23.342,-2.63,-15.89,-2.75
23.402,5.49,-15.77,2.94
23.457,4.63,-11.73,6.39
23.505,-1.14,-1.69,-1.29
23.554,-0.75,1.41,5.26
23.607,1.61,-0.27,7.26
23.66,2.39,-18.79,2.28
23.715,0.51,-20.01,1.57
23.761,-0.24,-19.18,0.9
23.909,-1.69,0.47,-3.33
24.205,-0.12,1.84,2.9
24.273,1.84,-3.88,-1.26
24.327,-1.57,0.39,4.04
24.374,3.06,0.94,2.75
24.425,-6.35,-20.01,3.06
24.458,-0.9,-19.42,2.43
24.523,3.88,-18.4,-0.08
24.578,-2.94,-10.75,-2.51
24.618,-2.98,-3.61,-4
24.667,-2.51,0.47,0.04
24.719,-0.27,-1.65,5.57
24.773,-5.02,-14.67,4.82
24.825,-6.12,-12.43,-0.67
24.883,0.75,-12.67,-1.88
24.934,2.28,-14.75,1.84
24.985,3.06,-13.61,3.37
25.04,8.08,-4.08,-2.67
25.125,-4.75,-0.86,7.45
25.134,-4.28,0.51,0.24
25.183,0.67,-5.92,5.3
25.234,-2.24,-16.08,13.02
25.282,6.08,-16.08,2.75
25.336,-2.28,-9.89,-3.02
25.396,-2.82,-8.75,-5.65
25.445,0.16,1.73,-1.84
25.501,-1.61,1.1,3.41
25.552,-6.35,-7.41,1.14
25.6,11.49,-15.06,-7.92
25.65,4.08,-14.59,0.71
25.701,2.47,-20.01,-1.41
25.855,0.59,-1.02,2.67
25.904,-0.04,-0.51,0.27
25.961,1.02,-3.1,7.57
25.989,-1.45,-20.01,6.67
26.06,7.96,-19.53,1.69
26.109,-0.98,-14.24,-0.51
26.146,-3.3,-6.43,-2.82
26.193,-1.73,-0.71,-3.8
26.252,0.16,-2,1.26
26.324,1.29,-6.35,11.41
26.346,9.22,-5.88,0.75
26.448,3.06,-15.42,2.43
26.459,-0.43,-17.61,-5.45
26.526,3.26,-16.08,8.24
26.555,5.81,-5.41,-1.96
26.608,1.18,-1.88,2.08
26.663,-2.98,0.27,2.31
26.724,5.02,1.84,3.18
26.78,-4.67,-20.01,-1.88
26.825,4.35,-20.01,4.51
26.858,2.55,-16.32,0.12
26.912,-4.28,-5.26,-2.08
26.966,-4.04,-1.14,-4.75
27.041,0.51,-0.94,0.24
27.07,-0.16,5.88,13.49
27.126,13.81,-2.08,-7.65
27.179,5.18,-16.32,2.55
27.233,-1.22,-18.99,-4
27.284,5.53,-19.5,10.32
27.313,3.37,-10.28,-0.27
27.372,1.02,-0.59,-3.61
27.422,0,1.29,11.02
27.477,-6.04,-1.8,-2.16
27.528,-2.28,-8.24,2.08
27.605,1.73,-20.01,9.3
27.655,1.41,-12.71,-1.02
27.682,-5.41,-6.75,-3.61
27.749,-0.75,-4.16,-2.63
27.782,0.12,-0.12,-1.18
27.833,0.43,4.31,-2.43
27.882,13.26,-20.01,-20.01
27.936,2.98,-15.85,1.18
27.988,1.77,-19.42,-2.94
28.042,5.18,-13.02,1.06
28.097,3.69,-14.79,7.85
28.151,2.31,-1.14,-0.59
28.195,-2.55,0.2,4.31
28.31,2.47,1.02,5.45
28.322,-1.33,-17.53,6.71
28.341,2.35,-18.59,4.47
28.392,3.33,-16.51,3.61
28.444,-1.41,-12.32,-3.22
28.5,-3.22,-10.55,-6.75
28.551,-0.27,2.31,-3.41
28.604,0.94,-2.47,3.77
28.654,-6.43,-4.31,1.73
28.715,-0.43,-16.67,12.16
28.759,1.37,-12.79,6.12
28.813,1.8,-15.65,-1.06
28.846,6.67,-13.61,3.88
28.946,2.35,-6.28,1.37
28.955,0.59,0,4.98
29.017,-1.8,-1.26,-1.37
29.062,-3.57,0.71,8.94
29.114,0.39,-20.01,18.44
29.166,4.47,-20.01,-1.06
29.217,1.14,-13.49,-0.63
29.485,-3.06,-4.31,-4
29.556,0.9,-13.77,0.78
29.571,-1.45,-6.71,-8.39
29.64,4.35,-17.22,5.33
29.662,5.3,-6.51,0.78
29.722,-1.33,2.04,1.84
29.776,-1.53,-1.33,3.73
29.828,-0.67,0.67,12.43
29.879,1.84,-20.01,11.41
29.94,7.45,-19.3,-0.55
29.976,-2.51,-14.83,-2.12
30.029,-3.33,-7.14,-2.75
30.074,0.16,-0.31,-3.92
30.129,-1.77,-2.63,2.2
30.173,-3.14,-9.57,19.3
30.222,7.3,-18.16,-9.18
30.28,3.3,-18.83,-0.51
30.337,-2.82,-8.32,-6.39
30.389,3.41,-17.77,4.39
30.44,6.86,-7.77,0.59
30.493,-1.92,-1.8,4.16
30.543,-0.94,0.39,4.47
30.6,-4.94,-3.1,0.71
30.655,4.16,-19.97,7.81
30.684,6.83,-20.01,0.2
30.739,-0.9,-13.18,-2.35
30.79,-3.61,-7.41,-4.24
30.852,-0.63,1.96,-2.55
30.882,0.08,-1.65,1.26
30.952,-0.35,0.35,6
30.996,6.32,-3.45,-6.2
31.058,-0.2,-13.02,3.02
31.111,1.61,-14.63,-3.18
31.165,5.45,-17.26,5.22
31.191,3.26,-6.04,0.78
31.244,-0.98,0,5.41
31.299,-0.75,0.55,-0.35
31.357,-7.49,-1.06,6.28
31.404,2.82,-20.01,10.4
31.557,-2.63,-7.85,-4.16
31.614,0,-0.31,-1.22
31.671,-1.61,-1.18,3.88
31.728,-14.91,-8.83,1.92
31.777,2.47,-13.93,-6.94
31.804,1.33,-14.08,4.39
31.854,0.16,-20.01,-2.31
31.91,4.16,-11.65,4.39
31.968,1.73,-9.89,2.43
32.019,0.9,-2.16,1.22
32.162,-2.28,-20.01,2.86
32.214,2.82,-20.01,-1.37
32.291,0.82,-15.3,-3.1
32.315,-1.57,-9.89,-2.71
32.365,-0.39,-1.88,-3.45
32.443,-0.82,1.02,-0.16
32.468,-4.04,-1.92,-1.29
32.525,12.32,-20.01,-18.55
32.584,0.78,-17.65,-0.04
32.634,0.86,-13.65,-0.2
32.682,4.94,-15.02,2.24
32.744,6.2,-8.98,1.49
32.822,-3.26,-2.04,4.04
32.831,0.04,0.2,1.8
32.887,0.71,-0.16,7.37
32.934,-1.53,-20.01,7.81
32.983,6.71,-18.71,1.57
33.046,0.67,-12.71,-1.77
33.1,-5.69,-7.96,-3.61
33.151,0.24,1.84,-2.9
33.186,-2.08,-1.14,1.22
33.236,-0.31,-2.63,8.83
33.29,-2.51,-16.36,-1.26
33.349,5.1,-18.04,4.08
33.415,2.39,-16.83,-4.39
33.436,5.14,-12.94,4.82
33.491,3.96,-4.98,-1.53
33.544,-1.69,1.22,2
33.589,-2.67,-0.86,3.26
33.645,2.67,1.57,7.1
33.694,1.61,-20.01,11.38
33.745,6.67,-20.01,2.63
33.797,2,-14.2,-4.28
33.845,-4.35,-9.14,-2.63
33.921,-0.67,-1.84,-3.84
33.959,-0.55,0.51,1.57
34,-2.28,-1.8,5.77
34.062,-5.14,-12.16,6.63
34.115,2.59,-20.01,3.84
34.177,-0.51,-10.67,-3.1
34.202,5.02,-17.34,4.79
34.258,4.59,-10.4,3.69
34.308,0.24,-0.59,-1.14
34.355,-2.98,-1.45,5.81
34.409,3.73,2.04,6.98
34.459,-0.67,-18.63,8.55
34.762,4.31,-20.01,1.37
34.771,-0.63,-14.47,-2.94
34.829,15.73,-7.53,-6.86
34.867,1.8,-14.79,3.37
34.939,-3.1,-9.57,-7.06
34.983,4.71,-15.85,6.28
35.038,3.69,-8.24,0.82
35.085,-0.55,0.35,-3.33
35.12,-2.31,-0.63,3.88
35.171,4.75,1.73,2.71
35.223,-1.18,-20.01,10.36
35.282,3.14,-20.01,3.14
35.444,-0.35,-4.67,-4.04
35.494,1.77,2.43,-0.71
35.527,-5.26,-0.04,1.14
35.581,-14.91,-19.02,6.59
35.633,-1.22,-7.88,2.35
35.691,-2.12,-15.1,0
35.744,4.79,-14.51,5.1
35.801,4.12,-10.9,4.12
35.847,-1.33,-1.88,-1.49
35.884,-0.75,-0.9,7.1
35.957,6.32,2.2,6.71
36.098,-0.08,-16.99,-0.35
36.151,-3.84,-11.06,-2.98
36.192,1.73,-1.14,-2.94
36.242,-3.61,1.49,-3.22
36.304,-5.53,0.51,8.12
36.356,5.49,-10.16,-6.55
36.408,2.55,-15.22,0
36.467,-0.75,-18.99,-4.47
36.496,3.26,-20.01,12.4
36.564,3.26,-7.96,3.49
36.63,-1.37,-0.31,-3.65
36.656,-1.57,-0.98,4.86
36.708,6.51,3.69,9.02
36.758,0.04,-20.01,8.39
36.82,4.16,-20.01,3.77
36.873,1.29,-17.3,-1.33
36.925,-3.1,-7.65,-1.73
36.957,-0.98,-5.65,-3.57
37.011,-1.41,0.43,-0.9
37.071,-4.2,-0.94,10.83
37.125,4.55,-7.49,-11.14
37.176,2.35,-13.18,-1.14
37.29,-2,-20.01,-4.98
37.298,1.8,-20.01,15.02
37.316,4.04,-10.04,4.47
37.372,2.47,-1.73,-1.65
37.427,-4.16,-1.8,6.86
37.475,3.69,1.14,1.29
37.531,-3.96,-19.65,-1.61
37.591,-2,-20.01,8.12
37.621,2.24,-18.51,-1.29
37.674,-3.37,-6.43,1.57
37.733,-2.08,-8.08,-6.98
37.785,0.59,0.63,-0.39
37.84,-2.16,3.22,4.51
37.869,-5.81,-11.3,8.2
37.958,0.24,-15.85,3.45
37.984,-1.02,-16.36,-1.69
38.036,1.45,-16.71,8.63
38.084,3.3,-9.38,2.43
38.139,0.47,-2.71,-0.39
38.196,-1.49,-0.47,5.69
38.248,-0.08,0,-0.27
38.303,-5.92,-13.49,4.16
38.336,-2.71,-20.01,12.87
38.393,4.12,-20.01,0.43
38.442,-4.43,-10.87,-0.86
38.535,-2.2,-6.71,-5.57
38.545,0.71,3.69,-0.35
38.592,-0.59,-1.69,-0.78
38.643,8.04,-20.01,-14.2
38.696,4.35,-16.99,2.59
38.748,-1.26,-12.51,-7.57
38.806,1.92,-19.61,8.9
38.853,2.9,-10,4.79
38.911,0.67,-2.04,-0.27
38.966,-2,-1.84,4.75
39.021,4.86,1.49,3.53
39.064,-3.69,-16.91,1.41
39.125,0.9,-20.01,5.26
39.158,4.47,-20.01,-0.16
39.314,-1.1,2.9,-0.31
39.363,-5.69,6.67,4.04
39.423,19.34,-20.01,-5.61
39.455,-1.41,-15.89,1.77
39.507,-3.18,-20.01,2.31
39.563,4.63,-13.26,5.77
39.611,2.31,-10.63,4.67
39.665,2.86,-0.43,-2.31
39.717,0,-2.04,6.24
39.837,-2.51,1.92,12.04
39.846,1.84,-20.01,6.32
40.041,3.88,-20.01,2.16
40.051,2.04,-9.06,-2
40.067,-5.49,-0.2,-1.96
40.119,-0.94,1.53,19.46
40.175,0.16,-8.24,10.98
40.235,2.39,-16.16,3.57
40.284,0.9,-19.1,-1.77
40.334,1.96,-13.85,6.43
40.403,5.45,-6.04,-1.06
40.433,-1.45,-0.75,4.55
40.509,-0.94,1.77,-1.61
40.524,-2.04,-8.87,4.08
40.594,-4.28,-20.01,14.87
40.645,2.71,-17.46,-2.31
40.701,-3.18,-10.71,-1.37
40.727,-3.45,-7.73,-6.35
40.791,1.53,2.28,0
40.85,-3.3,0,-2.59
40.897,-2.71,-14.36,6.79
40.933,-4.04,-9.57,1.02
40.983,-1.26,-20.01,-4.24
41.037,2.63,-17.42,4.31
41.087,3.53,-10.71,5.22
41.164,2.47,-3.06,-2.04
41.187,-1.29,-2.12,9.85
41.265,2.86,1.14,0.39
41.295,-4,-15.93,-0.12
41.355,0.98,-20.01,8.24
41.411,2.39,-16.44,-2.28
41.441,-2.51,-7.26,-0.2
41.492,-2.63,-6.43,-5.33
41.548,-4.31,0.51,-1.88
41.603,-3.14,7.37,14.4
41.653,13.02,-16.24,-9.57
41.751,3.57,-15.46,3.14
41.761,-1.57,-20.01,3.06
41.803,3.92,-12.12,3.1
41.855,3.02,-10.43,1.29
41.913,0.47,-0.94,3.41
41.971,0.75,-0.16,2.51
42.011,-0.98,1.29,10.24
42.074,-0.63,-20.01,9.57
42.106,2.98,-20.01,-0.35
42.159,-2.04,-10.08,-4.94
42.22,-3.49,-9.53,-4.67
42.27,0.78,0.67,-1.06
42.32,-1.37,-0.59,-1.37
42.491,-0.04,-14.87,3.77
42.519,1.49,-20.01,0.43
42.571,5.81,-13.65,3.65
42.618,2.08,-8.28,0.31
42.674,2.35,0.08,5.26
42.722,0.35,2.24,4.39
42.774,0.31,-7.53,1.26
42.826,0.71,-20.01,7.41
42.879,-0.31,-18.32,3.57
42.931,-2.59,-12.04,-2.12
42.972,-2.63,-7.88,-4.43
43.074,2.39,1.26,-1.84
43.085,-1.8,-0.24,0.86
43.133,-0.31,-0.75,5.37
