""
"""Time [sec]""",""" ACC X""","""ACC Y""","""ACC Z"""
"""433620.0""","""-4.12""","""-8.2""","""-2.86"""
"""433721.0""","""5.33""","""1.88""","""12.63"""
"""433822.0""","""20.01""","""-1.29""","""1.22"""
"""433923.0""","""-6.35""","""-2.43""","""-2.08"""
"""434024.0""","""-0.59""","""-0.86""","""4.43"""
"""434125.0""","""20.01""","""8.39""","""-19.42"""
"""434226.0""","""7.49""","""2.94""","""0.27"""
"""434327.0""","""-6.35""","""-5.22""","""0.08"""
"""434428.0""","""6.28""","""-0.43""","""12.16"""
"""434529.0""","""20.01""","""-3.57""","""-0.43"""
"""434630.0""","""-3.33""","""-1.57""","""0.59"""
"""434731.0""","""4.67""","""-1.29""","""3.33"""
"""434832.0""","""20.01""","""13.96""","""2.0"""
"""434933.0""","""8.0""","""1.84""","""-0.04"""
"""435034.0""","""-1.06""","""-8.75""","""-5.02"""
"""435135.0""","""9.53""","""-17.53""","""11.89"""
"""435236.0""","""20.01""","""1.29""","""-8.94"""
"""435337.0""","""-4.04""","""-0.67""","""-2.63"""
"""435438.0""","""5.06""","""-3.02""","""2.86"""
"""435539.0""","""20.01""","""17.1""","""-3.73"""
"""435640.0""","""5.14""","""4.43""","""1.33"""
"""435741.0""","""-4.51""","""-6.55""","""-2.35"""
"""435842.0""","""2.16""","""-2.71""","""16.87"""
"""435943.0""","""20.01""","""8.32""","""2.16"""
"""436044.0""","""-13.49""","""-3.96""","""3.77"""
"""436145.0""","""7.41""","""-0.2""","""-3.22"""
"""436246.0""","""20.01""","""4.35""","""-20.01"""
"""436347.0""","""5.45""","""4.55""","""2.31"""
"""436448.0""","""-7.92""","""-2.28""","""-5.3"""
"""436549.0""","""15.46""","""-13.38""","""8.0"""
"""436650.0""","""20.01""","""3.77""","""-5.41"""
"""436751.0""","""-8.98""","""-2.12""","""1.29"""
"""436852.0""","""7.3""","""-10.98""","""3.02"""
"""436953.0""","""20.01""","""-5.3""","""-20.01"""
"""437054.0""","""6.9""","""4.86""","""1.18"""
"""437155.0""","""-7.73""","""-7.81""","""-1.14"""
"""437256.0""","""14.95""","""-2.08""","""14.2"""
"""437357.0""","""19.14""","""2.08""","""2.86"""
"""437458.0""","""-12.36""","""0.75""","""5.49"""
"""437559.0""","""-0.86""","""-2.55""","""12.51"""
"""437660.0""","""20.01""","""6.43""","""-16.32"""
"""437761.0""","""6.04""","""5.61""","""-1.29"""
"""437862.0""","""-7.02""","""-10.87""","""-0.78"""
"""437963.0""","""4.55""","""-5.02""","""4.9"""
"""438064.0""","""20.01""","""1.84""","""0.55"""
"""438165.0""","""-5.41""","""-5.18""","""-2.94"""
"""438266.0""","""7.92""","""-5.22""","""-2.94"""
"""438367.0""","""8.08""","""18.55""","""15.85"""
"""438468.0""","""13.1""","""3.96""","""-0.2"""
"""438569.0""","""-4.2""","""-12.91""","""-3.8"""
"""438670.0""","""-0.12""","""5.69""","""0.08"""
"""438771.0""","""20.01""","""4.28""","""-6.35"""
"""438872.0""","""2.59""","""-4.24""","""3.14"""
"""438973.0""","""-0.2""","""0.78""","""-0.27"""
"""439074.0""","""20.01""","""20.01""","""12.63"""
"""439175.0""","""18.99""","""8.39""","""-5.45"""
"""439276.0""","""-1.61""","""-0.67""","""-3.14"""
"""439377.0""","""-1.22""","""1.1""","""1.69"""
"""439478.0""","""20.01""","""-2.86""","""4.08"""
"""439579.0""","""7.49""","""-0.51""","""0.08"""
"""439680.0""","""-5.02""","""2.24""","""0.9"""
"""439781.0""","""20.01""","""-20.01""","""-20.01"""
"""439882.0""","""17.18""","""-2.63""","""2.75"""
"""439983.0""","""1.77""","""-7.37""","""3.45"""
"""440084.0""","""-4.51""","""1.37""","""0.94"""
"""440185.0""","""-2.98""","""-7.45""","""5.84"""
"""440286.0""","""18.87""","""9.1""","""-1.29"""
"""440387.0""","""-5.65""","""2.59""","""-0.27"""
"""440488.0""","""20.01""","""-6.43""","""2.35"""
"""440589.0""","""14.44""","""2.82""","""9.65"""
"""440690.0""","""4.94""","""-12.94""","""6.2"""
"""440791.0""","""-10.28""","""0.98""","""4.67"""
"""440892.0""","""16.36""","""-7.65""","""10.75"""
"""440993.0""","""18.55""","""0.35""","""-3.1"""
"""441094.0""","""-16.08""","""1.29""","""8.94"""
"""441195.0""","""20.01""","""-3.45""","""20.01"""
"""441296.0""","""10.87""","""-3.84""","""12.51"""
"""441397.0""","""1.49""","""2.16""","""0.39"""
"""441498.0""","""-8.16""","""-0.35""","""5.92"""
"""441599.0""","""20.01""","""-10.0""","""14.08"""
"""441700.0""","""15.46""","""1.22""","""-4.43"""
"""441801.0""","""-11.34""","""3.37""","""3.26"""
"""441902.0""","""7.3""","""0.35""","""8.0"""
"""442003.0""","""12.83""","""-9.26""","""-0.47"""
"""442104.0""","""4.12""","""0.31""","""2.51"""
"""442205.0""","""-10.9""","""-1.73""","""3.96"""
"""442306.0""","""20.01""","""-9.53""","""-20.01"""
"""442407.0""","""17.46""","""6.32""","""0.59"""
"""442508.0""","""-12.43""","""1.45""","""6.04"""
"""442609.0""","""8.87""","""-5.41""","""-5.33"""
"""442710.0""","""20.01""","""11.26""","""-8.87"""
"""442811.0""","""7.65""","""8.04""","""-0.2"""
"""4.429122E7""","""-7.18""","""-7.41""","""2.35"""
"""443114.0""","""20.01""","""8.94""","""4.35"""
"""443215.0""","""-6.51""","""-2.16""","""-0.24"""
"""443316.0""","""5.14""","""-6.16""","""-0.47"""
"""443417.0""","""20.01""","""14.24""","""-18.75"""
"""443518.0""","""6.2""","""7.14""","""-1.1"""
"""443619.0""","""-0.78""","""-11.49""","""-8.08"""
"""443720.0""","""1.29""","""-1.65""","""0.39"""
"""443821.0""","""20.01""","""0.75""","""8.04"""
"""443922.0""","""-1.14""","""-3.37""","""-2.75"""
"""444023.0""","""5.41""","""-4.39""","""0.59"""
"""444124.0""","""2.2""","""20.01""","""2.75"""
"""444225.0""","""11.77""","""5.06""","""-1.26"""
"""444326.0""","""0.75""","""-19.69""","""-0.39"""
"""444427.0""","""-0.24""","""1.88""","""0.67"""
"""444528.0""","""20.01""","""-9.53""","""-3.14"""
"""444629.0""","""4.04""","""-2.2""","""-0.98"""
"""444730.0""","""-1.29""","""-2.75""","""-0.59"""
"""444831.0""","""-5.49""","""12.24""","""-0.59"""
"""444932.0""","""13.89""","""0.43""","""-1.26"""
"""445033.0""","""3.26""","""-16.2""","""0.12"""
"""445134.0""","""-3.18""","""-1.88""","""2.2"""
"""445235.0""","""20.01""","""-5.14""","""4.51"""
"""445336.0""","""7.14""","""-2.86""","""-1.22"""
"""445437.0""","""-3.37""","""2.2""","""3.57"""
"""445538.0""","""-15.38""","""0.9""","""0.94"""
"""445639.0""","""16.24""","""-3.45""","""0.43"""
"""445740.0""","""1.41""","""-5.37""","""1.37"""
"""445841.0""","""-6.35""","""3.96""","""1.45"""
"""445942.0""","""8.24""","""-2.47""","""4.08"""
"""446043.0""","""10.32""","""-1.02""","""-1.26"""
"""446144.0""","""-12.28""","""4.16""","""3.49"""
"""446245.0""","""20.01""","""-20.01""","""8.47"""
"""446346.0""","""16.83""","""-4.59""","""13.18"""
"""446447.0""","""1.65""","""-0.08""","""2.24"""
"""446548.0""","""-12.24""","""-2.55""","""3.45"""
"""446649.0""","""20.01""","""-20.01""","""-20.01"""
"""446750.0""","""16.24""","""6.55""","""0.27"""
"""446851.0""","""-17.42""","""1.45""","""2.98"""
"""446952.0""","""20.01""","""-2.59""","""13.26"""
"""447053.0""","""9.73""","""-11.45""","""16.55"""
"""447154.0""","""5.02""","""1.45""","""2.55"""
"""447255.0""","""-10.98""","""-0.75""","""4.0"""
"""447356.0""","""20.01""","""-20.01""","""-17.1"""
"""447457.0""","""10.4""","""0.47""","""2.71"""
"""447558.0""","""-10.94""","""-1.45""","""4.63"""
"""447659.0""","""1.92""","""-3.18""","""2.98"""
"""447760.0""","""14.63""","""-6.94""","""-1.18"""
"""447861.0""","""4.08""","""4.51""","""-2.43"""
"""447962.0""","""-7.49""","""-7.34""","""1.29"""
"""448063.0""","""20.01""","""-16.83""","""-1.45"""
"""448164.0""","""10.9""","""-0.04""","""1.41"""
"""448265.0""","""-13.38""","""-1.84""","""7.02"""
"""448366.0""","""2.71""","""-4.86""","""2.24"""
"""448467.0""","""20.01""","""8.94""","""-5.3"""
"""448568.0""","""5.61""","""3.96""","""-1.06"""
"""448669.0""","""-5.73""","""-8.24""","""-0.43"""
"""448770.0""","""2.31""","""-0.04""","""15.18"""
"""448871.0""","""20.01""","""2.67""","""-2.82"""
"""448972.0""","""0.55""","""-0.16""","""-1.26"""
"""449073.0""","""1.45""","""-2.47""","""1.29"""
"""449174.0""","""2.0""","""6.75""","""-2.63"""
"""449275.0""","""11.57""","""-6.63""","""3.33"""
"""449376.0""","""2.51""","""-3.3""","""-1.37"""
"""449477.0""","""-7.69""","""-5.69""","""3.37"""
"""449578.0""","""15.06""","""2.24""","""4.24"""
"""449679.0""","""13.02""","""-3.22""","""-0.27"""
"""449780.0""","""-10.04""","""2.79""","""4.51"""
"""449881.0""","""13.96""","""-18.28""","""-18.59"""
"""449982.0""","""7.61""","""-11.22""","""9.85"""
"""450083.0""","""8.08""","""0.39""","""-1.49"""
"""450184.0""","""-6.47""","""-8.67""","""1.41"""
"""450285.0""","""20.01""","""-16.87""","""-20.01"""
"""450386.0""","""16.51""","""0.82""","""-0.47"""
"""450487.0""","""1.49""","""5.92""","""1.18"""
"""450588.0""","""-1.49""","""-6.51""","""-1.53"""
"""450689.0""","""4.51""","""-3.49""","""14.16"""
"""450790.0""","""4.35""","""-2.12""","""3.26"""
"""450891.0""","""3.96""","""1.18""","""2.82"""
"""450992.0""","""-3.22""","""-5.37""","""-0.78"""
"""451093.0""","""20.01""","""-8.04""","""-8.79"""
"""451194.0""","""10.32""","""-1.18""","""1.69"""
"""451295.0""","""-6.12""","""5.84""","""3.84"""
"""451396.0""","""12.32""","""-0.16""","""20.01"""
"""451497.0""","""20.01""","""1.49""","""-3.22"""
"""451598.0""","""8.9""","""-4.55""","""-0.63"""
"""451699.0""","""-4.71""","""-1.65""","""0.75"""
"""451800.0""","""20.01""","""-15.89""","""-12.75"""
"""451901.0""","""20.01""","""-4.16""","""0.86"""
"""452002.0""","""0.31""","""2.2""","""2.94"""
"""452103.0""","""0.71""","""-6.12""","""1.65"""
"""452204.0""","""20.01""","""2.28""","""12.08"""
"""452305.0""","""11.34""","""1.53""","""1.33"""
"""452406.0""","""-0.86""","""-8.87""","""-3.84"""
"""452507.0""","""-2.75""","""-3.61""","""3.88"""
"""452608.0""","""20.01""","""-6.39""","""4.24"""
"""452709.0""","""9.61""","""-2.63""","""-0.9"""
"""452810.0""","""-12.32""","""9.53""","""3.22"""
"""452911.0""","""20.01""","""-19.97""","""-10.51"""
"""453012.0""","""18.4""","""-4.47""","""7.92"""
"""453113.0""","""5.45""","""-2.12""","""0.51"""
"""453214.0""","""-8.71""","""-0.98""","""3.8"""
"""453315.0""","""20.01""","""0.16""","""1.49"""
"""453416.0""","""20.01""","""2.31""","""3.61"""
"""453517.0""","""-9.81""","""6.83""","""1.88"""
"""453618.0""","""2.94""","""-4.63""","""0.27"""
"""453719.0""","""20.01""","""2.82""","""20.01"""
"""453820.0""","""13.69""","""0.16""","""1.53"""
"""453921.0""","""4.24""","""-0.08""","""-4.55"""
"""454022.0""","""-2.31""","""0.35""","""-0.24"""
"""454123.0""","""12.67""","""-2.2""","""-3.57"""
"""454224.0""","""15.3""","""0.94""","""-0.04"""
"""454325.0""","""-9.1""","""5.69""","""1.18"""
"""454426.0""","""20.01""","""-14.24""","""-7.57"""
"""454527.0""","""15.85""","""-0.78""","""12.2"""
"""454628.0""","""4.31""","""-2.67""","""0.35"""
"""454729.0""","""-10.32""","""-1.92""","""5.73"""
"""454830.0""","""14.44""","""-9.41""","""12.28"""
"""454931.0""","""20.01""","""-3.77""","""4.43"""
"""455032.0""","""-3.14""","""-0.67""","""1.73"""
"""455133.0""","""5.53""","""-0.9""","""1.84"""
"""455234.0""","""-2.47""","""13.06""","""1.8"""
"""455335.0""","""17.14""","""0.98""","""0.35"""
"""455436.0""","""2.98""","""-7.3""","""-0.04"""
"""455537.0""","""-4.59""","""-0.51""","""-2.63"""
"""455638.0""","""20.01""","""-20.01""","""-0.12"""
"""455739.0""","""19.73""","""1.1""","""-3.1"""
"""455840.0""","""-8.87""","""1.33""","""3.88"""
"""455941.0""","""-0.71""","""-1.69""","""3.65"""
"""456042.0""","""20.01""","""3.53""","""-20.01"""
"""456143.0""","""9.96""","""-0.31""","""3.33"""
"""456244.0""","""-1.37""","""-7.65""","""-5.3"""
"""456345.0""","""-2.47""","""-1.06""","""11.06"""
"""456446.0""","""20.01""","""1.8""","""5.96"""
"""456547.0""","""-2.47""","""-2.39""","""2.47"""
"""456648.0""","""3.14""","""-1.8""","""-7.3"""
"""456749.0""","""-0.35""","""19.02""","""15.34"""
"""456850.0""","""15.06""","""8.75""","""-1.77"""
"""456951.0""","""-1.57""","""-8.0""","""-4.63"""
"""457052.0""","""-1.1""","""1.41""","""-1.06"""
"""457153.0""","""20.01""","""-4.63""","""-1.96"""
"""457254.0""","""14.47""","""-2.24""","""0.27"""
"""457355.0""","""-10.75""","""4.39""","""-3.1"""
"""457456.0""","""17.93""","""-13.89""","""14.2"""
"""457557.0""","""8.71""","""-5.53""","""12.75"""
"""457658.0""","""7.81""","""-0.31""","""-0.2"""
"""457759.0""","""-9.14""","""-5.33""","""3.45"""
"""457860.0""","""9.92""","""-2.94""","""13.26"""
"""457961.0""","""20.01""","""2.31""","""-1.61"""
"""458062.0""","""0.51""","""-2.16""","""-0.08"""
"""458163.0""","""3.45""","""-0.82""","""-3.41"""
"""458264.0""","""-4.79""","""20.01""","""1.06"""
"""458365.0""","""18.44""","""8.28""","""0.63"""
"""458466.0""","""3.84""","""-8.36""","""-1.96"""
"""458567.0""","""-6.9""","""0.55""","""-0.51"""
"""458668.0""","""20.01""","""-19.5""","""7.73"""
"""458769.0""","""20.01""","""-7.34""","""-3.84"""
"""458870.0""","""-11.41""","""-0.04""","""2.94"""
"""458971.0""","""2.67""","""-8.43""","""-0.31"""
"""459072.0""","""20.01""","""11.49""","""7.14"""
"""459173.0""","""9.06""","""7.49""","""1.26"""
"""459274.0""","""2.82""","""-1.02""","""-2.39"""
"""459375.0""","""-2.98""","""-0.24""","""1.1"""
"""459476.0""","""20.01""","""-3.65""","""-7.37"""
"""459577.0""","""6.55""","""-1.02""","""-0.35"""
"""459678.0""","""-6.35""","""8.0""","""-2.71"""
"""459779.0""","""20.01""","""-17.89""","""-0.63"""
"""459880.0""","""17.97""","""-1.53""","""6.47"""
"""459981.0""","""3.1""","""-5.37""","""1.06"""
"""460082.0""","""-12.04""","""1.33""","""4.51"""
"""460183.0""","""20.01""","""-10.08""","""8.83"""
"""460284.0""","""20.01""","""-2.63""","""-2.28"""
"""460385.0""","""-5.14""","""0.98""","""3.3"""
"""460486.0""","""4.94""","""-3.88""","""-3.61"""
"""460587.0""","""-12.47""","""13.49""","""-6.47"""
"""460688.0""","""15.02""","""3.8""","""1.8"""
"""460789.0""","""7.96""","""1.1""","""-0.9"""
"""460890.0""","""-6.71""","""9.65""","""0.75"""
"""460991.0""","""20.01""","""-8.2""","""-17.46"""
"""461092.0""","""18.59""","""6.9""","""-2.71"""
"""461193.0""","""-11.49""","""-1.45""","""7.65"""
"""461294.0""","""5.81""","""-2.94""","""4.82"""
"""461395.0""","""19.77""","""-5.61""","""-2.0"""
"""461496.0""","""6.55""","""2.12""","""1.57"""
"""461597.0""","""-3.37""","""-11.26""","""-4.47"""
"""461698.0""","""0.9""","""5.3""","""13.93"""
"""461799.0""","""20.01""","""-1.73""","""-9.41"""
"""461900.0""","""4.47""","""-2.31""","""-0.16"""
"""462001.0""","""-6.55""","""6.39""","""-3.53"""
"""462102.0""","""-10.87""","""15.73""","""-9.73"""
"""462203.0""","""15.26""","""1.14""","""1.22"""
"""462304.0""","""3.06""","""-9.3""","""-0.39"""
"""462405.0""","""-7.06""","""2.35""","""0.51"""
"""462506.0""","""11.65""","""-9.96""","""7.53"""
"""462607.0""","""14.55""","""4.63""","""2.43"""
"""462708.0""","""-15.85""","""-1.37""","""0.94"""
"""462809.0""","""4.71""","""-3.06""","""0.55"""
"""462910.0""","""20.01""","""6.63""","""-20.01"""
"""463011.0""","""6.39""","""-0.04""","""-1.37"""
"""463112.0""","""-1.37""","""-4.47""","""-1.37"""
"""463213.0""","""1.02""","""-6.55""","""0.47"""
"""463314.0""","""20.01""","""-1.06""","""-0.63"""
"""463415.0""","""0.71""","""-0.35""","""0.94"""
"""463516.0""","""-2.08""","""3.73""","""-2.55"""
"""463617.0""","""-7.26""","""-3.26""","""-5.26"""
"""463718.0""","""17.1""","""-2.0""","""4.24"""
"""463819.0""","""4.82""","""-9.89""","""0.04"""
"""463920.0""","""-9.81""","""2.35""","""1.1"""
"""464021.0""","""20.01""","""-20.01""","""-17.26"""
"""464122.0""","""12.24""","""-1.29""","""1.18"""
"""464223.0""","""-14.83""","""-0.12""","""5.1"""
"""464324.0""","""9.3""","""-4.28""","""2.39"""
"""464425.0""","""20.01""","""-5.45""","""-10.04"""
"""464526.0""","""5.45""","""0.71""","""-0.24"""
"""464627.0""","""-5.73""","""-9.69""","""-0.39"""
"""464728.0""","""10.0""","""6.0""","""17.18"""
"""464829.0""","""20.01""","""-9.53""","""-20.01"""
"""464930.0""","""-2.24""","""0.9""","""2.43"""
"""465031.0""","""2.9""","""0.27""","""-1.8"""
"""465132.0""","""-19.73""","""19.06""","""-9.81"""
"""465233.0""","""14.04""","""5.96""","""-0.12"""
"""465334.0""","""4.0""","""-11.73""","""-0.47"""
"""465435.0""","""-8.43""","""4.9""","""-1.22"""
"""465536.0""","""20.01""","""-20.01""","""-6.47"""
"""465637.0""","""14.91""","""1.1""","""1.65"""
"""465738.0""","""-18.12""","""-2.86""","""6.98"""
"""465839.0""","""6.59""","""-7.61""","""3.65"""
"""465940.0""","""20.01""","""-2.47""","""-20.01"""
"""466041.0""","""5.37""","""-0.24""","""0.31"""
"""466142.0""","""-2.12""","""-5.3""","""-1.45"""
"""466243.0""","""-2.28""","""-6.0""","""4.67"""
"""466344.0""","""20.01""","""-6.04""","""11.69"""
"""466445.0""","""1.18""","""0.59""","""4.2"""
"""466546.0""","""-5.49""","""0.9""","""-1.37"""
"""466647.0""","""20.01""","""-20.01""","""4.16"""
"""466748.0""","""15.73""","""-2.51""","""11.69"""
"""466849.0""","""3.45""","""-5.33""","""1.14"""
"""466950.0""","""-12.16""","""3.06""","""3.3"""
"""467051.0""","""7.49""","""-10.16""","""17.14"""
"""467152.0""","""20.01""","""-5.37""","""4.16"""
"""467253.0""","""-2.31""","""-0.08""","""1.65"""
"""467354.0""","""4.82""","""-0.51""","""0.16"""
"""467455.0""","""20.01""","""19.53""","""20.01"""
"""467556.0""","""11.77""","""6.94""","""-1.49"""
"""467657.0""","""2.47""","""-7.57""","""-5.3"""
"""467758.0""","""-0.55""","""-2.0""","""-1.37"""
"""467859.0""","""20.01""","""0.16""","""5.33"""
"""467960.0""","""5.92""","""-2.12""","""1.18"""
"""468061.0""","""-3.37""","""3.92""","""-3.37"""
"""468162.0""","""20.01""","""-20.01""","""-20.01"""
"""468263.0""","""20.01""","""0.71""","""-0.27"""
"""468364.0""","""-0.55""","""-8.24""","""3.92"""
"""468465.0""","""-7.85""","""0.16""","""2.79"""
"""468566.0""","""20.01""","""-20.01""","""-13.42"""
"""468667.0""","""13.18""","""-3.06""","""0.59"""
"""468768.0""","""-17.5""","""5.57""","""0.12"""
"""468869.0""","""13.81""","""-2.28""","""3.96"""
"""468970.0""","""7.53""","""-10.83""","""13.26"""
"""469071.0""","""4.67""","""-2.16""","""-1.06"""
"""469172.0""","""-4.47""","""-5.65""","""0.9"""
"""469273.0""","""5.57""","""-0.63""","""15.61"""
"""469374.0""","""20.01""","""3.26""","""0.12"""
"""469475.0""","""-10.87""","""-2.55""","""-2.04"""
"""469576.0""","""2.2""","""-9.53""","""5.88"""
"""469677.0""","""20.01""","""-4.35""","""-7.53"""
"""469778.0""","""6.63""","""-0.55""","""-2.0"""
"""469879.0""","""-4.08""","""-9.65""","""1.57"""
"""469980.0""","""1.06""","""0.27""","""16.16"""
"""470081.0""","""20.01""","""5.37""","""-4.24"""
"""470182.0""","""4.04""","""-3.73""","""-2.39"""
"""470283.0""","""4.0""","""1.53""","""-0.24"""
"""470384.0""","""2.39""","""18.99""","""15.53"""
"""470485.0""","""13.14""","""4.55""","""-0.55"""
"""470586.0""","""0.24""","""-5.26""","""-2.63"""
"""470687.0""","""-0.55""","""6.71""","""0.55"""
"""470788.0""","""20.01""","""-3.1""","""-1.1"""
"""470889.0""","""4.12""","""-0.59""","""2.43"""
"""470990.0""","""-0.71""","""5.88""","""-4.28"""
"""471091.0""","""-6.28""","""-9.14""","""-10.12"""
"""471192.0""","""20.01""","""0.12""","""-0.39"""
"""471293.0""","""2.24""","""-10.71""","""2.16"""
"""471394.0""","""-8.55""","""3.06""","""-2.16"""
"""471495.0""","""20.01""","""-20.01""","""4.71"""
"""471596.0""","""13.57""","""-0.82""","""3.69"""
"""471697.0""","""-16.87""","""7.02""","""2.08"""
"""471798.0""","""17.26""","""3.57""","""4.43"""
"""471899.0""","""19.34""","""-2.94""","""0.27"""
"""472000.0""","""3.8""","""3.26""","""-0.16"""
"""472101.0""","""-9.34""","""-4.43""","""5.33"""
"""472202.0""","""6.08""","""1.65""","""19.65"""
"""472303.0""","""20.01""","""1.33""","""0.9"""
"""472404.0""","""-4.94""","""-2.2""","""1.02"""
"""472505.0""","""1.06""","""-3.84""","""0.16"""
"""472606.0""","""13.14""","""20.01""","""20.01"""
"""472707.0""","""12.43""","""0.9""","""-2.86"""
"""472808.0""","""2.39""","""-12.4""","""-5.49"""
"""472909.0""","""-2.31""","""1.88""","""2.63"""
"""473010.0""","""20.01""","""-4.79""","""1.57"""
"""473111.0""","""1.41""","""-3.33""","""0.0"""
"""473212.0""","""3.65""","""0.16""","""0.55"""
"""473313.0""","""-5.18""","""10.28""","""-1.26"""
"""473414.0""","""13.49""","""-2.79""","""2.94"""
"""473515.0""","""2.55""","""-4.0""","""-5.3"""
"""473616.0""","""-1.8""","""4.67""","""0.94"""
"""473717.0""","""9.06""","""0.08""","""5.65"""
"""473818.0""","""6.71""","""-1.14""","""1.45"""
"""473919.0""","""-2.35""","""11.18""","""0.35"""
"""474020.0""","""-11.14""","""2.55""","""3.88"""
"""474121.0""","""14.36""","""-4.71""","""3.41"""
"""474222.0""","""4.0""","""-2.71""","""2.94"""
"""474323.0""","""-10.08""","""3.69""","""1.65"""
"""474424.0""","""-4.39""","""-11.38""","""7.85"""
"""474525.0""","""10.83""","""0.78""","""2.9"""
"""4.746262E7""","""-16.99""","""2.31""","""6.35"""
"""474828.0""","""11.45""","""-3.57""","""10.83"""
"""475131.0""","""20.01""","""-13.49""","""-17.5"""
"""475232.0""","""13.69""","""-1.41""","""12.55"""
"""475333.0""","""-11.92""","""0.86""","""3.88"""
"""475434.0""","""-0.08""","""-7.53""","""2.75"""
"""475535.0""","""19.06""","""12.87""","""20.01"""
"""475636.0""","""10.47""","""0.98""","""-3.57"""
"""475737.0""","""-1.73""","""-10.59""","""-4.9"""
"""475838.0""","""2.2""","""5.06""","""1.33"""
"""475939.0""","""20.01""","""15.57""","""-6.16"""
"""476040.0""","""4.24""","""-1.49""","""4.43"""
"""476141.0""","""-6.0""","""3.8""","""-3.61"""
"""476242.0""","""20.01""","""-20.01""","""5.57"""
"""476343.0""","""12.36""","""-6.71""","""11.61"""
"""476444.0""","""2.86""","""-6.59""","""-1.02"""
"""476545.0""","""-10.59""","""3.57""","""2.51"""
"""476646.0""","""20.01""","""-20.01""","""-20.01"""
"""476747.0""","""16.04""","""-0.86""","""1.26"""
"""476848.0""","""-12.32""","""1.57""","""1.77"""
