Time [sec],ACC X,ACC Y,ACC Z
12.348,2.39,-11.38,1.26
12.4,0.47,-8.94,0.16
12.466,1.18,-10.51,1.41
12.505,1.57,-10.83,3.06
12.551,0.08,-6.83,-0.12
12.602,-0.67,-8.04,0.39
12.663,-0.12,-9.92,0.31
12.71,-0.24,-8.51,-0.08
12.768,0.12,-8.08,0.2
12.802,1.92,-9.85,1.37
12.856,-1.02,-10.36,1.14
12.908,0.51,-12.83,0.27
12.963,2.24,-12.04,4.43
13.016,1.88,-9.89,1.61
13.061,3.02,-14.4,2.43
13.128,0.78,-10.79,0.47
13.177,-0.08,-7.96,-0.43
13.228,0.71,-6.63,0.08
13.277,1.14,-9.77,-0.75
13.312,1.06,-7.53,-0.9
13.368,-0.63,-7.53,-1.77
13.427,0.27,-10.87,-1.8
13.475,0.82,-12.91,0
13.526,0.47,-12.12,-2.98
13.586,4.63,-15.06,3.92
13.882,3.06,-8.83,1.29
13.891,1.53,-10.67,1.33
13.914,0,-7.45,0.08
13.973,-0.16,-8.28,0.08
14.045,-0.63,-9.14,0.78
14.076,1.77,-10.08,1.37
14.135,-2.63,-10.55,0.12
14.186,1.57,-14.16,2.39
14.241,3.45,-11.26,4.16
14.291,1.41,-10.87,0.67
14.384,2.04,-14.44,1.8
14.391,-0.27,-9.81,0.16
14.437,0.04,-7.96,-0.51
14.487,0.82,-6.86,-0.27
14.549,0.47,-7.49,-0.63
14.601,0.12,-7.65,-0.9
14.655,-0.71,-7.85,-1.84
14.694,0.04,-10.63,-0.55
14.746,-0.9,-12.16,-2.79
14.8,0.9,-11.57,-1.96
14.852,5.3,-15.02,3.65
14.906,2.2,-7.02,0.86
14.958,0.08,-10.4,0.47
15.037,1.69,-10.12,1.1
15.068,1.45,-9.73,1.49
15.101,0.35,-7.45,0.55
15.156,-0.04,-9.02,0.27
15.196,0.39,-8.51,-0.16
15.246,-0.04,-8.55,-0.12
15.302,0.78,-8.98,1.02
15.35,-0.27,-9.96,1.84
15.401,-0.55,-13.3,-0.27
15.46,1.02,-15.06,2
15.512,2.75,-10.08,2.31
15.564,2.47,-12,2.12
15.624,1.61,-14.08,1.29
15.657,1.02,-8.08,0.04
15.758,0.39,-7.69,-0.08
15.766,0.39,-6.55,-0.12
15.83,0.39,-7.41,-0.82
15.884,-0.71,-6.71,-1.57
15.914,-0.43,-9.69,-2.31
15.982,1.69,-14.59,1.33
16.022,-0.43,-10.9,-3.65
16.086,4.59,-17.1,3.57
16.138,1.77,-8.98,1.22
16.191,1.61,-10.24,1.69
16.221,-0.75,-9.81,-0.39
16.317,2.63,-11.02,2.47
16.328,0.43,-7.18,1.29
16.371,-0.86,-7.77,0.31
16.434,0,-9.38,0.55
16.481,-0.27,-8.51,0.47
16.531,-0.2,-8.87,0.39
16.575,1.33,-10.08,0.94
16.632,-1.22,-10.4,0.16
16.681,-0.47,-12.83,-0.51
16.737,-0.12,-12.98,3.41
16.786,2.12,-10.51,1.96
16.845,3.06,-14.04,3.37
16.895,1.53,-12.24,0.82
16.949,0.51,-9.18,0.16
17.025,0.51,-5.81,-0.12
17.035,-0.63,-7.65,-0.71
17.102,-0.08,-8.63,-0.71
17.136,-0.24,-7.53,-2.28
17.193,-0.31,-11.02,-2.47
17.243,0.27,-12.47,-0.86
17.312,-0.98,-8.9,-3.37
17.34,3.57,-17.18,1.92
17.395,5.26,-12.43,2.2
17.452,0.39,-8.08,0.63
17.505,0.71,-9.57,1.06
17.555,1.61,-11.69,1.73
17.664,0.63,-7.61,0.78
17.675,-0.82,-7.88,0.39
17.723,-0.35,-9.06,0.59
17.759,0.04,-8.32,-0.08
17.813,0.04,-8.24,0.16
17.867,1.84,-9.92,1.37
17.922,-0.86,-10.63,0.71
17.969,-1.22,-12.67,-1.8
18.001,0.24,-12.83,3.53
18.052,3.14,-11.02,2.16
18.106,2.82,-12.24,0.63
18.177,0.59,-13.06,1.69
18.212,0,-8.28,-0.39
18.296,0.12,-6.86,-0.51
18.31,0.08,-7.57,-0.2
18.363,-0.08,-9.73,-0.27
18.419,-0.51,-7.45,-1.49
18.47,-0.39,-9.92,-2.51
18.533,-0.24,-12.59,-0.43
18.589,-1.77,-10.47,-3.69
18.616,2.9,-13.77,1.22
18.663,7.57,-13.85,3.1
18.716,-0.9,-7.1,0.47
18.765,0.55,-10.75,1.22
18.827,3.77,-11.77,4.39
18.928,0.31,-7.49,0.16
18.937,-0.78,-8.24,0.31
19.158,-0.04,-8.71,0.12
19.165,0,-7.69,-0.43
19.171,-0.43,-8.39,0.55
19.182,1.92,-10.04,1.14
19.187,-0.59,-10.75,0.16
19.226,-0.82,-12.28,-1.02
19.281,2.04,-13.61,5.33
19.341,0.86,-11.73,1.18
19.396,1.84,-13.3,1.65
19.444,-0.51,-10.4,0.12
19.497,0.2,-7.3,-0.24
19.604,0.12,-6.83,-0.16
19.616,1.06,-8.24,-0.04
19.638,0.16,-7.53,-0.31
19.691,-0.63,-8,-1.88
19.739,-0.35,-9.57,-1.37
19.792,0.43,-14.63,-0.75
19.839,-1.22,-9.02,-4.55
19.89,6.59,-17.5,4.55
19.949,1.41,-10.4,3.02
20.004,0.63,-11.34,1.53
20.057,0.59,-11.14,1.1
20.092,1.57,-8.43,-0.27
20.146,-0.27,-7.65,0
20.229,-0.43,-8.47,0.67
20.262,-0.16,-8.55,-0.08
20.327,-0.47,-8.67,-0.39
20.368,-0.08,-8.28,0.59
20.398,1.22,-8.98,0.94
20.449,-0.94,-11.57,0.9
20.501,-0.82,-13.34,0.51
20.56,4.86,-12.83,5.33
20.608,1.77,-11.02,0.55
20.656,2.31,-13.14,1.84
20.707,-0.27,-9.85,0.35
20.809,0.67,-7.69,-0.82
20.821,0.08,-6.79,-0.43
20.862,0.43,-8.28,-0.47
20.912,0.75,-7.45,-1.1
20.967,-0.82,-7.26,-1.77
21.025,0.24,-9.81,-1.1
21.076,0.71,-14.95,-1.18
21.123,0.55,-8.98,-1.18
21.175,5.65,-13.53,-0.04
21.226,1.26,-8.32,1.14
21.279,1.92,-11.45,2.04
21.318,1.14,-10.32,0.82
21.368,0.86,-9.18,1.45
21.502,0.51,-6.32,0.16
21.511,-0.16,-8.39,-0.12
21.539,0.2,-8.98,-0.24
21.609,-0.04,-8.08,-0.16
21.639,0.04,-9.1,0.31
21.675,1.45,-9.92,2.12
21.726,-1.14,-10.24,0.31
21.775,-0.12,-14.32,2.43
21.848,4.55,-11.77,2.79
21.899,2.31,-11.89,0.82
21.929,1.88,-14.36,1.18
21.994,1.14,-9.65,0.27
22.16,1.06,-6.83,-0.86
22.206,0,-7.26,-0.9
22.236,-0.47,-8.75,-2.94
22.291,0,-9.73,0.75
22.346,-0.12,-10.67,-4.51
22.398,5.41,-16.36,4.82
22.45,2.94,-9.85,1.61
22.505,1.22,-10.71,1.88
22.561,-0.71,-7.88,-0.67
22.588,2.67,-10.94,2.59
22.651,0.31,-7.49,-0.12
22.816,1.1,-7.34,-0.31
22.879,-0.08,-8.16,0.2
22.906,1.18,-9.69,2.04
22.95,-1.8,-10.9,0.55
23.008,-0.35,-15.53,3.14
23.055,5.84,-12.55,2.75
23.109,0.98,-13.73,2.12
23.157,1.33,-13.3,1.73
23.214,0.78,-8.24,-0.59
23.262,-0.08,-6.67,-0.12
23.368,1.18,-5.61,-0.31
23.378,0.63,-7.45,-1.26
23.421,0.2,-6.86,-1.88
23.474,0.12,-9.57,-2
23.508,1.57,-12.75,-0.31
23.561,2.47,-10,-3.8
23.612,9.45,-13.38,2.79
23.67,-0.47,-8.36,4
23.718,2.08,-11.77,1.29
23.77,1.06,-10.2,0.2
23.823,0.75,-9.18,1.02
23.874,0.43,-6.9,0.39
24.022,1.26,-7.73,0.71
24.078,0.82,-9.45,1.29
24.13,0.86,-10.12,2.2
24.434,-1.73,-11.02,-2.39
24.442,1.1,-13.02,0.43
24.456,4.59,-10.87,3.84
24.475,0.12,-7.26,-0.04
24.533,-0.24,-6.55,-0.55
24.584,1.49,-5.18,-0.98
24.67,0.16,-6.2,-1.57
24.694,0.94,-8.87,-0.2
24.745,2.43,-12.32,0.51
24.803,-0.78,-9.73,-3.88
24.854,5.02,-18.79,-1.84
24.907,0.71,-10.87,3.02
24.936,2.24,-9.45,1.49
24.989,4.35,-11.85,1.26
25.063,2.31,-12.71,5.41
25.093,1.06,-7.49,2.08
25.145,0.27,-7.69,0
25.198,-0.78,-8.55,-0.35
25.245,-0.31,-7.53,-0.71
25.294,1.18,-8.55,1.1
25.358,2.79,-9.73,1.53
25.406,-0.35,-11.18,0.78
25.449,-0.94,-13.77,-0.86
25.51,3.73,-13.26,3.77
25.558,2.67,-8.98,-0.35
25.616,2,-14.55,1.88
25.665,3.49,-12.2,1.57
25.722,0.59,-8.04,-1.18
25.773,0.51,-6.71,0.04
25.824,0.78,-5.65,-0.35
25.858,1.8,-5.69,-0.9
26.031,1.14,-13.45,-2.16
26.082,3.57,-12.36,-3.14
26.108,7.41,-12.75,-3.77
26.163,2,-9.65,1.61
26.214,2.86,-11.38,1.06
26.265,3.18,-10.24,2.16
26.321,0.63,-7.57,1.33
26.369,0.71,-7.06,0.39
26.429,0.39,-8.9,0.04
26.479,0.39,-8.08,0
26.535,0.04,-8.59,0.71
26.624,2,-8.75,1.65
26.633,-0.47,-10.08,0.82
26.68,1.33,-12.63,-0.75
26.744,0.67,-13.69,5.26
26.777,5.1,-11.1,2.79
26.827,3.57,-12.79,2.24
26.893,2.39,-12.94,1.14
26.945,1.57,-8.2,0.2
26.992,0.39,-6.32,-0.08
27.043,0.98,-6.43,-0.86
27.099,1.22,-7.1,-0.63
27.194,0.47,-7.53,-1.41
27.205,1.49,-9.49,-2.43
27.25,1.8,-12.67,0.9
27.306,-0.82,-11.45,-4.98
27.33,4.79,-17.3,5.14
27.386,3.22,-10.16,0.94
27.461,2.51,-11.85,1.73
27.486,0.75,-6.04,0.55
27.545,2.39,-9.45,1.61
27.605,0.59,-7.81,1.53
27.659,0.12,-9.18,0.9
27.714,0.31,-8.83,-0.16
27.766,-0.59,-8.08,-0.27
27.839,1.14,-8.67,1.14
27.848,2.71,-9.38,1.57
27.917,-0.43,-10.51,0.78
27.968,0.12,-13.02,0.51
27.995,4.9,-15.38,5.33
28.052,2.43,-9.61,0.39
28.107,4.31,-12.55,2.55
28.17,2.12,-10.71,0.51
28.219,0.86,-6.98,-0.31
28.266,0.31,-6.28,-0.24
28.304,1.02,-6.75,-0.63
28.355,1.06,-7.41,-1.1
28.51,1.53,-13.42,-1.88
28.584,1.69,-10.63,-2.94
28.617,7.65,-15.73,2.43
28.669,2.28,-7.53,2.16
28.727,1.53,-10.59,1.49
28.781,3.3,-10.36,2.79
28.834,1.41,-8.83,1.88
28.883,0.94,-7.18,0.31
28.914,0.86,-9.18,0.51
28.972,0.63,-7.69,0.35
29.026,0.55,-7.81,0.04
29.081,0.12,-9.65,0.98
29.17,1.84,-9.73,1.92
29.183,-0.2,-10.36,0.71
29.221,1.92,-14.08,2.75
29.28,5.96,-11.89,2.86
29.332,2.9,-11.85,1.92
29.389,2.51,-12.43,1.92
29.425,1.77,-8.83,-0.24
29.72,0.63,-7.45,-0.43
29.727,1.1,-6.71,-0.24
29.737,1.26,-7.37,-0.78
29.895,2.55,-10.51,1.73
29.95,1.26,-11.45,0.71
30.005,0.55,-7.92,0.31
30.052,2.55,-9.65,0.12
30.103,1.69,-7.22,0.71
30.166,0.67,-8,0.43
30.188,0.75,-7.61,0
30.246,0.59,-8,-0.16
30.315,1.14,-8.94,1.02
30.394,0.75,-9.92,0.94
30.403,-2.43,-11.34,1.8
30.454,2.75,-15.02,3.84
30.506,5.22,-10.16,0.04
30.557,3.1,-12.87,1.84
30.612,2.98,-12.4,2.16
30.663,2.31,-8,0.47
30.726,1.33,-7.57,-0.24
30.769,0.59,-6.75,-0.47
30.819,1.69,-7.34,-0.98
30.851,0.82,-6.86,-1.77
30.907,1.26,-8.94,-2.24
30.965,2.43,-11.92,0.55
31.051,-0.04,-10.71,-4.98
31.061,6.51,-17.77,4.94
31.129,5.06,-7.88,0.08
31.177,2.51,-11.96,1.29
31.229,0.24,-6.75,0.39
31.278,2.43,-8.9,0.9
31.311,0.71,-8.04,1.33
31.371,0.12,-8.59,0.86
31.417,0.75,-8.71,-0.08
31.473,0.86,-7.61,-0.27
31.525,0.78,-8.71,1.06
31.582,2.47,-9.41,2.28
31.636,0.51,-10.63,-0.47
31.727,1.14,-13.1,1.92
31.737,6.98,-12.51,4.12
31.788,1.49,-11.85,1.69
31.836,4.2,-13.61,2.12
31.888,2.12,-10.4,1.06
31.944,1.29,-7.96,-0.47
31.995,0.39,-6.47,-0.04
32.027,1.02,-6.08,-0.27
32.081,2.16,-7.53,-1.14
32.146,0.04,-8,-2.47
32.194,0.75,-10.24,-0.63
32.312,2.63,-13.38,-1.14
32.324,3.92,-11.89,-1.45
32.343,5.33,-11.92,-1.49
32.388,1.37,-9.61,0.51
32.435,3.22,-10.4,0.63
32.506,3.92,-11.53,6.28
32.544,2.47,-7.22,2.08
32.596,0.78,-7.34,0.86
32.645,0.59,-8.79,-0.04
32.699,0.2,-8.67,-0.04
32.747,0.67,-8.59,0.24
32.8,2.28,-8.59,0.98
32.855,1.92,-9.38,3.02
32.906,1.33,-12.47,1.26
32.99,1.77,-14.12,2.24
33.023,4.08,-9.96,0.24
33.063,4.24,-13.89,1.84
33.122,2.43,-12.63,0.78
33.15,1.73,-7.61,-0.35
33.206,1.02,-6.28,0.08
33.257,1.1,-6.83,-0.94
33.316,1.61,-7.57,-0.78
33.375,1.18,-6.9,-1.69
33.402,1.29,-9.02,-2.55
33.456,4,-13.85,0.94
33.512,2.75,-12.91,-2.75
33.593,8,-13.3,2.59
33.615,3.57,-6.71,2.28
33.668,2.75,-12.16,1.18
33.715,2.51,-8.2,0.63
33.765,2.16,-8,2
33.813,0.2,-6.67,-0.39
33.865,0.98,-9.18,0.59
33.923,1.06,-8.47,-0.12
33.972,0.78,-8.08,0.31
34.025,0.94,-9.1,1.49
34.086,0.82,-9.41,3.84
34.136,-0.39,-11.18,1.33
34.19,1.41,-13.65,1.8
34.223,6.43,-10.67,2.82
34.298,4.75,-12.43,2.94
34.32,3.96,-13.14,1.61
34.398,2.08,-7.61,-0.31
34.425,0.75,-6.16,0.24
34.483,1.57,-6.55,-1.22
34.538,1.69,-7.3,-0.98
34.586,1.06,-6.35,-2.31
34.642,1.8,-9.53,-1.53
34.685,3.18,-15.02,-1.33
34.733,4.04,-12.2,-1.29
35.006,6.16,-11.22,-0.86
35.017,3.65,-10.47,3.3
35.033,1.84,-6.9,1.73
35.046,1.18,-6.86,0.39
35.091,0.55,-9.57,0.67
35.142,0.82,-7.92,0
35.188,0.35,-8.59,0.78
35.24,3.33,-8.83,1.88
35.305,0.78,-10.47,1.22
35.361,2.28,-13.02,-0.47
35.417,5.26,-12.4,6.28
35.44,3.57,-9.92,1.49
35.496,4.59,-14.24,2.31
35.577,3.49,-10.55,0.9
35.598,1.29,-6.83,-0.24
35.681,1.53,-6.67,0.08
35.711,1.26,-5.73,-0.55
35.762,2.67,-7.57,-1.29
35.818,-0.04,-7.92,-2.82
35.876,0.86,-9.77,-0.31
35.928,2.39,-13.02,-2
35.956,3.96,-11.53,-1.88
36.017,7.22,-12.83,1.37
36.077,2.75,-6.16,0.71
36.183,1.92,-11.3,0.78
36.194,4.55,-10,2.59
36.226,3.57,-8.24,1.37
36.277,1.29,-6.16,1.02
36.328,1.57,-8.75,0.63
36.384,1.37,-8.32,0.39
36.415,0.59,-7.88,0.31
36.478,3.88,-9.06,1.88
36.532,1.1,-9.53,2.31
36.587,1.37,-12.32,1.41
36.636,1.69,-14.08,5.18
36.683,4.9,-10.94,2.9
36.732,5.06,-11.96,1.53
36.782,3.33,-11.41,1.41
36.846,1.18,-8.32,-0.27
36.869,0.9,-6,0.08
36.923,1.73,-5.88,-0.94
36.983,1.26,-6.94,-1.57
37.029,-0.27,-7.49,-2.94
37.08,2.31,-8.79,-0.59
37.132,1.92,-14.28,-3.45
37.191,4.9,-14.12,-0.86
37.25,2.94,-10.59,0.04
37.293,2.71,-9.57,-0.16
37.329,3.33,-8.47,0.94
37.384,3.02,-11.89,3.02
37.501,1.33,-8.47,3.14
37.511,1.41,-6.47,0.63
37.553,2.2,-7.88,1.33
37.606,2.16,-7.85,0.9
37.656,1.61,-8.63,0.75
37.699,2.82,-8.63,1.65
37.752,1.41,-9.38,2.86
37.811,0.59,-11.02,1.53
37.862,0.31,-12.28,4.35
37.917,8.2,-12.16,4
37.949,3.02,-11.73,0.43
38.063,5.33,-14.4,4.2
38.072,3.65,-9.73,-0.47
38.092,0.98,-6.59,-0.08
38.15,1.02,-5.73,-0.31
38.201,1.57,-6.16,-0.59
38.261,2.31,-6.63,-1.33
38.297,1.73,-9.06,-1.96
38.351,2.2,-10.87,-0.59
38.413,2.31,-10.98,-4.24
38.462,6.9,-11.73,0.24
38.512,9.57,-12.91,3.22
38.566,2.04,-6.75,1.8
38.606,3.92,-9.1,1.65
38.764,0.78,-7.06,0.67
38.82,1.26,-9.81,0.39
38.877,0.75,-8.51,0.27
38.93,1.02,-7.06,1.02
38.978,2.71,-8.43,2.12
39.016,2.75,-10.08,2.75
39.065,0.16,-10.71,2.24
39.141,2.98,-13.57,3.96
39.169,5.61,-11.06,3.14
39.222,2,-11.06,0.98
39.271,5.1,-13.06,2.86
39.342,1.02,-7.65,0.12
39.368,1.14,-7.1,-0.24
39.425,1.8,-6.55,-0.47
39.475,2.24,-7.41,-0.39
39.52,2.2,-7.3,-0.71
39.582,1.06,-7.73,-1.37
39.641,2.12,-10.16,-1.57
39.7,1.61,-12.67,-2.24
39.745,3.77,-10,-2.51
39.798,10.08,-13.53,0.67
39.845,2,-6.98,1.45
39.91,3.92,-10.47,0.59
39.989,7.73,-11.22,4.55
39.997,2.28,-7.18,2.51
40.284,1.49,-7.18,1.02
40.295,0.71,-7.92,1.18
40.347,2.31,-11.41,2.24
40.406,3.8,-12.55,8.16
40.458,4,-11.81,1.49
40.492,5.61,-13.14,2.9
40.542,3.37,-9.69,0.39
40.7,2.08,-5.81,-0.55
40.753,2.2,-6.63,-0.86
40.796,1.22,-8.08,-2.79
40.855,1.29,-9.34,-1.14
40.9,4,-12.47,-1.57
40.955,5.45,-13.06,-0.12
41.013,7.96,-10.24,-1.45
41.066,1.18,-7.02,0.67
41.116,3.88,-9.49,0.94
41.166,4.9,-10.32,5.49
41.22,2.75,-7.69,3.14
41.289,0.94,-6,0.67
41.308,1.77,-8.59,0.9
41.361,1.53,-8.16,1.02
41.42,1.41,-8.79,1.06
41.466,2.75,-8.43,1.69
41.52,1.77,-9.81,2.94
41.577,2.98,-12.04,2.28
41.635,1.96,-13.06,4.82
41.684,6,-8.67,2.35
41.734,5.53,-13.26,1.96
41.783,2.63,-11.41,0.9
41.841,1.53,-7.26,-0.51
41.912,1.8,-5.88,-0.27
41.949,1.77,-5.57,-0.82
41.97,2.2,-7.02,-1.49
42.028,0.94,-7.92,-3.1
42.077,1.18,-9.22,-2.2
42.128,3.14,-13.18,-0.82
42.186,4.2,-9.92,-3.69
42.237,10.75,-13.38,3.53
42.276,2.71,-8.43,0.43
42.331,3.26,-10,0.98
42.385,5.33,-8.79,3.18
42.438,2.75,-6.86,2.63
42.537,1.02,-6.47,0.9
42.55,1.69,-10,1.14
42.582,1.88,-8.24,0.75
42.655,1.33,-8,1.49
42.684,3.57,-9.34,1.69
42.758,1.73,-9.69,1.88
42.81,3.61,-11.85,1.45
42.837,4.55,-12.2,7.45
42.911,5.3,-9.26,1.84
42.941,5.53,-13.49,2.55
42.994,2.67,-9.81,0.67
43.043,1.96,-7.49,-0.39
43.097,2.08,-6.39,-0.43
43.147,2.63,-5.41,-0.82
43.204,2.43,-7.49,-1.1
