,,,
Time [sec],ACC X,ACC Y,ACC Z
119474,-10.081236,-1.84365,0.23536
119555,-10.120463,-1.922104,0.353039
119636,-10.081236,-2.07901,0.313813
119717,-10.198917,-2.118237,0.039227
119798,-10.081236,-1.84365,0.431493
119879,-10.198917,-1.84365,0.11768
119960,-10.198917,-1.84365,0.078453
120041,-10.081236,-1.882877,0.039227
120122,-10.081236,-2.157463,0.039227
120203,-10.15969,-2.000557,0
120284,-10.120463,-2.07901,-0.196133
120365,-10.238143,-2.392823,-0.627626
120446,-10.551956,-2.628182,-0.11768
120527,-9.335931,-3.334261,2.392823
120608,-10.120463,0.353039,2.981222
120689,-8.708306,-1.294478,2.353596
120770,-8.472946,-0.941438,2.941995
120851,-8.394493,0,2.275143
120932,-10.04201,-2.000557,2.31437
121013,-12.905553,-1.451384,3.059675
121094,-10.551956,-2.118237,2.549729
121175,-8.08068,-3.138128,0.549172
121256,-9.610518,-2.941995,-0.039227
121337,-9.924331,-2.157463,0.313813
121418,-9.179025,-0.039227,0.11768
121499,-9.610518,-0.11768,-0.039227
121580,-10.081236,-1.608291,0.509946
121661,-11.297261,-1.255251,-0.980665
121742,-13.572405,-2.863542,0.549172
121823,-8.119907,-3.648074,-1.804424
121904,-12.081794,-2.510503,2.471276
121985,-8.66908,-1.882877,0.431493
122066,-7.453054,-0.274586,1.569064
122147,-6.511616,-0.274586,2.392823
122228,-10.15969,-1.216025,2.745862
122309,-12.277926,-0.078453,5.413271
122390,-10.865768,-0.274586,0.23536
122471,-7.727641,-3.726527,0.706079
123281,-7.139242,-0.902212,0.980665
123362,-6.982335,-0.902212,1.96133
124253,-11.924888,-2.902768,-3.216581
124334,-10.826543,-4.236473,0.745305
125225,-9.532064,-0.274586,-0.588399
125306,-9.924331,-2.118237,2.07901
125387,-11.375715,1.137571,2.157463
125468,-12.787872,-2.902768,-2.706636
125549,-10.51273,-5.609404,1.569064
125630,-9.845878,1.725971,-0.23536
125711,-6.23703,-1.84365,1.333704
125792,-6.707749,-0.902212,2.353596
125873,-7.609961,1.137571,2.039783
125954,-15.729868,-3.216581,6.040897
126035,-13.61163,0.470719,0.666852
126116,-5.727084,-1.569064,0.23536
126197,-10.27737,-3.961887,1.137571
126278,-8.551399,-1.804424,-0.156906
126359,-9.453611,-0.941438,-0.11768
126440,-9.257479,-0.784532,-0.078453
126521,-12.277926,-0.745305,0.23536
126602,-14.121577,-2.981222,1.96133
126683,-9.924331,-3.216581,-2.941995
126764,-9.728197,-4.118793,1.882877
126845,-10.15969,-0.23536,0.392266
126926,-6.511616,-0.588399,1.333704
127007,-6.511616,0.078453,2.628182
127088,-8.551399,0.509946,-0.745305
127169,-11.414941,-1.255251,5.334818
127250,-11.022676,0.706079,0.509946
127331,-9.296705,-3.451941,0.470719
127412,-10.198917,-2.667409,0.823759
127493,-8.119907,-1.529837,-0.23536
127574,-8.119907,-0.862985,0.274586
127655,-10.591183,-1.137571,-0.431493
127736,-11.924888,-1.96133,-0.470719
127817,-15.298375,-2.510503,0.980665
127898,-8.786758,-4.236473,-0.706079
127980,-10.63041,-1.84365,1.294478
128061,-9.414385,-0.862985,-0.039227
128142,-6.943109,-0.392266,1.725971
128223,-6.197803,1.098345,2.157463
128304,-11.728755,-2.706636,-1.882877
128385,-13.493951,1.098345,3.883434
128466,-12.081794,-6.23703,1.725971
128547,-7.806094,-0.706079,-0.745305
128628,-9.963557,-3.92266,0.627626
128709,-8.629852,-0.941438,0.078453
128790,-10.15969,-0.902212,-0.039227
128871,-9.139798,-0.941438,0.549172
128952,-11.571848,0.941438,-0.431493
129033,-13.337045,-4.04034,-0.313813
129114,-10.39505,-4.824872,1.451384
129195,-9.649744,-0.509946,0.11768
129276,-8.159133,-1.412158,0.941438
129357,-6.864655,-0.941438,2.275143
129438,-6.825429,0.392266,2.706636
129519,-20.005568,-5.295591,0.941438
129600,-13.415498,1.529837,2.549729
129681,-9.139798,-4.354153,0.156906
129762,-7.963,-0.392266,0.078453
129843,-9.061345,-2.863542,0.196133
129924,-8.551399,-0.588399,0.078453
130005,-9.728197,-0.706079,-0.470719
130086,-10.434276,-1.96133,0.823759
130167,-11.728755,-0.392266,2.19669
130248,-11.611073,-3.098902,-2.353596
130329,-10.39505,-5.76631,1.333704
130410,-10.002784,0.745305,-0.078453
131058,-8.825986,-2.118237,-0.549172
131139,-8.708306,-0.549172,0.11768
131220,-9.767424,0.039227,-0.431493
131301,-11.53262,-1.725971,0.156906
