""
"""Time [sec]""",""" ACC X""","""ACC Y""","""ACC Z"""
"""53145.0""","""9.53""","""3.45""","""-0.24"""
"""53246.0""","""8.98""","""4.31""","""-0.08"""
"""53347.0""","""8.98""","""4.47""","""0.39"""
"""53448.0""","""10.04""","""4.47""","""-0.51"""
"""53549.0""","""8.39""","""4.67""","""0.04"""
"""53650.0""","""7.92""","""1.53""","""0.55"""
"""53751.0""","""12.51""","""3.8""","""2.16"""
"""53852.0""","""16.48""","""8.98""","""4.98"""
"""53953.0""","""7.88""","""3.53""","""3.61"""
"""54054.0""","""-2.9""","""-3.41""","""-3.49"""
"""54155.0""","""5.92""","""-5.02""","""3.41"""
"""54256.0""","""14.75""","""10.16""","""6.2"""
"""54357.0""","""11.22""","""3.37""","""-0.16"""
"""54458.0""","""-5.18""","""-3.41""","""-5.81"""
"""54559.0""","""6.35""","""4.35""","""5.96"""
"""54660.0""","""8.9""","""3.18""","""2.24"""
"""54761.0""","""-9.14""","""-4.08""","""-4.16"""
"""54862.0""","""20.01""","""3.3""","""-8.08"""
"""54963.0""","""13.02""","""6.59""","""5.37"""
"""55064.0""","""6.08""","""1.92""","""2.35"""
"""55165.0""","""-3.8""","""-4.43""","""-4.67"""
"""55266.0""","""20.01""","""17.69""","""-7.49"""
"""55367.0""","""6.63""","""2.82""","""5.14"""
"""55468.0""","""-9.49""","""-3.84""","""-2.63"""
"""55569.0""","""20.01""","""9.22""","""-10.9"""
"""55670.0""","""9.92""","""9.53""","""6.32"""
"""55771.0""","""10.51""","""-1.77""","""-0.78"""
"""55872.0""","""2.86""","""-8.08""","""-6.63"""
"""55973.0""","""18.79""","""16.0""","""10.94"""
"""56074.0""","""-3.88""","""-11.89""","""5.02"""
"""56175.0""","""8.79""","""-6.59""","""5.61"""
"""56276.0""","""14.44""","""8.98""","""6.86"""
"""56377.0""","""10.43""","""-1.02""","""0.9"""
"""56478.0""","""-8.47""","""-7.1""","""-1.8"""
"""56579.0""","""11.3""","""4.55""","""0.63"""
"""56680.0""","""1.88""","""-2.08""","""2.24"""
"""56781.0""","""-0.86""","""0.0""","""3.18"""
"""56882.0""","""20.01""","""-1.22""","""-10.43"""
"""56983.0""","""13.14""","""14.04""","""5.02"""
"""57084.0""","""3.65""","""-4.63""","""-5.1"""
"""57185.0""","""9.85""","""-5.96""","""6.86"""
"""57286.0""","""19.93""","""20.01""","""11.1"""
"""57387.0""","""-5.69""","""-12.36""","""-9.38"""
"""57488.0""","""20.01""","""-14.83""","""-6.24"""
"""57589.0""","""11.38""","""10.75""","""5.49"""
"""57690.0""","""12.51""","""-8.51""","""-8.98"""
"""57791.0""","""-5.41""","""-1.02""","""-2.59"""
"""57892.0""","""20.01""","""18.01""","""9.96"""
"""57993.0""","""5.73""","""-7.69""","""1.88"""
"""58094.0""","""-1.02""","""0.12""","""5.33"""
"""58195.0""","""-1.33""","""6.51""","""12.94"""
"""58296.0""","""7.81""","""16.36""","""2.43"""
"""58397.0""","""-0.75""","""-2.24""","""2.51"""
"""58498.0""","""10.16""","""-4.59""","""-6.75"""
"""58599.0""","""7.49""","""20.01""","""8.08"""
"""58700.0""","""-4.2""","""-19.85""","""-10.59"""
"""58801.0""","""11.3""","""5.49""","""2.75"""
"""58902.0""","""20.01""","""20.01""","""6.59"""
"""59003.0""","""10.71""","""0.43""","""-4.82"""
"""59104.0""","""-8.51""","""-4.43""","""-5.84"""
"""59205.0""","""16.63""","""14.04""","""6.32"""
"""59306.0""","""3.57""","""-10.67""","""4.08"""
"""59407.0""","""-4.98""","""-0.98""","""4.59"""
"""59508.0""","""-18.91""","""8.98""","""7.18"""
"""59609.0""","""3.18""","""20.01""","""5.53"""
"""59710.0""","""-0.9""","""0.08""","""-0.63"""
"""59811.0""","""7.88""","""0.63""","""-10.24"""
"""59912.0""","""12.51""","""20.01""","""8.67"""
"""60013.0""","""-0.27""","""-5.41""","""-12.16"""
"""60114.0""","""6.47""","""4.86""","""-1.1"""
"""60215.0""","""20.01""","""19.26""","""13.96"""
"""60316.0""","""8.28""","""-6.67""","""1.8"""
"""60417.0""","""-1.29""","""-2.94""","""-2.59"""
"""60518.0""","""20.01""","""20.01""","""1.22"""
"""60619.0""","""2.39""","""3.69""","""6.79"""
"""60720.0""","""-7.61""","""0.51""","""2.86"""
"""60821.0""","""-20.01""","""20.01""","""20.01"""
"""60922.0""","""1.45""","""19.97""","""2.63"""
"""61023.0""","""1.33""","""-0.24""","""-3.3"""
"""61124.0""","""15.3""","""-8.71""","""8.39"""
"""61225.0""","""15.1""","""20.01""","""11.22"""
"""61326.0""","""-12.24""","""-14.4""","""-8.04"""
"""61427.0""","""14.36""","""4.55""","""-3.61"""
"""61528.0""","""3.77""","""20.01""","""15.77"""
"""61629.0""","""-0.51""","""5.53""","""5.77"""
"""61730.0""","""-1.33""","""-4.63""","""0.78"""
"""61831.0""","""19.89""","""-4.04""","""0.94"""
"""61932.0""","""6.86""","""5.88""","""-0.43"""
"""62033.0""","""-10.0""","""1.88""","""2.08"""
"""62134.0""","""-10.63""","""7.77""","""8.83"""
"""62235.0""","""7.53""","""6.63""","""-4.24"""
"""62336.0""","""2.59""","""1.49""","""-4.39"""
"""62437.0""","""0.47""","""-19.81""","""16.4"""
"""62538.0""","""20.01""","""19.73""","""10.08"""
"""62639.0""","""-8.0""","""-14.2""","""0.43"""
"""62740.0""","""20.01""","""-0.67""","""10.32"""
"""62841.0""","""20.01""","""20.01""","""0.04"""
"""62942.0""","""2.82""","""3.53""","""7.81"""
"""63043.0""","""0.31""","""-9.92""","""-4.12"""
"""63144.0""","""20.01""","""17.93""","""-3.53"""
"""63245.0""","""10.94""","""0.59""","""-1.53"""
"""63346.0""","""-6.51""","""-3.61""","""-5.45"""
"""63447.0""","""20.01""","""-20.01""","""10.55"""
"""63548.0""","""7.14""","""14.36""","""6.83"""
"""63649.0""","""14.24""","""-1.88""","""-7.3"""
"""63750.0""","""-6.86""","""-3.88""","""-3.3"""
"""63851.0""","""20.01""","""17.26""","""-0.2"""
"""63952.0""","""5.96""","""5.33""","""5.1"""
"""64053.0""","""-6.35""","""-6.16""","""-5.84"""
"""64154.0""","""20.01""","""20.01""","""-6.83"""
"""64255.0""","""7.57""","""17.46""","""3.33"""
"""64356.0""","""12.67""","""-4.9""","""-10.2"""
"""64457.0""","""-3.26""","""2.16""","""-1.45"""
"""64558.0""","""20.01""","""20.01""","""-10.24"""
"""64659.0""","""6.0""","""4.79""","""1.53"""
"""64760.0""","""-7.96""","""-8.39""","""-0.71"""
"""64861.0""","""16.75""","""-7.53""","""0.86"""
"""64962.0""","""10.59""","""15.02""","""5.1"""
"""65063.0""","""8.51""","""-4.55""","""-3.53"""
"""65164.0""","""-2.94""","""-4.75""","""-0.78"""
"""65265.0""","""20.01""","""20.01""","""-4.04"""
"""65366.0""","""8.0""","""5.41""","""5.96"""
"""65467.0""","""-7.88""","""-7.37""","""-7.61"""
"""65568.0""","""20.01""","""13.77""","""-9.02"""
"""65669.0""","""11.34""","""5.14""","""5.41"""
"""65770.0""","""7.26""","""-2.47""","""-2.71"""
"""65871.0""","""-6.2""","""-3.18""","""0.75"""
"""65972.0""","""8.43""","""-8.28""","""5.45"""
"""66073.0""","""8.43""","""5.14""","""0.75"""
"""66174.0""","""-11.45""","""-10.71""","""-6.98"""
"""66275.0""","""20.01""","""20.01""","""-20.01"""
"""66376.0""","""6.28""","""5.53""","""10.55"""
"""66477.0""","""8.16""","""2.0""","""-4.55"""
"""66578.0""","""-7.06""","""-2.82""","""-2.63"""
"""66679.0""","""20.01""","""-0.98""","""0.75"""
"""66780.0""","""10.83""","""6.2""","""-1.1"""
"""66881.0""","""0.27""","""-8.55""","""-2.94"""
"""66982.0""","""4.51""","""7.65""","""9.81"""
"""67083.0""","""20.01""","""20.01""","""6.75"""
"""67184.0""","""3.1""","""8.79""","""1.84"""
"""67285.0""","""2.79""","""-3.1""","""-6.98"""
"""67386.0""","""4.9""","""-3.84""","""3.53"""
"""67487.0""","""11.49""","""20.01""","""5.41"""
"""67588.0""","""8.87""","""6.08""","""1.18"""
"""67689.0""","""-4.08""","""-6.04""","""-5.14"""
