Time [sec],ACC X,ACC Y,ACC Z
4.784,-1.8,-7.1,-3.73
4.836,-2.08,-8.9,-1.02
4.884,-0.78,-14.51,-2.79
4.936,1.65,-15.61,-1.92
4.988,1.18,-11.26,-1.41
5.042,0.39,-9.57,0.43
5.091,1.29,-7.02,0.82
5.132,1.61,-10.32,3.14
5.182,0.43,-6.86,1.8
5.239,-0.94,-6.79,0.39
5.287,-0.67,-8.94,0.16
5.401,-0.55,-8.94,0.27
5.412,-0.24,-9.45,0.9
5.436,-0.2,-9.57,2.47
5.499,-2.28,-11.96,1.49
5.551,-1.18,-14.98,2.47
5.586,3.77,-11.26,2.82
5.642,1.18,-12.67,2.24
5.696,0.63,-14.08,1.26
5.745,0.35,-7.1,-0.08
5.8,-0.12,-7.1,-0.51
5.851,0.39,-5.73,-0.82
5.942,0.2,-7.69,-1.49
5.952,-0.94,-7.53,-2.43
6.25,-0.63,-10.55,-3.49
6.259,0.51,-14.47,0.16
6.265,-0.82,-14,-2.82
6.28,3.65,-15.34,0.39
6.317,0.04,-8.12,0.55
6.373,-0.08,-10.87,-0.35
6.399,-0.98,-7.14,0.59
6.454,-1.18,-7.69,-0.04
6.506,-0.78,-8.9,0.78
6.596,-1.22,-9.65,0.04
6.605,0.82,-9.65,1.8
6.663,-0.55,-10.08,2.31
6.708,-0.55,-13.45,2.08
6.784,0.75,-14.32,4.55
6.83,2.98,-8.98,0.27
6.884,1.1,-13.02,2.51
6.915,2.12,-11.53,0.39
6.971,-0.04,-7.18,-0.55
7.025,-0.98,-7.3,-0.82
7.082,-0.04,-6.2,-1.29
7.133,0.08,-7.14,-1.73
7.183,-0.12,-9.81,-3.92
7.227,-0.55,-13.22,1.18
7.288,-2.35,-10.28,-5.57
7.317,1.57,-14.28,-0.12
7.371,4.24,-12.87,1.69
7.427,0.16,-8.9,2.08
7.479,-0.12,-9.18,0
7.53,1.18,-10.16,2.08
7.583,0.16,-8.08,0.51
7.634,-1.26,-7.45,-0.04
7.692,-1.37,-9.65,0.78
7.743,-0.86,-8.63,0.35
7.789,1.37,-9.81,1.14
7.845,-1.14,-10.12,2.63
7.936,1.26,-13.22,-0.43
7.945,-0.71,-13.53,2.86
7.995,3.45,-9.53,-0.16
8.064,1.29,-13.65,3.18
8.087,0.47,-11.38,0.08
8.141,-0.12,-7.34,-0.67
8.193,-0.86,-6.28,-0.59
8.245,-0.08,-6.98,-1.1
8.295,-0.16,-7.1,-1.88
8.352,-0.08,-9.38,-3.8
8.403,-0.04,-11.38,1.26
8.456,-1.65,-11.41,-5.61
8.564,2.9,-14.59,2.39
8.572,4.2,-12.16,5.22
8.601,1.1,-10.08,-0.04
8.649,-0.27,-8.39,1.02
8.695,1.57,-9.49,2.71
8.753,0.08,-7.57,0.55
8.804,-0.82,-8.32,0.12
8.855,-1.29,-9.14,-0.47
8.909,-1.57,-8.75,-0.9
8.961,0.78,-8.71,1.88
9.012,0.2,-9.57,2.08
9.063,-0.04,-13.14,0.94
9.163,0.31,-14.79,4.75
9.17,1.69,-8.75,0.51
9.22,1.92,-13.89,2.31
9.272,0.82,-11.89,0.71
9.332,0.98,-8.24,-0.43
9.36,-0.27,-6.39,-0.31
9.415,-0.12,-6.12,-0.71
9.467,0.47,-7.02,-1.18
9.53,-0.27,-8.59,-3.41
9.579,-0.86,-10.16,-0.78
9.635,-0.39,-11.61,-3.3
9.668,3.96,-13.45,0.2
9.718,3.22,-11.77,1.02
9.834,1.57,-9.41,1.26
9.839,-0.2,-10.79,0.59
9.868,2.31,-12.12,5.3
9.931,0.82,-6.32,1.88
9.983,-1.22,-6.9,-0.08
10.031,-1.18,-9.73,0.39
10.081,-0.43,-8.32,-0.16
10.137,-0.12,-9.34,0.82
10.184,1.02,-10,2.35
10.239,-2,-11.22,0.16
10.288,-1.37,-13.45,3.1
10.342,4.79,-12.55,3.41
10.389,1.14,-12.71,1.92
10.444,1.1,-15.14,2.63
10.504,1.77,-7.73,0.43
10.529,-0.59,-4.67,-0.78
10.586,0.04,-6.98,-0.51
10.634,0.43,-8.28,-1.1
10.683,-0.63,-8,-3.92
10.741,-0.2,-9.1,-1.73
10.787,0.24,-13.93,-3.14
10.84,0.55,-13.81,1.14
10.898,5.45,-10.71,1.49
10.946,1.84,-9.02,2.24
10.999,-0.27,-9.85,1.49
11.094,2.28,-10.67,3.92
11.124,0.2,-7.26,2.2
11.144,-1.57,-7.65,0.43
11.197,-1.1,-9.45,0
11.26,-1.02,-8.28,-0.04
11.54,-0.2,-8.94,0.71
11.559,0.55,-14.47,3.8
11.605,1.1,-14.12,2.04
11.656,1.26,-7.73,0.78
11.708,-0.12,-6.79,-0.08
11.799,0.2,-7.06,-0.75
11.807,0.63,-7.34,-0.71
11.894,-0.2,-7.81,-2.98
11.93,-0.27,-8.94,-2.35
11.976,0.39,-14.63,-1.22
12.021,0.27,-14,-1.37
12.074,2.51,-11.34,-1.88
12.128,1.22,-8.67,1.33
12.18,0.82,-9.65,1.29
12.229,1.57,-9.22,0
12.279,-0.12,-8.24,1.57
12.328,-0.47,-6.86,-0.67
12.402,-0.27,-8.32,-0.24
12.428,0.08,-9.02,0.39
12.49,-0.08,-8.87,0.94
12.541,0.08,-10,2.71
12.592,-1.73,-11.45,0.94
12.643,-0.67,-14.47,1.92
12.672,4.04,-11.92,4.24
12.749,2.86,-13.1,1.45
12.8,1.18,-13.3,2.47
12.825,1.61,-7.92,0.63
12.88,-0.39,-6.55,-1.22
12.927,0.04,-6.43,-0.75
12.999,1.02,-7.57,-1.45
13.048,0.08,-7.45,-2.79
13.103,0.51,-9.92,-2.08
13.13,1.14,-15.18,-0.94
13.198,-1.02,-9.49,-5.73
13.254,6.24,-14.63,3.84
13.289,2.04,-7.65,1.96
13.34,0.82,-11.73,1.14
13.392,-0.08,-9.57,-0.39
13.45,0.31,-7.77,0.9
13.501,-0.51,-6.94,-0.04
13.557,-0.31,-9.22,0.51
13.609,0.39,-8.28,0.35
13.671,-0.24,-8.98,0.75
13.742,1.73,-10,1.49
13.754,-0.94,-10.55,0.9
13.809,0.39,-13.1,1.33
13.86,0.94,-12.79,4.79
13.919,1.65,-10.83,2.08
13.971,3.88,-15.65,2.75
14.001,0.2,-8.43,0.31
14.052,-0.31,-6.9,-0.27
14.104,0.55,-5.65,-0.78
14.153,0.82,-7.69,-1.18
14.209,-0.24,-7.02,-2.2
14.261,0.12,-9.41,-3.65
14.325,0.9,-13.69,1.06
14.356,1.18,-11.81,-5.3
14.423,5.37,-16.67,3.8
14.46,3.41,-7.49,2.94
14.516,1.8,-11.77,0.9
14.565,-0.78,-7.1,0.2
14.628,1.65,-9.41,0.31
14.685,0,-6.9,0.08
14.713,-0.75,-10.08,-0.2
14.765,0.04,-8.79,0.08
14.819,-0.86,-8.67,-0.31
14.889,2.51,-10.12,1.06
14.988,-1.77,-10.12,1.37
14.999,1.65,-13.3,-0.04
15.023,0.08,-13.1,4.16
15.072,3.18,-9.73,1.33
15.14,2.51,-14.59,2.82
15.194,0.51,-10.75,0.12
15.24,0.16,-7.22,-0.12
15.293,1.02,-5.77,-0.24
15.347,0.71,-6.98,-1.77
15.393,0.24,-6.83,-2
15.442,-0.08,-9.38,-3.73
15.498,1.61,-14.04,2.04
15.579,0.59,-11.1,-4.79
15.588,5.53,-16.36,2.39
15.634,2.55,-8.2,2.04
15.687,1.61,-11.02,0.78
15.763,0.51,-8.83,-0.35
15.789,1.18,-9.34,0.9
15.839,0.12,-7.37,1.1
15.887,-0.9,-8.24,0.2
15.94,-0.98,-9.65,-0.16
15.992,-0.35,-8.2,0.04
16.047,0.24,-8.98,1.57
16.102,-0.04,-9.77,2.63
16.257,2.75,-10,1.73
16.304,2.16,-14.55,1.06
16.355,0.59,-13.85,1.73
16.408,-0.04,-7.45,-0.04
16.466,0.2,-5.81,-0.2
16.5,0.82,-5.92,-0.71
16.553,1.06,-7.06,-0.75
16.817,-0.67,-8.51,-3.45
16.926,2.31,-9.18,0.24
16.936,0.31,-10.08,0.86
16.976,3.02,-11.06,3.84
17.01,1.18,-7.18,0.63
17.061,-1.22,-7.37,0.35
17.113,-1.02,-10.55,0.27
17.163,-0.31,-8.32,0.2
17.223,-0.16,-8.9,0.35
17.269,1.53,-9.61,1.14
17.32,-1.88,-9.92,0.63
17.371,0.51,-13.61,0.98
17.423,1.33,-12.98,5.73
17.49,2.39,-10.32,1.18
17.519,2.9,-13.77,1.61
17.574,0.67,-10.71,0.67
17.632,-0.12,-7.06,-0.35
17.682,1.29,-6.71,-0.31
17.732,1.02,-6.79,-0.98
17.783,0.12,-7.02,-1.53
17.825,-0.78,-8.51,-3.26
17.879,0,-10.94,0.31
17.932,-1.14,-12.28,-5.61
17.988,2.71,-16.08,2.75
18.037,6.83,-11.53,4.98
18.14,2.28,-10.36,1.45
18.148,1.49,-8.08,0.71
18.194,2,-9.65,0.86
18.25,0.04,-7.61,0.31
18.292,-1.26,-8.43,0.31
18.344,-0.82,-8.9,-0.24
18.4,-0.55,-8.04,-0.47
18.45,0.98,-8.9,1.41
18.507,0.31,-10.36,2.75
18.542,-1.61,-11.14,0.86
18.596,-0.98,-14.95,3.02
18.642,4.79,-10.32,1.8
18.703,2.24,-14.91,2.35
18.756,1.22,-12.04,1.26
18.83,0.04,-6.47,-0.27
18.856,0.08,-6.2,-0.24
18.902,0.75,-6.79,-1.06
18.953,0.67,-7.18,-1.33
19.01,-0.71,-7.65,-3.1
19.074,0.04,-9.3,-0.27
19.104,0.59,-14.2,-4.04
19.169,2.2,-13.81,2.59
19.218,2.67,-9.1,4.55
19.267,2,-13.45,1.02
19.319,0.75,-7.69,-0.2
19.369,1.14,-10.36,1.96
19.454,0.63,-7.65,-0.12
19.462,-0.78,-7.18,0.04
19.536,-0.24,-8.36,0.51
19.598,-0.86,-8.08,-0.24
19.614,1.14,-9.73,1.37
19.662,-0.9,-10.59,0.82
19.717,-2.75,-11.06,1.53
19.779,0.24,-13.26,3.92
19.84,2.86,-10.67,1.41
19.898,2.31,-14.59,2.04
19.919,1.73,-11.38,1.22
19.97,0.78,-7.02,-0.2
20.04,0.35,-6.83,0.04
20.076,0.04,-5.77,-0.98
20.138,1.22,-7.3,-1.29
20.204,-0.78,-8.28,-3.02
20.239,-0.27,-10.04,-1.29
20.29,1.1,-13.02,-1.77
20.324,2.47,-14.08,-1.96
20.379,0.82,-11.85,0
20.439,0.31,-9.3,-1.22
20.489,0.55,-11.73,-0.43
20.544,1.18,-9.96,1.06
20.596,0.59,-7.02,1.41
20.682,-0.63,-8.32,0.75
20.689,0.04,-9.1,0.31
20.734,-0.82,-8.51,-0.31
20.786,-0.51,-8.71,0.67
20.853,1.1,-9.38,1.45
20.904,-0.98,-10.98,-0.24
20.954,-0.78,-13.61,-1.77
20.987,3.06,-11.45,5.69
21.062,2.51,-13.02,2
21.087,2.31,-12.4,2.9
21.149,1.18,-9.89,0.63
21.198,-0.31,-7.88,0.04
21.245,-0.04,-7.02,-0.59
21.354,0.39,-6.71,-0.9
21.367,0.39,-6.79,-1.69
21.402,-0.55,-8.67,-2.82
21.457,0.75,-12.2,0.71
21.512,0.08,-10.94,-5.22
21.562,3.3,-16.55,2.79
21.61,2.98,-10.36,2.43
21.659,-0.16,-11.65,2.16
21.707,-0.55,-8.94,-0.51
21.77,1.61,-8.28,1.57
21.827,0.67,-6.94,1.33
22.092,-0.67,-8.71,0.27
22.1,-0.67,-8.75,0.08
22.112,-0.24,-8.43,0.86
22.127,-1.73,-10.63,-0.43
22.18,0.16,-14.28,2.63
22.211,3.1,-12.08,4.39
22.267,2.35,-14.47,1.77
22.32,1.8,-13.22,2.31
22.366,1.06,-8.08,0.51
22.419,0.24,-6.43,0.27
22.47,0.55,-5.33,-0.59
22.518,1.02,-7.45,-0.51
22.571,-0.08,-7.45,-2
22.654,0.39,-9.41,-3.33
22.678,0.43,-14.75,1.18
22.724,0.63,-11.14,-5.18
22.775,5.57,-16.63,6.51
22.827,1.53,-8.39,2.75
22.882,1.29,-12.32,1.26
22.927,1.14,-10.51,0.55
22.976,0.67,-8.36,1.26
23.026,0.16,-6.51,0.2
23.089,-0.9,-8.08,0.04
23.141,-0.24,-8.36,-0.2
23.194,-0.08,-7.73,0.39
23.352,0.55,-12.24,0.71
23.413,-1.49,-14,4.28
23.441,2.9,-12.2,1.22
23.491,2.08,-13.38,1.65
23.545,1.1,-11.45,1.26
23.598,0.98,-7.14,0.35
23.657,0.27,-6.67,0.12
23.71,0.43,-6.39,-0.82
23.742,0.86,-6.51,-1.02
23.81,-0.78,-6.79,-2.75
23.926,0.39,-9.69,-1.77
23.937,1.53,-15.61,-2.16
23.955,1.88,-14.83,-0.51
24.005,4.82,-12.2,3.88
24.059,2.31,-9.92,0.55
24.119,2.35,-6.28,0.59
24.168,2.71,-9.73,2.86
24.223,-0.63,-7.96,1.96
24.25,-0.39,-7.06,-0.04
24.31,-0.35,-7.73,-0.27
24.36,0.08,-8.75,0.27
24.403,-0.9,-8.67,0.43
24.461,2.82,-9.81,1.73
24.509,-1.65,-10.71,-0.35
24.606,0.94,-13.42,1.29
24.617,5.57,-12.67,4.67
24.658,1.92,-11.77,1.02
24.711,1.84,-15.1,3.69
24.781,1.22,-8.28,0.35
24.831,-0.12,-6.2,-0.12
24.863,0.31,-6.35,-0.08
24.916,0.63,-6.51,-1.14
24.965,0.43,-6.86,-1.26
25.032,-0.39,-8.08,-3.37
25.07,1.06,-12.83,0.63
25.139,2.51,-11.53,-5.33
25.173,8,-12.16,-0.67
25.241,2.31,-9.61,3.88
25.294,1.77,-12.47,1.92
25.325,1.41,-9.85,-0.04
25.383,1.22,-8.36,0.47
25.432,-0.04,-6.16,-0.04
25.491,-0.43,-7.85,-0.04
25.544,-0.47,-8.36,-0.16
25.593,-0.31,-8.75,0.35
25.647,1.8,-9.73,1.33
25.699,-1.29,-10.32,0.71
25.729,-1.37,-11.22,2.04
25.815,1.53,-12.75,6.47
25.835,4.04,-13.34,2.28
25.891,3.53,-13.38,2.39
25.942,1.61,-10.79,1.02
25.986,0.12,-6.39,-0.04
26.039,-0.67,-6.67,-0.16
26.092,0.71,-6.47,-1.22
26.145,0.98,-6.28,-1.61
26.206,-0.24,-8.43,-3.49
26.258,0.98,-12,0.12
26.31,0.12,-10.9,-5.41
26.357,2.9,-19.61,5.88
26.394,3.84,-8.83,2.04
26.509,1.49,-11.57,1.96
26.518,0.75,-10,1.29
26.567,1.45,-9.14,0.98
26.614,0.27,-7.85,0.82
26.667,-0.51,-8.04,0.59
26.719,-0.12,-9.06,0.24
26.775,-0.39,-8.36,0.04
26.804,0.39,-9.53,0.94
26.864,1.02,-10.08,1.8
26.915,-2.79,-11.06,0.51
26.974,-0.08,-14.55,2.59
27.114,1.53,-12.79,1.57
27.438,0.86,-8.43,-1.41
27.49,2.24,-15.57,-0.39
27.538,1.65,-14.32,-1.65
27.566,3.22,-11.1,-1.41
27.617,1.65,-9.34,0.51
27.684,1.33,-12.16,0.35
27.732,3.22,-11.73,2.08
27.789,0.08,-6.86,1.92
27.824,0.04,-6.35,-0.04
27.876,-0.51,-8.67,-0.31
27.926,-0.55,-8.79,-0.08
28,-0.67,-8,-0.04
28.032,2.47,-9.49,1.22
28.083,-0.9,-9.53,0.24
28.131,-0.63,-15.1,3.77
28.187,5.81,-11.53,3.61
28.24,3.57,-13.18,2.08
28.288,2.16,-14.59,2.71
28.455,-0.12,-4.94,0
28.489,1.45,-5.73,-0.78
28.558,0.12,-7.18,-1.65
28.59,0.75,-9.26,-3.41
28.638,1.77,-13.65,1.26
28.695,0.98,-11.34,-4.86
28.744,7.06,-14.44,4.59
28.796,3.96,-8.71,4.75
28.848,2.08,-12.59,1.37
28.897,-0.35,-8.47,1.1
28.953,1.88,-8.28,0.78
29.045,0.39,-6.98,0.39
29.054,-0.86,-8.12,-0.12
29.103,-1.14,-8.47,-0.2
29.159,-0.12,-9.38,-0.16
29.21,2.04,-9.1,1.29
29.263,-0.98,-9.92,1.33
29.312,0.2,-13.89,1.22
29.369,3.65,-12.4,5.61
29.4,3.26,-12.55,1.69
29.474,2.63,-14.71,3.1
29.525,1.57,-9.65,1.06
29.58,0.47,-5.57,-0.27
29.63,0.39,-5.37,-0.24
29.789,0.12,-9.22,-2.9
29.818,0.9,-12.63,0.35
29.868,1.57,-10.94,-5.81
29.918,5.92,-13.77,0.16
29.972,1.69,-6.98,2.31
30.033,1.53,-11.26,1.77
30.077,4.16,-12,1.1
30.134,1.18,-6.32,0.27
30.187,-0.24,-6.32,0.2
30.348,-0.2,-7.88,-0.04
30.392,2.67,-9.26,2.43
30.441,-1.49,-10.87,-0.39
30.472,0.98,-14.32,1.84
30.531,5.02,-11.53,2.67
30.584,4.43,-14.71,2.35
30.646,1.18,-14.2,1.26
30.698,1.06,-7.49,0.43
30.753,1.18,-6.32,-0.08
30.783,0.12,-4.9,-0.86
30.833,1.1,-6.86,-1.33
30.934,0,-6.75,-2.79
30.943,0.75,-9.53,-1.41
30.993,2.04,-14.63,-1.26
31.043,3.96,-15.14,-2.51
31.093,-0.78,-9.18,1.45
31.147,2.55,-9.92,-0.71
31.2,1.77,-8.98,1.06
31.256,1.92,-10.4,3.45
31.307,0.67,-6.98,1.02
31.355,0.08,-6.51,-0.27
31.41,-0.86,-8.59,-0.55
31.459,-0.82,-8.32,-0.51
31.612,-2.16,-11.14,0.27
31.662,-0.27,-13.96,2.43
31.722,5.1,-10.79,2.71
31.773,4.39,-14.28,1.8
31.823,2.12,-12.51,1.73
31.862,0.75,-6.98,-0.04
31.913,0.86,-5.81,-0.59
31.964,1.1,-5.77,-0.86
32.016,1.45,-6.83,-1.57
32.074,-0.63,-7.92,-3.77
32.121,0,-8.9,-1.37
32.22,1.18,-14.32,-2.16
32.231,3.02,-15.1,-0.86
32.272,3.49,-8.08,2.47
32.334,1.14,-13.14,0.86
32.371,0.08,-11.57,1.29
32.66,2.31,-7.88,4.04
32.682,-1.14,-8.67,-0.67
32.724,0.08,-10,1.69
32.777,1.1,-13.49,-0.43
32.824,2.35,-14.32,5.96
32.892,2.51,-12.08,0.9
32.925,3.57,-14.44,2.16
32.978,1.02,-8.63,0.98
33.038,0.31,-5.73,-0.2
33.092,0.9,-5.06,-0.24
33.137,1.8,-5.81,-1.06
33.193,0.2,-7.69,-4.12
33.243,0.24,-8.67,-2.59
33.294,1.26,-14.67,-0.39
33.35,3.57,-13.38,-2.35
33.378,3.53,-12.12,1.1
33.44,1.88,-10.94,0.27
33.495,0.75,-9.73,0.08
33.567,1.02,-8.75,2.12
33.591,0.35,-6.51,0.27
33.656,0,-7.02,0.12
33.704,-0.51,-7.96,0.12
33.759,-1.14,-9.06,0.27
33.792,1.49,-9.02,1.14
33.852,-1.14,-10.2,1.69
33.899,2,-12.79,-0.55
33.955,0.24,-13.49,7.02
34.013,2.98,-12.79,2.55
34.063,3.22,-13.61,2.47
34.107,2,-9.92,-0.2
34.143,0.12,-8.04,0.12
34.208,-0.08,-5.69,-0.55
34.251,0.94,-5.02,-1.65
34.307,-0.12,-6.32,-2.86
34.353,0,-8.98,-2.24
34.411,2.55,-16.67,-0.04
34.46,1.61,-10.12,-4.98
34.517,8.98,-13.06,1.53
34.577,0.86,-9.22,3.45
34.605,1.77,-10.67,1.61
34.655,4.35,-11.41,4.63
34.709,1.1,-5.96,2.16
34.782,0.27,-6.83,0.71
34.864,-0.71,-8.98,-0.2
34.873,-0.98,-8.51,-0.16
34.934,-0.51,-7.57,-0.24
34.983,2.63,-9.26,1.14
35.012,-0.16,-11.22,-0.47
35.088,0.24,-12.94,1.49
35.116,3.92,-12.94,6.59
35.18,3.1,-11.96,1.65
35.225,3.41,-14.55,2.47
35.283,-0.08,-8.75,0.43
35.376,0.35,-7.18,0.08
35.387,1.02,-5.73,-0.12
35.423,1.22,-6.83,-1.02
35.479,0.51,-6.16,-1.69
35.539,0.08,-9.1,-3.37
35.597,1.45,-13.14,1.22
35.63,0.51,-10.28,-6.2
35.699,6.35,-18.04,4.9
35.729,2.86,-10.08,4.71
35.782,2.12,-11.73,0.78
35.833,0.08,-9.1,0.75
35.881,1.73,-9.77,1.18
35.939,0.67,-6.39,-0.43
35.987,-0.24,-8.47,0.35
36.053,-0.94,-8.16,-0.55
36.081,-0.86,-8.04,-0.51
36.14,3.65,-8.59,1.73
36.212,0.43,-10.32,0.63
36.235,1.22,-12.87,1.18
36.288,1.45,-14.32,5.53
36.343,4.47,-11.53,1.61
36.392,2.16,-14.36,2.51
36.444,1.02,-9.49,1.18
36.496,0.86,-6.35,-0.08
36.549,0.31,-5.22,0.59
36.596,1.06,-6.32,-0.27
36.66,1.61,-7.81,-1.37
36.713,0.71,-7.96,-3.65
36.766,0.12,-10.04,-0.67
36.803,0.47,-13.53,-3.88
36.868,4.82,-14.24,2.04
36.916,3.33,-10.47,3.84
36.948,2.63,-12.12,1.41
37.003,0.59,-9.77,0.27
37.056,2.24,-8.36,2.51
37.106,0.75,-6.75,0.71
37.161,-0.78,-8.16,-0.9
37.214,-0.86,-8.39,-0.35
37.266,-0.67,-8.71,-0.67
37.345,1.22,-9.14,1.61
37.38,0.86,-9.49,2.67
37.433,-0.39,-10.59,1.22
37.493,-0.16,-13.89,4.24
37.514,6.2,-10.51,2.9
37.573,3.18,-14.44,3.57
37.623,2.71,-11.3,1.65
37.673,1.18,-7.96,-0.55
37.939,0.16,-6.04,-0.31
38.025,3.61,-11.85,-0.9
38.078,4.28,-12.51,0.9
38.132,2.12,-10.9,-0.67
38.174,-0.24,-8.94,1.18
38.228,2.82,-8.83,4.67
38.281,1.22,-5.81,1.02
38.339,-0.98,-8.39,-0.31
38.387,-1.06,-8.79,-0.24
38.434,-0.39,-9.22,-0.16
38.489,0.27,-8.55,1.57
38.541,2.12,-9.34,2.43
38.621,-1.61,-11.3,0.67
38.639,0.94,-14.63,2.59
38.699,6.2,-11.14,3.61
38.782,3.14,-14.28,3.1
38.801,2.16,-12.36,1.18
38.848,0.82,-6.51,-0.16
38.897,-0.51,-6.12,-0.16
38.95,0.47,-5.65,-1.06
39.003,0.98,-7.26,-1.26
39.053,0.51,-8.24,-3.41
39.105,0.27,-9.61,-0.9
39.154,1.22,-13.45,-2.79
39.303,2.08,-10.71,0.63
39.354,1.61,-7.49,-0.35
39.411,2.2,-9.34,3.22
39.472,0.94,-6.75,0.71
39.502,-0.51,-7.77,-0.08
39.553,-1.33,-8.59,-0.71
39.604,-0.16,-8.59,0.24
39.66,0.9,-8.39,1.33
39.719,1.8,-9.53,2.51
39.771,-1.49,-11.57,1.69
39.816,0.9,-14.28,3.06
39.889,4.2,-10.28,2.79
39.916,3.92,-14.51,1.84
39.967,0.78,-11.96,1.22
40.022,0.82,-6.39,-0.08
40.064,0.47,-5.26,-0.16
40.114,1.18,-5.18,-0.59
40.17,1.18,-7.14,-0.78
40.222,0.51,-8.47,-3.57
40.277,1.45,-9.26,-0.16
40.333,1.14,-12.79,-5.06
40.38,5.65,-17.42,5.69
40.433,1.1,-5.92,4.04
40.486,2.39,-13.26,1.73
40.6,1.57,-9.85,0.16
40.612,0.98,-9.02,1.69
40.637,1.06,-6.9,0.31
40.694,0.24,-6.9,0.08
40.731,-0.39,-8.16,-0.35
40.797,-0.82,-8.71,0.2
40.845,2.82,-8.75,1.02
40.899,-0.27,-9.81,2.9
40.951,1.69,-12.63,2.79
40.979,1.69,-16.51,5.22
41.032,3.02,-9.02,1.41
41.091,4.55,-15.77,3.26
41.143,0.24,-9.1,0.47
41.217,1.14,-5.77,-1.22
41.245,-0.51,-6.12,-0.75
41.297,0.16,-6.24,-0.98
41.358,1.37,-7.1,-1.88
41.399,-0.31,-8.63,-4.55
41.455,0.9,-11.61,3.26
41.502,1.37,-12.28,-6.98
41.555,4.2,-14.98,5.22
41.608,5.73,-10,2.75
41.657,2.75,-11.26,0.86
41.713,0.43,-8.98,0.12
41.801,2,-8.75,-0.2
41.811,-0.98,-7.65,1.37
41.852,-0.55,-8.2,0.08
41.91,-0.59,-8.67,-0.08
41.963,-1.41,-8.51,-0.47
42.017,2.08,-8.94,1.92
42.055,-1.37,-9.65,1.73
42.106,2.31,-13.93,1.41
42.163,0.82,-14.83,5.77
42.221,2.16,-10.12,0.04
42.269,2.75,-16.51,3.49
42.318,0.9,-8.24,0.16
42.462,1.1,-8.24,0.31
42.514,-0.12,-6.86,-2.43
42.561,1.84,-9.69,-3.22
42.611,3.1,-14.98,2.35
