ACC Z,ACC Y,ACC X,Time [sec]
0.99,-5.77,-1.77,14.572
0.99,-5.77,-1.77,14.666
1.18,0.76,0.17,14.763
0.68,0.14,0.42,14.825
-1.43,-1.97,-0.65,14.922
-1.43,-1.97,-0.65,15.018
-1.43,-1.97,-0.65,15.114
-1.43,-1.97,-0.65,15.175
-1.43,-1.97,-0.65,15.233
-1.43,-1.97,-0.65,15.327
-1.43,-1.97,-0.65,15.421
-1.43,-1.97,-0.65,15.483
-2.07,-1.19,-0.48,15.576
-1.09,-2.51,-1.39,15.638
1.19,-6.69,1.53,15.732
1.19,-6.69,1.53,15.797
1.19,-6.69,1.53,15.896
1.19,-6.69,1.53,15.956
1.19,-6.69,1.53,16.052
1.19,-6.69,1.53,16.153
1.19,-6.69,1.53,16.218
1.19,-6.69,1.53,16.313
3.01,-7.41,-0.01,16.325
2.28,-11.89,-3.06,16.42
0.63,-12.13,-7.48,16.522
0.63,-12.13,-7.48,16.618
0.63,-12.13,-7.48,16.684
0.63,-12.13,-7.48,16.778
0.63,-12.13,-7.48,16.846
0.63,-12.13,-7.48,16.943
0.63,-12.13,-7.48,17.036
0.63,-12.13,-7.48,17.098
1.41,-14.19,-8.08,17.195
1.19,-14.37,-7.66,17.259
1.37,-12.62,-5.05,17.321
1.37,-12.62,-5.05,17.411
1.37,-12.62,-5.05,17.513
1.37,-12.62,-5.05,17.575
1.37,-12.62,-5.05,17.673
1.37,-12.62,-5.05,17.775
1.37,-12.62,-5.05,17.838
1.37,-12.62,-5.05,17.936
3.2,-15.72,-4.28,18
3.95,-16.82,-2.38,18.065
4.6,-17.06,-3.09,18.163
4.6,-17.06,-3.09,18.253
4.6,-17.06,-3.09,18.318
4.6,-17.06,-3.09,18.413
4.6,-17.06,-3.09,18.477
4.6,-17.06,-3.09,18.577
4.6,-17.06,-3.09,18.64
4.6,-17.06,-3.09,18.701
3.03,-17.29,-4.98,18.795
3.56,-15.99,-5.23,18.894
2.96,-15.4,-5.01,18.996
2.96,-15.4,-5.01,19.059
2.96,-15.4,-5.01,19.122
2.96,-15.4,-5.01,19.221
2.96,-15.4,-5.01,19.285
2.96,-15.4,-5.01,19.383
2.96,-15.4,-5.01,19.45
2.96,-15.4,-5.01,19.545
1.1,-14.85,-3.84,19.651
0.5,-15.46,-3.19,19.721
1.01,-14.02,-3.28,19.787
1.01,-14.02,-3.28,19.849
1.01,-14.02,-3.28,19.913
1.01,-14.02,-3.28,20.013
1.01,-14.02,-3.28,20.113
1.01,-14.02,-3.28,20.181
1.01,-14.02,-3.28,20.276
1.01,-14.02,-3.28,20.341
1.69,-15.78,-3.6,20.443
2.21,-12.81,-3.78,20.508
1.26,-10.88,-3.5,20.575
1.26,-10.88,-3.5,20.673
1.26,-10.88,-3.5,20.738
1.26,-10.88,-3.5,20.834
1.26,-10.88,-3.5,20.901
1.26,-10.88,-3.5,21
1.26,-10.88,-3.5,21.104
1.26,-10.88,-3.5,21.168
0.34,-9.69,-2.24,21.236
-0.05,-8.34,-1.63,21.301
1.58,-5.56,-0.93,21.401
1.58,-5.56,-0.93,21.503
1.58,-5.56,-0.93,21.567
1.58,-5.56,-0.93,21.661
1.58,-5.56,-0.93,21.729
1.58,-5.56,-0.93,21.794
1.58,-5.56,-0.93,21.89
1.58,-5.56,-0.93,21.957
2.34,-4.54,-0.37,22.053
1.67,-1.65,-1.48,22.126
0.37,-2.34,-1.14,22.193
0.37,-2.34,-1.14,22.295
0.37,-2.34,-1.14,22.363
0.37,-2.34,-1.14,22.461
0.37,-2.34,-1.14,22.529
0.37,-2.34,-1.14,22.6
0.37,-2.34,-1.14,22.698
0.37,-2.34,-1.14,22.764
0.27,0.73,-2.72,22.87
0.89,0.61,-1.06,22.942
5.77,-5.75,-0.78,23.005
5.77,-5.75,-0.78,23.1
5.77,-5.75,-0.78,23.166
5.77,-5.75,-0.78,23.267
5.77,-5.75,-0.78,23.339
5.77,-5.75,-0.78,23.405
5.77,-5.75,-0.78,23.5
5.77,-5.75,-0.78,23.607
5.26,-3.44,0.27,23.674
7.1,-10.51,-1.4,23.74
3.62,-11.66,-2.89,23.84
3.62,-11.66,-2.89,23.935
3.62,-11.66,-2.89,24.003
3.62,-11.66,-2.89,24.068
3.62,-11.66,-2.89,24.167
3.62,-11.66,-2.89,24.239
3.62,-11.66,-2.89,24.338
3.62,-11.66,-2.89,24.398
8.17,-16.84,-2.99,24.462
10.57,-17.55,-2.63,24.566
9.78,-15.36,-2.26,24.63
9.78,-15.36,-2.26,24.735
9.78,-15.36,-2.26,24.801
9.78,-15.36,-2.26,24.866
9.78,-15.36,-2.26,24.968
9.78,-15.36,-2.26,25.033
9.78,-15.36,-2.26,25.096
9.78,-15.36,-2.26,25.198
9.99,-16.66,-1.65,25.298
7.37,-16.66,-1.57,25.36
6.96,-11.99,-2.28,25.456
6.96,-11.99,-2.28,25.514
6.96,-11.99,-2.28,25.575
6.96,-11.99,-2.28,25.643
6.96,-11.99,-2.28,25.743
6.96,-11.99,-2.28,25.842
6.96,-11.99,-2.28,25.941
6.96,-11.99,-2.28,26.055
4.29,-13.11,-2.55,26.122
2.3,-11.53,-3.19,26.19
1.28,-11.06,-1.52,26.255
1.28,-11.06,-1.52,26.322
1.28,-11.06,-1.52,26.429
1.28,-11.06,-1.52,26.492
1.28,-11.06,-1.52,26.597
1.28,-11.06,-1.52,26.663
1.28,-11.06,-1.52,26.763
1.28,-11.06,-1.52,26.831
-0.37,-11.06,0.6,26.934
-0.18,-5.39,2.04,27.006
-1.05,-7.81,0.85,27.109
-1.05,-7.81,0.85,27.123
-1.05,-7.81,0.85,27.227
-1.05,-7.81,0.85,27.335
-1.05,-7.81,0.85,27.407
-1.05,-7.81,0.85,27.479
-1.05,-7.81,0.85,27.546
-1.05,-7.81,0.85,27.654
-1.97,0.88,-0.25,27.723
-3.1,-0.8,-1.43,27.826
-2.09,1.62,-2.28,27.895
-2.09,1.62,-2.28,27.966
-2.09,1.62,-2.28,28.074
-2.09,1.62,-2.28,28.141
-2.09,1.62,-2.28,28.21
-2.09,1.62,-2.28,28.283
-2.09,1.62,-2.28,28.352
-2.09,1.62,-2.28,28.455
-1.56,1.82,-1.11,28.525
0.85,3.6,-1.22,28.59
7.37,-0.55,2.16,28.697
7.37,-0.55,2.16,28.797
7.37,-0.55,2.16,28.861
7.37,-0.55,2.16,28.929
7.37,-0.55,2.16,28.998
7.37,-0.55,2.16,29.101
7.37,-0.55,2.16,29.21
7.37,-0.55,2.16,29.282
7.95,-3.2,-1.62,29.353
9.66,-9.81,-2.26,29.459
4.42,-10.07,-1.6,29.528
4.42,-10.07,-1.6,29.596
4.42,-10.07,-1.6,29.666
4.42,-10.07,-1.6,29.777
4.42,-10.07,-1.6,29.848
4.42,-10.07,-1.6,29.918
4.42,-10.07,-1.6,29.983
4.42,-10.07,-1.6,30.087
5.05,-15.19,-2,30.158
2.99,-14.27,2.69,30.258
2.3,-11.36,-1.14,30.33
2.3,-11.36,-1.14,30.399
2.3,-11.36,-1.14,30.468
2.3,-11.36,-1.14,30.543
2.3,-11.36,-1.14,30.653
2.3,-11.36,-1.14,30.726
2.3,-11.36,-1.14,30.795
2.3,-11.36,-1.14,30.87
3.19,-11.61,3.39,30.978
1.4,-6.41,-0.12,31.049
0.92,-4.88,0.92,31.12
0.92,-4.88,0.92,31.211
0.92,-4.88,0.92,31.302
0.92,-4.88,0.92,31.36
0.92,-4.88,0.92,31.425
0.92,-4.88,0.92,31.512
0.92,-4.88,0.92,31.601
0.92,-4.88,0.92,31.659
1.35,-1.1,-3.15,31.745
0.14,-0.31,-1.84,31.833
1.26,0.04,-1.95,31.923
1.26,0.04,-1.95,32.012
1.26,0.04,-1.95,32.079
1.26,0.04,-1.95,32.188
1.26,0.04,-1.95,32.263
1.26,0.04,-1.95,32.372
1.26,0.04,-1.95,32.443
1.26,0.04,-1.95,32.514
-3.13,2.69,-1.19,32.58
-0.01,2.41,-1.46,32.683
-1.14,-5.33,-3.05,32.756
-1.14,-5.33,-3.05,32.825
-1.14,-5.33,-3.05,32.9
-1.14,-5.33,-3.05,32.975
-1.14,-5.33,-3.05,33.043
-1.14,-5.33,-3.05,33.147
-1.14,-5.33,-3.05,33.257
-1.14,-5.33,-3.05,33.326
0.56,-3.61,-2.9,33.395
2.64,-11,-3.88,33.464
5.57,-11,-2.21,33.568
5.57,-11,-2.21,33.636
5.57,-11,-2.21,33.703
5.57,-11,-2.21,33.771
5.57,-11,-2.21,33.88
5.57,-11,-2.21,33.95
5.57,-11,-2.21,34.054
5.57,-11,-2.21,34.128
9.69,-20.01,-3.92,34.236
8.59,-20.01,-2.62,34.307
6.63,-11.91,-2.96,34.378
6.63,-11.91,-2.96,34.444
6.63,-11.91,-2.96,34.516
6.63,-11.91,-2.96,34.626
6.63,-11.91,-2.96,34.637
6.63,-11.91,-2.96,34.742
6.63,-11.91,-2.96,34.85
6.63,-11.91,-2.96,34.926
5.13,-10.63,-1.61,35.035
2.24,-2.47,-1.14,35.11
3.58,-2.54,-2.11,35.184
3.58,-2.54,-2.11,35.247
3.58,-2.54,-2.11,35.361
3.58,-2.54,-2.11,35.432
3.58,-2.54,-2.11,35.503
3.58,-2.54,-2.11,35.579
3.58,-2.54,-2.11,35.679
3.58,-2.54,-2.11,35.75
0.18,3.61,0.35,35.822
0.93,2.07,-1.65,35.893
3.74,-2.03,-1.44,36.007
3.74,-2.03,-1.44,36.079
3.74,-2.03,-1.44,36.145
3.74,-2.03,-1.44,36.214
3.74,-2.03,-1.44,36.291
3.74,-2.03,-1.44,36.362
3.74,-2.03,-1.44,36.471
3.74,-2.03,-1.44,36.549
5.41,-2.75,-4.55,36.618
8.54,-6.6,-6.22,36.727
6.37,-7.99,-5.16,36.8
6.37,-7.99,-5.16,36.873
6.37,-7.99,-5.16,36.982
6.37,-7.99,-5.16,36.997
6.37,-7.99,-5.16,37.11
6.37,-7.99,-5.16,37.183
6.37,-7.99,-5.16,37.291
6.37,-7.99,-5.16,37.369
6.86,-14.7,-5.27,37.44
5.2,-14.79,-2.17,37.513
3.53,-12.77,-4.56,37.587
3.53,-12.77,-4.56,37.696
3.53,-12.77,-4.56,37.779
3.53,-12.77,-4.56,37.857
3.53,-12.77,-4.56,37.927
3.53,-12.77,-4.56,38.001
3.53,-12.77,-4.56,38.109
3.53,-12.77,-4.56,38.187
3.39,-10.49,-3.19,38.251
2.01,-8.5,-4.68,38.324
1.9,-5.23,-1.87,38.44
1.9,-5.23,-1.87,38.511
1.9,-5.23,-1.87,38.583
1.9,-5.23,-1.87,38.656
1.9,-5.23,-1.87,38.774
1.9,-5.23,-1.87,38.847
1.9,-5.23,-1.87,38.919
1.9,-5.23,-1.87,38.999
0.71,-0.1,-1.24,39.073
-0.26,1.62,0.26,39.143
4.72,-2.67,-0.48,39.219
4.72,-2.67,-0.48,39.287
4.72,-2.67,-0.48,39.4
4.72,-2.67,-0.48,39.48
4.72,-2.67,-0.48,39.55
4.72,-2.67,-0.48,39.621
4.72,-2.67,-0.48,39.732
4.72,-2.67,-0.48,39.807
5.57,-2.75,-2.21,39.879
10.89,-4.82,-5.14,39.953
8.68,-8.37,-5.41,40.03
8.68,-8.37,-5.41,40.103
8.68,-8.37,-5.41,40.178
8.68,-8.37,-5.41,40.287
8.68,-8.37,-5.41,40.36
8.68,-8.37,-5.41,40.437
8.68,-8.37,-5.41,40.508
8.68,-8.37,-5.41,40.58
7.43,-12.62,-5.62,40.691
3.67,-16.92,-4.65,40.766
0.64,-13.72,-5.39,40.878
0.64,-13.72,-5.39,40.95
0.64,-13.72,-5.39,41.022
0.64,-13.72,-5.39,41.097
0.64,-13.72,-5.39,41.173
0.64,-13.72,-5.39,41.247
0.64,-13.72,-5.39,41.355
0.64,-13.72,-5.39,41.431
4.47,-16.8,-4.99,41.501
4.5,-13.32,-4.34,41.578
4.37,-9.62,-1.35,41.697
4.37,-9.62,-1.35,41.772
4.37,-9.62,-1.35,41.846
4.37,-9.62,-1.35,41.919
4.37,-9.62,-1.35,41.995
4.37,-9.62,-1.35,42.072
4.37,-9.62,-1.35,42.183
4.37,-9.62,-1.35,42.194
0.93,-8.37,-0.14,42.307
-0.56,-4.73,1.19,42.388
-0.14,-5.06,-1.35,42.504
-0.14,-5.06,-1.35,42.578
-0.14,-5.06,-1.35,42.655
-0.14,-5.06,-1.35,42.73
-0.14,-5.06,-1.35,42.806
-0.14,-5.06,-1.35,42.88
-0.14,-5.06,-1.35,42.95
-0.14,-5.06,-1.35,43.023
-0.39,-0.05,-1.46,43.139
0.04,-1.62,-2.42,43.222
-0.43,-3.75,-1.87,43.297
-0.43,-3.75,-1.87,43.37
-0.43,-3.75,-1.87,43.443
-0.43,-3.75,-1.87,43.515
-0.43,-3.75,-1.87,43.59
-0.43,-3.75,-1.87,43.701
-0.43,-3.75,-1.87,43.769
-0.43,-3.75,-1.87,43.847
-0.99,-2.42,-0.89,43.923
-0.72,-0.68,-1.1,44.039
3.02,-0.33,-1.49,44.119
3.02,-0.33,-1.49,44.195
3.02,-0.33,-1.49,44.275
3.02,-0.33,-1.49,44.352
3.02,-0.33,-1.49,44.425
3.02,-0.33,-1.49,44.499
3.02,-0.33,-1.49,44.566
3.02,-0.33,-1.49,44.634
1.95,-2.21,-0.88,44.746
2.48,-2.81,-0.76,44.825
0.71,-7.61,-0.55,44.904
0.71,-7.61,-0.55,44.979
0.71,-7.61,-0.55,45.052
0.71,-7.61,-0.55,45.125
0.71,-7.61,-0.55,45.241
0.71,-7.61,-0.55,45.322
0.71,-7.61,-0.55,45.394
0.71,-7.61,-0.55,45.467
0.95,-6.62,-1.33,45.533
1.02,-8.54,-0.84,45.609
0.84,-5.36,-2.89,45.721
0.84,-5.36,-2.89,45.798
0.84,-5.36,-2.89,45.872
0.84,-5.36,-2.89,45.986
0.84,-5.36,-2.89,46.065
0.84,-5.36,-2.89,46.14
0.84,-5.36,-2.89,46.214
0.84,-5.36,-2.89,46.299
2.28,-6.03,-4.47,46.377
2.47,-6.25,-5.86,46.455
3.22,-8.3,-5.7,46.536
3.22,-8.3,-5.7,46.62
3.22,-8.3,-5.7,46.691
3.22,-8.3,-5.7,46.769
3.22,-8.3,-5.7,46.845
3.22,-8.3,-5.7,46.924
3.22,-8.3,-5.7,46.997
3.22,-8.3,-5.7,47.114
2.26,-8.41,-4.8,47.189
1.97,-7.43,-4.59,47.266
2.64,-2.46,-3.67,47.341
2.64,-2.46,-3.67,47.415
2.64,-2.46,-3.67,47.495
2.64,-2.46,-3.67,47.571
2.64,-2.46,-3.67,47.649
2.64,-2.46,-3.67,47.766
2.64,-2.46,-3.67,47.841
2.64,-2.46,-3.67,47.92
4.09,-1.86,-3.36,47.995
4.99,-0.85,-2.46,48.076
4.38,-4.12,-3.02,48.157
4.38,-4.12,-3.02,48.272
4.38,-4.12,-3.02,48.283
4.38,-4.12,-3.02,48.401
4.38,-4.12,-3.02,48.479
4.38,-4.12,-3.02,48.555
4.38,-4.12,-3.02,48.629
4.38,-4.12,-3.02,48.706
3.82,-3.79,-1.7,48.786
1.27,-4.69,-1.74,48.865
2.12,-3.65,-3.2,48.977
2.12,-3.65,-3.2,49.045
2.12,-3.65,-3.2,49.125
2.12,-3.65,-3.2,49.204
2.12,-3.65,-3.2,49.283
2.12,-3.65,-3.2,49.356
2.12,-3.65,-3.2,49.433
2.12,-3.65,-3.2,49.515
3.32,-3.69,-5.83,49.591
7.05,-8.84,-4.17,49.671
4.11,-12.71,-3.65,49.793
4.11,-12.71,-3.65,49.801
4.11,-12.71,-3.65,49.922
4.11,-12.71,-3.65,49.998
4.11,-12.71,-3.65,50.119
4.11,-12.71,-3.65,50.199
4.11,-12.71,-3.65,50.272
4.11,-12.71,-3.65,50.358
3.07,-12.21,-2.92,50.439
3.62,-9.73,-6.08,50.51
3.67,-7.74,-3.24,50.584
3.67,-7.74,-3.24,50.66
3.67,-7.74,-3.24,50.74
3.67,-7.74,-3.24,50.817
3.67,-7.74,-3.24,50.888
3.67,-7.74,-3.24,51.001
3.67,-7.74,-3.24,51.01
3.67,-7.74,-3.24,51.138
4.75,-10.49,-2.05,51.264
4.84,-12.64,-1.71,51.276
5.37,-11.73,-1.39,51.388
5.37,-11.73,-1.39,51.465
5.37,-11.73,-1.39,51.543
5.37,-11.73,-1.39,51.659
5.37,-11.73,-1.39,51.736
5.37,-11.73,-1.39,51.811
5.37,-11.73,-1.39,51.898
5.37,-11.73,-1.39,51.971
9.86,-15.66,-5.52,52.052
8.17,-16.46,-7.32,52.132
7.52,-16.67,-6.73,52.212
7.52,-16.67,-6.73,52.291
7.52,-16.67,-6.73,52.364
7.52,-16.67,-6.73,52.441
7.52,-16.67,-6.73,52.525
7.52,-16.67,-6.73,52.604
7.52,-16.67,-6.73,52.678
7.52,-16.67,-6.73,52.806
5.15,-16.38,-1.45,52.816
5.16,-16.38,-1.05,52.932
6.29,-15.57,-1.69,53.01
6.29,-15.57,-1.69,53.088
6.29,-15.57,-1.69,53.167
6.29,-15.57,-1.69,53.246
6.29,-15.57,-1.69,53.323
6.29,-15.57,-1.69,53.437
6.29,-15.57,-1.69,53.515
6.29,-15.57,-1.69,53.597
7.68,-16.5,-1.5,53.676
9.72,-16.5,-3.03,53.751
8.34,-13.86,-3.31,53.828
8.34,-13.86,-3.31,53.906
8.34,-13.86,-3.31,53.984
8.34,-13.86,-3.31,54.062
8.34,-13.86,-3.31,54.146
8.34,-13.86,-3.31,54.224
8.34,-13.86,-3.31,54.302
8.34,-13.86,-3.31,54.382
6.09,-13.86,-6.13,54.504
3.26,-13.78,-0.3,54.584
2.48,-11.68,-1.05,54.664
2.48,-11.68,-1.05,54.742
2.48,-11.68,-1.05,54.82
2.48,-11.68,-1.05,54.905
2.48,-11.68,-1.05,54.981
2.48,-11.68,-1.05,55.057
2.48,-11.68,-1.05,55.135
2.48,-11.68,-1.05,55.219
2.84,-11.68,-4.82,55.296
3.02,-6.18,-6.6,55.38
3.97,-7.57,-5.73,55.461
3.97,-7.57,-5.73,55.541
3.97,-7.57,-5.73,55.62
3.97,-7.57,-5.73,55.702
3.97,-7.57,-5.73,55.783
3.97,-7.57,-5.73,55.861
3.97,-7.57,-5.73,55.936
3.97,-7.57,-5.73,56.021
2.18,-5.4,-1.26,56.101
2.47,-3.69,-2.42,56.184
2.96,-3.83,-2,56.265
2.96,-3.83,-2,56.346
2.96,-3.83,-2,56.423
2.96,-3.83,-2,56.511
2.96,-3.83,-2,56.591
2.96,-3.83,-2,56.67
2.96,-3.83,-2,56.748
2.96,-3.83,-2,56.83
3.7,-2.98,-2.21,56.914
1.6,-4.08,-0.3,56.993
0.54,-2.34,-1.14,57.078
0.54,-2.34,-1.14,57.156
0.54,-2.34,-1.14,57.243
0.54,-2.34,-1.14,57.324
0.54,-2.34,-1.14,57.402
0.54,-2.34,-1.14,57.484
0.54,-2.34,-1.14,57.566
0.54,-2.34,-1.14,57.645
0.92,-3.05,-0.94,57.726
2.56,-3.99,-2.21,57.81
3.73,-4.77,-1.9,57.887
3.73,-4.77,-1.9,57.965
3.73,-4.77,-1.9,58.042
3.73,-4.77,-1.9,58.118
3.73,-4.77,-1.9,58.201
3.73,-4.77,-1.9,58.28
3.73,-4.77,-1.9,58.359
3.73,-4.77,-1.9,58.443
3.18,-7,-2.03,58.52
3.66,-6.68,-1.54,58.606
4,-6.67,-1.18,58.686
4,-6.67,-1.18,58.771
4,-6.67,-1.18,58.855
4,-6.67,-1.18,58.943
4,-6.67,-1.18,59.027
4,-6.67,-1.18,59.107
4,-6.67,-1.18,59.198
4,-6.67,-1.18,59.279
3.36,-6.75,-2.41,59.362
4.52,-5.87,-1.99,59.445
2.56,-6.98,-2.85,59.528
2.56,-6.98,-2.85,59.607
2.56,-6.98,-2.85,59.693
2.56,-6.98,-2.85,59.773
2.56,-6.98,-2.85,59.851
2.56,-6.98,-2.85,59.929
2.56,-6.98,-2.85,60.009
2.56,-6.98,-2.85,60.092
5.99,-6.54,-5.24,60.178
6.07,-9.3,-5.84,60.261
6.81,-10.89,-5.22,60.342
6.81,-10.89,-5.22,60.419
6.81,-10.89,-5.22,60.499
6.81,-10.89,-5.22,60.581
6.81,-10.89,-5.22,60.665
6.81,-10.89,-5.22,60.749
6.81,-10.89,-5.22,60.83
6.81,-10.89,-5.22,60.911
3.41,-7.56,-1.53,60.994
1.78,-7.01,-1.11,61.076
2.96,-8.24,-1.54,61.161
2.96,-8.24,-1.54,61.248
2.96,-8.24,-1.54,61.337
