ACC Z,ACC Y,ACC X,Time [sec]
1.05,-4.3,-2.75,7.805
1.05,-4.3,-2.75,7.878
1.05,-4.3,-2.75,7.957
1.05,-4.3,-2.75,8.043
0.63,0.67,-0.99,8.133
0.58,-4.54,-2.46,8.199
1.7,-4.96,-3.01,8.27
1.7,-4.96,-3.01,8.351
1.7,-4.96,-3.01,8.436
1.7,-4.96,-3.01,8.518
1.7,-4.96,-3.01,8.592
1.7,-4.96,-3.01,8.671
1.7,-4.96,-3.01,8.753
1.7,-4.96,-3.01,8.843
3.87,-5.82,-4.89,8.919
7.44,-4.72,-3.4,9
6.81,-9,-0.64,9.079
6.81,-9,-0.64,9.157
6.81,-9,-0.64,9.255
6.81,-9,-0.64,9.332
6.81,-9,-0.64,9.399
6.81,-9,-0.64,9.486
6.81,-9,-0.64,9.568
6.81,-9,-0.64,9.647
7.47,-12.04,-1.56,9.756
3.62,-16.95,-1.49,9.827
4.33,-14.64,-0.98,9.896
4.33,-14.64,-0.98,9.972
4.33,-14.64,-0.98,10.049
4.33,-14.64,-0.98,10.151
4.33,-14.64,-0.98,10.222
4.33,-14.64,-0.98,10.312
4.33,-14.64,-0.98,10.386
4.33,-14.64,-0.98,10.455
1.88,-17.7,1.31,10.526
1.84,-16.48,1.02,10.611
0.6,-10.53,-0.51,10.682
0.6,-10.53,-0.51,10.777
0.6,-10.53,-0.51,10.885
0.6,-10.53,-0.51,10.984
0.6,-10.53,-0.51,11.053
0.6,-10.53,-0.51,11.125
0.6,-10.53,-0.51,11.199
0.6,-10.53,-0.51,11.273
1.18,-8.24,0.65,11.362
1.67,-2.35,-0.93,11.433
4.64,-6.13,-0.35,11.52
4.64,-6.13,-0.35,11.599
4.64,-6.13,-0.35,11.67
4.64,-6.13,-0.35,11.745
4.64,-6.13,-0.35,11.837
4.64,-6.13,-0.35,11.918
4.64,-6.13,-0.35,12.001
4.64,-6.13,-0.35,12.078
4,-1.63,-1.73,12.162
7.4,-8.75,-0.77,12.231
3.19,-12.33,-2.04,12.313
3.19,-12.33,-2.04,12.387
3.19,-12.33,-2.04,12.467
3.19,-12.33,-2.04,12.547
3.19,-12.33,-2.04,12.627
3.19,-12.33,-2.04,12.729
3.19,-12.33,-2.04,12.81
3.19,-12.33,-2.04,12.899
3.18,-19.12,-2.04,12.99
-1.53,-12.59,-2.79,13.065
-2.01,-6.63,-1.43,13.129
-2.01,-6.63,-1.43,13.204
-2.01,-6.63,-1.43,13.291
-2.01,-6.63,-1.43,13.374
-2.01,-6.63,-1.43,13.448
-2.01,-6.63,-1.43,13.524
-2.01,-6.63,-1.43,13.616
-2.01,-6.63,-1.43,13.704
-1.78,0.75,-1.5,13.795
-0.81,0.31,-0.95,13.864
-0.56,-3.41,-0.78,13.943
-0.56,-3.41,-0.78,14.012
-0.56,-3.41,-0.78,14.085
-0.56,-3.41,-0.78,14.187
-0.56,-3.41,-0.78,14.291
-0.56,-3.41,-0.78,14.352
-0.56,-3.41,-0.78,14.422
-0.56,-3.41,-0.78,14.499
-0.61,-6.88,-0.69,14.577
0.29,-12.25,-2.42,14.663
1.78,-12.49,-2,14.75
1.78,-12.49,-2,14.826
1.78,-12.49,-2,14.903
1.78,-12.49,-2,14.982
1.78,-12.49,-2,15.064
1.78,-12.49,-2,15.155
1.78,-12.49,-2,15.241
1.78,-12.49,-2,15.315
1.15,-16.4,-2.11,15.4
1.2,-13.89,-0.22,15.494
-0.14,-9.21,-1.41,15.566
-0.14,-9.21,-1.41,15.63
-0.14,-9.21,-1.41,15.705
-0.14,-9.21,-1.41,15.804
-0.14,-9.21,-1.41,15.887
-0.14,-9.21,-1.41,15.956
-0.14,-9.21,-1.41,16.028
-0.14,-9.21,-1.41,16.131
1.74,-7.66,-1.62,16.214
-0.03,-3.74,-2.07,16.299
4.62,-4.58,-2.5,16.376
4.62,-4.58,-2.5,16.473
4.62,-4.58,-2.5,16.541
4.62,-4.58,-2.5,16.638
4.62,-4.58,-2.5,16.716
4.62,-4.58,-2.5,16.792
4.62,-4.58,-2.5,16.864
4.62,-4.58,-2.5,16.939
4.35,0.56,-2.22,17.011
6.64,0.03,-2.11,17.089
4.96,-6.71,-2.38,17.164
4.96,-6.71,-2.38,17.249
4.96,-6.71,-2.38,17.346
4.96,-6.71,-2.38,17.422
4.96,-6.71,-2.38,17.501
4.96,-6.71,-2.38,17.578
4.96,-6.71,-2.38,17.688
4.96,-6.71,-2.38,17.765
3.39,-6.28,-1.82,17.84
3.84,-12.89,-1.35,17.914
0.81,-12.89,-0.78,17.994
0.81,-12.89,-0.78,18.072
0.81,-12.89,-0.78,18.157
0.81,-12.89,-0.78,18.23
0.81,-12.89,-0.78,18.307
0.81,-12.89,-0.78,18.398
0.81,-12.89,-0.78,18.483
0.81,-12.89,-0.78,18.572
4,-20.01,-0.22,18.648
1.33,-16.8,-1.28,18.729
1.86,-9.56,-0.34,18.808
1.86,-9.56,-0.34,18.883
1.86,-9.56,-0.34,18.962
1.86,-9.56,-0.34,19.043
1.86,-9.56,-0.34,19.119
1.86,-9.56,-0.34,19.205
1.86,-9.56,-0.34,19.312
1.86,-9.56,-0.34,19.389
-0.2,-1.31,-1.23,19.463
0.31,1.19,-1.07,19.54
5.74,-1.6,-0.08,19.618
5.74,-1.6,-0.08,19.697
5.74,-1.6,-0.08,19.779
5.74,-1.6,-0.08,19.861
5.74,-1.6,-0.08,19.935
5.74,-1.6,-0.08,20.019
5.74,-1.6,-0.08,20.101
5.74,-1.6,-0.08,20.185
5.77,-4.92,-0.67,20.261
7.2,-9.47,-0.26,20.365
1.79,-13.93,-0.52,20.42
1.79,-13.93,-0.52,20.513
1.79,-13.93,-0.52,20.59
1.79,-13.93,-0.52,20.68
1.79,-13.93,-0.52,20.759
1.79,-13.93,-0.52,20.839
1.79,-13.93,-0.52,20.914
1.79,-13.93,-0.52,20.992
1.27,-18.85,-1.22,21.07
1.29,-17.09,-2.59,21.154
1.43,-8.26,-3.67,21.229
1.43,-8.26,-3.67,21.309
1.43,-8.26,-3.67,21.398
1.43,-8.26,-3.67,21.477
1.43,-8.26,-3.67,21.553
1.43,-8.26,-3.67,21.638
1.43,-8.26,-3.67,21.718
1.43,-8.26,-3.67,21.793
2.45,-0.95,-2.22,21.881
0.78,1.99,-0.39,21.959
1.66,-6.84,-3.14,22.05
1.66,-6.84,-3.14,22.133
1.66,-6.84,-3.14,22.211
1.66,-6.84,-3.14,22.292
1.66,-6.84,-3.14,22.375
1.66,-6.84,-3.14,22.453
1.66,-6.84,-3.14,22.529
1.66,-6.84,-3.14,22.618
5.88,-10.55,-2.56,22.696
6.55,-16.41,-2.64,22.772
5.7,-12.94,0.03,22.855
5.7,-12.94,0.03,22.934
5.7,-12.94,0.03,23.015
5.7,-12.94,0.03,23.103
5.7,-12.94,0.03,23.182
5.7,-12.94,0.03,23.267
5.7,-12.94,0.03,23.34
5.7,-12.94,0.03,23.413
1.31,-15.59,-0.82,23.502
0.6,-8.22,-0.92,23.585
0.56,-5.5,-0.68,23.667
0.56,-5.5,-0.68,23.752
0.56,-5.5,-0.68,23.833
0.56,-5.5,-0.68,23.915
0.56,-5.5,-0.68,23.998
0.56,-5.5,-0.68,24.08
0.56,-5.5,-0.68,24.157
0.56,-5.5,-0.68,24.239
0.24,0.41,0.43,24.319
4.38,-4.73,-1.26,24.398
5.71,-10.88,0.24,24.491
5.71,-10.88,0.24,24.576
5.71,-10.88,0.24,24.655
5.71,-10.88,0.24,24.739
5.71,-10.88,0.24,24.823
5.71,-10.88,0.24,24.903
5.71,-10.88,0.24,24.98
5.71,-10.88,0.24,25.063
8.09,-17.74,0.25,25.142
3.28,-19.97,3.84,25.219
2.67,-14.87,1.39,25.307
2.67,-14.87,1.39,25.387
2.67,-14.87,1.39,25.465
2.67,-14.87,1.39,25.547
2.67,-14.87,1.39,25.629
2.67,-14.87,1.39,25.708
2.67,-14.87,1.39,25.789
2.67,-14.87,1.39,25.875
1.6,-11.7,-0.69,25.961
2.76,-2.24,-3.8,26.038
5.3,-4.18,-0.41,26.124
5.3,-4.18,-0.41,26.205
5.3,-4.18,-0.41,26.283
5.3,-4.18,-0.41,26.367
5.3,-4.18,-0.41,26.45
5.3,-4.18,-0.41,26.541
5.3,-4.18,-0.41,26.624
5.3,-4.18,-0.41,26.706
3.33,-1.39,0.21,26.792
7.62,-10.85,1.91,26.85
4.21,-14.04,-0.41,26.935
4.21,-14.04,-0.41,27.017
4.21,-14.04,-0.41,27.102
4.21,-14.04,-0.41,27.178
4.21,-14.04,-0.41,27.238
4.21,-14.04,-0.41,27.318
4.21,-14.04,-0.41,27.423
4.21,-14.04,-0.41,27.517
3.96,-20.01,3.5,27.597
-0.54,-13.81,2.52,27.652
-1.06,-6.94,1.96,27.733
-1.06,-6.94,1.96,27.814
-1.06,-6.94,1.96,27.896
-1.06,-6.94,1.96,27.979
-1.06,-6.94,1.96,28.068
-1.06,-6.94,1.96,28.152
-1.06,-6.94,1.96,28.242
-1.06,-6.94,1.96,28.331
0.47,-3.57,-2.09,28.386
0.05,-1.33,-0.89,28.47
1.82,-3.24,-0.98,28.555
1.82,-3.24,-0.98,28.643
1.82,-3.24,-0.98,28.726
1.82,-3.24,-0.98,28.807
1.82,-3.24,-0.98,28.888
1.82,-3.24,-0.98,28.943
1.82,-3.24,-0.98,29.024
1.82,-3.24,-0.98,29.104
1.03,1.33,-0.81,29.184
1.29,-0.42,-1.36,29.268
4.08,-0.6,-1.19,29.35
4.08,-0.6,-1.19,29.438
4.08,-0.6,-1.19,29.526
4.08,-0.6,-1.19,29.61
4.08,-0.6,-1.19,29.699
4.08,-0.6,-1.19,29.779
4.08,-0.6,-1.19,29.864
4.08,-0.6,-1.19,29.947
4.64,-4.65,-0.58,30.028
4.9,-11.34,-0.14,30.114
1.6,-14.87,0.18,30.193
1.6,-14.87,0.18,30.28
1.6,-14.87,0.18,30.364
1.6,-14.87,0.18,30.425
1.6,-14.87,0.18,30.48
1.6,-14.87,0.18,30.561
1.6,-14.87,0.18,30.641
1.6,-14.87,0.18,30.746
1.46,-18.76,0.17,30.831
1.26,-17.81,0.26,30.918
0.76,-10.98,0.14,31.003
0.76,-10.98,0.14,31.057
0.76,-10.98,0.14,31.142
0.76,-10.98,0.14,31.226
0.76,-10.98,0.14,31.311
0.76,-10.98,0.14,31.402
0.76,-10.98,0.14,31.488
0.76,-10.98,0.14,31.57
1.22,-10.98,-0.48,31.628
1.94,-4.62,-1.03,31.713
0.77,-6.75,-1.26,31.794
0.77,-6.75,-1.26,31.874
0.77,-6.75,-1.26,31.958
0.77,-6.75,-1.26,32.041
0.77,-6.75,-1.26,32.124
0.77,-6.75,-1.26,32.21
0.77,-6.75,-1.26,32.292
0.77,-6.75,-1.26,32.348
0.8,1.15,-0.9,32.439
2.35,-0.25,0.44,32.529
7.01,-6.18,1.56,32.612
7.01,-6.18,1.56,32.694
7.01,-6.18,1.56,32.778
7.01,-6.18,1.56,32.834
7.01,-6.18,1.56,32.895
7.01,-6.18,1.56,32.983
7.01,-6.18,1.56,33.071
7.01,-6.18,1.56,33.168
6.37,-13.78,-1.14,33.254
4.29,-19.7,-2.82,33.343
0.94,-12.21,-3.74,33.402
0.94,-12.21,-3.74,33.51
0.94,-12.21,-3.74,33.603
0.94,-12.21,-3.74,33.664
0.94,-12.21,-3.74,33.747
0.94,-12.21,-3.74,33.83
0.94,-12.21,-3.74,33.911
0.94,-12.21,-3.74,34
0.38,-12.51,-0.76,34.061
-0.05,-5.19,-0.38,34.144
-0.6,-6.79,0.26,34.229
-0.6,-6.79,0.26,34.315
-0.6,-6.79,0.26,34.399
-0.6,-6.79,0.26,34.485
-0.6,-6.79,0.26,34.544
-0.6,-6.79,0.26,34.626
-0.6,-6.79,0.26,34.713
-0.6,-6.79,0.26,34.8
-1.36,-0.34,0.56,34.888
-0.8,-0.13,-0.18,34.951
-2.28,-1.92,-1.35,35.01
-2.28,-1.92,-1.35,35.091
-2.28,-1.92,-1.35,35.207
-2.28,-1.92,-1.35,35.298
-2.28,-1.92,-1.35,35.357
-2.28,-1.92,-1.35,35.442
-2.28,-1.92,-1.35,35.527
-2.28,-1.92,-1.35,35.617
-2,-1.74,-1.06,35.701
-1.52,-1.97,-1.35,35.754
0.46,-4.94,3.6,35.84
0.46,-4.94,3.6,35.929
0.46,-4.94,3.6,36.021
0.46,-4.94,3.6,36.106
0.46,-4.94,3.6,36.194
0.46,-4.94,3.6,36.257
0.46,-4.94,3.6,36.342
0.46,-4.94,3.6,36.426
2.94,-4.86,1.66,36.488
4.29,-7.91,-1.31,36.574
4.89,-9.05,-4.41,36.663
4.89,-9.05,-4.41,36.747
4.89,-9.05,-4.41,36.832
4.89,-9.05,-4.41,36.924
4.89,-9.05,-4.41,36.984
4.89,-9.05,-4.41,37.068
4.89,-9.05,-4.41,37.159
4.89,-9.05,-4.41,37.244
4.89,-12.09,-5.28,37.334
2.59,-16.34,-3.78,37.391
3.84,-16.31,-3.15,37.481
3.84,-16.31,-3.15,37.572
3.84,-16.31,-3.15,37.635
3.84,-16.31,-3.15,37.723
3.84,-16.31,-3.15,37.814
3.84,-16.31,-3.15,37.87
3.84,-16.31,-3.15,37.957
3.84,-16.31,-3.15,38.045
-2.54,-15.34,-3.41,38.133
-1.95,-15.34,-1.69,38.218
-2.34,-11.22,-3.83,38.276
-2.34,-11.22,-3.83,38.364
-2.34,-11.22,-3.83,38.454
-2.34,-11.22,-3.83,38.541
-2.34,-11.22,-3.83,38.625
-2.34,-11.22,-3.83,38.684
-2.34,-11.22,-3.83,38.774
-2.34,-11.22,-3.83,38.837
2.08,-15.85,-1.11,38.924
-0.51,-13.89,-0.26,38.982
-2.8,-9.61,-0.58,39.071
-2.8,-9.61,-0.58,39.166
-2.8,-9.61,-0.58,39.256
-2.8,-9.61,-0.58,39.315
-2.8,-9.61,-0.58,39.403
-2.8,-9.61,-0.58,39.493
-2.8,-9.61,-0.58,39.58
-2.8,-9.61,-0.58,39.641
-1.52,-8.37,-0.42,39.728
0.33,-4.21,-1.61,39.815
1.19,-4.85,-1.46,39.902
1.19,-4.85,-1.46,39.992
1.19,-4.85,-1.46,40.057
1.19,-4.85,-1.46,40.149
1.19,-4.85,-1.46,40.241
1.19,-4.85,-1.46,40.313
1.19,-4.85,-1.46,40.403
1.19,-4.85,-1.46,40.466
1.32,1.91,-2.56,40.562
1.7,3.31,-0.94,40.627
5.98,-4.48,0.44,40.714
5.98,-4.48,0.44,40.776
5.98,-4.48,0.44,40.861
5.98,-4.48,0.44,40.951
5.98,-4.48,0.44,41.041
5.98,-4.48,0.44,41.13
5.98,-4.48,0.44,41.218
5.98,-4.48,0.44,41.286
4.21,-8.9,1.84,41.347
6.56,-16.42,3.45,41.406
1.36,-11.66,2.34,41.497
1.36,-11.66,2.34,41.593
1.36,-11.66,2.34,41.685
1.36,-11.66,2.34,41.745
1.36,-11.66,2.34,41.837
1.36,-11.66,2.34,41.931
1.36,-11.66,2.34,42.025
1.36,-11.66,2.34,42.123
2.11,-15.25,3.66,42.188
0.54,-9.15,0.38,42.25
0.05,-7.28,-0.18,42.344
0.05,-7.28,-0.18,42.437
0.05,-7.28,-0.18,42.501
0.05,-7.28,-0.18,42.562
0.05,-7.28,-0.18,42.649
0.05,-7.28,-0.18,42.741
0.05,-7.28,-0.18,42.838
0.05,-7.28,-0.18,42.934
-0.39,0.44,-1.66,42.997
-0.34,1.26,-1.6,43.09
3.77,-0.52,-1.62,43.159
3.77,-0.52,-1.62,43.217
3.77,-0.52,-1.62,43.307
3.77,-0.52,-1.62,43.407
3.77,-0.52,-1.62,43.468
3.77,-0.52,-1.62,43.56
3.77,-0.52,-1.62,43.631
3.77,-0.52,-1.62,43.725
4.58,-1.49,-2.07,43.792
3.66,-2.77,-1.67,43.888
1.29,-7.53,-1.79,43.949
1.29,-7.53,-1.79,44.043
1.29,-7.53,-1.79,44.109
1.29,-7.53,-1.79,44.209
1.29,-7.53,-1.79,44.277
1.29,-7.53,-1.79,44.369
1.29,-7.53,-1.79,44.459
1.29,-7.53,-1.79,44.521
0.99,-7.77,-2.56,44.614
6.66,-11.73,-4.12,44.706
6.98,-10.34,-3.32,44.774
6.98,-10.34,-3.32,44.864
6.98,-10.34,-3.32,44.933
6.98,-10.34,-3.32,45.027
6.98,-10.34,-3.32,45.094
6.98,-10.34,-3.32,45.186
6.98,-10.34,-3.32,45.283
6.98,-10.34,-3.32,45.358
7.9,-16.87,-3.23,45.421
3.23,-18.5,-2.86,45.514
3.53,-16.12,-3.44,45.579
3.53,-16.12,-3.44,45.64
3.53,-16.12,-3.44,45.734
3.53,-16.12,-3.44,45.831
3.53,-16.12,-3.44,45.893
3.53,-16.12,-3.44,45.986
3.53,-16.12,-3.44,46.074
3.53,-16.12,-3.44,46.138
3.45,-16.12,-3.14,46.229
4.3,-13.23,-1.33,46.293
3.18,-9.41,-0.78,46.391
3.18,-9.41,-0.78,46.493
3.18,-9.41,-0.78,46.564
3.18,-9.41,-0.78,46.625
3.18,-9.41,-0.78,46.717
3.18,-9.41,-0.78,46.782
3.18,-9.41,-0.78,46.877
3.18,-9.41,-0.78,46.953
2.68,-5.98,-0.42,47.048
1.15,-2.08,-0.35,47.113
-1.16,-2.46,-1.66,47.18
-1.16,-2.46,-1.66,47.266
-1.16,-2.46,-1.66,47.36
-1.16,-2.46,-1.66,47.424
-1.16,-2.46,-1.66,47.52
-1.16,-2.46,-1.66,47.59
-1.16,-2.46,-1.66,47.683
-1.16,-2.46,-1.66,47.779
-1.83,1.36,-3.31,47.846
-4.39,-0.14,-1.16,47.943
2.89,-4.46,1.77,48.011
2.89,-4.46,1.77,48.074
2.89,-4.46,1.77,48.169
2.89,-4.46,1.77,48.237
2.89,-4.46,1.77,48.331
2.89,-4.46,1.77,48.398
2.89,-4.46,1.77,48.493
2.89,-4.46,1.77,48.596
2.98,-4.16,2.71,48.67
6.12,-9.45,-1.5,48.738
1.78,-11.43,-1.99,48.8
1.78,-11.43,-1.99,48.894
1.78,-11.43,-1.99,48.99
1.78,-11.43,-1.99,49.086
1.78,-11.43,-1.99,49.151
1.78,-11.43,-1.99,49.216
1.78,-11.43,-1.99,49.31
1.78,-11.43,-1.99,49.412
6.5,-16.2,1.32,49.478
6.42,-16.21,6.72,49.547
5.64,-12.09,5.6,49.645
5.64,-12.09,5.6,49.711
5.64,-12.09,5.6,49.779
5.64,-12.09,5.6,49.876
5.64,-12.09,5.6,49.943
5.64,-12.09,5.6,50.04
5.64,-12.09,5.6,50.099
5.64,-12.09,5.6,50.196
2.63,-14.88,6.07,50.296
2.56,-9.6,1.32,50.359
1.86,-6.97,0.97,50.453
1.86,-6.97,0.97,50.515
1.86,-6.97,0.97,50.614
1.86,-6.97,0.97,50.678
1.86,-6.97,0.97,50.775
1.86,-6.97,0.97,50.843
1.86,-6.97,0.97,50.935
1.86,-6.97,0.97,51.034
-0.63,-6.15,-2.8,51.104
-2.33,-2.73,-0.75,51.171
-0.97,-4.13,-1.35,51.236
-0.97,-4.13,-1.35,51.331
-0.97,-4.13,-1.35,51.427
-0.97,-4.13,-1.35,51.497
-0.97,-4.13,-1.35,51.572
-0.97,-4.13,-1.35,51.671
-0.97,-4.13,-1.35,51.734
-0.97,-4.13,-1.35,51.801
-1.15,1.61,-1.1,51.898
2.43,-0.12,-2.45,52.001
2.67,-4.76,-4.86,52.013
2.67,-4.76,-4.86,52.113
2.67,-4.76,-4.86,52.215
2.67,-4.76,-4.86,52.311
2.67,-4.76,-4.86,52.379
2.67,-4.76,-4.86,52.478
2.67,-4.76,-4.86,52.545
2.67,-4.76,-4.86,52.611
5.23,-2.96,-5.35,52.71
2.14,-6.21,-3.7,52.778
1.26,-7.92,0.14,52.872
1.26,-7.92,0.14,52.969
1.26,-7.92,0.14,53.04
1.26,-7.92,0.14,53.104
1.26,-7.92,0.14,53.17
1.26,-7.92,0.14,53.267
1.26,-7.92,0.14,53.372
1.26,-7.92,0.14,53.442
2.84,-12.12,-0.16,53.508
2.41,-15.83,-1.63,53.606
2.77,-14.12,-2.39,53.707
2.77,-14.12,-2.39,53.717
2.77,-14.12,-2.39,53.82
2.77,-14.12,-2.39,53.925
2.77,-14.12,-2.39,53.995
2.77,-14.12,-2.39,54.09
2.77,-14.12,-2.39,54.189
2.77,-14.12,-2.39,54.257
-0.55,-18.29,-3.14,54.322
2.42,-15.95,-2.01,54.415
2.5,-11.27,-2.65,54.482
2.5,-11.27,-2.65,54.547
2.5,-11.27,-2.65,54.646
2.5,-11.27,-2.65,54.716
2.5,-11.27,-2.65,54.812
2.5,-11.27,-2.65,54.884
2.5,-11.27,-2.65,54.983
2.5,-11.27,-2.65,55.054
3.56,-9.98,-1.57,55.161
0.6,-7.56,-3.09,55.226
0.07,-6.97,-1.83,55.328
0.07,-6.97,-1.83,55.393
0.07,-6.97,-1.83,55.457
0.07,-6.97,-1.83,55.525
0.07,-6.97,-1.83,55.622
0.07,-6.97,-1.83,55.723
0.07,-6.97,-1.83,55.795
0.07,-6.97,-1.83,55.857
-0.81,-2.59,-3.31,55.955
1.03,1.26,-3.22,56.024
4.33,-1.91,-0.97,56.09
4.33,-1.91,-0.97,56.185
4.33,-1.91,-0.97,56.285
4.33,-1.91,-0.97,56.354
4.33,-1.91,-0.97,56.455
4.33,-1.91,-0.97,56.52
4.33,-1.91,-0.97,56.588
4.33,-1.91,-0.97,56.686
3.49,0.41,1.35,56.753
0.76,-3.27,1.94,56.819
4.03,-6.05,0.43,56.916
4.03,-6.05,0.43,57.01
4.03,-6.05,0.43,57.081
4.03,-6.05,0.43,57.174
4.03,-6.05,0.43,57.239
4.03,-6.05,0.43,57.301
4.03,-6.05,0.43,57.397
4.03,-6.05,0.43,57.497
3.83,-7.01,-0.41,57.566
6.09,-11.94,-1.83,57.662
1.52,-12.97,-0.27,57.732
1.52,-12.97,-0.27,57.829
1.52,-12.97,-0.27,57.899
1.52,-12.97,-0.27,57.962
1.52,-12.97,-0.27,58.062
1.52,-12.97,-0.27,58.168
1.52,-12.97,-0.27,58.236
1.52,-12.97,-0.27,58.307
8.28,-16.75,1.65,58.406
10.54,-16.75,4.05,58.473
9.07,-11.55,1.12,58.541
9.07,-11.55,1.12,58.648
9.07,-11.55,1.12,58.712
9.07,-11.55,1.12,58.778
9.07,-11.55,1.12,58.879
9.07,-11.55,1.12,58.949
9.07,-11.55,1.12,59.013
9.07,-11.55,1.12,59.111
9.73,-14.51,-1.41,59.183
7.9,-14.51,-3.01,59.248
7.82,-13.4,-3.5,59.348
7.82,-13.4,-3.5,59.453
7.82,-13.4,-3.5,59.522
7.82,-13.4,-3.5,59.602
7.82,-13.4,-3.5,59.67
7.82,-13.4,-3.5,59.734
7.82,-13.4,-3.5,59.833
7.82,-13.4,-3.5,59.932
2.68,-13.69,-2.37,60.001
1.62,-9.02,-2.26,60.069
1.91,-8.85,-2.2,60.174
1.91,-8.85,-2.2,60.273
1.91,-8.85,-2.2,60.344
1.91,-8.85,-2.2,60.413
1.91,-8.85,-2.2,60.485
1.91,-8.85,-2.2,60.55
1.91,-8.85,-2.2,60.653
1.91,-8.85,-2.2,60.73
1.48,-8.79,-2.9,60.83
0.86,-6.25,-1.7,60.896
0.35,-6.04,-2.99,60.962
0.35,-6.04,-2.99,61.061
0.35,-6.04,-2.99,61.129
0.35,-6.04,-2.99,61.199
0.35,-6.04,-2.99,61.286
0.35,-6.04,-2.99,61.387
0.35,-6.04,-2.99,61.453
0.35,-6.04,-2.99,61.524
0.46,-5.28,-3.44,61.623
0.99,-5.69,-4.09,61.692
0.56,-4.81,-2.45,61.789
0.56,-4.81,-2.45,61.867
0.56,-4.81,-2.45,61.938
0.56,-4.81,-2.45,62.039
0.56,-4.81,-2.45,62.111
0.56,-4.81,-2.45,62.213
0.56,-4.81,-2.45,62.285
0.56,-4.81,-2.45,62.357
0.05,-5.64,-4.45,62.426
2.13,-12.43,-4.51,62.497
3.39,-14.88,-4.69,62.597
3.39,-14.88,-4.69,62.679
3.39,-14.88,-4.69,62.781
3.39,-14.88,-4.69,62.858
3.39,-14.88,-4.69,62.928
3.39,-14.88,-4.69,62.999
3.39,-14.88,-4.69,63.101
3.39,-14.88,-4.69,63.173
2.82,-7.79,-1.53,63.245
0.43,-1.49,-1.79,63.316
1.7,-1.52,-0.95,63.426
