""
"""Time [sec]""",""" ACC X""","""ACC Y""","""ACC Z"""
"""462807.0""","""10.16""","""-2.67""","""0.27"""
"""462908.0""","""14.36""","""-4.51""","""-0.12"""
"""463009.0""","""9.89""","""-0.27""","""-1.1"""
"""463110.0""","""9.49""","""-6.2""","""-0.35"""
"""463211.0""","""4.31""","""-0.12""","""1.49"""
"""463312.0""","""7.22""","""-2.0""","""1.96"""
"""463413.0""","""12.24""","""-7.77""","""6.24"""
"""463514.0""","""9.14""","""3.65""","""-0.27"""
"""463615.0""","""12.08""","""-1.22""","""-1.18"""
"""463716.0""","""5.37""","""-2.39""","""-0.24"""
"""463817.0""","""9.49""","""-5.22""","""-0.51"""
"""463918.0""","""9.34""","""-4.98""","""0.2"""
"""464019.0""","""13.49""","""-3.14""","""-4.59"""
"""464120.0""","""14.28""","""-2.71""","""-0.24"""
"""464221.0""","""4.94""","""-0.86""","""0.82"""
"""464322.0""","""6.04""","""-1.65""","""2.55"""
"""464423.0""","""14.51""","""-4.9""","""1.65"""
"""464524.0""","""20.01""","""-2.24""","""-1.06"""
"""464625.0""","""7.1""","""-2.86""","""0.71"""
"""464726.0""","""6.83""","""-0.04""","""-0.04"""
"""464827.0""","""8.47""","""-4.75""","""-0.47"""
"""464928.0""","""9.77""","""-2.16""","""0.55"""
"""465029.0""","""15.85""","""-3.84""","""-1.77"""
"""465130.0""","""11.57""","""-1.02""","""0.08"""
"""465231.0""","""7.81""","""-4.51""","""0.0"""
"""465332.0""","""3.22""","""-0.47""","""2.0"""
"""465433.0""","""10.51""","""-3.06""","""1.22"""
"""465534.0""","""15.22""","""-4.24""","""-2.12"""
"""465635.0""","""5.92""","""0.63""","""-0.12"""
"""465736.0""","""8.16""","""1.1""","""0.12"""
"""465837.0""","""6.39""","""-2.39""","""-2.24"""
"""465938.0""","""9.92""","""-3.73""","""0.47"""
"""466039.0""","""13.38""","""-2.24""","""-0.67"""
"""466140.0""","""11.96""","""-2.08""","""0.04"""
"""466241.0""","""7.85""","""-5.41""","""0.31"""
"""466342.0""","""4.47""","""-1.26""","""2.04"""
"""466443.0""","""7.49""","""-2.59""","""2.2"""
"""466544.0""","""11.77""","""-5.88""","""2.35"""
"""466645.0""","""5.53""","""0.27""","""-0.04"""
"""466746.0""","""10.0""","""2.16""","""0.16"""
"""466847.0""","""4.86""","""-3.41""","""1.29"""
"""466948.0""","""10.16""","""-3.49""","""-0.2"""
"""467049.0""","""10.59""","""-4.98""","""2.16"""
"""467150.0""","""11.77""","""-0.31""","""-4.9"""
"""467251.0""","""14.16""","""-4.08""","""-0.75"""
"""467352.0""","""4.35""","""-0.98""","""1.29"""
"""467453.0""","""6.86""","""0.08""","""2.2"""
"""467554.0""","""12.59""","""-7.85""","""2.86"""
"""467655.0""","""18.51""","""0.24""","""-0.75"""
"""467756.0""","""11.34""","""-5.92""","""-0.51"""
"""467857.0""","""4.9""","""-1.69""","""-0.16"""
"""467958.0""","""8.08""","""-5.73""","""0.78"""
"""468059.0""","""10.28""","""-3.06""","""0.39"""
"""468160.0""","""16.24""","""-3.96""","""-3.06"""
"""468261.0""","""14.47""","""-0.35""","""0.55"""
"""468362.0""","""6.08""","""-3.1""","""0.12"""
"""468463.0""","""4.71""","""-0.98""","""2.39"""
"""468564.0""","""11.34""","""-3.61""","""0.39"""
"""468665.0""","""16.08""","""-1.22""","""-3.53"""
"""468766.0""","""3.26""","""-1.1""","""-0.04"""
"""468867.0""","""9.61""","""2.59""","""0.63"""
"""468968.0""","""6.35""","""-2.94""","""-1.14"""
"""469069.0""","""8.79""","""-5.18""","""0.31"""
"""469170.0""","""11.1""","""-5.3""","""1.06"""
"""469271.0""","""11.96""","""-5.3""","""-2.9"""
"""469372.0""","""16.83""","""-1.8""","""0.47"""
"""469473.0""","""5.96""","""-3.06""","""0.51"""
"""469574.0""","""4.47""","""-1.69""","""2.28"""
"""469675.0""","""16.08""","""-4.55""","""1.22"""
"""469776.0""","""20.01""","""-3.26""","""7.06"""
"""469877.0""","""6.83""","""-2.43""","""-1.1"""
"""469978.0""","""6.0""","""-1.57""","""-0.27"""
"""470079.0""","""8.12""","""-4.63""","""0.47"""
"""470180.0""","""8.67""","""-1.92""","""0.39"""
"""470281.0""","""14.91""","""-2.82""","""0.2"""
"""470382.0""","""10.2""","""-0.71""","""-0.67"""
"""470483.0""","""10.4""","""-5.88""","""-1.73"""
"""470584.0""","""2.94""","""-0.04""","""1.61"""
"""470685.0""","""7.53""","""-2.08""","""2.43"""
"""470786.0""","""11.02""","""-6.28""","""3.88"""
"""470887.0""","""6.47""","""0.35""","""0.35"""
"""470988.0""","""10.43""","""1.1""","""-0.43"""
"""471089.0""","""5.84""","""-2.59""","""-1.37"""
"""471190.0""","""10.28""","""-6.39""","""0.71"""
"""471291.0""","""10.79""","""-4.47""","""1.49"""
"""471392.0""","""10.98""","""-3.57""","""-2.08"""
"""471493.0""","""13.18""","""-4.86""","""-0.27"""
"""471594.0""","""4.55""","""-0.31""","""1.1"""
"""471695.0""","""5.69""","""-1.02""","""1.92"""
"""471796.0""","""12.51""","""-6.63""","""4.71"""
"""471897.0""","""11.26""","""2.04""","""-0.16"""
"""471998.0""","""13.57""","""-5.49""","""-2.04"""
"""472099.0""","""4.67""","""-2.16""","""-0.39"""
"""472200.0""","""10.36""","""-6.59""","""-0.16"""
"""472301.0""","""7.73""","""-2.9""","""1.77"""
"""472402.0""","""17.18""","""-5.53""","""-4.43"""
"""472503.0""","""16.08""","""-1.57""","""-0.47"""
"""472604.0""","""4.59""","""-2.12""","""0.43"""
"""472705.0""","""4.47""","""-1.92""","""2.98"""
"""472806.0""","""14.51""","""-4.63""","""0.9"""
"""472907.0""","""20.01""","""-0.78""","""-1.29"""
"""473008.0""","""8.98""","""-6.08""","""-0.12"""
"""473109.0""","""6.12""","""0.27""","""-0.51"""
"""473210.0""","""7.37""","""-3.8""","""-0.55"""
"""473311.0""","""8.83""","""-2.86""","""1.26"""
"""473412.0""","""16.04""","""-3.41""","""-0.78"""
"""473513.0""","""12.2""","""-0.86""","""-0.78"""
"""473614.0""","""8.04""","""-5.33""","""0.43"""
"""473715.0""","""3.49""","""-0.35""","""2.04"""
"""473816.0""","""10.47""","""-2.9""","""1.06"""
"""473917.0""","""9.61""","""-5.88""","""3.18"""
"""474018.0""","""5.88""","""1.73""","""-0.31"""
"""474119.0""","""10.67""","""1.14""","""0.0"""
"""474220.0""","""6.43""","""-3.77""","""-1.1"""
"""474321.0""","""9.26""","""-4.59""","""-0.04"""
"""474422.0""","""11.34""","""-4.16""","""2.0"""
"""474523.0""","""10.67""","""-3.06""","""-3.77"""
"""474624.0""","""13.65""","""-3.96""","""-0.67"""
"""474725.0""","""4.86""","""0.43""","""1.61"""
"""474826.0""","""6.32""","""-1.77""","""2.16"""
"""474927.0""","""12.59""","""-5.3""","""4.2"""
"""475028.0""","""12.2""","""0.78""","""-0.24"""
"""475129.0""","""13.3""","""-4.24""","""-1.1"""
"""475230.0""","""5.41""","""-2.35""","""-0.31"""
"""475331.0""","""9.26""","""-6.2""","""0.04"""
"""475432.0""","""9.81""","""-3.22""","""1.22"""
"""475533.0""","""14.0""","""-5.33""","""-3.22"""
"""475634.0""","""13.69""","""-0.12""","""-0.2"""
"""475735.0""","""6.67""","""-3.18""","""0.63"""
"""475836.0""","""3.77""","""-1.26""","""2.43"""
"""475937.0""","""12.83""","""-4.82""","""2.08"""
"""476038.0""","""20.01""","""-2.04""","""-2.2"""
"""476139.0""","""6.75""","""-3.65""","""-0.43"""
"""476240.0""","""7.61""","""0.04""","""-0.04"""
"""476341.0""","""8.16""","""-4.63""","""-0.59"""
"""476442.0""","""10.08""","""-2.55""","""1.06"""
"""476543.0""","""16.51""","""-2.24""","""-2.39"""
"""476644.0""","""12.36""","""-0.27""","""-0.55"""
"""476745.0""","""8.12""","""-6.2""","""-0.75"""
"""476846.0""","""3.14""","""-0.63""","""2.24"""
"""476947.0""","""11.77""","""-3.8""","""1.33"""
"""477048.0""","""16.36""","""-3.41""","""-2.55"""
"""477149.0""","""5.69""","""-0.98""","""-0.24"""
"""477250.0""","""7.61""","""2.67""","""0.75"""
"""477351.0""","""7.37""","""-3.53""","""-1.1"""
"""477452.0""","""9.1""","""-2.39""","""0.12"""
"""477553.0""","""12.55""","""-3.77""","""0.24"""
"""477654.0""","""10.98""","""-0.43""","""-0.9"""
"""477755.0""","""10.16""","""-6.94""","""0.59"""
"""477856.0""","""3.61""","""-0.16""","""1.18"""
"""477957.0""","""7.57""","""-1.69""","""2.12"""
"""478058.0""","""12.12""","""-5.92""","""5.77"""
"""478159.0""","""5.53""","""2.59""","""0.78"""
"""478260.0""","""11.92""","""-0.35""","""-0.59"""
"""478361.0""","""5.69""","""-3.33""","""-1.33"""
"""478462.0""","""8.87""","""-5.22""","""0.63"""
"""478563.0""","""9.73""","""-6.16""","""1.41"""
"""478664.0""","""11.65""","""-1.8""","""-5.1"""
"""478765.0""","""14.87""","""-3.88""","""-0.82"""
"""478866.0""","""5.02""","""-0.47""","""0.94"""
"""478967.0""","""6.2""","""-1.96""","""2.16"""
"""479068.0""","""15.42""","""-4.51""","""3.02"""
"""479169.0""","""11.89""","""1.29""","""-0.08"""
"""479270.0""","""10.67""","""-4.31""","""-1.33"""
"""479371.0""","""6.86""","""-2.43""","""-0.67"""
"""479472.0""","""8.83""","""-6.67""","""0.47"""
"""479573.0""","""10.2""","""-2.94""","""0.43"""
"""479674.0""","""15.14""","""-3.14""","""-3.45"""
"""479775.0""","""13.61""","""-0.75""","""0.98"""
"""479876.0""","""5.77""","""-2.39""","""0.67"""
"""479977.0""","""5.18""","""-1.84""","""1.88"""
"""480078.0""","""12.79""","""-4.98""","""1.1"""
"""480179.0""","""20.01""","""-1.02""","""-1.45"""
"""480280.0""","""6.79""","""-5.77""","""0.12"""
"""480381.0""","""6.83""","""1.65""","""0.24"""
"""480482.0""","""7.69""","""-4.71""","""-0.47"""
"""480583.0""","""9.85""","""-1.96""","""0.67"""
"""480684.0""","""14.67""","""-4.75""","""-1.22"""
"""480785.0""","""12.83""","""-0.43""","""-1.26"""
"""480886.0""","""8.24""","""-5.53""","""-0.08"""
"""480987.0""","""3.37""","""-0.16""","""1.77"""
"""481088.0""","""9.18""","""-3.06""","""1.65"""
"""481189.0""","""12.0""","""-5.73""","""1.45"""
"""481290.0""","""4.08""","""1.8""","""0.47"""
"""481391.0""","""9.65""","""2.31""","""0.31"""
"""481492.0""","""5.1""","""-4.47""","""-0.71"""
"""481593.0""","""10.16""","""-3.26""","""-0.2"""
"""481694.0""","""13.22""","""-4.04""","""-0.51"""
"""481795.0""","""10.63""","""-0.12""","""-0.2"""
"""481896.0""","""11.49""","""-6.04""","""0.08"""
"""481997.0""","""3.22""","""-1.45""","""1.22"""
"""482098.0""","""8.47""","""-2.24""","""2.94"""
"""482199.0""","""13.49""","""-5.81""","""7.3"""
"""482300.0""","""6.35""","""0.0""","""0.63"""
"""482401.0""","""11.02""","""0.12""","""-0.55"""
"""482502.0""","""6.16""","""-2.75""","""-1.29"""
"""482603.0""","""7.88""","""-5.45""","""1.06"""
"""482704.0""","""10.04""","""-5.18""","""1.45"""
"""482805.0""","""11.14""","""-1.96""","""-3.84"""
"""482906.0""","""13.61""","""-5.1""","""-0.63"""
"""483007.0""","""4.08""","""0.39""","""1.18"""
"""483108.0""","""6.9""","""-1.96""","""2.16"""
"""483209.0""","""15.22""","""-5.02""","""4.86"""
"""483310.0""","""9.34""","""1.53""","""0.39"""
"""483411.0""","""14.4""","""-5.26""","""-2.04"""
"""483512.0""","""4.98""","""-1.73""","""0.16"""
"""483613.0""","""8.16""","""-5.45""","""-0.04"""
"""483714.0""","""9.49""","""-4.08""","""0.9"""
"""483815.0""","""15.14""","""-4.67""","""-3.65"""
"""483916.0""","""14.12""","""-0.04""","""0.78"""
"""484017.0""","""5.96""","""-3.41""","""0.59"""
"""484118.0""","""5.02""","""-1.33""","""2.67"""
"""484219.0""","""12.67""","""-4.24""","""-0.43"""
"""484320.0""","""20.01""","""-1.1""","""-1.1"""
"""484421.0""","""7.02""","""-2.67""","""0.04"""
"""484522.0""","""7.18""","""1.1""","""-0.2"""
"""484623.0""","""7.65""","""-4.16""","""-0.31"""
"""484724.0""","""10.24""","""-2.31""","""0.31"""
"""484825.0""","""14.91""","""-3.06""","""-0.39"""
"""484926.0""","""12.67""","""-0.2""","""-0.71"""
"""485027.0""","""7.49""","""-4.75""","""-0.2"""
"""485128.0""","""3.73""","""-0.24""","""1.73"""
"""485229.0""","""8.75""","""-2.51""","""2.2"""
"""485330.0""","""11.81""","""-5.02""","""2.79"""
"""485431.0""","""5.73""","""0.71""","""0.71"""
"""485532.0""","""8.59""","""3.22""","""0.0"""
"""485633.0""","""7.18""","""-4.31""","""-1.41"""
"""485734.0""","""9.65""","""-4.0""","""-0.12"""
"""485835.0""","""14.44""","""-1.84""","""-0.16"""
"""485936.0""","""13.26""","""-0.82""","""-1.8"""
"""486037.0""","""8.63""","""-6.83""","""0.27"""
"""486138.0""","""4.12""","""0.43""","""1.96"""
"""486239.0""","""7.77""","""-3.33""","""1.57"""
"""486340.0""","""7.02""","""-6.51""","""7.3"""
"""486441.0""","""5.02""","""3.14""","""0.67"""
"""486542.0""","""14.12""","""-3.1""","""-1.06"""
"""486643.0""","""4.9""","""-3.14""","""-1.06"""
"""486744.0""","""8.43""","""-5.06""","""1.26"""
"""486845.0""","""10.12""","""-5.53""","""0.2"""
"""486946.0""","""11.81""","""-4.16""","""-2.79"""
"""487047.0""","""15.85""","""-2.0""","""0.04"""
"""487148.0""","""4.59""","""-0.27""","""0.71"""
"""487249.0""","""5.45""","""-2.39""","""1.84"""
"""487350.0""","""13.85""","""-4.04""","""2.31"""
"""487451.0""","""20.01""","""-2.71""","""-1.8"""
"""487552.0""","""13.89""","""-7.3""","""-0.75"""
"""487653.0""","""4.98""","""0.0""","""-0.2"""
"""487754.0""","""9.73""","""-4.86""","""-0.98"""
"""487855.0""","""9.02""","""-4.04""","""1.1"""
"""487956.0""","""15.65""","""-4.0""","""-4.2"""
"""488057.0""","""13.42""","""0.47""","""0.59"""
"""488158.0""","""6.63""","""-4.12""","""0.39"""
"""488259.0""","""3.65""","""-0.51""","""2.51"""
"""488360.0""","""12.83""","""-3.8""","""0.0"""
"""488461.0""","""20.01""","""-0.9""","""-1.65"""
"""488562.0""","""7.14""","""-3.41""","""0.31"""
"""488663.0""","""7.88""","""2.59""","""0.67"""
"""488764.0""","""7.14""","""-5.41""","""-1.1"""
"""488865.0""","""9.77""","""-4.2""","""0.86"""
"""488966.0""","""15.57""","""-2.2""","""-0.39"""
"""489067.0""","""13.06""","""-0.67""","""-0.94"""
"""489168.0""","""8.32""","""-6.08""","""-0.35"""
"""489269.0""","""4.31""","""-0.67""","""1.73"""
"""489370.0""","""7.81""","""-1.77""","""2.12"""
"""489471.0""","""10.67""","""-6.47""","""3.77"""
"""489572.0""","""3.8""","""1.53""","""0.86"""
"""489673.0""","""10.16""","""2.79""","""0.31"""
"""489774.0""","""5.45""","""-2.51""","""-1.33"""
"""489875.0""","""8.9""","""-5.06""","""-0.04"""
"""489976.0""","""11.22""","""-4.39""","""1.57"""
"""490077.0""","""11.81""","""-0.55""","""-3.77"""
"""490178.0""","""11.73""","""-5.49""","""0.0"""
"""490279.0""","""4.71""","""0.27""","""1.18"""
"""490380.0""","""6.59""","""-1.92""","""1.92"""
"""490481.0""","""15.34""","""-4.2""","""3.49"""
"""490582.0""","""10.75""","""0.31""","""0.08"""
"""490683.0""","""14.47""","""-5.1""","""-1.57"""
"""490784.0""","""4.39""","""-1.53""","""0.16"""
"""490885.0""","""9.06""","""-6.24""","""0.75"""
"""490986.0""","""9.73""","""-2.35""","""0.12"""
"""491087.0""","""15.93""","""-5.65""","""-4.0"""
"""491188.0""","""12.94""","""-0.24""","""0.82"""
"""491289.0""","""7.49""","""-3.8""","""0.39"""
"""491390.0""","""4.12""","""-0.67""","""1.92"""
"""491491.0""","""8.75""","""-2.39""","""0.67"""
"""491592.0""","""14.08""","""-3.1""","""-2.31"""
"""491693.0""","""0.9""","""0.0""","""1.29"""
"""491794.0""","""8.47""","""2.79""","""-0.08"""
"""491895.0""","""6.55""","""-3.22""","""-1.06"""
"""491996.0""","""8.79""","""-5.92""","""-0.24"""
"""492097.0""","""9.22""","""-4.08""","""2.24"""
"""492198.0""","""14.0""","""-3.92""","""-4.12"""
"""492299.0""","""13.61""","""-4.47""","""0.51"""
"""492400.0""","""5.33""","""-0.63""","""0.67"""
"""492501.0""","""5.02""","""-1.69""","""2.79"""
"""492602.0""","""13.89""","""-3.1""","""0.43"""
"""492703.0""","""19.65""","""-3.8""","""-0.39"""
"""492804.0""","""13.22""","""-5.33""","""-0.67"""
"""492905.0""","""5.57""","""-1.1""","""-0.43"""
"""493006.0""","""8.36""","""-4.86""","""-0.12"""
"""493107.0""","""9.73""","""-3.26""","""0.47"""
"""493208.0""","""16.67""","""-4.0""","""-4.16"""
"""493309.0""","""13.69""","""0.98""","""0.43"""
"""493410.0""","""7.81""","""-4.28""","""0.51"""
"""493511.0""","""4.12""","""-0.86""","""1.77"""
"""493612.0""","""11.06""","""-3.18""","""0.31"""
"""493713.0""","""16.04""","""-3.61""","""-1.8"""
"""493814.0""","""5.45""","""-0.82""","""0.04"""
"""493915.0""","""9.49""","""2.47""","""0.98"""
"""494016.0""","""6.79""","""-3.41""","""-0.67"""
"""494117.0""","""9.45""","""-3.26""","""-0.12"""
"""494218.0""","""11.26""","""-3.1""","""1.77"""
"""494319.0""","""11.38""","""-0.82""","""-1.73"""
"""494420.0""","""11.02""","""-6.51""","""-0.43"""
"""494521.0""","""3.69""","""-0.04""","""1.92"""
"""494622.0""","""7.61""","""-2.04""","""2.0"""
"""494723.0""","""11.77""","""-6.47""","""5.96"""
"""494824.0""","""4.94""","""1.22""","""-0.9"""
"""494925.0""","""13.61""","""2.12""","""-1.73"""
"""495026.0""","""3.77""","""-3.84""","""-1.14"""
"""495127.0""","""7.81""","""-4.71""","""1.22"""
"""495228.0""","""10.24""","""-5.84""","""1.41"""
"""495329.0""","""9.73""","""-1.53""","""-2.0"""
"""495430.0""","""13.93""","""-5.88""","""0.04"""
"""495531.0""","""4.47""","""0.35""","""1.37"""
"""495632.0""","""5.33""","""-2.12""","""1.29"""
