"""Time [sec]""","""ACC X""","""ACC Y""","""ACC Z"""
"""42.421190656""","""7.65""","""-1.41""","""-2.79"""
"""42.505076736""","""7.73""","""-3.41""","""-1.53"""
"""42.580574208""","""6.51""","""-1.49""","""-2.51"""
"""42.647683072""","""11.77""","""-1.84""","""-1.69"""
"""42.790289408""","""15.85""","""-6.00""","""-4.08"""
"""42.857398272000005""","""8.98""","""-5.33""","""-2.79"""
"""42.924507136""","""4.86""","""0.63""","""-4.08"""
"""42.991616""","""13.53""","""-4.75""","""-5.37"""
"""43.067113472""","""8.36""","""-3.10""","""-3.53"""
"""43.159388160000006""","""8.28""","""-1.33""","""-2.75"""
"""43.234885632""","""6.79""","""-0.75""","""-1.45"""
"""43.327160320000004""","""10.32""","""-1.57""","""-3.45"""
"""43.394269184""","""11.10""","""-2.39""","""0.35"""
"""43.478155264""","""12.63""","""0.04""","""-2.51"""
"""43.570429952000005""","""6.75""","""-1.06""","""-4.94"""
"""43.629150208000006""","""7.41""","""-1.88""","""-3.41"""
"""43.70464768""","""12.16""","""-1.10""","""-4.59"""
"""43.838865408000004""","""8.28""","""-2.75""","""-2.35"""
"""43.905974272""","""7.53""","""-2.82""","""-1.37"""
"""43.964694528""","""8.47""","""-2.63""","""-0.31"""
"""44.056969216000006""","""16.51""","""-3.30""","""-2.12"""
"""44.115689472""","""14.79""","""-5.65""","""-4.55"""
"""44.199575552000006""","""2.79""","""-0.59""","""-3.30"""
"""44.283461632000005""","""13.06""","""-3.69""","""-4.51"""
"""44.367347712000004""","""8.90""","""-4.16""","""-2.24"""
"""44.451233792000004""","""7.77""","""-1.41""","""-2.71"""
"""44.518342656""","""7.14""","""-1.10""","""-2.08"""
"""44.644171776""","""9.30""","""-1.14""","""-2.04"""
"""44.711280640000005""","""12.04""","""-2.86""","""-0.75"""
"""44.778389504""","""14.04""","""-0.08""","""-2.71"""
"""44.845498368""","""6.08""","""-1.84""","""-4.47"""
"""44.929384448""","""7.92""","""-2.24""","""-3.33"""
"""45.021659136000004""","""10.83""","""-1.77""","""-2.67"""
"""45.088768""","""7.45""","""-2.71""","""-2.47"""
"""45.181042688000005""","""8.71""","""-2.71""","""-2.47"""
"""45.642416128""","""8.67""","""-3.69""","""-1.41"""
"""46.145732608""","""13.49""","""-3.57""","""-3.26"""
"""46.170898432""","""9.96""","""-6.39""","""-4.51"""
"""46.179287040000006""","""6.20""","""1.18""","""-2.28"""
"""46.187675648""","""10.32""","""-4.51""","""-4.008.51"""
"""46.221230080000005""","""11.92""","""-2.55""","""-3.92"""
"""46.305116160000004""","""6.71""","""-0.86""","""-2.94"""
"""46.38900224""","""7.30""","""-3.06""","""-2.59"""
"""46.481276928""","""7.34""","""-2.39""","""-0.86"""
"""46.5567744""","""9.22""","""-4.08""","""-3.06"""
"""46.623883264""","""13.45""","""-2.59""","""-3.30"""
"""46.749712384000006""","""7.37""","""-4.39""","""-4.20"""
"""46.800044032""","""7.37""","""-0.20""","""-4.90"""
"""46.875541504000005""","""10.98""","""-5.14""","""-3.06"""
"""46.959427584000004""","""8.08""","""-1.49""","""-2.71"""
"""47.043313664""","""9.10""","""-1.22""","""-1.65"""
"""47.127199744""","""7.41""","""-2.39""","""-1.41"""
"""47.18592""","""11.22""","""-2.20""","""-3.80"""
"""47.26980608""","""14.32""","""-4.86""","""-4.67"""
"""47.362080768000006""","""9.61""","""0.78""","""-5.02"""
"""47.445966848000005""","""7.73""","""-2.28""","""-4.16"""
"""47.52146432""","""10.47""","""-1.41""","""-2.55"""
"""47.655682048""","""8.20""","""-3.77""","""-2.12"""
"""47.714402304000004""","""9.45""","""-3.73""","""-2.12"""
"""47.773122560000004""","""7.30""","""-2.47""","""-1.26"""
"""47.848620032""","""9.85""","""-4.51""","""-2.12"""
"""47.915728896000005""","""9.92""","""-3.45""","""0.82"""
"""47.999614976000004""","""12.94""","""-7.26""","""-5.26"""
"""48.083501056""","""5.37""","""0.67""","""-2.31"""
"""48.184164352""","""9.53""","""-5.18""","""-2.71"""
"""48.251273216""","""7.22""","""-2.20""","""-1.96"""
"""48.326770688""","""6.00""","""-0.86""","""-2.67"""
"""48.410656768""","""9.85""","""-0.94""","""-0.71"""
"""48.486154240000005""","""9.26""","""-1.69""","""-3.22"""
"""48.628760576000005""","""12.36""","""-1.77""","""-0.12"""
"""48.679092224""","""12.28""","""0.90""","""-3.80"""
"""48.73781248""","""5.06""","""-2.47""","""-4.86"""
"""48.82169856""","""8.32""","""-1.65""","""-3.10"""
"""48.88880742400001""","""8.75""","""-0.71""","""-3.92"""
"""48.972693504000006""","""9.26""","""-3.73""","""-2.55"""
"""49.064968192""","""7.45""","""-3.06""","""-1.26"""
"""49.140465664000004""","""8.75""","""-2.94""","""-2.39"""
"""49.224351744""","""12.04""","""-3.53""","""-2.24"""
"""49.316626432""","""11.49""","""-8.83""","""-6.20"""
"""49.375346688""","""6.90""","""1.37""","""-3.88"""
"""49.517953024""","""9.18""","""-4.16""","""-3.30"""
"""49.585061888000006""","""8.55""","""-2.71""","""-2.55"""
"""49.652170752""","""7.69""","""-1.06""","""-2.55"""
"""49.7025024""","""6.90""","""-1.96""","""-2.00"""
"""49.777999872""","""10.36""","""-2.20""","""-4.16"""
"""49.870274560000006""","""13.34""","""-1.33""","""-3.73"""
"""49.954160640000005""","""11.41""","""0.08""","""-4.47"""
"""50.038046720000004""","""4.35""","""-2.00""","""-3.80"""
"""50.130321408""","""8.67""","""-0.47""","""-4.75"""
"""50.197430272000005""","""10.00""","""-1.61""","""-4.00"""
"""50.298093568000006""","""7.53""","""-2.71""","""-2.82"""
"""50.398756864000006""","""6.47""","""-2.90""","""-1.49"""
"""50.45747712""","""8.98""","""-3.02""","""-2.67"""
"""50.524585984000005""","""13.57""","""-4.67""","""-1.37"""
"""50.600083456""","""13.14""","""-8.55""","""-6.67"""
"""50.683969536000006""","""6.04""","""0.90""","""-4.00"""
"""50.767855616000006""","""9.69""","""-3.84""","""-3.41"""
"""50.82657587200001""","""8.55""","""-2.20""","""-1.57"""
"""50.91885056""","""8.20""","""-1.26""","""-2.39"""
"""50.994348032000005""","""6.90""","""-2.04""","""-1.88"""
"""51.08662272""","""10.47""","""-0.86""","""-4.16"""
"""51.623493632000006""","""15.53""","""-3.69""","""-5.92"""
"""51.640270848""","""10.16""","""-0.98""","""-3.96"""
"""52.126810112""","""5.65""","""-2.24""","""-4.28"""
"""52.621737984000006""","""11.77""","""-2.35""","""-2.31"""
"""52.6385152""","""6.94""","""-1.88""","""-2.08"""
"""53.125054464""","""7.18""","""-2.71""","""-1.296.28"""
"""53.14183168""","""11.38""","""-1.57""","""-5.45"""
"""53.61998233600001""","""9.61""","""-3.22""","""-2.47"""
"""53.628370944000004""","""7.26""","""-2.94""","""-1.77"""
"""54.123298816""","""7.88""","""-2.24""","""-0.7515.38"""
"""54.618226688""","""15.18""","""-3.65""","""-4.90"""
"""54.626615296000004""","""17.81""","""-5.26""","""-2.67"""
"""54.65178112""","""5.14""","""-1.80""","""-4.00"""
"""54.66016972800001""","""8.63""","""-2.90""","""-4.6710.20"""
"""54.66016972800001""","""10.51""","""-4.00""","""-3.30"""
"""54.727278592000005""","""9.73""","""-0.24""","""-2.08"""
"""54.80277606400001""","""6.75""","""-0.78""","""-0.47"""
"""54.895050752""","""8.79""","""-2.16""","""-3.80"""
"""54.978936832""","""16.00""","""-4.59""","""-6.90"""
"""55.062822912""","""1.45""","""3.69""","""-5.61"""
"""55.171874816000006""","""5.30""","""-2.43""","""-3.22"""
"""55.238983680000004""","""10.28""","""-1.22""","""-3.33"""
"""55.306092544""","""8.67""","""-1.22""","""-2.86"""
"""55.373201408""","""7.73""","""-4.16""","""-1.77"""
"""55.465476096""","""6.90""","""-2.90""","""0.16"""
"""55.549362176""","""8.55""","""-1.88""","""-1.53"""
"""55.608082432""","""14.24""","""-3.06""","""-3.69"""
"""55.70035712000001""","""4.82""","""-2.67""","""-3.02"""
"""55.775854592""","""9.57""","""-1.45""","""-4.47"""
"""55.868129280000005""","""9.85""","""-4.20""","""-2.98"""
"""55.952015360000004""","""8.67""","""-1.33""","""-3.53"""
"""56.03590144""","""7.30""","""-0.31""","""-1.41"""
"""56.136564736000004""","""7.22""","""-1.37""","""-0.55"""
"""56.2036736""","""13.14""","""-2.28""","""-0.31"""
"""56.279171072000004""","""14.59""","""-1.06""","""-3.06"""
"""56.346279936""","""5.77""","""-2.63""","""-4.35"""
"""56.430166016""","""7.26""","""-0.90""","""-3.77"""
"""56.514052096""","""11.57""","""-1.77""","""-3.06"""
"""56.581160960000005""","""7.53""","""-2.67""","""-2.55"""
"""56.665047040000005""","""7.26""","""-3.22""","""-1.26"""
"""56.757321728""","""6.86""","""-3.26""","""-2.04"""
"""56.849596416000004""","""15.02""","""-3.26""","""-2.86"""
"""56.91670528""","""11.57""","""-6.55""","""-4.98"""
"""57.017368576""","""4.71""","""2.20""","""-2.47"""
"""57.101254656""","""13.65""","""-6.55""","""-4.71"""
"""57.159974912""","""8.87""","""-2.47""","""-1.80"""
"""57.227083776""","""7.92""","""-1.18""","""-2.90"""
"""57.327747072""","""6.71""","""-1.02""","""-0.82"""
"""57.411633152""","""9.85""","""-1.45""","""-3.06"""
"""57.49551923200001""","""14.28""","""-1.61""","""-2.98"""
"""57.554239488""","""9.96""","""2.39""","""-4.47"""
"""57.63812556800001""","""4.98""","""-2.75""","""-4.04"""
"""57.730400256""","""10.08""","""-1.37""","""-1.80"""
"""57.822674944000006""","""4.94""","""0.00""","""-4.16"""
"""57.898172416""","""9.69""","""-4.39""","""-1.69"""
"""57.973669888""","""7.65""","""-2.94""","""-1.53"""
"""58.040778752""","""6.86""","""-3.22""","""-2.82"""
"""58.174996480000004""","""12.12""","""-1.73""","""-3.53"""
"""58.25049395200001""","""9.41""","""-6.39""","""-4.12"""
"""58.309214208""","""5.02""","""1.18""","""-4.08"""
"""58.367934464""","""12.36""","""-3.96""","""-5.57"""
"""58.451820544""","""9.06""","""-2.55""","""-3.45"""
"""58.544095232000004""","""8.12""","""-0.90""","""-2.28"""
"""58.627981312""","""6.71""","""-1.80""","""-0.90"""
"""58.711867392""","""10.51""","""-0.78""","""-3.80"""
"""58.77897625600001""","""13.89""","""-3.77""","""-5.49"""
"""58.862862336000006""","""10.79""","""0.71""","""-4.94"""
"""58.938359808""","""5.10""","""-2.98""","""-4.47"""
"""59.022245888""","""10.71""","""-1.18""","""-2.86"""
"""59.156463616""","""6.75""","""-1.65""","""-2.43"""
"""59.22357248""","""8.75""","""-4.00""","""-1.73"""
"""59.273904128000005""","""7.14""","""-2.43""","""-0.67"""
"""59.332624384000006""","""9.18""","""-2.35""","""-2.98"""
"""59.416510464000005""","""12.32""","""-2.28""","""-2.28"""
"""59.508785152""","""8.00""","""-7.49""","""-4.00"""
"""59.609448448""","""5.14""","""1.96""","""-3.41"""
"""60.10437632000001""","""13.61""","""-6.86""","""-4.47"""
"""60.624470016000004""","""8.94""","""-1.80""","""-2.71"""
"""60.632858624""","""7.96""","""-1.22""","""-2.24"""
"""60.674801664""","""7.10""","""-1.18""","""-0.78"""
"""60.674801664""","""11.18""","""-1.49""","""-3.2214.91"""
"""60.683190272000004""","""9.10""","""-3.18""","""-2.51"""
"""60.725133312000004""","""14.44""","""-3.18""","""-4.71"""
"""60.800630784000006""","""5.88""","""-4.39""","""-3.49"""
"""60.918071296""","""7.69""","""-0.04""","""-4.59"""
"""60.985180160000006""","""9.85""","""-3.41""","""-3.61"""
"""61.052289024000004""","""8.43""","""-2.31""","""-3.84"""
"""61.119397888""","""8.39""","""-0.75""","""-1.84"""
"""61.203283968""","""5.84""","""-1.77""","""-0.71"""
"""61.28717004800001""","""10.63""","""-2.71""","""-5.37"""
"""61.379444736""","""15.81""","""-4.90""","""-4.79"""
"""61.454942208000006""","""9.26""","""0.27""","""-3.26"""
"""61.538828288000005""","""3.57""","""-2.47""","""-4.35"""
"""61.605937152""","""13.57""","""-2.43""","""-3.26"""
"""61.689823232""","""7.18""","""-0.39""","""-3.69"""
"""61.782097920000005""","""7.37""","""-3.02""","""-2.59"""
"""61.882761216000006""","""6.86""","""-3.41""","""-0.82"""
"""61.949870080000004""","""8.71""","""-4.94""","""-3.73"""
"""62.016978944""","""12.79""","""-1.65""","""-2.24"""
"""62.109253632000005""","""8.51""","""-6.43""","""-4.31"""
"""62.18475110400001""","""4.90""","""1.61""","""-4.31"""
"""62.277025792""","""13.26""","""-6.51""","""-5.30"""
"""62.344134656""","""8.59""","""-2.31""","""-3.02"""
"""62.428020736""","""8.55""","""-1.29""","""-2.43"""
"""62.51190681600001""","""6.20""","""-1.33""","""-0.78"""
"""62.595792896000006""","""10.67""","""-1.45""","""-4.04"""
"""62.662901760000004""","""16.67""","""-4.04""","""-6.71"""
"""62.738399232000006""","""8.79""","""0.31""","""-3.33"""
"""62.847451136000004""","""4.20""","""-2.00""","""-4.39"""
"""62.91456""","""12.94""","""-2.86""","""-2.63"""
"""62.98166886400001""","""6.55""","""-1.02""","""-3.49"""
"""63.073943552""","""7.77""","""-3.14""","""-2.39"""
"""63.157829632""","""7.10""","""-2.63""","""-1.10"""
"""63.241715712""","""8.20""","""-3.33""","""-2.55"""
"""63.317213184""","""12.94""","""-3.88""","""-3.18"""
"""63.401099264""","""7.85""","""-5.69""","""-4.20"""
"""63.468208128""","""5.77""","""1.37""","""-4.86"""
"""63.568871424""","""11.53""","""-4.43""","""-4.67"""
"""63.65275750400001""","""8.71""","""-2.98""","""-3.80"""
"""63.71147776""","""7.96""","""-0.82""","""-2.63"""
"""63.862472704000005""","""6.83""","""-0.78""","""-1.49"""
"""63.929581568""","""10.00""","""-1.69""","""-3.14"""
"""63.988301824000004""","""12.91""","""-4.31""","""-2.16"""
"""64.05541068800001""","""11.92""","""1.49""","""-4.63"""
"""64.13929676800001""","""3.92""","""-2.35""","""-4.00"""
"""64.19801702400001""","""9.41""","""-0.86""","""-4.47"""
"""64.28190310400001""","""8.20""","""-1.14""","""-3.22"""
"""64.374177792""","""7.77""","""-2.79""","""-2.90"""
"""64.449675264""","""7.77""","""-3.14""","""-1.18"""
"""64.54194995200001""","""6.28""","""-3.61""","""-2.94"""
"""64.60067020800001""","""12.40""","""-1.57""","""-3.30"""
"""64.76005376""","""11.73""","""-5.06""","""-3.10"""
"""64.82716262400001""","""3.92""","""-0.63""","""-3.37"""
"""64.88588288000001""","""13.57""","""-3.88""","""-5.53"""
"""64.952991744""","""9.69""","""-3.37""","""-1.65"""
"""65.003323392""","""7.18""","""-1.77""","""-1.88"""
"""65.087209472""","""7.57""","""-2.04""","""-1.33"""
"""65.171095552""","""8.94""","""-2.55""","""-0.90"""
"""65.26337024""","""10.90""","""-2.16""","""-3.77"""
"""65.34725632""","""11.10""","""-3.57""","""-4.86"""
"""65.4311424""","""11.45""","""1.41""","""-4.75"""
"""65.489862656""","""5.77""","""-2.28""","""-5.81"""
"""65.573748736""","""11.49""","""-2.39""","""-3.92"""
"""66.093842432""","""7.65""","""-0.98""","""-3.10"""
"""66.093842432""","""7.45""","""-2.75""","""-2.35"""
"""66.127396864""","""8.55""","""-2.59""","""-1.77"""
"""66.127396864""","""9.61""","""-2.08""","""-1.65"""
"""66.13578547200001""","""11.49""","""-2.12""","""-2.4312.28"""
"""66.169339904""","""8.00""","""-2.75""","""-3.65"""
"""66.21967155200001""","""8.43""","""-1.88""","""-4.75"""
"""66.31194624""","""8.87""","""-1.29""","""-4.00"""
"""66.404220928""","""9.92""","""-2.39""","""-3.37"""
"""66.488107008""","""9.22""","""-1.57""","""-3.22"""
"""66.571993088""","""8.94""","""-1.65""","""-3.06"""
"""66.672656384""","""9.02""","""-1.77""","""-3.65"""
"""66.739765248""","""9.77""","""-1.61""","""-3.88"""
"""66.806874112""","""9.41""","""-2.08""","""-2.67"""
"""66.87398297600001""","""9.06""","""-1.80""","""-3.26"""
"""66.96625766400001""","""9.30""","""-2.16""","""-4.12"""
"""67.05014374400001""","""9.30""","""-1.92""","""-3.84"""
"""67.117252608""","""9.77""","""-1.96""","""-3.96"""
"""67.201138688""","""9.30""","""-2.39""","""-3.57"""
"""67.27663616000001""","""9.14""","""-2.75""","""-3.33"""
"""67.385688064""","""9.34""","""-2.24""","""-3.37"""
"""67.44440832000001""","""9.41""","""-2.04""","""-3.33"""
"""67.519905792""","""9.30""","""-1.96""","""-3.37"""
"""67.628957696""","""9.41""","""-2.00""","""-3.33"""
"""67.69606656""","""9.38""","""-2.08""","""-3.30"""
"""67.76317542400001""","""9.22""","""-2.12""","""-3.14"""
"""67.86383872""","""9.34""","""-2.20""","""-3.33"""
"""67.9477248""","""9.34""","""-2.16""","""-3.37"""
"""68.006445056""","""9.30""","""-2.24""","""-3.33"""
"""68.090331136""","""9.30""","""-2.20""","""-3.49"""
"""68.174217216""","""9.26""","""-2.16""","""-3.30"""
"""68.266491904""","""9.34""","""-2.08""","""-3.30"""
"""68.350377984""","""9.26""","""-2.08""","""-3.41"""
"""68.40909824""","""9.38""","""-2.12""","""-3.41"""
"""68.50137292800001""","""9.30""","""-2.08""","""-3.57"""
"""68.58525900800001""","""9.26""","""-2.08""","""-3.49"""
"""68.66075648""","""9.34""","""-2.12""","""-3.49"""
"""68.794974208""","""9.26""","""-2.16""","""-3.49"""
"""68.853694464""","""9.30""","""-2.12""","""-3.57"""
"""68.90402611200001""","""9.22""","""-2.12""","""-3.45"""
"""68.979523584""","""9.30""","""-2.12""","""-3.45"""
"""69.07179827200001""","""9.45""","""-2.04""","""-3.41"""
"""69.15568435200001""","""9.30""","""-2.08""","""-3.57"""
"""69.23957043200001""","""9.10""","""-2.08""","""-3.30"""
"""69.29829068800001""","""9.34""","""-1.96""","""-3.41"""
