"""Time [sec]""","""ACC X""","""ACC Y""","""ACC Z"""
"""37.639684096""","""-11.92""","""0.71""","""-5.65"""
"""37.723570176""","""-20.01""","""4.31""","""-7.88"""
"""37.841010688000004""","""-19.93""","""1.26""","""-9.61"""
"""37.87456512""","""-1.61""","""-0.59""","""-1.73"""
"""37.975228416""","""-2.08""","""2.82""","""-0.86"""
"""38.050725888""","""0.00""","""-0.71""","""-1.65"""
"""38.134611968""","""-14.47""","""-0.08""","""-10.98"""
"""38.201720832""","""-20.01""","""5.84""","""-11.45"""
"""38.268829696000005""","""-14.36""","""0.78""","""-7.81"""
"""38.361104384""","""4.04""","""1.65""","""0.71"""
"""38.453379072000004""","""-2.16""","""-1.69""","""-1.96"""
"""38.528876544""","""-0.86""","""-4.86""","""-3.80"""
"""38.621151232""","""-20.01""","""3.84""","""-5.88"""
"""38.696648704000005""","""-20.01""","""3.77""","""-9.57"""
"""38.780534784000004""","""-8.24""","""0.43""","""-4.20"""
"""38.881198080000004""","""1.26""","""-0.82""","""1.69"""
"""38.956695552""","""-0.63""","""4.63""","""-1.41"""
"""39.015415808""","""-5.02""","""1.02""","""-8.28"""
"""39.057358848""","""-20.01""","""0.75""","""-11.30"""
"""39.13285632""","""-20.01""","""1.41""","""-8.04"""
"""39.233519616""","""-4.90""","""-0.59""","""-2.00"""
"""39.34257152""","""0.39""","""2.63""","""2.20"""
"""39.451623424000005""","""-1.73""","""0.12""","""-2.04"""
"""39.527120896""","""-18.40""","""4.47""","""-9.57"""
"""39.577452544""","""-20.01""","""-4.98""","""-9.85"""
"""39.652950016000005""","""-14.04""","""0.90""","""-7.61"""
"""39.728447488""","""1.84""","""0.12""","""0.75"""
"""39.820722176000004""","""0.82""","""4.28""","""-1.49"""
"""39.896219648000006""","""0.75""","""-0.20""","""-5.14"""
"""39.97171712""","""-20.01""","""-2.00""","""-17.77"""
"""40.0556032""","""-20.01""","""5.26""","""-12.16"""
"""40.156266496""","""-8.67""","""2.20""","""-4.47"""
"""40.231763968""","""4.24""","""-0.27""","""3.96"""
"""40.290484224000004""","""-2.90""","""-3.30""","""-3.30"""
"""40.365981696000006""","""-14.95""","""-4.98""","""-11.26"""
"""40.458256384""","""-20.01""","""-0.04""","""-14.40"""
"""40.575696896000004""","""-19.34""","""4.20""","""-10.63"""
"""40.659582976""","""-2.43""","""0.31""","""0.78"""
"""40.718303232000004""","""-0.98""","""2.63""","""-0.16"""
"""40.793800704000006""","""-1.88""","""-1.22""","""-3.77"""
"""40.902852608""","""-20.01""","""-2.28""","""-9.34"""
"""40.978350080000006""","""-20.01""","""4.12""","""-13.06"""
"""41.037070336""","""-8.00""","""0.08""","""-6.39"""
"""41.112567808""","""4.04""","""1.10""","""2.39"""
"""41.196453888""","""-2.47""","""-1.53""","""-3.06"""
"""41.280339968""","""-10.98""","""-2.47""","""-8.04"""
"""41.364226048""","""-20.01""","""1.88""","""-11.61"""
"""41.456500736""","""-19.53""","""5.96""","""-10.40"""
"""41.5236096""","""-2.71""","""0.86""","""-1.18"""
"""41.599107072""","""-4.12""","""-0.78""","""0.51"""
"""41.657827328""","""-2.63""","""1.53""","""-0.16"""
"""41.724936192""","""-19.22""","""-0.98""","""-13.81"""
"""42.211475456""","""-20.01""","""0.98""","""-11.41"""
"""42.228252672""","""-14.87""","""2.98""","""-9.14"""
"""42.286972928000004""","""0.43""","""-2.04""","""1.77"""
"""42.303750144000006""","""-1.06""","""0.47""","""-1.80"""
"""42.312138752""","""-4.43""","""-5.41""","""-4.59"""
"""42.32052736""","""-20.01""","""5.02""","""-13.45"""
"""42.370859008000004""","""-20.01""","""-0.27""","""-10.20"""
"""42.421190656""","""0.04""","""-3.88""","""-6.00"""
"""42.479910912""","""-6.55""","""1.02""","""6.20"""
"""42.555408384""","""-3.73""","""3.37""","""1.06"""
"""42.630905856000005""","""-11.61""","""-4.43""","""-9.89"""
"""42.69801472""","""-20.01""","""2.71""","""-10.08"""
"""42.773512192000005""","""-16.59""","""0.55""","""-8.75"""
"""42.874175488000006""","""2.00""","""0.59""","""-0.59"""
"""42.983227392""","""-2.67""","""-2.00""","""-1.69"""
"""43.07550208""","""-2.31""","""-2.28""","""-2.98"""
"""43.159388160000006""","""-20.01""","""7.81""","""-8.32"""
"""43.226497024000004""","""-20.01""","""2.12""","""-10.83"""
"""43.301994496000006""","""-7.49""","""1.33""","""-6.12"""
"""43.394269184""","""-1.49""","""-0.82""","""2.24"""
"""43.469766656000004""","""-0.27""","""1.80""","""-2.28"""
"""43.553652736000004""","""-2.71""","""0.08""","""-7.69"""
"""43.629150208000006""","""-20.01""","""0.00""","""-10.75"""
"""43.721424896""","""-20.01""","""0.08""","""-10.87"""
"""43.78853376""","""-6.20""","""2.43""","""-3.96"""
"""43.872419840000006""","""3.26""","""2.43""","""0.51"""
"""43.947917312""","""-2.08""","""-0.27""","""-2.12"""
"""44.023414784""","""-18.16""","""-0.35""","""-8.59"""
"""44.124078080000004""","""-20.01""","""0.35""","""-9.45"""
"""44.224741376000004""","""-16.00""","""1.88""","""-8.59"""
"""44.308627456""","""-4.31""","""1.10""","""-0.08"""
"""44.358959104""","""-1.88""","""0.94""","""1.57"""
"""44.426067968000005""","""-2.43""","""0.71""","""-4.31"""
"""44.493176832""","""-18.91""","""-2.43""","""-7.85"""
"""44.568674304000005""","""-20.01""","""6.86""","""-12.12"""
"""44.660948992""","""-10.83""","""2.12""","""-7.06"""
"""44.753223680000005""","""6.79""","""2.31""","""-1.84"""
"""44.845498368""","""-3.45""","""-4.28""","""-2.86"""
"""44.929384448""","""-6.43""","""-3.65""","""-3.96"""
"""45.013270528""","""-20.01""","""2.59""","""-10.87"""
"""45.097156608000006""","""-20.01""","""2.04""","""-9.69"""
"""45.197819904""","""-3.96""","""-0.55""","""-2.71"""
"""45.273317376""","""-1.80""","""1.33""","""-0.51"""
"""45.323649024000005""","""-0.04""","""3.14""","""-1.57"""
"""45.407535104000004""","""-20.01""","""-0.82""","""-10.40"""
"""45.508198400000005""","""-20.01""","""4.35""","""-10.83"""
"""45.583695872""","""-17.50""","""-0.82""","""-4.90"""
"""45.634027520000004""","""1.18""","""-0.31""","""-0.35"""
"""45.709524992000006""","""-1.65""","""-0.35""","""-2.67"""
"""45.818576896""","""-5.18""","""-0.90""","""-2.51"""
"""45.919240192000004""","""-17.81""","""6.90""","""-9.34"""
"""45.944406016""","""-20.01""","""3.37""","""-9.34"""
"""46.05345792""","""-10.94""","""0.08""","""-5.33"""
"""46.162509824000004""","""1.57""","""-4.08""","""1.02"""
"""46.246395904""","""1.69""","""4.55""","""-2.28"""
"""46.296727552""","""-2.86""","""3.02""","""-4.47"""
"""46.363836416000005""","""-20.01""","""-2.86""","""-9.69"""
"""46.456111104""","""-20.01""","""2.79""","""-8.75"""
"""46.539997184""","""-5.30""","""0.16""","""-1.49"""
"""46.64066048""","""-2.55""","""0.27""","""2.98"""
"""46.716157952""","""-2.12""","""1.77""","""-0.51"""
"""46.791655424000005""","""-18.24""","""-0.43""","""-8.83"""
"""46.833598464000005""","""-20.01""","""-1.61""","""-13.38"""
"""46.909095936""","""-17.10""","""2.55""","""-8.47"""
"""47.009759232""","""0.00""","""-0.51""","""0.55"""
"""47.110422528""","""-0.43""","""3.53""","""0.39"""
"""47.219474432000005""","""-2.67""","""2.04""","""-2.82"""
"""47.714402304000004""","""-20.01""","""-2.35""","""-6.32"""
"""48.226107392""","""-20.01""","""8.51""","""-7.53"""
"""48.242884608000004""","""-10.24""","""1.41""","""-4.04"""
"""48.259661824000005""","""3.18""","""0.47""","""0.27"""
"""48.268050432""","""-2.47""","""-3.02""","""-3.14"""
"""48.284827648000004""","""-10.87""","""2.63""","""-3.65"""
"""48.335159296""","""-20.01""","""0.90""","""-11.92-20.01"""
"""48.351936512""","""-4.47""","""1.92""","""-0.31"""
"""48.360325120000006""","""-2.79""","""-1.96""","""0.86"""
"""48.368713728""","""-1.26""","""3.92""","""-1.65"""
"""48.385490944000004""","""-17.38""","""-1.57""","""-10.16"""
"""48.393879552""","""-20.01""","""6.47""","""-10.28"""
"""48.402268160000006""","""-14.12""","""1.26""","""-6.20"""
"""48.452599808""","""3.45""","""0.94""","""-0.59"""
"""48.502931456000006""","""-2.55""","""-4.47""","""-0.86"""
"""48.553263104""","""-6.28""","""0.24""","""-6.67"""
"""48.628760576000005""","""-20.01""","""2.12""","""-10.55"""
"""48.721035264""","""-20.01""","""4.08""","""-10.79"""
"""48.813309952000004""","""-4.82""","""-0.24""","""-2.98"""
"""48.90558464""","""-5.30""","""-0.43""","""4.12"""
"""49.023025152""","""-1.26""","""1.65""","""-3.69"""
"""49.098522624000005""","""-9.38""","""-4.04""","""-8.83"""
"""49.148854272""","""-20.01""","""5.41""","""-11.06"""
"""49.224351744""","""-17.30""","""0.27""","""-8.28"""
"""49.291460608""","""0.08""","""0.08""","""-0.98"""
"""49.36695808""","""-0.75""","""0.86""","""-2.20"""
"""49.459232768""","""-1.84""","""-0.35""","""-2.16"""
"""49.551507456""","""-20.01""","""9.38""","""-10.43"""
"""49.635393536""","""-20.01""","""3.49""","""-9.89"""
"""49.694113792""","""-7.06""","""-0.47""","""-6.04"""
"""49.769611264000005""","""-6.12""","""1.57""","""2.79"""
"""49.870274560000006""","""-0.86""","""1.33""","""-1.49"""
"""49.945772032""","""-4.79""","""-0.78""","""-10.47"""
"""50.021269504""","""-20.01""","""3.88""","""-14.79"""
"""50.130321408""","""-17.73""","""2.86""","""-8.98"""
"""50.197430272000005""","""2.55""","""-0.35""","""-0.31"""
"""50.272927744""","""-2.08""","""0.24""","""-1.37"""
"""50.348425216""","""-1.37""","""-1.77""","""-3.06"""
"""50.423922688000005""","""-17.97""","""8.55""","""-11.34"""
"""50.491031552""","""-20.01""","""0.82""","""-9.81"""
"""50.549751808""","""-8.20""","""-0.90""","""-4.75"""
"""50.625249280000006""","""2.39""","""0.47""","""-0.43"""
"""50.734301184""","""0.59""","""5.10""","""-1.73"""
"""50.834964480000004""","""-4.43""","""0.90""","""-7.92"""
"""50.927239168""","""-17.93""","""1.57""","""-10.32"""
"""51.036291072000004""","""-20.01""","""2.39""","""-8.39"""
"""51.145342976""","""-5.22""","""-1.96""","""-1.22"""
"""51.1705088""","""-1.61""","""2.86""","""-0.55"""
"""51.220840448000004""","""-2.55""","""2.59""","""-1.37"""
"""51.296337920000006""","""-12.83""","""2.12""","""-11.57"""
"""51.371835392""","""-20.01""","""-1.61""","""-7.14"""
"""51.455721472""","""-16.20""","""2.39""","""-7.81"""
"""51.53960755200001""","""2.47""","""-3.33""","""0.04"""
"""51.623493632000006""","""0.08""","""5.37""","""-0.75"""
"""51.698991104""","""-0.47""","""1.69""","""-2.20"""
"""51.782877184""","""-20.01""","""-3.41""","""-9.06"""
"""51.875151872""","""-20.01""","""9.61""","""-9.53"""
"""51.959037952""","""-5.65""","""-2.94""","""-5.69"""
"""52.051312640000006""","""1.37""","""4.90""","""3.69"""
"""52.168753152""","""-2.63""","""-2.08""","""-1.41"""
"""52.252639232""","""-9.57""","""4.16""","""-10.28"""
"""52.319748096000005""","""-20.01""","""2.20""","""-10.04"""
"""52.378468352000006""","""-15.93""","""1.02""","""-8.32"""
"""52.453965824""","""3.10""","""-3.06""","""-1.14"""
"""52.537851904""","""0.08""","""3.96""","""-1.80"""
"""52.621737984000006""","""-1.77""","""2.08""","""-2.67"""
"""52.714012672""","""-20.01""","""-2.79""","""-8.08"""
"""52.789510144000005""","""-20.01""","""5.61""","""-7.61"""
"""52.873396224000004""","""-6.94""","""1.49""","""-3.77"""
"""52.948893696000006""","""3.92""","""-0.24""","""-0.16"""
"""53.024391168""","""-1.61""","""-0.63""","""-3.14"""
"""53.09988864""","""-12.63""","""0.78""","""-10.00"""
"""53.18377472""","""-20.01""","""1.96""","""-9.41"""
"""53.250883584""","""-18.28""","""3.65""","""-10.40"""
"""53.720645632""","""-1.92""","""-1.80""","""-0.59"""
"""53.737422848""","""-2.39""","""0.12""","""1.73"""
"""53.76258867200001""","""-0.43""","""1.73""","""-2.20"""
"""53.829697536000005""","""-17.10""","""-4.47""","""-14.04"""
"""53.846474752000006""","""-20.01""","""8.87""","""-6.24"""
"""53.85486336""","""-17.57""","""-1.22""","""-7.02"""
"""53.913583616000004""","""1.45""","""2.86""","""0.82"""
"""53.972303872000005""","""-1.10""","""-0.12""","""-2.04"""
"""54.02263552""","""-0.47""","""-2.71""","""-3.53"""
"""54.072967168000005""","""-19.85""","""3.18""","""-6.86"""
"""54.156853248000004""","""-20.01""","""-0.12""","""-8.08"""
"""54.223962112""","""-12.83""","""1.53""","""-7.06"""
"""54.291070976""","""5.49""","""-3.37""","""-0.20"""
"""54.383345664000004""","""0.16""","""5.88""","""-1.26"""
"""54.467231744""","""-1.33""","""0.98""","""-6.83"""
"""54.542729216000005""","""-20.01""","""-4.59""","""-7.45"""
"""54.626615296000004""","""-20.01""","""3.77""","""-10.51"""
"""54.718889984""","""-8.28""","""-0.82""","""-3.30"""
"""54.80277606400001""","""4.31""","""5.18""","""2.00"""
"""54.886662144000006""","""-1.37""","""-0.04""","""-0.67"""
"""54.970548224000005""","""-19.81""","""-2.12""","""-11.89"""
"""55.046045696""","""-20.01""","""-2.24""","""-13.34"""
"""55.104765952""","""-17.26""","""7.26""","""-10.79"""
"""55.180263424""","""-1.73""","""-2.12""","""2.63"""
"""55.264149504""","""-1.37""","""2.08""","""0.47"""
"""55.348035584""","""-1.73""","""2.31""","""-1.37"""
"""55.431921664""","""-18.01""","""-1.33""","""-10.87"""
"""55.515807744""","""-20.01""","""1.84""","""-10.08"""
"""55.599693824000006""","""-11.96""","""1.77""","""-6.00"""
"""55.675191296""","""3.73""","""0.24""","""1.37"""
"""55.750688768""","""-1.26""","""-1.57""","""-2.59"""
"""55.817797632""","""-4.08""","""-3.37""","""-4.08"""
"""55.910072320000005""","""-20.01""","""6.00""","""-6.35"""
"""56.019124224""","""-20.01""","""2.90""","""-10.98"""
"""56.11978752""","""-6.71""","""-1.49""","""-2.55"""
"""56.228839424""","""-0.94""","""1.22""","""1.45"""
"""56.279171072000004""","""-1.06""","""4.51""","""-2.82"""
"""56.346279936""","""-11.53""","""-1.45""","""-12.28"""
"""56.41338880000001""","""-20.01""","""3.88""","""-8.51"""
"""56.472109056""","""-20.01""","""-0.90""","""-5.73"""
"""56.581160960000005""","""-4.12""","""2.00""","""0.27"""
"""56.673435648""","""1.45""","""0.43""","""-0.82"""
"""56.74054451200001""","""-3.10""","""0.08""","""-3.57"""
"""56.799264768""","""-18.36""","""-0.31""","""-6.32"""
"""56.88315084800001""","""-20.01""","""-1.10""","""-7.37"""
"""56.95864832""","""-17.97""","""2.86""","""-7.61"""
"""57.067700224000006""","""-0.71""","""0.39""","""-1.41"""
"""57.185140736""","""-1.14""","""3.14""","""0.51"""
"""57.260638208""","""-2.82""","""0.24""","""-1.96"""
"""57.319358464000004""","""-20.01""","""-4.00""","""-9.96"""
"""57.394855936000006""","""-20.01""","""8.24""","""-10.94"""
"""57.470353408""","""-15.06""","""-1.22""","""-7.77"""
"""57.54585088""","""3.53""","""0.90""","""1.10"""
"""57.62973696""","""-1.29""","""-0.24""","""-2.55"""
"""57.71362304""","""-2.55""","""-2.90""","""-1.96"""
"""57.79750912""","""-20.01""","""7.37""","""-6.39"""
"""57.898172416""","""-20.01""","""-0.86""","""-10.12"""
"""57.965281280000006""","""-8.75""","""0.59""","""-3.96"""
"""58.049167360000006""","""1.33""","""1.96""","""1.45"""
"""58.107887616000006""","""-0.75""","""4.16""","""-2.55"""
"""58.191773696000006""","""-4.67""","""0.24""","""-5.53"""
"""58.292436992000006""","""-19.61""","""4.47""","""-11.18"""
"""58.401488896000004""","""-20.01""","""-0.94""","""-8.59"""
"""58.49376358400001""","""-5.10""","""1.77""","""-3.96"""
"""58.544095232000004""","""2.08""","""2.43""","""2.00"""
"""58.627981312""","""-4.24""","""-2.94""","""-3.10"""
"""58.686701568000004""","""-14.95""","""2.08""","""-8.20"""
"""58.762199040000006""","""-20.01""","""0.00""","""-8.24"""
"""59.215183872000004""","""-20.01""","""4.24""","""-8.75"""
"""59.71850035200001""","""-6.04""","""0.00""","""-1.84"""
"""59.735277568""","""-3.06""","""-0.51""","""0.94"""
"""59.793997824""","""-0.04""","""2.90""","""-1.06"""
"""59.81077504""","""-11.57""","""-1.49""","""-7.77"""
"""59.81916364800001""","""-20.01""","""4.86""","""-11.18"""
"""59.827552256000004""","""-20.01""","""2.55""","""-9.18"""
"""59.835940864""","""-10.40""","""1.57""","""-4.862.47"""
"""59.89466112""","""-12.12""","""1.37""","""-7.18"""
"""59.953381376""","""-7.34""","""0.86""","""-4.28"""
"""60.00371302400001""","""-9.89""","""0.08""","""-3.65"""
"""60.079210496""","""-9.96""","""0.86""","""-4.86"""
"""60.137930752""","""-9.89""","""0.71""","""-5.30"""
"""60.205039616""","""-9.77""","""1.88""","""-5.18"""
"""60.280537088""","""-9.85""","""1.73""","""-4.75"""
"""60.347645952""","""-10.24""","""1.53""","""-4.94"""
"""60.439920640000004""","""-9.96""","""1.26""","""-4.79"""
"""60.507029504""","""-10.04""","""1.45""","""-4.86"""
"""60.582526976000004""","""-10.08""","""1.10""","""-4.82"""
"""60.683190272000004""","""-10.08""","""1.37""","""-4.79"""
"""60.75868774400001""","""-9.96""","""1.29""","""-4.82"""
"""60.842573824000006""","""-9.85""","""1.18""","""-4.98"""
"""60.918071296""","""-10.00""","""1.84""","""-4.86"""
"""61.00195737600001""","""-10.00""","""1.57""","""-4.75"""
"""61.102620672""","""-9.92""","""1.77""","""-4.82"""
