Time [sec],ACC X,ACC Y,ACC Z
5.78,8.32,-10.55,5.3
5.8,0.86,-11.92,4.94
5.857,0.63,-13.14,-3.22
5.891,4.63,-17.42,2.55
5.958,4.71,-10.51,2.35
6.004,0.04,-5.96,0.55
6.065,-0.71,0.51,2.55
6.12,3.22,1.18,5.92
6.145,-2.51,-20.01,5.37
6.198,3.73,-15.18,0.27
6.264,3.57,-13.22,-1.1
6.313,-3.96,-10.98,-1.92
6.382,-3.22,-7.92,-4
6.409,0.47,-3.26,-2.12
6.455,-1.41,-2.2,2.94
6.513,3.8,-20.01,-2.2
6.576,2.94,-15.57,-1.53
6.605,-0.27,-13.3,-2.04
6.669,3.3,-13.89,-0.98
6.716,6.43,-11.89,-1.22
6.767,1.96,-6.94,3.06
6.823,-1.96,-0.71,0.78
6.871,1.53,0.16,9.69
6.923,-3.26,-15.85,4.55
6.981,1.77,-19.38,3.53
7.043,3.41,-14.51,-0.27
7.07,-2.86,-11.73,-2.47
7.126,-2.94,-9.38,-5.53
7.181,0.78,-1.22,-1.18
7.241,-2.28,-0.98,4
7.269,3.3,-20.01,-12
7.327,1.77,-13.45,2.67
7.38,-3.73,-14.87,-1.53
7.429,3.3,-15.14,2.59
7.485,3.88,-12.71,3.33
7.537,3.96,-6.67,0.27
7.593,-2.39,-5.3,4.35
7.657,1.53,0.63,1.14
7.682,-2,-12.08,-1.06
7.729,-6.04,-20.01,8.12
7.789,4.63,-12.83,-1.53
7.834,-2.9,-11.65,-3.26
7.893,-1.77,-9.41,-4.9
7.946,-1.02,-0.27,-1.45
7.99,-2.2,0.39,3.96
8.045,-3.33,-19.34,-1.8
8.096,-2.39,-10.43,0.75
8.146,-2.86,-9.89,1.26
8.2,2.86,-16,2.04
8.255,4.43,-15.3,1.84
8.313,2.59,-5.73,1.06
8.379,-0.12,-6.86,2.16
8.4,1.96,-0.27,2.08
8.45,-0.63,-12.28,-4.28
8.496,-1.37,-16.51,2.82
8.551,5.18,-12.59,-2.86
8.608,-0.27,-13.45,-1.84
8.66,-3.33,-10.36,-1.77
8.71,-3.8,-7.77,-3.1
8.767,0.16,-2.47,0.78
8.802,-5.41,-1.18,5.49
8.86,8.79,-18.59,-1.37
8.944,2,-9.89,1.41
8.951,0.43,-16.44,-1.29
9.024,4.55,-11.77,0.24
9.076,4.55,-10.08,-0.04
9.103,0.43,-4.94,3.1
9.176,0.24,-1.73,2.9
9.211,3.14,2.43,5.81
9.267,-6.83,-20.01,6.08
9.323,3.22,-17.81,0.9
9.381,1.8,-14.44,-1.53
9.41,-3.88,-11.02,-2.43
9.488,-2.39,-6.67,-3.3
9.568,1.26,-1.29,1.29
9.581,-3.33,-2.71,1.84
9.621,8.55,-20.01,3.88
9.89,-0.98,-14.28,1.14
9.896,-0.47,-16.44,1.88
9.907,5.45,-12.79,0.24
9.919,-1.06,-0.67,2.08
9.979,0.04,0.59,0.04
10.023,-1.1,-13.1,-1.37
10.078,-2.39,-20.01,6.75
10.128,5.02,-12.83,-2.82
10.173,-3.14,-10.55,-2.75
10.276,-2.55,-4.75,-4.82
10.284,-1.26,1.33,-1.53
10.324,0.59,-2.12,1.77
10.387,9.06,-20.01,-10.4
10.434,2.9,-15.22,0.67
10.483,-4.31,-16.04,-2.67
10.532,4,-17.3,1.41
10.591,5.81,-13.65,3.84
10.647,1.06,-5.26,0.9
10.7,-1.02,-0.2,2.79
10.752,1.53,0.94,0.71
10.847,-5.88,-18.59,-5.33
10.856,-1.18,-19.85,1.33
10.901,6,-13.69,-0.75
10.941,-3.3,-12.08,-2.63
10.995,-2.39,-8.9,-3.02
11.055,-1.84,-1.53,-0.27
11.111,1.73,0.39,5.69
11.162,-7.49,-3.69,8.75
11.219,-3.49,-13.22,5.14
11.242,-1.26,-9.49,1.37
11.301,3.65,-17.18,-0.12
11.358,4.51,-12.75,4.55
11.416,2.71,-7.3,0.67
11.489,-0.2,-2.9,2.55
11.511,-0.08,-0.16,1.96
11.561,-4.9,-1.8,5.69
11.613,3.18,-20.01,9.18
11.661,6.2,-18.08,-0.63
11.719,0.78,-14.79,-2.71
11.778,-2.51,-9.06,-2.28
11.837,-2.12,-7.45,-4.04
11.863,0.24,-1.49,0.9
11.912,-7.34,-3.41,-1.53
11.984,8.39,-16.95,-6.28
12.013,1.1,-11.61,2.35
12.084,0.98,-16,-0.2
12.132,3.61,-16.32,0.82
12.188,4.98,-11.22,2.75
12.218,2.04,-4.67,0.9
12.276,-2.28,-2.28,3.26
12.338,2.04,0.78,0.47
12.391,-3.33,-15.53,-2.9
12.418,-1.49,-20.01,4.39
12.472,4.24,-13.3,-2.12
12.535,-3.8,-11.34,-2.24
12.587,-0.98,-8.04,-7.61
12.638,0.31,-0.27,-1.45
12.69,-0.27,-1.02,3.69
12.756,-10.32,-7.1,8.32
12.776,-3.65,-10.59,7.41
12.834,-2.59,-10.51,0.27
12.893,4.55,-16.83,-0.59
12.942,5.26,-14.83,2.35
12.996,4.35,-6.39,0
13.049,-1.18,-2.75,3.92
13.103,1.73,1.45,0.98
13.136,-2.12,-13.38,-4.59
13.186,-2.04,-19.93,6.71
13.259,6.83,-14.24,-1.29
13.309,-0.94,-12.28,-2.67
13.357,-2.51,-8.08,-6.24
13.423,-0.31,-0.75,-2.2
13.448,-0.2,-3.3,2.51
13.492,-13.69,-4.28,2.94
13.569,3.53,-14.63,1.33
13.618,-2.12,-9.57,-0.39
13.64,4.43,-15.69,0.35
13.695,5.96,-13.49,2.51
13.751,2.75,-6.28,0.27
13.802,-0.51,-2.82,4.39
13.85,0.82,0.35,1.37
13.906,-2.35,-14.24,-0.51
13.957,-1.77,-18.95,5.49
14.012,7.81,-10.9,-1.88
14.053,-2.67,-13.45,-3.96
14.135,-2.47,-8.43,-4.82
14.159,-2.12,-2.28,-1.65
14.212,0.39,-5.22,9.06
14.263,-5.02,-8.83,1.73
14.308,-2.43,-11.45,1.57
14.367,-1.73,-9.38,-0.08
14.427,4.59,-16.95,0.39
14.478,3.69,-13.42,2.75
14.526,2.63,-7.73,0.47
14.577,0.71,-4.04,4.2
14.625,-0.39,-0.2,0.67
14.669,-3.61,-2.86,4.75
14.714,-0.55,-20.01,6.12
14.777,7.81,-15.65,-0.27
14.833,-1.1,-13.96,-2.51
14.901,-2.9,-8.59,-4.28
15.177,-1.53,-1.29,-3.92
15.193,6.86,-14.2,-0.9
15.238,4.28,-12.71,-1.06
15.273,4.63,-7.77,-0.39
15.373,2.28,-3.92,3.8
15.383,-1.1,1.02,1.26
15.426,-2.67,-3.33,8.94
15.481,-1.61,-20.01,11.34
15.539,7.73,-15.34,-2.16
15.588,0.2,-14.16,-2.86
15.641,-0.12,-10.55,-2.71
15.694,-3.18,-5.41,-4.98
15.735,-1.45,-1.26,1.06
15.789,-5.45,-1.96,4.39
15.838,10.67,-14.63,-0.55
15.888,3.06,-12.83,4
15.939,1.41,-13.53,0.71
16.059,5.53,-15.3,-0.82
16.072,4.98,-8.16,1.33
16.111,0.24,-3.3,1.02
16.147,-2.47,-1.77,3.02
16.193,-2.9,0.9,13.1
16.249,1.02,-20.01,8.67
16.316,4.71,-19.85,1.26
16.37,1.69,-20.01,-0.2
16.418,-2.28,-8.75,-2
16.458,-3.57,-6.51,-3.49
16.508,0.08,1.57,-1.14
16.564,-0.98,-2,6.12
16.654,7.41,-20.01,-1.1
16.668,2.75,-15.77,2.24
16.705,3.02,-16.79,-1.22
16.757,5.84,-14.95,-0.08
16.814,7.96,-12.32,-0.12
16.871,3.14,-4.79,2.16
16.926,-2.31,-0.71,2.12
16.977,3.1,1.14,0.82
17.021,-2.82,-17.06,3.61
17.058,1.73,-20.01,5.33
17.117,4.94,-12.16,-1.96
17.168,-0.59,-12.55,-3.57
17.222,-1.22,-4.63,-4
17.387,-5.41,-0.39,10
17.459,-1.02,-12.43,11.61
17.47,5.33,-10.51,2.51
17.523,7.45,-18.36,0.27
17.572,8.12,-11.18,3.37
17.633,5.22,-5.96,1.22
17.694,-2.39,-3.26,4.75
17.744,4.59,2.71,2.9
17.791,1.06,-14.83,2.82
17.842,2.63,-20.01,5.65
17.927,7.18,-10.2,0.31
17.938,-0.2,-12.75,-3.06
17.99,-2.28,-6.28,-6.51
18.04,0.08,0.98,-2.67
18.094,-4.24,-0.82,2.2
18.152,-8.51,-7.45,7.22
18.203,1.14,-7.06,6.12
18.251,1.73,-9.49,-0.94
18.304,8.63,-16.4,3.37
18.333,7.3,-13.77,4.98
18.409,4.9,-4.63,1.26
18.434,-0.59,-1.92,3.26
18.538,0,0.59,1.53
18.548,-0.51,-11.57,-4.75
18.596,2.39,-20.01,10.4
18.646,10.4,-11.92,-1.92
18.698,0.35,-12,-3.88
18.769,-0.82,-9.77,-5.84
18.796,-0.55,-1.02,-2.86
18.847,-1.73,-4.16,4.79
18.906,-15.22,-12.98,13.1
18.956,-1.65,-10.24,3.14
19.007,-0.86,-9.06,-1.96
19.06,6.86,-17.57,0.63
19.165,8,-12.83,5.96
19.177,4.24,-5.26,2.35
19.203,0.27,-3.26,3.22
19.256,-0.71,-0.43,3.61
19.31,-5.02,-1.73,9.57
19.362,7.53,-20.01,6.94
19.414,8.63,-12.16,0.71
19.464,4,-10.94,-4.47
19.526,0.31,-11.02,-3.02
19.578,-0.78,-1.33,-4.67
19.625,1.8,-1.14,-4.9
19.672,-5.96,-2.35,-0.16
19.728,12.79,-16.24,-6.24
19.779,6.63,-14.67,1.84
19.852,1.06,-15.3,-1.29
19.872,6.86,-15.38,-0.98
19.93,7.69,-9.85,3.18
19.982,2.63,-4.43,0.71
20.038,-1.61,-0.59,3.3
20.092,3.14,2.63,10.9
20.126,6.75,-20.01,6.43
20.176,5.3,-20.01,1.37
20.452,6.47,-13.45,-1.26
20.458,-0.55,-11.34,-2.12
20.549,-1.26,-13.93,0.82
20.576,-0.86,-12.43,-1.22
20.633,5.49,-14.04,1.14
20.693,8.43,-9.38,4.47
20.747,3.02,-4.63,1.8
20.793,-2.12,0,2.75
20.856,3.06,2.16,4.86
20.907,-0.9,-18.01,3.14
20.943,3.73,-20.01,5.18
20.987,4.86,-15.46,-0.31
21.048,-1.73,-11.38,-5.06
21.131,-0.39,-5.88,-3.14
21.143,-0.82,-0.63,-2
21.203,0.67,3.69,13.34
21.252,3.26,-18.55,-3.45
21.297,5.22,-18.01,4.71
21.345,-1.41,-12.04,0.43
21.399,6.32,-13.53,2.43
21.453,7.53,-11.49,1.65
21.51,3.73,-5.14,4.86
21.561,-1.33,-1.33,1.41
21.62,3.33,2.71,6.35
21.67,-0.35,-20.01,6.12
21.739,2.9,-16.75,2.24
21.764,7.53,-11.45,-3.22
21.809,-0.2,-11.57,-3.65
21.867,-1.41,-6.59,-2.79
21.928,-0.86,-2.12,1.26
21.976,-5.81,-2.63,8.59
22.031,7.49,-16.71,-2.43
22.061,2.08,-7.53,2.94
22.118,2,-16.59,0.43
22.171,5.45,-15.49,2.35
22.223,7.18,-8.55,1.41
22.283,3.92,-6.9,1.49
22.333,-2.59,-2.9,2.28
22.481,3.3,-11.18,1.37
22.527,5.1,-10.08,-1.77
22.577,-2.31,-9.61,-3.02
22.627,0.16,-9.34,-6.08
22.68,1.96,-3.14,-2.31
22.728,0.43,-3.22,-3.41
22.788,6.04,-20.01,-4.55
22.847,4.47,-11.92,4.86
22.896,2.94,-11.96,-0.9
23.029,2.39,-8.47,-0.31
23.088,0.9,-8.28,0.75
23.14,0.98,-3.41,0.94
23.196,-0.47,-6.51,4.04
23.229,-2.16,-15.65,2.28
23.286,-0.27,-15.42,-1.33
23.336,-3.49,-14,-2.35
23.392,-0.12,-12.43,-2.24
23.449,-1.84,-7.06,-4.59
23.505,-1.84,-1.92,-0.94
23.535,-2.51,-4,3.77
23.6,-1.49,-12.04,-1.69
23.682,-0.75,-11.1,4.24
23.693,-0.67,-11.3,-1.65
23.744,-0.47,-13.69,-1.33
23.797,3.65,-12.75,-1.65
23.857,2.04,-5.92,0.51
23.911,-3.65,-6,2.67
23.968,-0.78,-1.26,7.41
23.995,-3.18,-16.87,4.43
24.066,1.73,-17.34,1.77
24.12,0.86,-15.3,0.63
24.169,-3.92,-8.28,-2.35
24.201,-2.86,-6.43,-4.59
24.291,-1.18,-0.67,-0.98
24.308,-1.06,-3.06,5.81
24.368,-1.96,-19.73,4.2
24.42,1.18,-15.26,2.47
24.471,-4.35,-13.26,-2
24.524,0.71,-12.83,-0.31
24.581,6.71,-14.4,0.31
24.632,3.1,-5.57,-0.12
24.664,-1.18,-2.55,3.88
24.72,3.92,-0.47,2.98
24.771,-3.84,-20.01,8.08
24.824,0.63,-15.57,1.18
24.877,1.41,-11.57,0.24
24.958,-4.31,-10.75,-2.43
24.968,-2.86,-7.61,-3.02
25.035,-0.2,-1.53,-1.92
25.086,-0.31,-3.69,4.28
25.141,-8.24,-8.39,11.1
25.182,-0.43,-10.04,5.06
25.237,-3.06,-7.3,1.61
25.286,2.47,-15.22,-0.04
25.344,4.31,-12.43,0.98
25.392,3.22,-6.43,-0.55
25.445,-1.88,-4.75,5.33
25.496,-0.04,-0.12,1.33
25.744,6.39,-13.61,1.14
25.802,-1.73,-4.86,-3.77
25.836,1.22,-1.96,-0.16
25.907,-4,-3.3,4.51
25.962,7.61,-18.83,-5.53
25.988,-0.55,-10.55,2.51
26.043,-2.08,-15.42,-3.02
26.103,3.96,-14.67,-0.27
26.156,4.16,-12.98,2.04
26.204,1.88,-5.65,0.31
26.245,-2.04,-2.75,3.14
26.295,8.2,3.18,5.26
26.351,0.51,-19.38,-0.24
26.42,-1.88,-16.32,-1.02
26.467,2.2,-14.63,-1.26
26.498,-3.41,-11.77,-3.65
26.548,-1.96,-5.33,-3.02
26.602,-1.53,-2.08,-0.82
26.653,0.12,-4.2,2.67
26.706,-8.36,-7.65,10.43
26.753,-0.98,-15.89,0.43
26.837,-2.39,-8.28,2.04
26.871,2.51,-16.51,-0.16
26.926,3.53,-13.81,1.02
26.955,2.08,-6.43,0.94
27.011,-1.65,-5.41,4.16
27.07,3.57,0.78,8.2
27.12,-3.14,-16.63,3.37
27.159,1.26,-15.69,-0.12
27.214,2.55,-13.89,-1.26
27.262,-2.71,-12.2,-3.61
27.318,-2.98,-9.53,-5.37
27.373,-1.61,-2.94,-2.75
27.426,1.02,-2.82,4
27.497,-12.75,-15.77,8.24
27.526,1.06,-8.79,2.43
27.574,-2.28,-8,0.98
27.639,-2.35,-15.26,-0.98
27.7,4.82,-13.06,1.53
27.723,3.96,-8.12,0.08
27.771,-0.31,-6.16,4.24
27.831,-1.18,-1.41,0.63
27.887,-1.69,-3.88,6.04
27.952,-4.59,-16.2,5.69
27.983,7.41,-18.99,4.39
28.027,0.39,-13.06,-2.12
28.101,-4.98,-9.34,-2.55
28.13,-2.24,-6.94,-3.73
28.185,0.47,0.08,0.2
28.244,5.57,-2.59,6.12
28.294,6.12,-19.61,0.27
28.347,2.16,-15.18,2.16
28.401,-1.02,-15.65,-0.35
28.449,4,-17.97,1.06
28.504,3.22,-9.85,3.77
28.533,2.51,-5.14,-0.04
28.587,-1.1,-2.59,2.59
28.642,4.04,0.51,4.35
28.7,-4.71,-16.4,2.24
28.783,-1.57,-17.65,3.22
28.793,2.39,-16.63,0.08
28.846,-3.33,-9.38,-2.55
28.902,-0.82,-9.06,-2.55
28.979,-2.35,0.86,-0.31
28.999,0.43,-2.67,8.43
29.052,-2.12,-15.81,-1.29
29.103,-3.61,-11.02,-1.1
29.161,-2.59,-10.75,0.67
29.212,2.86,-18.08,0.24
29.262,4.35,-11.06,2.2
29.314,2.31,-8.87,0
29.375,-0.24,-4.12,1.96
29.404,0.86,-0.16,2.28
29.469,-6.63,-14.63,-1.41
29.521,-1.84,-14,6.39
29.576,5.1,-17.26,1.29
29.61,-3.8,-12.04,-2.63
29.664,-3.02,-9.57,-3.49
29.715,-1.57,0.75,-2.24
29.78,-2.16,-3.57,1.37
29.808,-4.47,-4.71,-6.47
29.864,6.39,-17.14,-2.2
29.924,0.27,-13.49,2.59
29.976,-2.63,-15.77,-2.86
30.023,6.12,-14.12,0.43
30.186,-0.47,-2.12,2.82
30.219,-0.47,1.41,8.87
30.281,-2.28,-20.01,6.9
30.333,1.29,-13.69,-1.69
30.382,3.57,-14.79,-0.16
30.432,-4.55,-11.45,-2.75
30.485,0.71,-7.26,-4.82
30.543,0.78,-1.88,-1.49
30.6,-1.49,-2.9,1.53
30.648,-3.69,-15.3,6.98
30.751,-4.63,-12.87,-0.55
30.764,-0.2,-11.06,0.47
31.015,3.65,-16.36,-0.94
31.028,3.61,-13.26,4.71
31.045,-3.61,-0.75,4.9
31.084,-0.98,-20.01,8.94
31.144,5.88,-18.32,0.78
31.202,-1.26,-13.06,-2.71
31.251,-3.88,-12.67,0.16
31.353,0,-3.73,-6.2
31.366,-1.22,-1.53,-0.67
31.403,-2.08,-0.24,5.14
31.463,-2.67,-14.47,1.18
31.493,-1.06,-14.24,3.02
31.564,-1.61,-14,-0.51
31.612,2.63,-18.67,3.14
31.667,2.39,-13.77,6.24
31.722,3.18,-6.59,-0.2
31.751,-0.27,-2.63,4.31
31.804,-2.08,0.71,0.12
31.862,-2.55,-2.67,7.14
31.908,-4.63,-20.01,11.77
32.08,-2.43,-10.71,-2.67
32.109,-1.06,1.84,-3.18
32.164,-3.22,-1.49,2.39
32.221,-7.53,-5.92,8.87
32.268,1.57,-12.47,-1.29
32.322,1.1,-11.38,-0.39
32.375,3.22,-15.3,-0.75
32.423,3.06,-16.71,4.75
32.485,3.73,-5.65,0.12
32.535,1.65,-3.18,1.49
32.635,-0.78,-0.75,3.73
32.644,-3.02,1.29,8.79
32.686,-0.31,-20.01,7.61
32.716,4.24,-20.01,1.41
32.77,0.98,-15.49,-2.75
32.822,-2.79,-9.3,-1.53
32.877,-2.63,-6.32,-3.96
32.928,-2.63,-0.2,4.39
32.987,1.1,-10.4,5.88
33.036,11.26,-13.65,-0.67
33.092,0.82,-11.53,0.86
33.138,-1.73,-16.67,-1.06
33.197,3.14,-15.89,2
33.344,-0.78,-2.28,4.82
33.396,-1.49,0.78,-0.94
33.446,-4.08,-4.51,5.14
33.501,-0.67,-20.01,12.36
33.553,5.02,-13.42,0.82
33.607,-3.73,-9.85,-2.82
33.634,-0.31,-9.77,-3.53
33.687,0.51,1.18,-2.16
33.75,-2.63,-2.47,3.02
33.81,-9.41,-2.31,2.35
33.965,-0.24,-19.06,-2
34.015,5.84,-14.51,-0.12
34.063,3.61,-7.49,1.41
34.095,1.96,-2.63,1.8
34.146,-0.35,-0.24,3.53
34.216,6.28,1.73,1.8
34.253,-3.96,-20.01,3.14
34.302,2.35,-18.28,3.1
34.358,5.49,-13.49,-3.53
34.416,-5.57,-11.53,-3.77
34.567,-1.92,-0.63,3.61
34.62,-10.71,-3.18,12.43
34.663,-2.82,-9.85,1.57
34.719,-1.53,-14.87,0.78
34.767,4.24,-9.53,0.31
34.819,4.12,-13.61,3.8
34.876,2.59,-5.92,-0.59
34.926,0.16,-1.88,3.22
34.979,1.14,-0.04,1.14
35.028,-2.31,-9.96,-0.43
35.08,-2.75,-20.01,8.98
35.175,6.63,-19.93,-0.24
35.188,-3.92,-11.81,-2.94
35.216,-2.51,-8.87,-3.1
35.276,0.63,0.86,-1.69
35.334,-4.82,-0.12,2.98
35.376,-11.65,-11.02,14.28
35.43,-1.65,-4.04,2.12
35.489,0.82,-15.22,4.08
35.545,5.26,-8.28,-8.51
35.597,3.33,-15.53,1.41
35.648,3.3,-7.37,0.78
35.672,0.35,-1.61,4.67
35.731,-1.18,-0.12,1.1
35.806,-5.33,1.65,6.43
35.829,1.53,-20.01,6.16
35.905,6.39,-16,1.45
35.931,-1.8,-11.53,-2.04
35.988,-3.33,-12.43,-4.47
36.777,-3.14,-2.9,1.96
37.275,-2.16,0.86,0.9
37.316,0.16,-0.39,0.35
37.366,-2.59,-19.77,0.04
37.415,-5.14,-18.95,9.38
37.472,6.59,-15.93,2.39
37.525,-3.57,-13.06,-2.75
37.576,-0.9,-6.2,2.86
37.634,0.43,1.41,0.31
37.686,-1.65,-0.59,0.71
37.833,-0.2,-13.65,1.65
37.875,-0.35,-20.01,1.45
37.939,6.59,-14.67,2.94
37.987,3.53,-7.77,1.96
38.03,-0.08,-2.28,4.71
38.086,-0.12,0,2.35
38.138,-6.9,-0.59,6.75
38.188,1.1,-20.01,6.9
38.245,6.59,-15.26,-1.53
38.276,-0.63,-12.4,-2.47
38.328,-4.12,-11.89,-5.73
38.392,0.27,2.04,-2.67
38.434,-1.1,-2.59,0.59
38.491,-4.9,-5.61,7.53
38.546,6.98,-8.12,8.36
38.594,-0.98,-10.87,0.9
38.647,1.53,-19.57,-0.67
38.708,6.08,-13.22,2.98
38.736,5.14,-11.85,-0.31
38.79,-2.08,-4.75,6.2
38.847,0.35,2.51,5.06
38.899,0.31,1.49,-1.26
38.947,2.12,-18.55,3.33
39.032,-0.16,-20.01,6.51
39.055,3.61,-14.4,-0.82
39.101,-3.92,-15.06,-3.49
39.156,-1.53,-7.88,-4.04
39.215,-0.82,-0.55,-3.53
39.243,-0.2,-1.37,0.08
39.313,-9.69,-3.22,11.53
39.35,4.12,-9.41,1.37
39.403,-1.02,-12.63,0.9
39.459,1.69,-14.59,-2.55
39.511,4.94,-18.59,5.02
39.562,1.61,-6.43,2.51
39.624,1.57,-1.49,2.35
39.701,-1.18,0.43,2.2
39.709,-3.45,-0.35,8.63
39.76,1.77,-20.01,9.22
39.816,4.67,-19.97,4.51
39.866,1.45,-15.3,-0.59
39.927,-3.69,-12.12,-2.08
39.979,-3.26,-5.96,-3.53
40.031,1.33,0.82,-2.08
40.063,-0.47,-2.47,3.3
40.118,-10.32,-5.69,12
40.169,1.49,-4.51,0.63
40.223,0.59,-12.16,1.06
40.337,-2.67,-17.69,3.18
40.369,1.26,-20.01,4.28
40.381,6.39,-11.1,2.12
40.435,0.78,-6.59,0.94
40.5,-0.12,-1.96,2.94
40.529,-0.31,-0.63,0.63
40.581,-2.59,-1.14,8.67
40.636,-2.82,-20.01,8.94
40.686,4.24,-14.2,2.28
40.735,1.73,-16.2,-2.75
40.785,-2.31,-9.96,-2
40.841,-0.86,-8.55,-6.12
40.896,0.47,2.12,-1.29
40.996,-0.67,-1.26,2.31
41.007,-0.51,-20.01,1.77
41.027,-1.92,-5.81,4.9
41.104,-1.18,-16,1.77
41.133,0.86,-6.83,2.79
41.21,4.55,-15.34,3.65
41.24,4.04,-5.45,-1.02
41.291,-1.69,-2.24,1.41
41.342,0.08,-1.45,2.86
41.394,-0.71,1.29,6.2
41.451,-2.35,-20.01,12.2
41.503,5.37,-19.65,6.2
41.574,0.16,-12.71,1.8
41.606,-2.94,-8.63,-2
41.651,-0.67,-6.9,-2
41.696,-1.45,0.55,-0.43
41.753,-0.59,-8.47,10.2
41.794,1.26,-12.43,4.55
41.849,-3.45,-14.47,4.51
41.903,-0.75,-20.01,3.14
41.955,4.71,-11.69,3.33
42.005,4.2,-8.43,-2.63
42.052,1.1,-2.16,5.81
42.104,-2.04,0.71,0.2
42.261,6.2,-16.44,5.18
43.019,-0.94,-5.1,-3.3
43.547,-1.73,-14.28,-3.26
43.582,4.35,-11.06,-0.47
43.66,1.96,-3.14,2.28
43.681,-0.67,-0.94,1.61
43.741,0.16,1.77,8.59
43.787,-0.2,-18.91,3.57
43.84,1.61,-17.57,2.08
43.896,3.61,-11.92,-0.67
43.95,-3.96,-11.49,-3.18
44,-1.88,-6.24,-3.88
44.05,0.67,-2.51,1.45
44.137,-8.04,-2.04,9.1
44.151,4.94,-12.36,0.71
44.201,3.69,-9.41,0.98
44.255,-0.9,-14.79,-2.35
44.305,3.02,-16.2,2.51
44.344,4.75,-10.12,1.14
44.413,3.1,-7.53,2.9
44.464,0.9,-3.37,0.67
44.525,2.47,3.96,8.51
44.554,-4.82,-14.79,2.24
44.603,5.14,-16.63,2.16
44.663,2.31,-15.97,-0.94
44.716,-2.28,-10.55,-1.45
44.768,-1.65,-11.45,-2.12
44.852,-4.35,-4.55,-2.79
44.862,1.22,-3.8,-0.24
44.925,-1.88,-11.14,-1.88
44.972,-2.47,-7.3,5.49
45.023,-2.35,-13.57,3.33
45.082,-0.08,-7.26,5.84
45.111,3.37,-17.14,5.33
45.166,3.1,-7.45,0.71
45.216,1.22,-2.79,2.12
45.269,1.61,-0.27,1.92
45.319,-3.92,-1.29,6.83
45.393,-5.22,-20.01,9.41
45.467,6.43,-19.89,3.96
