ACC Z,ACC Y,ACC X,Time [sec]
4.3,-11.81,-5.14,62.396
4.3,-11.81,-5.14,62.485
4.3,-11.81,-5.14,62.541
4.3,-11.81,-5.14,62.596
4.3,-11.81,-5.14,62.676
3.77,-11.96,-5.24,62.773
5.1,-9.85,-2.89,62.853
6.88,-9.85,-2.63,62.935
6.88,-9.85,-2.63,63.022
6.88,-9.85,-2.63,63.113
6.88,-9.85,-2.63,63.203
6.88,-9.85,-2.63,63.266
6.88,-9.85,-2.63,63.35
6.88,-9.85,-2.63,63.436
6.88,-9.85,-2.63,63.517
8.03,-10.59,-2.67,63.6
4.88,-8.9,-1.83,63.686
4.07,-8.9,-3.03,63.741
4.07,-8.9,-3.03,63.808
4.07,-8.9,-3.03,63.891
4.07,-8.9,-3.03,63.981
4.07,-8.9,-3.03,64.072
4.07,-8.9,-3.03,64.157
4.07,-8.9,-3.03,64.245
4.07,-8.9,-3.03,64.34
4.33,-11.51,-3.18,64.409
