""
"""Time [sec]""",""" ACC X""","""ACC Y""","""ACC Z"""
"""236977.0""","""12.47""","""0.16""","""-8.32"""
"""237078.0""","""15.18""","""-9.02""","""2.94"""
"""237179.0""","""3.53""","""-2.94""","""-1.41"""
"""237280.0""","""-2.2""","""6.2""","""-1.29"""
"""237381.0""","""4.35""","""-2.28""","""4.08"""
"""237482.0""","""12.36""","""-14.2""","""-1.18"""
"""237583.0""","""2.39""","""6.28""","""-2.51"""
"""237684.0""","""18.71""","""-11.77""","""-7.02"""
"""237785.0""","""14.47""","""-5.61""","""1.53"""
"""237886.0""","""1.88""","""0.78""","""-1.53"""
"""237987.0""","""8.28""","""10.79""","""-12.16"""
"""238088.0""","""7.61""","""-5.26""","""4.2"""
"""238189.0""","""11.3""","""-16.4""","""0.16"""
"""238290.0""","""0.75""","""3.96""","""-2.94"""
"""238391.0""","""19.69""","""-13.49""","""-5.3"""
"""238492.0""","""16.0""","""-11.22""","""2.75"""
"""238593.0""","""-2.08""","""2.59""","""-1.77"""
"""238694.0""","""8.32""","""11.81""","""-0.27"""
"""238795.0""","""2.0""","""-4.31""","""3.92"""
"""238896.0""","""10.28""","""-15.97""","""-0.35"""
"""238997.0""","""3.3""","""5.53""","""1.02"""
"""239098.0""","""20.01""","""-15.34""","""-3.65"""
"""239199.0""","""16.2""","""-12.98""","""4.28"""
"""239300.0""","""-4.0""","""3.33""","""-0.47"""
"""239401.0""","""5.26""","""10.71""","""-1.41"""
"""239502.0""","""7.53""","""-8.71""","""0.59"""
"""239603.0""","""7.85""","""-14.51""","""1.65"""
"""239704.0""","""3.02""","""6.75""","""-2.28"""
"""239805.0""","""20.01""","""-8.51""","""-1.92"""
"""239906.0""","""16.71""","""-10.71""","""3.14"""
"""240007.0""","""-5.33""","""2.51""","""-1.88"""
"""240108.0""","""3.88""","""5.81""","""1.53"""
"""240209.0""","""3.41""","""-11.81""","""4.31"""
"""240310.0""","""13.14""","""-18.51""","""-0.31"""
"""240411.0""","""1.88""","""6.39""","""-2.63"""
"""240512.0""","""20.01""","""-5.22""","""-8.67"""
"""240613.0""","""11.14""","""-7.92""","""1.73"""
"""240714.0""","""0.12""","""-0.55""","""-0.78"""
"""240815.0""","""-1.41""","""4.67""","""-0.59"""
"""240916.0""","""3.3""","""-15.3""","""3.18"""
"""241017.0""","""5.84""","""-18.44""","""1.57"""
"""241118.0""","""8.2""","""7.06""","""-3.14"""
"""241219.0""","""-0.12""","""-14.12""","""6.98"""
"""241320.0""","""6.35""","""-6.83""","""0.47"""
"""241421.0""","""0.9""","""-0.47""","""0.12"""
"""241522.0""","""-0.39""","""0.94""","""0.51"""
"""241623.0""","""6.98""","""-16.71""","""2.71"""
"""241724.0""","""9.38""","""-17.85""","""0.2"""
"""241825.0""","""3.73""","""2.24""","""-2.75"""
"""241926.0""","""13.96""","""-6.28""","""-6.71"""
"""242027.0""","""10.2""","""-5.77""","""2.98"""
"""242128.0""","""0.75""","""-1.37""","""-2.63"""
"""242229.0""","""-0.75""","""4.47""","""4.94"""
"""242330.0""","""-3.77""","""-12.32""","""3.14"""
"""242431.0""","""1.73""","""-15.81""","""3.88"""
"""242532.0""","""8.79""","""4.98""","""-2.98"""
"""242633.0""","""12.98""","""-6.86""","""-3.33"""
"""242734.0""","""8.67""","""-10.2""","""2.51"""
"""242835.0""","""5.14""","""-3.3""","""0.12"""
"""242936.0""","""-3.33""","""7.77""","""2.04"""
"""243037.0""","""3.49""","""-8.71""","""3.45"""
"""243138.0""","""11.65""","""-20.01""","""2.9"""
"""243239.0""","""6.75""","""3.45""","""-6.98"""
"""243340.0""","""2.98""","""1.18""","""0.71"""
"""243441.0""","""12.0""","""-4.12""","""-0.63"""
"""243542.0""","""8.16""","""-3.26""","""-1.29"""
"""243643.0""","""-5.26""","""3.3""","""1.33"""
"""243744.0""","""9.14""","""-20.01""","""-9.61"""
"""243845.0""","""13.69""","""-6.35""","""0.78"""
"""243946.0""","""7.65""","""-0.47""","""-4.98"""
"""244047.0""","""0.0""","""0.35""","""-4.12"""
"""244148.0""","""18.91""","""-3.33""","""-3.37"""
"""244249.0""","""10.83""","""-9.73""","""-1.37"""
"""244350.0""","""-7.65""","""6.55""","""1.45"""
"""244451.0""","""20.01""","""-20.01""","""-11.3"""
"""244552.0""","""11.26""","""-8.16""","""5.41"""
"""244653.0""","""9.85""","""-1.8""","""-5.77"""
"""244754.0""","""1.77""","""3.49""","""-7.49"""
"""244855.0""","""20.01""","""-3.49""","""-4.0"""
"""244956.0""","""10.2""","""-9.06""","""2.79"""
"""245057.0""","""-12.2""","""7.53""","""-4.04"""
"""245158.0""","""11.38""","""-17.46""","""-1.26"""
"""245259.0""","""15.3""","""-5.3""","""4.31"""
"""245360.0""","""5.14""","""0.51""","""-5.69"""
"""245461.0""","""1.57""","""0.71""","""-9.34"""
"""245562.0""","""14.63""","""-6.86""","""0.59"""
"""245663.0""","""6.32""","""-4.82""","""-0.2"""
"""245764.0""","""-5.73""","""3.26""","""-1.29"""
"""245865.0""","""2.0""","""-16.59""","""0.47"""
"""245966.0""","""15.73""","""-11.69""","""0.12"""
"""246067.0""","""9.96""","""4.82""","""-3.8"""
"""246168.0""","""5.37""","""-1.29""","""-8.08"""
"""246269.0""","""16.83""","""-1.96""","""3.33"""
"""246370.0""","""3.02""","""-7.37""","""4.39"""
"""246471.0""","""-9.14""","""6.86""","""-5.06"""
"""246572.0""","""5.26""","""-7.96""","""7.65"""
"""246673.0""","""10.24""","""-6.2""","""1.92"""
"""246774.0""","""10.24""","""5.3""","""-5.18"""
"""246875.0""","""4.9""","""-2.08""","""-16.48"""
"""246976.0""","""9.57""","""-1.45""","""4.86"""
"""247077.0""","""2.35""","""-4.75""","""-0.24"""
"""247178.0""","""-12.47""","""11.41""","""4.94"""
"""247279.0""","""2.71""","""-18.95""","""4.28"""
"""247380.0""","""11.89""","""-11.38""","""2.82"""
"""247481.0""","""11.14""","""7.65""","""-6.16"""
"""247582.0""","""6.16""","""-0.98""","""2.2"""
"""2476838.8""","""4.98""","""-4.43""","""3.73"""
"""247885.0""","""-7.3""","""6.83""","""0.24"""
"""247986.0""","""9.49""","""-15.22""","""-4.39"""
"""2480879.5""","""12.79""","""-5.1""","""4.79"""
"""248491.0""","""7.96""","""-6.98""","""1.26"""
"""248592.0""","""-8.04""","""9.1""","""-4.75"""
"""248693.0""","""1.53""","""-7.41""","""-0.04"""
"""2487949.5""","""9.02""","""-7.57""","""4.2"""
"""248996.0""","""0.75""","""1.92""","""-9.34"""
"""249097.0""","""16.28""","""-6.04""","""3.18"""
"""249198.0""","""6.94""","""-12.16""","""3.8"""
"""249299.0""","""-5.81""","""7.1""","""-4.51"""
"""249400.0""","""20.01""","""-20.01""","""-0.39"""
"""249501.0""","""11.41""","""-5.73""","""3.8"""
"""249602.0""","""4.67""","""-1.57""","""-6.39"""
"""249703.0""","""-0.59""","""3.45""","""-1.14"""
"""249804.0""","""19.3""","""-7.06""","""4.2"""
"""249905.0""","""15.14""","""-6.83""","""4.79"""
"""250006.0""","""-6.83""","""13.26""","""-2.16"""
"""250107.0""","""20.01""","""-9.81""","""4.35"""
"""250208.0""","""10.79""","""-4.82""","""6.35"""
"""250309.0""","""7.69""","""-1.53""","""-5.1"""
"""2.504102E7""","""-2.63""","""1.1""","""2.35"""
"""250612.0""","""15.73""","""-19.57""","""4.82"""
"""250713.0""","""-3.14""","""6.35""","""-2.79"""
"""250814.0""","""20.01""","""-2.55""","""1.1"""
"""250915.0""","""12.4""","""-1.45""","""6.08"""
"""251016.0""","""7.88""","""-7.53""","""-4.0"""
"""251117.0""","""2.04""","""2.51""","""-2.0"""
"""251218.0""","""19.77""","""-4.98""","""-2.31"""
"""251319.0""","""10.51""","""-9.89""","""3.8"""
"""251420.0""","""-7.53""","""7.41""","""-0.55"""
"""251521.0""","""20.01""","""-10.0""","""8.28"""
"""251622.0""","""15.89""","""-4.9""","""5.49"""
"""251723.0""","""8.47""","""-5.37""","""-5.14"""
"""251824.0""","""-5.06""","""1.69""","""3.45"""
"""251925.0""","""20.01""","""-7.45""","""-7.34"""
"""252026.0""","""8.08""","""-11.06""","""-0.94"""
"""252127.0""","""-7.61""","""6.55""","""0.47"""
"""252228.0""","""20.01""","""-20.01""","""-9.38"""
"""252329.0""","""11.18""","""-6.35""","""5.92"""
"""252430.0""","""14.95""","""4.67""","""-6.35"""
"""252531.0""","""-1.14""","""-0.75""","""-0.24"""
"""252632.0""","""17.3""","""2.31""","""-1.1"""
"""252733.0""","""2.82""","""-2.67""","""2.9"""
"""252834.0""","""4.43""","""6.59""","""-1.45"""
"""252935.0""","""6.08""","""-12.75""","""1.18"""
"""253036.0""","""7.88""","""-14.47""","""1.57"""
"""253137.0""","""5.37""","""7.53""","""-1.84"""
"""253238.0""","""20.01""","""-4.24""","""-9.96"""
"""253339.0""","""12.4""","""-12.75""","""2.16"""
"""253440.0""","""-4.31""","""4.0""","""-0.67"""
"""253541.0""","""3.69""","""-0.55""","""1.88"""
"""253642.0""","""1.61""","""-19.93""","""4.47"""
"""253743.0""","""9.3""","""-14.79""","""1.29"""
"""253844.0""","""2.86""","""6.71""","""-1.33"""
"""253945.0""","""17.69""","""-9.02""","""-6.0"""
"""254046.0""","""14.59""","""-9.02""","""3.06"""
"""254147.0""","""-4.71""","""5.73""","""-4.67"""
"""254248.0""","""20.01""","""-1.53""","""1.77"""
"""254349.0""","""5.41""","""-5.96""","""7.22"""
"""254450.0""","""7.1""","""-11.38""","""0.51"""
"""254551.0""","""1.41""","""3.02""","""0.67"""
"""254652.0""","""20.01""","""-9.02""","""5.92"""
"""254753.0""","""12.43""","""-13.89""","""1.37"""
"""254854.0""","""-2.98""","""9.1""","""-2.75"""
"""254955.0""","""20.01""","""-10.87""","""1.41"""
"""255056.0""","""2.47""","""0.59""","""4.79"""
"""255157.0""","""3.37""","""-8.04""","""-2.43"""
"""255258.0""","""-0.39""","""1.37""","""3.37"""
"""255359.0""","""20.01""","""0.16""","""-0.94"""
"""255460.0""","""9.85""","""-12.83""","""0.63"""
"""255561.0""","""-4.98""","""12.28""","""-5.22"""
"""255662.0""","""20.01""","""-20.01""","""4.08"""
"""255763.0""","""12.36""","""-12.51""","""7.57"""
"""255864.0""","""12.51""","""5.57""","""-7.3"""
"""255965.0""","""-2.9""","""2.71""","""2.0"""
"""256066.0""","""19.81""","""-3.06""","""-0.04"""
"""256167.0""","""6.16""","""-11.77""","""0.31"""
"""256268.0""","""-4.79""","""6.35""","""-2.63"""
"""256369.0""","""2.39""","""-18.36""","""4.43"""
"""256470.0""","""18.16""","""-14.44""","""2.28"""
"""256571.0""","""3.57""","""0.9""","""-7.69"""
"""256672.0""","""-1.33""","""-6.59""","""-2.2"""
"""256773.0""","""17.89""","""-10.47""","""-6.24"""
"""256874.0""","""6.67""","""-6.75""","""1.96"""
"""256975.0""","""-3.02""","""4.9""","""-2.04"""
"""257076.0""","""20.01""","""-19.46""","""-3.65"""
"""257177.0""","""14.44""","""-14.04""","""1.18"""
"""257278.0""","""7.96""","""-2.28""","""-6.2"""
"""257379.0""","""2.79""","""3.41""","""-1.92"""
"""257480.0""","""15.69""","""-9.1""","""-9.85"""
"""257581.0""","""4.75""","""-3.3""","""-1.73"""
"""257682.0""","""-6.28""","""0.78""","""-0.2"""
"""257783.0""","""17.85""","""-13.02""","""-6.43"""
"""257884.0""","""15.53""","""0.9""","""3.26"""
"""257985.0""","""4.47""","""2.04""","""-5.61"""
"""258086.0""","""5.77""","""0.08""","""-7.92"""
"""258187.0""","""18.87""","""-0.71""","""-2.31"""
"""258288.0""","""7.26""","""-6.67""","""3.88"""
"""258389.0""","""-7.14""","""4.94""","""0.31"""
"""258490.0""","""-1.37""","""-16.04""","""4.2"""
"""258591.0""","""16.91""","""-7.1""","""2.04"""
"""258692.0""","""7.57""","""5.88""","""-5.69"""
"""258793.0""","""1.77""","""-7.92""","""-2.59"""
"""258894.0""","""8.12""","""-7.49""","""5.3"""
"""258995.0""","""2.12""","""2.67""","""1.02"""
"""259096.0""","""0.31""","""2.94""","""1.02"""
"""259197.0""","""1.73""","""-18.2""","""7.1"""
"""259298.0""","""7.96""","""-12.67""","""-0.55"""
"""259399.0""","""3.84""","""8.51""","""-3.3"""
"""259500.0""","""20.01""","""0.82""","""-11.49"""
"""259601.0""","""8.12""","""-7.65""","""3.53"""
"""259702.0""","""-2.55""","""-0.31""","""-2.94"""
"""259803.0""","""6.67""","""8.75""","""-3.26"""
"""259904.0""","""2.28""","""-5.96""","""3.65"""
"""260005.0""","""6.94""","""-11.1""","""1.33"""
"""260106.0""","""0.94""","""2.39""","""-1.69"""
"""260207.0""","""20.01""","""-9.22""","""-0.55"""
"""260308.0""","""12.87""","""-12.98""","""3.77"""
"""260409.0""","""-1.26""","""3.69""","""-8.63"""
"""260510.0""","""1.77""","""12.4""","""-20.01"""
"""260611.0""","""-1.02""","""-4.79""","""8.12"""
"""260712.0""","""5.06""","""-9.53""","""-0.31"""
"""260813.0""","""-0.04""","""2.2""","""0.51"""
"""260914.0""","""20.01""","""-17.42""","""2.43"""
"""261015.0""","""13.14""","""-13.38""","""6.98"""
"""261116.0""","""-8.2""","""6.55""","""-6.28"""
"""261217.0""","""20.01""","""-20.01""","""-5.37"""
"""261318.0""","""14.59""","""-0.67""","""5.65"""
"""261419.0""","""8.39""","""1.77""","""-7.18"""
"""261520.0""","""-0.39""","""0.04""","""-5.84"""
"""261621.0""","""17.73""","""-4.59""","""-2.35"""
"""261722.0""","""4.86""","""-7.92""","""3.96"""
"""261823.0""","""-9.96""","""9.92""","""-2.94"""
"""261924.0""","""1.73""","""-13.81""","""4.28"""
"""262025.0""","""11.92""","""-19.93""","""2.43"""
"""262126.0""","""7.85""","""6.43""","""-6.83"""
"""262227.0""","""3.49""","""-3.61""","""-1.22"""
"""262328.0""","""6.47""","""-11.34""","""5.53"""
"""262429.0""","""6.24""","""-0.67""","""-3.18"""
"""262530.0""","""-2.94""","""7.49""","""-2.16"""
"""262631.0""","""3.22""","""-19.5""","""16.04"""
"""262732.0""","""19.97""","""-14.28""","""3.92"""
"""262833.0""","""3.96""","""3.88""","""-4.79"""
"""262934.0""","""1.8""","""-5.41""","""-15.02"""
"""263035.0""","""11.1""","""-4.59""","""3.22"""
"""263136.0""","""9.81""","""-5.53""","""-0.04"""
"""263237.0""","""-4.98""","""7.3""","""3.65"""
"""263338.0""","""-0.12""","""-15.18""","""6.63"""
"""263439.0""","""9.45""","""-7.22""","""0.63"""
"""263540.0""","""7.61""","""3.73""","""-6.51"""
"""263641.0""","""5.65""","""0.04""","""-6.35"""
"""263742.0""","""12.24""","""-2.94""","""-2.0"""
"""263843.0""","""8.43""","""-8.75""","""2.04"""
"""263944.0""","""-6.79""","""7.34""","""-1.8"""
"""264045.0""","""0.0""","""-20.01""","""10.98"""
"""264146.0""","""14.67""","""-14.24""","""3.02"""
"""264247.0""","""4.94""","""0.86""","""-6.94"""
"""264348.0""","""2.98""","""2.2""","""-8.9"""
"""264449.0""","""17.89""","""-12.67""","""-3.41"""
"""264550.0""","""6.79""","""-8.9""","""4.16"""
"""264651.0""","""-8.67""","""8.08""","""0.47"""
"""264752.0""","""8.9""","""-20.01""","""-2.55"""
"""264853.0""","""12.75""","""-7.96""","""5.45"""
"""264954.0""","""6.9""","""-2.59""","""-5.57"""
"""265055.0""","""4.63""","""2.08""","""-3.92"""
"""265156.0""","""19.85""","""-8.43""","""-4.9"""
"""265257.0""","""6.04""","""-8.32""","""3.84"""
"""265358.0""","""-5.53""","""5.81""","""-1.1"""
"""265459.0""","""10.28""","""-10.43""","""-4.71"""
"""265560.0""","""15.81""","""-7.14""","""5.53"""
"""265661.0""","""9.92""","""2.55""","""-8.04"""
"""265762.0""","""5.37""","""0.31""","""-3.06"""
"""265863.0""","""14.67""","""-8.79""","""-4.08"""
"""265964.0""","""7.26""","""-4.04""","""0.59"""
"""266065.0""","""-9.26""","""3.73""","""-3.18"""
"""266166.0""","""7.02""","""-17.73""","""3.26"""
"""266267.0""","""12.59""","""-8.16""","""4.55"""
"""266368.0""","""8.32""","""2.67""","""-6.16"""
"""266469.0""","""6.32""","""-1.92""","""-14.98"""
"""266570.0""","""9.34""","""4.39""","""4.16"""
"""266671.0""","""0.67""","""-5.65""","""1.14"""
"""266772.0""","""-6.12""","""6.71""","""-0.24"""
"""266873.0""","""-0.47""","""-15.81""","""5.88"""
"""266974.0""","""10.55""","""-4.9""","""3.69"""
"""267075.0""","""5.26""","""1.65""","""-6.08"""
"""267176.0""","""1.22""","""1.65""","""-5.37"""
"""267277.0""","""17.69""","""-3.73""","""-0.94"""
"""267378.0""","""5.81""","""-7.34""","""4.55"""
"""267479.0""","""-8.04""","""3.8""","""-4.51"""
"""267580.0""","""9.61""","""5.61""","""-4.86"""
"""267681.0""","""13.93""","""-6.51""","""3.06"""
"""267782.0""","""8.87""","""3.14""","""-9.18"""
"""267883.0""","""-2.43""","""-1.53""","""-1.49"""
"""267984.0""","""19.81""","""-5.18""","""-4.12"""
"""268085.0""","""4.31""","""-9.34""","""5.18"""
"""268186.0""","""-7.88""","""9.69""","""-2.2"""
"""268287.0""","""-2.63""","""-15.77""","""9.14"""
"""268388.0""","""13.22""","""-15.97""","""5.92"""
"""268489.0""","""10.28""","""2.82""","""-9.45"""
"""268590.0""","""6.2""","""-0.2""","""-8.87"""
"""268691.0""","""9.85""","""-6.32""","""2.67"""
"""268792.0""","""6.16""","""-3.06""","""-2.35"""
"""268893.0""","""-6.35""","""9.26""","""-1.92"""
"""268994.0""","""1.06""","""-20.01""","""8.83"""
"""269095.0""","""7.77""","""-19.22""","""5.41"""
"""269196.0""","""12.67""","""6.0""","""-6.59"""
"""269297.0""","""-11.57""","""-20.01""","""2.63"""
"""269398.0""","""12.24""","""-7.88""","""-2.86"""
"""269499.0""","""5.92""","""-2.43""","""-0.82"""
"""269600.0""","""-4.75""","""7.02""","""-0.16"""
"""269701.0""","""3.22""","""-8.04""","""8.2"""
"""269802.0""","""10.0""","""-17.85""","""3.41"""
"""269903.0""","""4.43""","""2.55""","""-8.28"""
"""270004.0""","""-2.31""","""-9.06""","""0.98"""
"""270105.0""","""14.24""","""-19.97""","""3.22"""
"""270206.0""","""8.08""","""-4.08""","""1.29"""
"""270307.0""","""-4.86""","""8.67""","""1.1"""
"""2.7040814E7""","""5.81""","""-20.01""","""0.31"""
